Date,Open,High,Low,Close,Volume,Change,ma_5,vel_5,ma_20,vel_20,ma_60,vel_60,com_name,com_code,vol_mean_60,vol_std_60,vol_bolin_check,mean_60,std_60,bolin_check,high_246,new_high_check,pump_date,dump_date,pmp_Open,pmp_High,pmp_Low,pmp_Close,pmp_Volume,pmp_Change,pmp_high_246,pmp_ma_5,pmp_vel_5,pmp_ma_20,pmp_vel_20,pmp_ma_60,pmp_vel_60,dump_period,구독자_요청_종목
2023-11-17,15220,19500,15030,17500,3090655,14.98028909329829,15720.0,352.0,15445.5,129.0,15067.833333333334,59.66666666666788,대웅,003090,90385.81666666668,68035.46948630536,True,15067.833333333334,1103.5782964966245,True,22150.0,False,2023-12-20,2023-11-17,19040.0,19930.0,19010.0,19800.0,202112.0,4.159999847412109,22150.0,18608.0,342.0,17687.0,159.0,16391.166666666668,88.33333333333394,33,True
2024-07-08,19130,22000,19110,20250,2309700,4.922279792746114,18142.0,916.0,16641.0,201.5,17595.333333333332,20.83333333333212,대웅,003090,112067.38333333332,374349.4646783778,True,17595.333333333332,1384.1885179079504,True,27100.0,False,2024-07-24,2024-07-08,20700.0,22450.0,20700.0,22000.0,414904.0,6.5375302663438255,27100.0,21200.0,180.0,19464.0,313.5,18192.33333333333,68.33333333333212,16,True
2024-07-09,20250,23100,20200,21450,1909153,5.925925925925927,19302.0,1160.0,16888.5,247.5,17638.333333333332,43.0,대웅,003090,149877.8,469527.0848928326,True,17638.333333333332,1462.325946956457,True,27100.0,False,2024-08-16,2024-07-09,23250.0,24500.0,22950.0,24100.0,213108.0,4.782608695652174,27100.0,22900.0,420.0,21639.0,157.5,18927.83333333333,99.0,38,True
2020-07-09,49500,53500,49100,50400,300635,1.818181818181818,47540.0,1050.0,42195.0,470.0,39648.333333333336,290.0,경동나비엔,009450,64987.066666666666,57752.893523480416,True,39648.333333333336,3614.061130239426,True,49950.0,True,2020-07-13,2020-07-09,51900.0,55500.0,50600.0,53700.0,288249.0,5.294117647058823,53500.0,50270.0,1550.0,43557.5,802.5,40309.16666666666,348.3333333333285,4,True
2020-07-13,51900,55500,50600,53700,288249,5.294117647058823,50270.0,1550.0,43557.5,802.5,40309.16666666666,348.3333333333285,경동나비엔,009450,70827.15,65326.29050580103,True,40309.16666666666,4052.823787153553,True,53500.0,True,2020-08-13,2020-07-13,58100.0,58100.0,55600.0,56600.0,281308.0,4.23572744014733,55500.0,53940.0,1220.0,52085.0,225.0,46075.0,290.83333333333576,31,True
2021-04-19,52900,55400,52700,54900,301788,4.174573055028463,52820.0,700.0,51245.0,175.0,50564.16666666666,68.33333333332848,경동나비엔,009450,69492.75,35004.51167948927,True,50564.16666666666,1327.6426051488231,True,61800.0,False,2021-04-21,2021-04-19,55500.0,58500.0,55300.0,58000.0,448380.0,5.839416058394161,61800.0,54560.0,1160.0,51800.0,350.0,50762.5,131.66666666666424,2,True
2021-04-21,55500,58500,55300,58000,448380,5.839416058394161,54560.0,1160.0,51800.0,350.0,50762.5,131.66666666666424,경동나비엔,009450,74074.48333333334,45831.24299119949,True,50762.5,1720.2587753701407,True,61800.0,False,2021-05-07,2021-04-21,57100.0,59000.0,57000.0,58800.0,120678.0,2.9772329246935203,61800.0,56720.0,800.0,55085.0,452.5,52155.833333333336,175.0,16,True
2021-05-11,58000,64300,56600,63400,901343,8.19112627986348,59000.0,1600.0,56070.0,600.0,52558.333333333336,238.33333333333576,경동나비엔,009450,89212.71666666666,68802.25807392459,True,52558.333333333336,3033.3341093934228,True,61800.0,True,2021-05-14,2021-05-11,61600.0,65000.0,61100.0,64800.0,285142.0,6.403940886699508,65200.0,62020.0,1200.0,57650.0,620.0,53133.333333333336,221.66666666667152,3,True
2023-02-17,36150,38150,36100,37400,135249,2.7472527472527477,35940.0,540.0,34865.0,210.0,34643.333333333336,56.66666666667152,경동나비엔,009450,38621.91666666666,25763.58631689607,True,34643.333333333336,1065.3028003828774,True,53200.0,False,2023-02-20,2023-02-17,37450.0,38400.0,37300.0,38400.0,104948.0,2.6737967914438503,53200.0,36670.0,730.0,35142.5,277.5,34715.833333333336,72.5,3,True
2023-04-26,34850,40900,34500,40050,986197,13.456090651558071,36150.0,930.0,35615.0,282.5,35759.166666666664,84.16666666666424,경동나비엔,009450,37045.083333333336,22119.321337161942,True,35759.166666666664,1519.6869566900284,True,53200.0,False,2023-04-27,2023-04-26,40900.0,42000.0,39900.0,41350.0,311245.0,3.245942571785269,53200.0,37480.0,1330.0,35972.5,357.5,35861.666666666664,102.5,1,True
2023-06-22,45300,51000,45200,50400,618847,11.258278145695364,45170.0,1240.0,42547.5,432.5,39545.0,274.16666666666424,경동나비엔,009450,71400.01666666666,131730.47569551176,True,39545.0,3707.044370668744,True,46550.0,True,2023-07-03,2023-06-22,52000.0,54900.0,52000.0,54000.0,396952.0,6.299212598425196,52900.0,50740.0,920.0,45730.0,680.0,41404.16666666666,295.0,11,True
2024-08-12,57200,66900,55300,66000,353055,15.18324607329843,57480.0,2860.0,57105.0,670.0,53769.16666666666,275.8333333333285,경동나비엔,009450,62419.96666666667,59519.71099516529,True,53769.16666666666,3382.721445601435,True,62600.0,True,2024-08-13,2024-08-12,66000.0,68200.0,64800.0,66900.0,373968.0,1.3636363636363635,66900.0,60020.0,2540.0,57780.0,675.0,54074.16666666666,305.0,1,True
2024-08-13,66000,68200,64800,66900,373968,1.3636363636363635,60020.0,2540.0,57780.0,675.0,54074.16666666666,305.0,경동나비엔,009450,66259.0,69983.3328748436,True,54074.16666666666,3717.2125020385183,True,66900.0,True,2024-08-16,2024-08-13,65300.0,73000.0,64800.0,72700.0,303891.0,11.3323124042879,69100.0,65640.0,3320.0,59315.0,965.0,54723.333333333336,385.83333333333576,3,True
2020-04-22,8150,10300,7799,8990,1121180,7.4074074074074066,8432.0,262.0,7115.5,184.0,7326.5,11.33333333333303,한일시멘트,300720,63791.16666666666,48595.75363647704,True,7326.5,840.1852600387642,True,15150.0,False,2020-12-04,2020-04-22,10150.0,10950.0,10150.0,10900.0,160410.0,7.920792079207921,10300.0,9798.0,338.0,9221.0,136.0,8504.166666666666,48.83333333333212,226,True
2020-11-17,8920,9630,8920,9450,270810,6.900452488687783,8922.0,218.0,8361.0,57.0,8171.0,20.5,한일시멘트,300720,41903.16666666666,29254.987840214224,True,8171.0,290.3808136725428,True,10300.0,False,2020-11-19,2020-11-17,9510.0,9710.0,9510.0,9680.0,36090.0,0.72840790842872,10300.0,9268.0,176.0,8500.5,71.5,8230.5,29.66666666666606,2,True
2021-03-26,13550,14350,13500,14100,294160,6.415094339622642,13080.0,390.0,12050.0,107.5,11369.166666666666,53.33333333333212,한일시멘트,300720,93685.83333333331,58481.3512588116,True,11369.166666666666,704.109707521479,True,14000.0,True,2021-03-29,2021-03-26,14500.0,16500.0,14200.0,16150.0,564660.0,14.53900709219858,14350.0,13850.0,770.0,12277.5,227.5,11457.5,88.33333333333394,3,True
2021-03-29,14500,16500,14200,16150,564660,14.53900709219858,13850.0,770.0,12277.5,227.5,11457.5,88.33333333333394,한일시멘트,300720,97567.33333333331,63781.82900648458,True,11457.5,933.093315587039,True,14350.0,True,2021-03-31,2021-03-29,15400.0,16900.0,15350.0,16800.0,440860.0,9.090909090909092,17450.0,15140.0,710.0,12717.5,255.0,11645.833333333334,105.0,2,True
2021-03-30,16250,17450,15050,15400,469850,-4.643962848297214,14430.0,580.0,12462.5,185.0,11540.833333333334,83.33333333333394,한일시멘트,300720,105216.83333333331,87780.33750512771,True,11540.833333333334,1052.659733306203,True,16500.0,True,2021-07-28,2021-03-30,16900.0,17600.0,16800.0,17450.0,203360.0,2.647058823529412,18750.0,17140.0,30.0,16650.0,75.0,16379.166666666666,44.16666666666606,120,True
2021-03-31,15400,16900,15350,16800,440860,9.090909090909092,15140.0,710.0,12717.5,255.0,11645.833333333334,105.0,한일시멘트,300720,111881.33333333331,99461.99765665836,True,11645.833333333334,1243.910307501042,True,17450.0,False,2021-05-11,2021-03-31,15899.0,17250.0,15750.0,17050.0,312540.0,5.900621118012422,17450.0,15660.0,450.0,15330.0,112.5,13715.833333333334,98.33333333333394,41,True
2021-07-12,18750,18750,16400,16700,1249400,6.369426751592357,16170.0,120.0,16045.0,15.0,16027.5,29.16666666666606,한일시멘트,300720,106591.33333333331,67440.67247052658,True,16027.5,609.9058693696061,True,17900.0,True,2021-08-09,2021-07-12,18500.0,20300.0,18200.0,19850.0,411600.0,8.469945355191257,18750.0,17980.0,530.0,17307.5,157.5,16623.333333333332,61.66666666666424,28,True
2021-08-20,23100,23200,19350,20000,779960,-13.41991341991342,21420.0,-110.0,18895.0,137.5,17225.0,55.83333333333212,한일시멘트,300720,140321.5,167334.37831332957,True,17225.0,1675.154938444968,True,23200.0,True,2021-08-30,2021-08-20,21800.0,23900.0,21750.0,23550.0,548630.0,8.027522935779817,23200.0,21520.0,750.0,20107.5,302.5,17709.166666666668,123.33333333333576,10,True
2023-03-31,12350,13000,12300,12950,374793,6.0606060606060606,12128.0,296.0,11584.5,42.5,11576.166666666666,39.16666666666606,한일시멘트,300720,72871.86666666667,55937.58535855911,True,11576.166666666666,444.44248704788384,True,21950.0,False,2023-04-04,2023-03-31,12890.0,13460.0,12840.0,13020.0,217488.0,1.008533747090768,21700.0,12596.0,214.0,11690.0,59.0,11648.833333333334,37.0,4,True
2024-06-05,13300,16880,13220,13890,3601425,4.43609022556391,13550.0,90.0,13559.5,45.5,12793.5,33.16666666666606,한일시멘트,300720,87074.63333333333,147277.52541559987,True,12793.5,673.3443599810383,True,14580.0,True,No pumping date,2024-06-05,,,,,,,,,,,,,,No pumping date,True
2020-12-04,8730,9860,8720,9450,1319121,7.876712328767123,8788.0,172.0,8503.0,77.0,8392.0,8.16666666666606,넥슨게임즈,225570,155387.88333333333,245555.7135767917,True,8392.0,477.7092229535977,True,10450.0,False,2021-01-04,2020-12-04,10100.0,12150.0,10050.0,11500.0,1470787.0,17.707267144319346,10450.0,9720.0,508.0,9266.0,145.0,8533.833333333334,46.16666666666788,31,True
2021-01-04,10100,12150,10050,11500,1470787,17.707267144319346,9720.0,508.0,9266.0,145.0,8533.833333333334,46.16666666666788,넥슨게임즈,225570,150194.16666666666,197993.42978665823,True,8533.833333333334,696.3003727124993,True,10450.0,True,2021-01-05,2021-01-04,11700.0,14950.0,11700.0,14950.0,2872653.0,30.0,12150.0,10904.0,1184.0,9575.5,309.5,8637.666666666666,103.83333333333212,1,True
2021-01-05,11700,14950,11700,14950,2872653,30.0,10904.0,1184.0,9575.5,309.5,8637.666666666666,103.83333333333212,넥슨게임즈,225570,171777.2,261295.41606951924,True,8637.666666666666,1082.1422048014065,True,12150.0,True,2021-01-06,2021-01-05,16400.0,16400.0,13700.0,14950.0,2998080.0,0.0,14950.0,12084.0,1180.0,9850.5,275.0,8743.5,105.83333333333394,1,True
2021-01-06,16400,16400,13700,14950,2998080,0.0,12084.0,1180.0,9850.5,275.0,8743.5,105.83333333333394,넥슨게임즈,225570,217045.96666666667,435691.2337216553,True,8743.5,1354.6089873002456,True,14950.0,True,2021-02-04,2021-01-06,15050.0,18200.0,14700.0,17450.0,3869500.0,15.946843853820598,16450.0,15350.0,430.0,14502.5,117.5,11069.333333333334,156.5,29,True
2021-09-27,12500,15850,12500,14100,5157939,11.462450592885377,12770.0,340.0,12365.0,107.5,12428.333333333334,30.83333333333394,넥슨게임즈,225570,224920.0,236343.16164353493,True,12428.333333333334,487.84954149960544,True,21350.0,False,2021-11-01,2021-09-27,15100.0,16300.0,15100.0,16100.0,874627.0,5.228758169934641,21350.0,15640.0,170.0,15060.0,115.0,13298.333333333334,57.5,35,True
2021-09-29,13700,15300,13000,13050,6802289,-0.381679389312977,13020.0,90.0,12492.5,55.0,12460.833333333334,15.0,넥슨게임즈,225570,319212.93333333335,682512.462403035,True,12460.833333333334,497.3737525419355,True,21350.0,False,2021-10-07,2021-09-29,14450.0,15500.0,14450.0,15350.0,744219.0,5.498281786941581,21350.0,14510.0,460.0,13032.5,127.5,12619.166666666666,47.5,8,True
2021-10-22,15250,17100,14950,15250,4027297,0.9933774834437088,14840.0,120.0,14332.5,132.5,13025.0,45.83333333333394,넥슨게임즈,225570,552405.8333333334,1114412.8659828804,True,13025.0,1148.008592656733,True,21350.0,False,2021-11-03,2021-10-22,15900.0,20350.0,15500.0,19750.0,15599542.0,24.60567823343849,21350.0,16440.0,790.0,15397.5,240.0,13465.833333333334,117.5,12,True
2021-11-03,15900,20350,15500,19750,15599542,24.60567823343849,16440.0,790.0,15397.5,240.0,13465.833333333334,117.5,넥슨게임즈,225570,664394.6166666667,1199246.9413758763,True,13465.833333333334,1639.1526248899927,True,21350.0,False,2021-11-18,2021-11-03,18900.0,22250.0,18150.0,20900.0,11011785.0,16.11111111111111,21350.0,18170.0,700.0,17067.5,290.0,14479.166666666666,148.33333333333212,15,True
2021-11-18,18900,22250,18150,20900,11011785,16.11111111111111,18170.0,700.0,17067.5,290.0,14479.166666666666,148.33333333333212,넥슨게임즈,225570,1245374.3666666667,2338981.929761649,True,14479.166666666666,2307.5280571346093,True,21350.0,True,2021-12-17,2021-11-18,20250.0,23000.0,20200.0,23000.0,5951862.0,29.94350282485876,22250.0,18340.0,1480.0,16325.0,170.0,15980.833333333334,173.33333333333394,29,True
2022-03-25,24450,28950,23850,28700,15240310,28.699551569506728,23630.0,1340.0,21250.0,580.0,19341.666666666668,147.5,넥슨게임즈,225570,1518760.1,1970875.7278777089,True,19341.666666666668,2625.0127790918805,True,26350.0,True,2024-08-07,2022-03-25,25600.0,30000.0,25500.0,29350.0,5905380.0,11.385199240986717,30200.0,27880.0,1110.0,22569.5,375.0,17796.833333333332,250.66666666666424,866,True
2022-04-13,25700,31250,23400,27200,15798300,4.414587332053743,25330.0,480.0,24520.0,300.0,20357.5,133.33333333333212,넥슨게임즈,225570,1689475.2333333334,2576586.018255819,True,20357.5,3591.5133607351618,True,28950.0,True,No pumping date,2022-04-13,,,,,,,,,,,,,,No pumping date,True
2023-02-21,15480,16800,15440,16250,3611060,5.109961190168176,14846.0,374.0,14831.5,145.0,13960.5,24.16666666666606,넥슨게임즈,225570,647646.55,856853.3406663778,True,13960.5,870.2998217058376,True,31250.0,False,2023-03-27,2023-02-21,16870.0,17170.0,16510.0,16870.0,812348.0,0.7765830346475507,31250.0,16738.0,438.0,14738.0,52.5,14388.5,64.5,34,True
2023-03-21,17000,17780,16650,16700,10028825,13.760217983651229,14558.0,720.0,14647.0,62.0,14146.166666666666,53.33333333333212,넥슨게임즈,225570,854555.4,944700.973092135,True,14146.166666666666,1079.511960770478,True,31250.0,False,2023-03-28,2023-03-21,16870.0,18300.0,16630.0,18100.0,3215697.0,7.291049199762893,31250.0,17018.0,280.0,14915.0,177.0,14479.333333333334,90.83333333333394,7,True
2023-03-31,17050,19870,16550,18500,8081901,9.85748218527316,17500.0,352.0,15382.0,212.5,14733.166666666666,108.33333333333212,넥슨게임즈,225570,1099190.55,1490710.4119052184,True,14733.166666666666,1366.9754956289105,True,31250.0,False,2023-04-04,2023-03-31,19850.0,21500.0,19580.0,20100.0,4422168.0,1.310483870967742,31250.0,18494.0,400.0,15936.0,293.0,14995.5,132.5,4,True
2023-04-03,17980,20750,17870,19840,6463683,7.243243243243243,18094.0,594.0,15643.0,261.0,14863.0,129.83333333333394,넥슨게임즈,225570,1222006.8333333333,1740907.845239532,True,14863.0,1473.5962006981597,True,31250.0,False,2023-04-07,2023-04-03,19350.0,22850.0,19350.0,21550.0,7359841.0,12.239583333333332,31250.0,20096.0,610.0,16884.0,396.0,15327.0,133.33333333333394,4,True
2023-04-07,19350,22850,19350,21550,7359841,12.239583333333332,20096.0,610.0,16884.0,396.0,15327.0,133.33333333333394,넥슨게임즈,225570,1390458.2166666666,1903473.8908214425,True,15327.0,1921.20045451818,True,31250.0,False,2023-06-20,2023-04-07,23050.0,24700.0,22400.0,23000.0,4590243.0,1.545253863134658,23500.0,21048.0,748.0,20317.5,115.0,19865.5,105.16666666666788,74,True
2024-02-02,14860,17950,14730,15270,8593384,3.740000009536743,15200.0,-34.0,15028.0,48.0,15477.833333333334,-11.5,넥슨게임즈,225570,301671.95,368105.104224475,True,15477.833333333334,674.0268356241364,True,25200.0,False,2024-07-04,2024-02-02,18700.0,19630.0,17720.0,19200.0,10054501.0,7.262569832402235,23900.0,16690.0,944.0,15274.5,245.5,14237.166666666666,92.83333333333212,153,True
2024-05-21,14750,16160,14320,14490,3024383,-2.028397565922921,14428.0,36.0,13810.0,79.0,13671.666666666666,7.0,넥슨게임즈,225570,224095.5,192531.9934996781,True,13671.666666666666,491.83560250074777,True,25200.0,False,2024-07-03,2024-05-21,18610.0,18950.0,16490.0,17900.0,13677089.0,14.376996805111824,23900.0,15746.0,656.0,15029.0,188.0,14144.333333333334,67.0,43,True
2024-05-22,15650,16190,14550,14550,3581838,0.4140786749482402,14438.0,10.0,13884.0,74.0,13682.5,10.83333333333394,넥슨게임즈,225570,271205.31666666665,409522.32957700914,True,13682.5,503.95932375566537,True,25200.0,False,2024-07-03,2024-05-22,18610.0,18950.0,16490.0,17900.0,13677089.0,14.376996805111824,23900.0,15746.0,656.0,15029.0,188.0,14144.333333333334,67.0,42,True
2024-07-03,18610,18950,16490,17900,13677089,14.376996805111824,15746.0,656.0,15029.0,188.0,14144.333333333334,67.0,넥슨게임즈,225570,459684.1,618753.8485513752,True,14144.333333333334,936.0037061109108,True,23900.0,False,2024-07-04,2024-07-03,18700.0,19630.0,17720.0,19200.0,10054501.0,7.262569832402235,23900.0,16690.0,944.0,15274.5,245.5,14237.166666666666,92.83333333333212,1,True
2024-07-04,18700,19630,17720,19200,10054501,7.262569832402235,16690.0,944.0,15274.5,245.5,14237.166666666666,92.83333333333212,넥슨게임즈,225570,685140.2,1813987.145162764,True,14237.166666666666,1138.4513591609398,True,23900.0,False,2024-07-08,2024-07-04,20500.0,22400.0,20050.0,21500.0,10017413.0,10.881897885507993,23900.0,18728.0,1236.0,15860.0,323.0,14473.0,138.33333333333394,4,True
2024-07-08,20500,22400,20050,21500,10017413,10.881897885507993,18728.0,1236.0,15860.0,323.0,14473.0,138.33333333333394,넥슨게임즈,225570,939298.3833333332,2255858.483593616,True,14473.0,1599.0985808219216,True,23900.0,False,2024-07-29,2024-07-08,23000.0,24650.0,22800.0,23800.0,3610456.0,6.96629213483146,23450.0,22310.0,450.0,20004.0,424.0,16293.166666666666,172.0,21,True
2024-07-10,19980,22000,18040,21850,9750353,5.048076923076923,20548.0,790.0,16477.5,329.5,14745.5,143.33333333333394,넥슨게임즈,225570,1143744.433333333,2544097.352076373,True,14745.5,2005.6905696086776,True,23900.0,False,2024-07-24,2024-07-10,21300.0,22750.0,21200.0,22000.0,1883520.0,1.851851851851852,23450.0,20910.0,630.0,18865.5,369.0,15832.166666666666,145.33333333333212,14,True
2024-08-01,24050,30200,23900,28800,12093813,21.008403361344534,24610.0,1380.0,21216.5,480.0,16910.0,257.5,넥슨게임즈,225570,2048752.433333333,2894533.502835931,True,16910.0,3536.263948274302,True,24650.0,True,No pumping date,2024-08-01,,,,,,,,,,,,,,No pumping date,True
2021-09-02,32950,37500,32750,37400,3596894,14.198473282442748,33330.0,1040.0,31565.0,450.0,30250.83333333333,165.0,프레스티지바이오파마,950210,408947.18333333335,310295.72415457125,True,30250.83333333333,1832.9260590250703,True,54000.0,False,2021-09-03,2021-09-02,37900.0,39900.0,35500.0,38350.0,2986907.0,2.5401069518716577,54000.0,34530.0,1200.0,31952.5,387.5,30420.0,169.16666666666788,1,True
2021-09-03,37900,39900,35500,38350,2986907,2.5401069518716577,34530.0,1200.0,31952.5,387.5,30420.0,169.16666666666788,프레스티지바이오파마,950210,466431.45,513830.4672388341,True,30420.0,2090.701771727653,True,54000.0,False,2021-09-06,2021-09-03,38500.0,40400.0,37400.0,40000.0,1643230.0,4.302477183833116,54000.0,36080.0,1550.0,32360.0,407.5,30614.166666666668,194.16666666666788,3,True
2022-12-15,9190,9900,8500,8670,840823,-3.6666666666666665,8768.0,74.0,8414.0,13.5,8112.833333333333,-8.33333333333394,프레스티지바이오파마,950210,92061.25,165768.59330865162,True,8112.833333333333,466.6399609003437,True,22550.0,False,2023-02-07,2022-12-15,8780.0,11200.0,8730.0,10350.0,4375943.0,19.102416570771,22500.0,8918.0,404.0,8311.0,159.0,8175.333333333333,36.0,54,True
2023-01-16,7550,9840,7550,8980,5338968,18.626155878467635,7836.0,284.0,7606.5,28.0,7990.0,27.0,프레스티지바이오파마,950210,100348.85,207534.0103333941,True,7990.0,507.2424620001533,True,22500.0,False,2023-02-07,2023-01-16,8780.0,11200.0,8730.0,10350.0,4375943.0,19.102416570771,22500.0,8918.0,404.0,8311.0,159.0,8175.333333333333,36.0,22,True
2023-02-07,8780,11200,8730,10350,4375943,19.102416570771,8918.0,404.0,8311.0,159.0,8175.333333333333,36.0,프레스티지바이오파마,950210,223365.51666666663,715383.7108693625,True,8175.333333333333,572.2464405326518,True,22500.0,False,2023-03-16,2023-02-07,9960.0,13050.0,9950.0,11930.0,2683421.0,18.11881188118812,22500.0,10670.0,158.0,10491.5,61.5,9072.166666666666,58.5,37,True
2023-02-10,9540,12000,9420,10980,5070781,14.018691588785046,9952.0,470.0,8715.0,172.0,8265.666666666666,39.0,프레스티지바이오파마,950210,307663.43333333335,892606.499669744,True,8265.666666666666,739.8130012630731,True,22500.0,False,2023-04-12,2023-02-10,11790.0,12200.0,11730.0,12080.0,144113.0,2.4597116200169635,20150.0,11838.0,72.0,11556.5,99.0,10339.666666666666,75.16666666666606,61,True
2023-07-18,9020,11830,9020,11830,979299,30.0,9648.0,566.0,9371.5,98.5,9781.666666666666,-1.5,프레스티지바이오파마,950210,56868.8,47519.756937849554,True,9781.666666666666,621.3467239907503,True,13500.0,False,2023-07-19,2023-07-18,13600.0,14500.0,11830.0,12600.0,4264698.0,6.508875739644971,13500.0,10370.0,722.0,9516.5,145.0,9803.0,21.33333333333394,1,True
2023-07-19,13600,14500,11830,12600,4264698,6.508875739644971,10370.0,722.0,9516.5,145.0,9803.0,21.33333333333394,프레스티지바이오파마,950210,70435.68333333333,127645.50194760389,True,9803.0,692.9115677195559,True,13500.0,True,2024-08-12,2023-07-19,14250.0,15630.0,13900.0,15270.0,386624.0,10.893246187363834,15750.0,13526.0,770.0,12736.0,285.0,10076.166666666666,120.33333333333212,390,True
2024-04-09,8390,9800,8270,8290,495729,0.0,8428.0,-52.0,8669.0,-19.0,8531.5,-20.5,프레스티지바이오파마,950210,53845.083333333336,36999.53519851937,True,8531.5,311.9149438631079,True,14920.0,False,2024-06-12,2024-04-09,9300.0,9850.0,9240.0,9850.0,164156.0,5.913978494623656,14920.0,9148.0,230.0,8294.5,93.5,8330.333333333334,22.5,64,True
2024-07-15,9640,10410,9370,9570,287491,0.3144654088050315,9492.0,22.0,9029.0,35.5,8511.333333333334,27.5,프레스티지바이오파마,950210,46298.566666666666,38738.12085859062,True,8511.333333333334,592.696986255087,True,14920.0,False,2024-07-17,2024-07-15,10530.0,11450.0,10320.0,11130.0,460046.0,7.848837209302325,14920.0,10030.0,346.0,9224.0,118.0,8602.0,51.16666666666606,2,True
2024-07-17,10530,11450,10320,11130,460046,7.848837209302325,10030.0,346.0,9224.0,118.0,8602.0,51.16666666666606,프레스티지바이오파마,950210,52896.01666666667,52359.832655641774,True,8602.0,711.2028483682798,True,14920.0,False,2024-07-18,2024-07-17,10920.0,11650.0,10620.0,11630.0,206449.0,4.492362982929021,14920.0,10438.0,408.0,9358.0,134.0,8662.0,60.0,1,True
2024-07-19,11630,12200,11400,11900,293537,2.3215821152192606,10910.0,472.0,9508.0,150.0,8726.0,64.0,프레스티지바이오파마,950210,63328.9,76159.40122146343,True,8726.0,905.2094054959492,True,14920.0,False,2024-07-23,2024-07-19,11650.0,12590.0,11650.0,12590.0,202771.0,6.694915254237288,14920.0,11810.0,454.0,9847.5,187.5,8864.666666666666,75.5,4,True
2024-07-26,14400,15750,13520,13760,3164140,13.344316309719934,12582.0,372.0,10465.5,255.5,9106.0,95.5,프레스티지바이오파마,950210,79377.86666666667,88292.04570271348,True,9106.0,1388.4526199938498,True,14920.0,True,2024-08-16,2024-07-26,15020.0,15980.0,14610.0,15760.0,256291.0,4.92676431424767,15750.0,14864.0,504.0,13346.0,206.5,10435.666666666666,132.33333333333212,21,True
2024-10-23,14500,17370,14500,16950,1941733,18.69747899159664,15210.0,382.0,14624.0,109.5,13996.0,85.83333333333394,프레스티지바이오파마,950210,232706.2333333333,399719.3498048781,True,13996.0,958.0651405622326,True,16220.0,True,2024-10-25,2024-10-23,17090.0,18280.0,16850.0,17660.0,552753.0,3.3352837916910474,17420.0,16176.0,552.0,14899.0,159.0,14155.0,84.0,2,True
2020-01-02,77400,82400,72600,81000,3912087,23.66412213740458,68320.0,3060.0,63710.0,935.0,63816.66666666666,205.0,안랩,053800,90140.9,76728.9218404859,True,63816.66666666666,3440.1501084052625,True,69700.0,True,2021-01-04,2020-01-02,86300.0,86300.0,81000.0,84500.0,1008888.0,10.892388451443573,80200.0,76560.0,2400.0,67660.0,1065.0,64988.333333333336,298.33333333333576,368,True
2020-01-03,79800,82700,75700,76000,2252652,-6.172839506172839,70700.0,2380.0,64450.0,740.0,64096.66666666666,280.0,안랩,053800,152884.83333333334,499408.66376037255,True,64096.66666666666,3729.541557080151,True,82400.0,True,2021-01-04,2020-01-03,86300.0,86300.0,81000.0,84500.0,1008888.0,10.892388451443573,80200.0,76560.0,2400.0,67660.0,1065.0,64988.333333333336,298.33333333333576,367,True
2020-07-10,60400,62400,57100,58700,1699644,10.754716981132075,53820.0,1380.0,52120.0,215.0,54676.66666666666,65.0,안랩,053800,110318.65,84773.8552106841,True,54676.66666666666,2462.0073570129343,True,82700.0,False,2020-07-16,2020-07-10,62700.0,65500.0,60700.0,63100.0,625337.0,1.7741935483870968,82700.0,60280.0,2020.0,53560.0,460.0,55118.333333333336,160.0,6,True
2020-12-21,72700,79300,72600,74600,2214733,16.927899686520377,65520.0,2400.0,63510.0,550.0,63646.66666666666,203.33333333332848,안랩,053800,99701.35,52392.37220481784,True,63646.66666666666,2022.1206075333812,True,82700.0,False,2021-01-04,2020-12-21,86300.0,86300.0,81000.0,84500.0,1008888.0,10.892388451443573,80200.0,76560.0,2400.0,67660.0,1065.0,64988.333333333336,298.33333333333576,14,True
2021-01-04,86300,86300,81000,84500,1008888,10.892388451443573,76560.0,2400.0,67660.0,1065.0,64988.333333333336,298.33333333333576,안랩,053800,148036.55,284418.7344816616,True,64988.333333333336,4390.015314697173,True,80200.0,True,2021-01-06,2021-01-04,87000.0,87900.0,85000.0,86500.0,355322.0,0.6984866123399301,86300.0,81640.0,2440.0,70040.0,1210.0,65608.33333333333,321.66666666666424,2,True
2021-01-07,86800,105300,86100,98800,2655720,14.219653179190752,86380.0,4740.0,71885.0,1845.0,66153.33333333333,545.0,안랩,053800,166886.31666666668,306358.9884172659,True,66153.33333333333,7229.540779814765,True,87900.0,True,2022-01-04,2021-01-07,103200.0,108500.0,98700.0,106400.0,2344284.0,6.293706293706294,109600.0,93400.0,5240.0,75930.0,1960.0,73993.33333333333,591.666666666657,362,True
2021-10-13,72000,74400,71900,73200,213935,3.389830508474576,70000.0,1000.0,69525.0,265.0,68245.0,50.0,안랩,053800,70097.33333333333,37696.10341803945,True,68245.0,1881.887350507675,True,105300.0,False,2021-10-20,2021-10-13,73200.0,76600.0,73200.0,76100.0,216946.0,2.976995940460081,105300.0,74360.0,580.0,70915.0,365.0,68750.0,151.66666666667152,7,True
