포착일,회사명,최신_회사명,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
2023-09-15,진양폴리,진양폴리,6.138933764135703,5.492730210016155,12.762520193861066,12.60096930533118,15.508885298869144,14.70113085621971,8.239095315024231,8.723747980613894,5.169628432956381,3.715670436187399,5.008077544426494,13.893376413570275,12.924071082390952,9.36995153473344,8.239095315024231,8.723747980613894,8.723747980613894,5.492730210016155,5.977382875605816,5.008077544426494,4.20032310177706,7.754442649434572,7.592891760904685,7.754442649434572,6.946688206785137,7.915993537964459,8.88529886914378,24.232633279483036,23.424878836833603,14.539579967689823,19.063004846526656,19.87075928917609,16.962843295638123,15.831987075928918,16.15508885298869,14.378029079159935,14.539579967689823,14.539579967689823,14.70113085621971,19.063004846526656,15.508885298869144,17.2859450726979,16.478190630048463,17.447495961227787,21.97092084006462,23.263327948303715,16.80129240710824,17.77059773828756,18.416801292407108,17.12439418416801,6.462035541195476,6.462035541195476,6.946688206785137,6.78513731825525,7.1082390953150245,5.977382875605816,4.523424878836833,2.2617124394184165,1.2924071082390953,3.231017770597738
2023-09-15,교보11호스펙,제이투케이바이오,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5
2023-09-18,씨씨에스,씨씨에스,5.701078582434515,10.323574730354391,24.80739599383667,46.5331278890601,77.19568567026194,78.73651771956857,76.42526964560862,106.47149460708782,99.53775038520801,110.16949152542372,120.64714946070877,119.10631741140216,170.87827426810478,171.80277349768875,185.2080123266564,186.90292758089367,196.45608628659477,200.0,143.45146379044684,70.41602465331279,77.8120184899846,108.1664098613251,140.98613251155626,147.45762711864407,199.537750385208,221.26348228043145,228.19722650231125,326.04006163328194,453.15870570107853,427.7349768875193,440.8320493066256,425.42372881355936,415.40832049306624,456.24036979969185,456.24036979969185,423.1124807395994,391.52542372881356,399.22958397534666,367.64252696456083,336.82588597842835,345.3004622496148,330.6625577812019,343.75963020030815,336.82588597842835,309.8613251155624,254.39137134052388,208.9368258859784,249.768875192604,222.03389830508473,238.21263482280432,228.19722650231125,210.47765793528504,195.68567026194145,223.5747303543914,320.64714946070876,309.09090909090907,264.40677966101697,238.9830508474576,340.6779661016949,316.0246533127889
2023-09-19,KR모터스,KR모터스,-6.524694154961486,-4.848210240144994,-2.899864068871772,-6.524694154961486,-4.485727231536022,11.508835523334843,9.016764839148166,-0.40779338468509285,4.077933846850929,-9.15269596737653,-12.822836429542365,-12.958767557770729,-17.806977797915724,-20.52560036248301,-18.849116447666518,-12.958767557770729,-21.341187131853196,-22.881739918441323,-26.280018124150427,-25.237879474399637,-25.373810602627998,-28.13774354327141,-29.315813321250566,-30.357951971001356,-32.71409152695967,-33.348436792025375,-31.762573629361125,-29.54236520163117,-29.72360670593566,-30.720434979610328,-30.720434979610328,-31.67195287720888,-33.07657453556864,-33.21250566379701,-30.086089714544627,-29.950158586316267,-29.72360670593566,-31.128228364295424,-31.128228364295424,-31.490711372904396,-31.67195287720888,-31.128228364295424,-31.264159492523785,-32.9859537834164,-33.6202990484821,-34.028092433167195,-33.6202990484821,-33.75623017671047,-32.80471227911191,-32.71409152695967,-34.526506570004535,-34.93429995468962,-34.25464431354781,-34.390575441776164,-34.25464431354781,-34.93429995468962,-52.4241051200725,-51.38196647032171,-51.925690983235164,-52.06162211146352
2023-09-20,SK디스커버리우,SK디스커버리우,-2.2364217252396164,-0.9584664536741214,-2.2364217252396164,-3.6741214057507987,-3.8338658146964857,-6.869009584664537,-4.313099041533546,-3.3546325878594248,-3.8338658146964857,-3.1948881789137378,-3.1948881789137378,-1.7571884984025559,-0.6389776357827476,-0.6389776357827476,-1.1182108626198082,-2.7156549520766773,-3.1948881789137378,-4.15335463258786,-4.952076677316294,-4.952076677316294,-6.3897763578274756,-6.7092651757188495,-5.5910543130990416,-6.7092651757188495,-6.869009584664537,-6.3897763578274756,-5.111821086261981,-3.993610223642172,-3.993610223642172,-3.5143769968051117,-2.7156549520766773,-3.035143769968051,-3.3546325878594248,-3.035143769968051,-2.2364217252396164,-2.2364217252396164,-2.8753993610223643,-2.2364217252396164,-2.2364217252396164,-0.9584664536741214,-0.6389776357827476,0.3194888178913738,0.4792332268370607,0.1597444089456869,0.9584664536741214,1.1182108626198082,2.7156549520766773,6.070287539936102,4.952076677316294,4.792332268370607,4.792332268370607,2.8753993610223643,1.4376996805111821,0.7987220447284344,0.4792332268370607,0.0,0.0,0.0,0.1597444089456869,1.2779552715654952
2023-09-21,아센디오,아센디오,-6.672597864768683,6.850533807829182,11.565836298932384,5.249110320284697,7.206405693950178,0.9786476868327402,4.092526690391459,5.960854092526691,9.430604982206406,4.1814946619217075,-5.871886120996441,-14.05693950177936,-14.145907473309608,3.469750889679715,-3.8256227758007118,7.6512455516014235,1.9572953736654803,9.341637010676157,9.07473309608541,11.654804270462634,12.722419928825623,2.0462633451957295,-2.135231316725979,-4.804270462633451,-2.135231316725979,-2.135231316725979,-3.0249110320284696,-5.0711743772241995,0.9786476868327402,0.3558718861209964,2.7580071174377228,-0.4448398576512456,0.1779359430604982,-1.4234875444839856,-1.7793594306049825,-1.9572953736654803,9.07473309608541,14.323843416370108,16.10320284697509,11.654804270462634,16.014234875444842,26.334519572953734,34.07473309608541,37.90035587188612,38.256227758007114,40.569395017793596,40.213523131672595,15.035587188612098,13.87900355871886,9.430604982206406,0.6227758007117438,-6.494661921708185,-11.032028469750891,-4.715302491103203,-7.295373665480427,-9.07473309608541,-8.896797153024911,-10.498220640569395,-11.476868327402135,-15.480427046263346
2023-09-21,진양산업,진양산업,6.142857142857143,10.0,4.714285714285714,3.8571428571428568,-2.7142857142857144,-2.857142857142857,-0.14285714285714285,2.857142857142857,2.857142857142857,2.4285714285714284,0.14285714285714285,-0.7142857142857143,1.4285714285714286,-0.4285714285714286,-1.4285714285714286,-2.2857142857142856,-2.0,0.0,-1.8571428571428572,-3.1428571428571432,-1.7142857142857144,0.0,-0.8571428571428572,8.285714285714285,2.2857142857142856,1.2857142857142856,2.7142857142857144,3.571428571428571,2.142857142857143,2.857142857142857,2.7142857142857144,-0.4285714285714286,0.0,1.2857142857142856,1.4285714285714286,1.4285714285714286,2.142857142857143,4.285714285714286,3.2857142857142856,3.428571428571429,8.0,7.142857142857142,2.4285714285714284,3.8571428571428568,4.428571428571428,4.714285714285714,-2.0,-1.8571428571428572,-0.2857142857142857,-0.2857142857142857,-1.0,-1.5714285714285716,-3.0,-5.0,-4.428571428571428,-5.285714285714286,-4.142857142857142,-4.285714285714286,-4.0,-2.857142857142857
2023-09-21,씨씨에스,씨씨에스,17.40740740740741,41.9753086419753,43.20987654320987,41.358024691358025,65.4320987654321,59.876543209876544,68.39506172839506,76.79012345679013,75.55555555555556,117.03703703703702,117.77777777777779,128.51851851851853,129.87654320987653,137.53086419753086,140.37037037037038,95.06172839506173,36.54320987654321,42.46913580246914,66.79012345679011,93.08641975308643,98.27160493827161,140.0,157.40740740740742,162.96296296296296,241.35802469135803,343.2098765432099,322.8395061728395,333.33333333333337,320.98765432098764,312.962962962963,345.679012345679,345.679012345679,319.1358024691358,293.8271604938272,300.0,274.6913580246914,250.0,256.7901234567901,245.06172839506172,255.55555555555554,250.0,228.39506172839506,183.9506172839506,147.53086419753086,180.2469135802469,158.02469135802468,170.98765432098764,162.96296296296296,148.76543209876542,136.91358024691357,159.25925925925927,237.037037037037,227.77777777777777,191.97530864197532,171.60493827160494,253.08641975308643,233.33333333333334,237.037037037037,206.17283950617283,198.14814814814815
2023-09-22,케이엠,케이엠,-3.0592734225621414,-4.97131931166348,-4.684512428298279,-8.030592734225621,-8.795411089866157,-8.795411089866157,-9.369024856596559,-8.508604206500955,-7.552581261950286,-5.927342256214149,-8.98661567877629,-9.177820267686425,-9.177820267686425,-10.133843212237094,-12.523900573613766,-14.340344168260039,-11.759082217973232,-11.089866156787762,-12.045889101338432,-12.045889101338432,-13.766730401529637,-13.957934990439771,-13.957934990439771,-11.854684512428298,-11.663479923518166,-10.420650095602294,-10.420650095602294,-10.22944550669216,-10.22944550669216,-12.045889101338432,-11.281070745697896,-10.994263862332696,-10.325047801147228,-9.751434034416825,-10.611854684512428,-8.317399617590821,-8.317399617590821,-8.030592734225621,-7.839388145315487,-7.552581261950286,0.9560229445506693,-1.9120458891013385,1.147227533460803,-2.1032504780114722,-0.5736137667304015,-3.2504780114722758,-2.1032504780114722,-0.5736137667304015,-1.7208413001912046,-0.7648183556405354,-2.48565965583174,-4.780114722753346,-6.8833652007648185,-6.21414913957935,-4.2065009560229445,-5.066921606118547,-5.544933078393881,-4.97131931166348,-5.736137667304015,-4.2065009560229445
2023-09-22,모두투어리츠,스타리츠,1.9450800915331807,6.064073226544623,5.949656750572083,3.775743707093822,4.004576659038902,2.9748283752860414,0.9153318077803204,2.059496567505721,3.6613272311212817,6.292906178489703,7.437070938215102,8.123569794050344,7.437070938215102,7.894736842105263,8.695652173913043,7.551487414187644,8.695652173913043,8.466819221967963,7.665903890160183,7.780320366132723,10.068649885583524,11.670480549199084,17.162471395881006,21.28146453089245,30.434782608695656,31.57894736842105,21.28146453089245,24.71395881006865,35.92677345537758,48.05491990846682,35.46910755148742,30.205949656750576,32.494279176201374,36.61327231121281,37.75743707093822,38.901601830663616,47.59725400457666,46.681922196796336,66.81922196796339,84.21052631578947,124.48512585812357,191.76201372997713,195.4233409610984,193.1350114416476,169.79405034324944,183.9816933638444,185.81235697940502,188.32951945080092,183.52402745995425,192.9061784897025,220.36613272311212,194.96567505720824,194.50800915331808,192.44851258581235,178.71853546910754,179.1762013729977,190.8466819221968,178.0320366132723,170.2517162471396,150.5720823798627
