,com_code,com_name,dump_date,High
18,109080,옵티시스,2024-01-03,11470
16,186230,그린플러스,2024-02-22,11490
7,164060,이루다,2023-06-28,11530
3,148150,세경하이테크,2021-09-02,11545
13,246960,이노테라피,2022-08-29,11550
17,019990,에너토크,2023-04-20,11550
20,001440,대한전선,2024-03-14,11660
2,246250,에스엘에스바이오,2021-04-27,11700
21,317830,에스피시스템스,2024-01-12,11710
11,183190,아세아시멘트,2023-10-18,11720
5,071840,롯데하이마트,2023-10-23,11740
7,086710,선진뷰티사이언스,2023-08-10,11750
9,011560,세보엠이씨,2022-06-03,11750
0,106080,하이소닉,2023-03-28,11780
15,123690,한국화장품,2023-08-14,11790
20,049720,고려신용정보,2023-07-07,11820
4,054800,아이디스홀딩스,2024-02-02,11850
12,033290,코웰패션,2023-12-01,11850
18,021045,대호특수강우,2022-12-29,11850
10,095700,제넥신,2023-11-23,11870
20,050960,수산아이앤티,2023-10-04,11880
21,032685,소프트센우,2023-12-01,11890
13,005680,삼영전자,2024-02-01,11930
20,093640,케이알엠,2023-02-02,11950
4,018880,한온시스템,2022-09-08,11950
7,046890,서울반도체,2024-01-22,11960
13,054780,키이스트,2023-02-17,11980
11,041520,이라이콤,2023-07-28,12000
5,030190,NICE평가정보,2023-08-07,12000
22,246720,아스타,2023-09-18,12120
15,263690,디알젬,2023-09-26,12130
0,304360,에스바이오메딕스,2023-09-27,12130
21,078140,대봉엘에스,2024-03-11,12150
16,059090,미코,2024-03-12,12170
6,068790,DMS,2020-09-08,12200
14,034810,해성산업,2023-01-30,12210
14,33626L,두산퓨얼셀2우B,2023-09-11,12270
12,145210,다이나믹디자인,2023-04-18,12270
7,156100,엘앤케이바이오,2023-08-31,12270
13,004365,세방우,2023-03-06,12300
10,214390,경보제약,2021-12-27,12300
2,237820,플레이디,2021-03-30,12350
26,041190,우리기술투자,2024-03-05,12380
16,060240,룽투코리아,2022-04-06,12450
13,227840,현대코퍼레이션홀딩스,2023-06-23,12490
21,003160,디아이,2024-03-06,12500
26,117580,대성에너지,2024-01-15,12500
9,111110,호전실업,2022-04-01,12550
19,090350,노루페인트,2024-02-13,12580
5,356890,싸이버원,2023-08-29,12630
3,069510,에스텍,2020-12-29,12650
11,251370,와이엠티,2024-02-19,12680
23,017890,한국알콜,2024-02-14,12710
6,230360,에코마케팅,2024-03-19,12710
23,001390,KG케미칼,2023-04-19,12740
0,950220,네오이뮨텍,2021-10-19,12750
12,351330,이삭엔지니어링,2024-01-19,12760
15,072020,중앙백신,2023-10-27,12790
23,005745,크라운해태홀딩스우,2023-12-07,12800
25,014285,금강공업우,2023-06-19,12810
22,060370,LS마린솔루션,2023-12-13,12890
10,104540,코렌텍,2024-01-08,12900
21,265560,영화테크,2023-02-28,12900
5,348150,고바이오랩,2023-09-08,12940
3,000520,삼일제약,2020-08-06,12942
11,35320K,대덕전자1우,2023-12-13,12950
16,017810,풀무원,2023-06-14,12990
20,062860,티엘아이,2022-05-26,13000
3,03481K,해성산업1우,2023-12-11,13000
13,004650,창해에탄올,2023-02-20,13030
22,950130,엑세스바이오,2023-09-14,13050
7,228850,레이언스,2022-12-02,13050
13,221980,케이디켐,2024-01-18,13050
22,002620,제일파마홀딩스,2023-11-23,13060
5,094280,효성ITX,2023-10-04,13110
24,039290,인포뱅크,2024-01-11,13120
10,203400,에이비온,2022-05-23,13150
10,049960,쎌바이오텍,2024-03-18,13150
10,33637L,솔루스첨단소재2우B,2023-12-12,13160
24,001527,동양2우B,2023-11-23,13190
8,089790,제이티,2020-11-25,13200
3,419120,산돌,2024-01-26,13250
1,376980,원티드랩,2023-11-22,13250
4,111870,KH 전자,2022-04-04,13290
6,412350,레이저쎌,2024-01-30,13300
14,293780,압타바이오,2023-08-17,13330
15,114810,한솔아이원스,2024-03-12,13350
3,372800,아이티아이즈,2023-05-26,13380
15,085670,뉴프렉스,2024-01-29,13380
22,208370,셀바스헬스케어,2023-03-22,13382
15,330350,위더스제약,2023-10-11,13400
2,411080,샌즈랩,2024-01-24,13400
16,136540,윈스,2024-01-25,13410
17,131370,알서포트,2021-07-09,13450
16,058630,엠게임,2022-04-06,13450
12,105330,케이엔더블유,2023-08-21,13470
5,043370,피에이치에이,2021-02-03,13500
18,264660,씨앤지하이테크,2024-02-08,13500
19,059120,아진엑스텍,2024-03-18,13510
6,078070,유비쿼스홀딩스,2024-02-27,13510
1,065560,녹원씨엔아이,2021-03-10,13600
35,26490K,크라운제과우,2023-12-07,13650
20,067080,대화제약,2024-03-08,13670
15,001560,제일연마,2022-03-30,13700
5,168360,펨트론,2024-01-24,13700
5,234690,녹십자웰빙,2021-10-18,13700
15,025320,시노펙스,2024-03-14,13720
16,256840,한국비엔씨,2022-07-14,13750
2,088980,맥쿼리인프라,2023-06-12,13758
14,002100,경농,2023-11-09,13760
3,004970,신라교역,2022-04-25,13800
21,077970,STX엔진,2024-03-14,13800
16,212560,네오오토,2023-12-21,13800
6,078160,메디포스트,2023-07-12,13809
25,008830,대동기어,2023-12-26,13880
9,101390,아이엠,2023-06-19,13890
4,108380,대양전기공업,2023-06-28,13900
13,071970,STX중공업,2021-05-04,13900
8,035600,KG이니시스,2023-12-06,13910
11,089140,넥스턴바이오,2023-04-11,13930
20,048430,유라테크,2023-06-29,14000
29,079170,한창산업,2023-10-17,14000
18,094820,일진파워,2024-03-18,14030
22,001340,백광산업,2023-06-13,14070
10,035510,신세계 I&C,2024-01-30,14090
6,311320,지오엘리먼트,2024-02-29,14100
19,071670,에이테크솔루션,2023-09-05,14150
27,094480,갤럭시아머니트리,2023-12-05,14170
0,429270,시지트로닉스,2024-01-25,14220
18,033160,엠케이전자,2024-01-25,14220
13,217270,넵튠,2023-09-04,14240
24,204210,스타리츠,2023-11-29,14260
9,004360,세방,2024-02-07,14290
23,004830,덕성,2024-02-16,14310
7,002990,금호건설,2021-06-08,14350
14,048910,대원미디어,2024-01-24,14370
13,293480,하나제약,2024-01-02,14400
15,170790,파이오링크,2024-03-05,14440
10,023900,풍국주정,2023-12-12,14470
25,004985,성신양회우,2023-12-01,14480
7,950210,프레스티지바이오파마,2023-07-19,14500
8,255440,야스,2023-04-05,14500
17,010690,화신,2023-12-21,14500
2,099390,브레인즈컴퍼니,2023-02-02,14560
13,101930,인화정공,2023-02-17,14590
21,000145,하이트진로홀딩스우,2023-12-07,14590
12,020560,아시아나항공,2024-02-14,14610
9,010240,흥국,2021-06-30,14650
23,020400,대동금속,2023-12-28,14650
29,004105,태양금속우,2023-12-06,14650
0,407400,꿈비,2024-01-03,14700
25,007330,푸른저축은행,2024-02-05,14710
5,204270,제이앤티씨,2024-03-06,14740
3,432430,와이랩,2024-02-21,14790
6,33626K,두산퓨얼셀1우,2022-05-06,14800
7,106520,노블엠앤비,2021-01-26,14811
8,084010,대한제강,2023-02-21,14850
18,037440,희림,2022-11-04,14850
4,352910,오비고,2023-03-02,14860
18,226330,신테카바이오,2023-12-26,14880
8,214180,헥토이노베이션,2023-12-26,14900
6,950190,고스트스튜디오,2024-01-25,14900
5,297090,씨에스베어링,2023-06-26,14910
15,078520,에이블씨엔씨,2023-09-18,14930
15,175140,인포마크,2023-08-16,14980
10,009680,모토닉,2021-01-07,15000
9,122450,KX,2021-06-25,15000
16,000320,노루홀딩스,2024-02-08,15100
23,222080,씨아이에스,2024-03-11,15110
2,318410,비비씨,2022-04-29,15150
8,225190,삼양옵틱스,2022-07-05,15150
5,115450,HLB테라퓨틱스,2020-12-30,15208
10,016790,카나리아바이오,2022-06-23,15223
9,302430,이노메트리,2024-03-12,15260
20,006370,대구백화점,2023-11-15,15280
11,084670,동양고속,2024-01-31,15300
1,199820,제일전기공업,2023-06-29,15320
0,340810,씨유박스,2023-09-20,15330
14,060590,씨티씨바이오,2023-08-21,15340
19,028100,동아지질,2024-01-31,15430
1,358570,지아이이노베이션,2023-08-14,15481
14,060250,NHN KCP,2024-02-20,15600
4,012630,HDC,2021-05-11,15600
3,003300,한일홀딩스,2022-02-25,15650
28,003535,한화투자증권우,2023-12-07,15650
7,016580,환인제약,2023-12-06,15700
21,001755,한양증권우,2024-01-11,15700
18,005950,이수화학,2024-02-26,15760
13,179290,엠아이텍,2023-04-04,15770
18,002025,코오롱우,2023-12-01,15780
17,060720,KH바텍,2024-03-11,15790
16,068240,다원시스,2024-01-15,15861
14,032190,다우데이타,2024-01-30,15880
11,274090,켄코아에어로스페이스,2024-01-18,15900
18,036560,영풍정밀,2023-07-27,15940
16,006890,태경케미컬,2023-06-19,16000
12,327260,RF머트리얼즈,2023-07-04,16000
23,006220,제주은행,2024-02-01,16050
13,138080,오이솔루션,2024-01-15,16130
16,000760,이화산업,2024-03-19,16180
13,217190,제너셈,2024-01-24,16200
15,023600,삼보판지,2021-11-23,16200
22,000230,일동홀딩스,2023-09-12,16200
3,314930,바이오다인,2024-02-28,16210
10,036890,진성티이씨,2023-07-12,16230
17,049830,승일,2022-12-06,16250
3,288330,브릿지바이오테라퓨틱스,2021-12-15,16250
25,045660,에이텍,2024-01-02,16250
6,072870,메가스터디,2021-04-14,16300
5,112290,와이씨켐,2024-02-23,16340
8,072990,에이치시티,2021-12-17,16351
14,004080,신흥,2023-02-14,16370
11,340930,유일에너테크,2024-03-19,16390
11,313760,윌링스,2022-06-07,16400
7,347860,알체라,2023-08-01,16400
6,333620,엔시스,2023-06-15,16400
14,136490,선진,2022-04-26,16500
14,011000,진원생명과학,2022-07-15,16500
1,289220,자이언트스텝,2024-01-09,16520
26,002787,진흥기업2우B,2022-12-02,16550
12,163730,핑거,2023-12-04,16630
12,268600,셀리버리,2023-02-01,16630
4,001500,현대차증권,2021-01-11,16750
11,215360,우리산업,2024-02-16,16770
4,304840,피플바이오,2023-01-06,16770
21,093370,후성,2023-03-29,16787
20,000087,하이트진로2우B,2023-12-12,16820
15,089970,에이피티씨,2024-03-14,16820
11,159010,아스플로,2023-07-17,16900
27,224110,에이텍모빌리티,2024-01-02,16900
8,003620,KG모빌리티,2023-04-28,16940
4,239610,에이치엘사이언스,2023-11-14,16980
6,00088K,한화3우B,2021-09-06,17000
15,084690,대상홀딩스,2023-12-07,17080
10,36328K,티와이홀딩스우,2023-12-08,17090
8,067370,선바이오,2023-04-18,17090
13,102460,이연제약,2024-01-05,17150
18,246710,티앤알바이오팹,2023-03-07,17250
29,151860,KG ETS,2023-08-30,17280
15,251630,브이원텍,2023-09-05,17330
18,161580,필옵틱스,2024-03-13,17380
20,277880,티에스아이,2023-04-19,17400
7,336370,솔루스첨단소재,2024-01-08,17410
13,082270,젬백스,2023-05-26,17440
0,308080,바이젠셀,2022-06-09,17450
12,203690,스피어파워,2022-01-06,17475
13,311690,CJ 바이오사이언스,2024-01-02,17500
5,397030,에이프릴바이오,2024-03-11,17500
19,009300,삼아제약,2023-12-07,17510
19,063170,서울옥션,2023-12-04,17550
5,303530,이노뎁,2024-02-20,17560
10,045100,한양이엔지,2024-02-08,17720
9,000050,경방,2022-04-26,17750
19,101730,위메이드맥스,2023-12-12,17760
15,003070,코오롱글로벌,2023-10-24,17770
20,131400,이브이첨단소재,2023-04-19,17780
13,138580,비즈니스온,2023-12-21,17800
10,148780,비플라이소프트,2022-04-08,17850
11,149950,아바텍,2023-03-28,17850
7,241790,오션브릿지,2021-12-23,17900
7,026890,스틱인베스트먼트,2021-10-14,17900
19,083930,아바코,2024-03-14,17910
19,173130,오파스넷,2023-08-23,17943
16,225570,넥슨게임즈,2024-02-02,17950
34,024060,흥구석유,2023-10-18,17970
16,086390,유니테스트,2024-03-12,17980
15,189330,씨이랩,2024-03-15,18090
23,007770,한일화학,2024-01-22,18100
2,035250,강원랜드,2024-02-19,18100
8,069080,웹젠,2023-12-15,18230
16,001550,조비,2023-07-17,18260
9,272550,삼양패키징,2023-08-14,18380
12,119860,커넥트웨이브,2023-12-27,18440
8,290550,디케이티,2021-08-17,18450
13,264450,유비쿼스,2023-10-12,18500
18,034020,두산에너빌리티,2024-03-14,18500
21,103590,일진전기,2024-03-18,18500
23,211270,AP위성,2024-01-03,18520
8,257370,피엔티엠에스,2020-09-22,18550
5,308170,씨티알모빌리티,2023-02-28,18620
22,118990,모트렉스,2023-12-28,18650
7,279600,미디어젠,2021-12-27,18700
22,008110,대동전자,2022-08-19,18750
10,053030,바이넥스,2022-04-07,18800
13,089850,유비벨록스,2024-03-19,18840
10,361390,제노코,2024-01-03,18850
1,276040,스코넥,2023-02-02,18860
15,036480,대성미생물,2023-10-24,18880
17,035080,그래디언트,2024-03-11,18900
13,002020,코오롱,2024-02-02,18980
0,282720,금양그린파워,2023-09-18,18980
5,220100,퓨쳐켐,2021-08-31,19000
7,288620,에스퓨얼셀,2023-12-21,19000
3,092130,이크레더블,2022-12-26,19050
15,007860,서연,2021-11-05,19150
19,007575,일양약품우,2023-12-06,19200
21,271980,제일약품,2023-12-05,19240
7,417840,저스템,2024-02-27,19240
7,000490,대동,2022-05-03,19250
10,044490,태웅,2024-03-18,19300
15,091580,상신이디피,2024-03-08,19320
16,217330,싸이토젠,2023-08-31,19330
32,004090,한국석유,2023-10-16,19370
2,003547,대신증권2우B,2021-09-13,19400
13,214870,뉴지랩파마,2020-05-15,19450
0,001800,오리온홀딩스,2019-11-04,19450
6,348350,위드텍,2023-08-22,19450
18,003220,대원제약,2023-11-22,19490
21,005820,원림,2024-02-23,19500
13,013580,계룡건설,2023-06-19,19570
0,240600,유진테크놀로지,2024-02-20,19580
15,140670,알에스오토메이션,2024-03-19,19720
9,032500,케이엠더블유,2024-01-16,19740
3,040910,아이씨디,2021-02-16,19850
14,226320,잇츠한불,2023-08-18,19870
1,192650,드림텍,2020-08-03,19896
0,294140,레몬,2020-08-20,19921
18,259630,엠플러스,2023-09-06,20000
4,032960,동일기연,2021-05-21,20202
10,125210,아모그린텍,2023-04-19,20300
24,004380,삼익THK,2024-02-21,20300
28,000227,유유제약2우B,2023-12-08,20350
18,010470,오리콤,2023-04-14,20350
19,089890,코세스,2024-01-25,20350
6,216050,인크로스,2023-02-08,20400
7,382840,원준,2023-12-27,20400
4,114840,아이패밀리에스씨,2024-02-15,20404
20,355150,코스텍시스,2023-08-03,20600
2,37550K,DL이앤씨우,2024-02-01,20600
8,037070,파세코,2021-07-19,20622
7,357580,아모센스,2023-08-22,20700
6,194700,노바렉스,2022-08-18,20700
18,174900,앱클론,2024-03-07,20700
11,000020,동화약품,2021-10-07,20800
0,950160,코오롱티슈진,2022-10-25,20850
5,417970,모델솔루션,2024-01-26,20900
4,272210,한화시스템,2021-03-31,20922
3,095270,웨이브일렉트로,2020-03-04,20995
18,019170,신풍제약,2023-08-01,21000
11,194370,제이에스코퍼레이션,2024-02-16,21250
18,190510,나무가,2024-01-26,21300
17,099750,이지케어텍,2024-02-16,21400
11,123420,위메이드플레이,2023-02-21,21400
9,080160,모두투어,2023-01-18,21400
17,079940,가비아,2024-03-13,21450
8,007700,F&F홀딩스,2024-02-02,21500
7,160980,싸이맥스,2022-03-28,21500
28,120240,대정화금,2024-02-21,21500
3,034310,NICE,2020-12-28,21500
7,020000,한섬,2024-02-07,21650
10,023160,태광,2023-07-12,21650
5,067630,HLB생명과학,2019-10-24,21689
12,004560,현대비앤지스틸,2022-03-08,21700
7,096240,크레버스,2023-09-14,21700
14,057880,피에이치씨,2022-02-03,21860
2,389140,포바이포,2023-02-08,21900
11,052400,코나아이,2023-09-19,21900
11,065710,서호전기,2023-08-07,21950
11,052020,에스티큐브,2023-04-05,21950
12,100030,인지소프트,2024-01-11,22000
18,051370,인터플렉스,2024-01-30,22050
15,250000,보라티알,2021-06-18,22100
16,007810,코리아써키트,2023-07-17,22150
18,206640,바디텍메드,2023-12-20,22150
11,019440,세아특수강,2023-02-27,22200
18,267290,경동도시가스,2023-10-20,22200
4,229000,젠큐릭스,2021-05-25,22220
4,081000,일진다이아,2023-03-14,22300
6,192400,쿠쿠홀딩스,2023-08-30,22300
8,262260,에이프로,2023-07-20,22500
10,007570,일양약품,2022-12-13,22500
4,000240,한국앤컴퍼니,2021-02-03,22600
7,247660,나노씨엠에스,2023-08-10,22700
0,448710,코츠테크놀로지,2024-03-11,22750
9,084730,팅크웨어,2021-12-22,22800
10,080580,오킨스전자,2023-03-02,22800
7,085660,차바이오텍,2023-09-11,22850
14,001680,대상,2023-12-07,22900
26,095500,미래나노텍,2024-02-28,23000
8,003850,보령,2021-04-30,23008
4,284740,쿠쿠홈시스,2024-03-14,23100
12,069260,TKG휴켐스,2023-12-19,23100
2,382900,범한퓨얼셀,2023-12-28,23100
15,011200,HMM,2023-12-21,23100
10,086820,바이오솔루션,2023-12-21,23100
10,272110,케이엔제이,2024-01-05,23150
19,200880,서연이화,2024-02-02,23150
7,089980,상아프론테크,2023-12-21,23350
7,033640,네패스,2023-07-17,23500
17,004545,깨끗한나라우,2023-02-24,23500
22,001770,SHD,2024-01-12,23550
24,196300,애니젠,2023-09-01,23650
0,443250,레뷰코퍼레이션,2024-01-12,23700
10,079370,제우스,2024-01-22,23700
9,224060,더코디,2022-05-19,23762
7,079160,CJ CGV,2021-05-31,23825
3,00279K,아모레G3우(전환),2023-08-10,23900
2,036530,SNT홀딩스,2021-06-08,23950
6,095610,테스,2023-07-17,24000
2,234080,JW생명과학,2020-12-21,24000
10,098460,고영,2024-02-23,24050
9,005500,삼진제약,2023-09-06,24100
9,053080,케이엔솔,2024-03-12,24150
9,166480,코아스템켐온,2021-08-09,24200
12,200350,래몽래인,2024-03-14,24400
17,249420,일동제약,2023-09-07,24450
16,083310,엘오티베큠,2024-02-23,24450
7,126720,수산인더스트리,2024-03-19,24500
7,143160,아이디스,2024-01-05,24600
2,089590,제주항공,2019-12-18,24625
14,023590,다우기술,2024-02-13,24650
13,066620,국보디자인,2022-04-11,24750
13,015760,한국전력,2024-02-26,24950
3,030000,제일기획,2022-10-27,24950
3,294570,쿠콘,2024-01-30,24950
0,451220,아이엠티,2024-01-25,25000
6,226950,올릭스,2023-09-06,25200
6,265520,AP시스템,2023-12-15,25250
26,100840,SNT에너지,2024-02-01,25400
20,007390,네이처셀,2023-04-06,25500
59,260970,에스앤디,2024-03-07,25500
1,254490,미래반도체,2023-12-19,25500
10,079960,동양이엔피,2021-09-13,25550
4,273640,와이엠텍,2023-04-19,25650
13,009770,삼정펄프,2024-02-06,26100
4,214320,이노션,2022-05-11,26249
8,094170,동운아나텍,2024-01-26,26250
12,089010,켐트로닉스,2024-03-13,26250
16,034300,신세계건설,2023-02-01,26300
8,065660,안트로젠,2023-02-20,26300
10,104460,디와이피엔에프,2023-12-13,26400
9,084110,휴온스글로벌,2024-02-14,26500
13,000950,전방,2024-01-31,26600
10,089600,나스미디어,2023-07-10,26650
14,036810,에프에스티,2023-12-04,26800
34,011500,한농화성,2024-03-12,26950
10,239890,피엔에이치테크,2024-01-09,27050
12,138610,나이벡,2022-09-01,27050
13,034590,인천도시가스,2023-10-16,27100
0,272450,진에어,2019-04-15,27143
16,230240,에치에프알,2023-08-17,27400
1,001270,부국증권,2021-04-07,27450
8,174880,장원테크,2021-07-20,27450
10,110790,크리스에프앤씨,2022-12-07,27500
9,051500,CJ프레시웨이,2024-02-05,27500
11,018310,삼목에스폼,2024-03-07,27500
10,108675,LX하우시스우,2023-12-12,27650
18,001430,세아베스틸지주,2023-11-24,27700
20,006980,우성,2023-05-11,27800
16,108860,셀바스AI,2023-08-01,27850
28,003495,대한항공우,2023-12-07,27950
3,235980,메드팩토,2023-04-14,28029
11,052260,현대바이오랜드,2021-02-09,28050
29,000440,중앙에너비스,2023-10-18,28200
10,123860,아나패스,2024-01-25,28300
27,003075,코오롱글로벌우,2023-09-04,28300
13,298380,에이비엘바이오,2024-03-06,28400
27,025950,동신건설,2024-01-03,28450
1,089860,롯데렌탈,2023-12-15,28650
11,216080,제테마,2023-07-21,28650
12,002795,아모레G우,2020-07-03,28900
21,003120,일성신약,2023-12-07,29000
3,092730,네오팜,2024-01-10,29100
8,236200,슈프리마,2024-01-22,29150
19,042660,한화오션,2024-03-18,29200
12,032300,한국파마,2023-12-08,29200
6,036800,나이스정보통신,2022-09-07,29400
8,026960,동서,2022-05-30,29400
13,042520,한스바이오메드,2023-07-10,29500
13,251970,펌텍코리아,2023-08-09,29700
13,009470,삼화전기,2023-05-03,29700
11,182360,큐브엔터,2021-11-15,29800
11,101160,월덱스,2023-09-15,29800
8,321820,와이더플래닛,2023-12-21,29850
12,038290,마크로젠,2023-06-27,29900
6,120115,코오롱인더우,2023-06-22,29900
31,004835,덕성우,2023-12-01,29900
20,002995,금호건설우,2023-01-05,29950
18,068290,삼성출판사,2024-02-06,29950
1,417860,오브젠,2024-01-09,30150
6,241840,에이스토리,2023-03-09,30250
12,322000,HD현대에너지솔루션,2023-12-15,30350
19,009835,한화솔루션우,2023-12-15,30400
3,084850,아이티엠반도체,2023-12-26,30500
3,044340,위닉스,2020-01-28,30500
36,011155,CJ씨푸드1우,2023-12-07,30550
13,036460,한국가스공사,2024-02-19,30600
16,092870,엑시콘,2024-03-12,30600
14,096530,씨젠,2024-01-29,30600
28,18064K,한진칼우,2023-12-07,31000
3,378340,필에너지,2024-03-12,31200
18,063160,종근당바이오,2023-03-03,31200
11,038390,레드캡투어,2021-05-10,31300
5,191420,테고사이언스,2021-07-14,31300
0,294090,이오플로우,2021-10-27,31366
9,065680,우주일렉트로,2022-05-23,31450
16,214260,라파스,2023-08-09,31450
5,000860,강남제비스코,2021-12-29,31450
4,073490,이노와이어리스,2024-01-15,31450
5,092070,디엔에프,2021-07-28,31750
10,100090,SK오션플랜트,2022-08-19,31750
17,002240,고려제강,2023-08-16,31800
15,053160,프리엠스,2021-04-09,31900
7,008490,서흥,2023-09-04,32100
20,009140,경인전자,2024-01-12,32200
9,000880,한화,2024-02-02,32200
9,356860,티엘비,2023-12-22,32250
5,036190,금화피에스시,2023-05-17,32300
21,28513K,SK케미칼우,2024-01-03,32450
16,005810,풍산홀딩스,2024-03-07,32500
19,009520,포스코엠텍,2023-12-28,32500
1,418470,밀리의서재,2024-01-18,32650
0,248070,솔루엠,2021-07-19,32750
22,001685,대상우,2023-12-14,32850
1,450520,인스웨이브시스템즈,2024-01-18,32850
19,281740,레이크머티리얼즈,2024-03-11,33100
8,024090,디씨엠,2022-04-22,33150
23,248170,샘표식품,2024-01-12,33200
1,271940,일진하이솔루스,2023-06-22,33350
23,042420,네오위즈홀딩스,2023-12-06,33450
11,018120,진로발효,2022-02-07,33500
6,002320,한진,2022-04-14,33800
8,086450,동국제약,2020-07-24,34033
9,097520,엠씨넥스,2023-03-08,34200
6,003490,대한항공,2021-09-23,34350
14,064350,현대로템,2024-02-22,34500
18,006125,SK디스커버리우,2023-07-21,34550
17,134790,시디즈,2024-02-26,34800
18,108490,로보티즈,2024-01-12,35500
2,388720,유일로보틱스,2023-03-17,35750
12,014825,동원시스템즈우,2023-04-17,35800
12,304100,솔트룩스,2024-01-08,35900
5,003350,한국화장품제조,2021-10-25,35900
12,034120,SBS,2023-12-28,35950
6,001450,현대해상,2024-02-01,36150
10,003090,대웅,2022-01-14,36250
3,002790,아모레G,2023-08-10,36400
17,121800,비덴트,2021-11-26,36450
10,323990,박셀바이오,2023-08-31,36483
1,381970,케이카,2022-03-28,36550
19,005850,에스엘,2023-12-20,36550
9,060980,HL홀딩스,2024-02-05,36750
9,192440,슈피겐코리아,2024-02-02,36750
4,002390,한독,2020-12-21,36800
0,389260,대명에너지,2022-09-01,37000
25,019175,신풍제약우,2023-07-28,37000
0,234340,헥토파이낸셜,2021-01-12,37300
4,003560,IHQ,2022-11-22,37366
17,115310,인포바인,2023-05-09,37400
28,005965,동부건설우,2023-05-24,37400
4,298540,더네이쳐홀딩스,2022-02-23,37700
16,090360,로보스타,2024-01-12,37700
14,004450,삼화왕관,2024-01-31,37800
10,267850,아시아나IDT,2020-11-17,37878
7,049070,인탑스,2024-01-16,38050
11,263720,디앤씨미디어,2022-04-14,38300
24,054450,텔레칩스,2024-02-16,38550
22,317330,덕산테코피아,2024-03-04,38650
3,102710,이엔에프테크놀로지,2021-08-09,38750
1,376300,디어유,2024-02-22,38900
7,003800,에이스침대,2023-06-27,39100
1,009900,명신산업,2021-08-11,39250
24,005257,녹십자홀딩스2우,2023-12-06,39250
13,051600,한전KPS,2024-02-19,39500
17,007660,이수페타시스,2024-03-05,39500
18,099190,아이센스,2023-07-19,39550
5,037710,광주신세계,2022-03-11,39600
17,048410,현대바이오,2023-06-13,39750
6,370090,퓨런티어,2023-09-12,39800
8,003960,사조대림,2022-04-26,39800
5,015360,예스코홀딩스,2022-06-13,40000
7,023450,동남합성,2023-12-15,40000
6,377480,마음AI,2023-08-30,40250
10,000500,가온전선,2021-06-03,40279
10,078935,GS우,2021-05-11,40700
16,036930,주성엔지니어링,2024-02-28,40750
6,006040,동원산업,2024-01-16,40850
16,000885,한화우,2023-12-01,41050
7,178920,PI첨단소재,2023-06-29,41150
9,039440,에스티아이,2024-03-11,41200
16,000850,화천기공,2024-03-18,41650
10,214430,아이쓰리시스템,2024-03-19,41800
6,425420,티에프이,2024-03-08,41950
19,00499K,롯데지주우,2024-02-01,41950
0,006840,AK홀딩스,2019-11-07,42050
13,001120,LX인터내셔널,2023-07-24,42100
6,330860,네패스아크,2024-02-22,42650
2,109070,주성코퍼레이션,2019-12-13,42780
6,016800,퍼시스,2022-06-13,42900
0,372320,큐로셀,2024-03-07,43000
12,008500,일정실업,2022-01-03,43400
10,200670,휴메딕스,2023-08-10,43450
23,058610,에스피지,2023-09-07,43550
2,375500,DL이앤씨,2024-02-01,43800
7,000720,현대건설,2023-06-26,44400
6,241710,코스메카코리아,2024-02-22,44400
2,004990,롯데지주,2020-05-04,44600
3,004020,현대제철,2022-04-21,44850
6,000215,DL우,2022-06-13,44850
1,007070,GS리테일,2020-05-14,44900
10,029530,신도리코,2024-02-16,45200
6,100120,뷰웍스,2022-01-03,45650
12,282880,코윈테크,2023-07-25,45666
5,210120,빅텐츠,2023-08-17,45700
8,067280,멀티캠퍼스,2023-03-29,46150
13,007160,사조산업,2024-02-20,46200
2,043150,바텍,2021-08-11,46500
18,009420,한올바이오파마,2023-12-27,46750
7,033180,KH 필룩스,2022-04-06,46950
12,145995,삼양사우,2022-04-20,47300
2,195940,HK이노엔,2024-01-03,47450
3,023910,대한약품,2020-09-08,47700
9,005290,동진쎄미켐,2022-05-23,47700
4,389500,에스비비테크,2024-01-16,47750
23,171090,선익시스템,2024-03-14,47750
3,010780,아이에스동서,2023-02-17,48300
5,348340,뉴로메카,2024-01-12,48400
8,285490,노바텍,2021-04-23,48742
15,099320,쎄트렉아이,2023-02-10,48800
17,008730,율촌화학,2024-02-20,48850
7,344820,KCC글라스,2023-05-04,49200
6,210980,SK디앤디,2021-01-07,49300
15,008775,호텔신라우,2024-02-05,49500
28,008355,남선알미우,2023-12-14,50100
7,017800,현대엘리베이,2023-08-23,50400
13,071055,한국금융지주우,2024-02-19,50500
12,102940,코오롱생명과학,2022-10-25,50600
9,272290,이녹스첨단소재,2023-07-20,50900
9,071320,지역난방공사,2024-02-26,51300
14,103140,풍산,2024-03-07,51300
14,049950,미래컴퍼니,2023-07-28,51500
17,054930,유신,2023-09-19,51600
11,243070,휴온스,2021-12-28,51800
23,200710,에이디테크놀로지,2024-03-08,52200
12,145990,삼양사,2023-05-09,52300
3,025000,KPX케미칼,2022-12-14,52700
0,355390,크라우드웍스,2024-02-20,52800
13,095660,네오위즈,2023-06-09,53000
11,126340,비나텍,2024-01-24,53400
23,008930,한미사이언스,2024-01-17,53900
11,286940,롯데정보통신,2024-01-26,53900
7,281820,케이씨텍,2024-03-08,54100
12,063080,컴투스홀딩스,2023-02-16,54600
17,053610,프로텍,2024-03-05,54800
13,001070,대한방직,2023-06-13,54800
3,084370,유진테크,2021-11-22,54900
