,com_code,com_name,dump_date,High
10,121440,골프존뉴딘홀딩스,2024-02-01,4450
9,078940,퀀타피아,2023-07-04,4450
8,007210,벽산,2022-04-13,4450
22,067730,로지시스,2023-10-11,4455
1,058530,파나케이아,2020-01-23,4470
9,088800,에이스테크,2023-09-20,4475
10,290520,신도기연,2023-12-18,4475
23,014470,부방,2023-11-21,4480
12,140520,대창스틸,2021-06-07,4485
19,122690,서진오토모티브,2023-08-17,4490
14,066900,디에이피,2023-07-14,4490
10,101680,한국정밀기계,2024-01-05,4500
9,140910,에이리츠,2023-12-22,4500
10,215480,토박스코리아,2023-12-21,4500
10,006805,미래에셋증권우,2023-02-02,4525
22,025530,SJM홀딩스,2024-02-07,4530
19,320000,윈텍,2024-03-06,4540
20,086980,쇼박스,2024-02-28,4545
14,048470,대동스틸,2023-12-28,4550
19,123700,SJM,2024-02-08,4550
7,049800,우진플라임,2023-07-05,4550
13,039560,다산네트웍스,2024-01-11,4555
15,037560,LG헬로비전,2024-01-17,4565
11,299900,위지윅스튜디오,2023-12-13,4570
23,060310,3S,2024-01-12,4570
13,031330,에스에이엠티,2022-04-08,4570
18,234300,에스트래픽,2024-01-31,4570
2,361570,알비더블유,2024-02-20,4575
13,057680,티사이언티픽,2022-04-12,4575
26,067570,엔브이에이치코리아,2023-05-12,4578
15,014970,삼륭물산,2024-01-15,4580
12,075180,새론오토모티브,2024-01-02,4600
10,066700,테라젠이텍스,2024-02-28,4615
16,900250,크리스탈신소재,2023-05-15,4620
20,051380,피씨디렉트,2023-05-30,4625
10,179530,애드바이오텍,2024-01-05,4640
16,010770,평화홀딩스,2023-05-16,4645
17,033310,엠투엔,2023-11-28,4645
12,140070,서플러스글로벌,2024-01-03,4650
6,450140,코오롱모빌리티그룹,2024-02-26,4650
21,009160,SIMPAC,2023-12-15,4655
1,377740,바이오노트,2024-02-01,4665
10,043610,지니뮤직,2023-05-18,4670
17,008370,원풍,2024-03-05,4675
20,214610,미코바이오메드,2023-09-18,4678
24,289010,아이스크림에듀,2024-02-06,4695
8,147830,제룡산업,2023-11-27,4695
16,033540,파라텍,2024-01-02,4696
8,047040,대우건설,2023-07-18,4705
27,045300,성우테크론,2023-12-13,4706
18,290270,휴네시온,2024-01-10,4715
26,225220,제놀루션,2024-02-05,4715
20,025550,한국선재,2023-04-14,4725
9,030210,다올투자증권,2023-11-14,4725
10,001200,유진투자증권,2024-02-22,4725
14,187420,제노포커스,2024-01-08,4735
13,054920,한컴위드,2024-01-10,4745
23,086060,진바이오텍,2024-02-01,4745
10,258610,케일럼,2023-05-04,4755
32,025820,이구산업,2024-03-15,4760
19,004590,한국가구,2023-06-29,4765
18,241520,DSC인베스트먼트,2024-03-11,4770
26,052460,아이크래프트,2024-01-09,4800
26,064820,케이프,2024-02-29,4820
10,001380,SG글로벌,2021-04-05,4820
12,037350,성도이엔지,2023-07-03,4820
9,067170,오텍,2024-02-15,4820
0,417180,핑거스토리,2024-01-24,4830
16,263770,유에스티,2023-04-06,4840
1,285800,진영,2024-01-31,4850
0,318160,셀바이오휴먼텍,2024-03-13,4865
16,092300,현우산업,2024-01-02,4870
0,432320,KB스타리츠,2023-01-25,4880
12,037400,우리엔터프라이즈,2021-04-13,4885
19,307180,아이엘사이언스,2023-08-01,4885
13,185490,아이진,2023-12-21,4895
17,097230,HJ중공업,2023-07-04,4900
22,006920,모헨즈,2024-02-26,4905
15,119850,지엔씨에너지,2024-01-10,4920
7,030530,원익홀딩스,2024-02-05,4925
8,041960,코미팜,2024-03-05,4925
13,051390,YW,2022-04-04,4930
20,136480,하림,2022-04-27,4955
19,033200,모아텍,2024-02-28,4975
14,027050,코리아나,2023-08-18,4975
10,158430,아톤,2023-12-04,4980
27,003530,한화투자증권,2024-02-15,4980
9,092440,기신정기,2022-02-22,4980
0,271830,팸텍,2024-01-31,4990
4,078020,이베스트투자증권,2024-01-19,4990
18,291230,엔피,2024-01-10,4995
2,419270,신영스팩7호,2024-01-15,5000
19,021040,대호특수강,2023-12-13,5000
22,222980,한국맥널티,2024-01-12,5000
21,019770,서연탑메탈,2024-02-02,5000
18,128820,대성산업,2023-10-19,5000
12,013870,지엠비코리아,2024-01-02,5000
6,307870,비투엔,2021-11-19,5010
4,357230,에이치피오,2024-02-21,5060
14,035610,솔본,2024-01-31,5070
10,378850,화승알앤에이,2024-02-05,5080
20,048770,TPC,2024-01-25,5090
0,010600,웰바이오텍,2019-07-01,5100
18,368770,파이버프로,2023-06-29,5100
9,123570,이엠넷,2023-07-10,5100
13,024120,KB오토시스,2023-11-09,5100
19,011230,삼화전자,2024-01-24,5100
20,053050,지에스이,2023-05-09,5100
12,121850,코이즈,2022-06-03,5104
15,124560,태웅로직스,2024-01-15,5120
21,028080,휴맥스홀딩스,2024-02-01,5130
5,068940,셀피글로벌,2022-08-16,5130
10,004780,대륙제관,2023-01-18,5140
8,206400,베노티앤알,2023-08-29,5150
18,122350,삼기,2022-09-13,5150
28,003280,흥아해운,2024-01-15,5170
6,228340,동양파일,2022-11-08,5170
24,126600,BGF에코머티리얼즈,2024-01-22,5170
13,319400,현대무벡스,2023-04-20,5170
11,009190,대양금속,2022-06-15,5180
13,058730,다스코,2023-06-19,5180
24,004100,태양금속,2023-12-01,5230
9,016450,한세예스24홀딩스,2023-05-31,5230
0,198940,한주라이트메탈,2023-10-27,5240
14,079000,와토스코리아,2024-01-15,5240
20,109610,에스와이,2024-03-15,5240
25,099440,스맥,2024-01-12,5240
4,244920,에이플러스에셋,2023-05-04,5250
16,015860,일진홀딩스,2023-04-04,5260
15,046210,HLB파나진,2024-01-29,5260
26,053280,예스24,2024-01-22,5260
18,069140,누리플랜,2023-05-17,5263
0,395400,SK리츠,2023-05-31,5263
14,238090,앤디포스,2023-11-28,5270
13,012610,경인양행,2023-05-08,5290
14,001780,알루코,2022-01-17,5300
13,080520,오디텍,2023-12-28,5300
13,105550,트루윈,2021-09-10,5325
7,004440,삼일씨엔에스,2024-01-12,5330
12,009070,KCTC,2024-01-15,5350
26,128540,에코캡,2023-03-07,5380
8,347770,핌스,2024-01-26,5380
11,083550,케이엠,2023-09-21,5406
3,338100,NH프라임리츠,2021-06-29,5410
8,950170,JTC,2022-10-18,5410
16,008470,부스타,2023-08-22,5420
1,365900,브이씨,2024-01-05,5420
13,072470,우리산업홀딩스,2023-07-06,5430
19,104200,NHN벅스,2023-12-19,5460
9,053350,이니텍,2023-02-09,5460
16,101240,씨큐브,2024-01-23,5480
21,001840,이화공영,2023-07-20,5490
18,100660,서암기계공업,2024-02-13,5490
11,950110,SBI핀테크솔루션즈,2023-11-14,5490
11,195500,마니커에프앤지,2023-08-23,5500
13,089470,HDC현대EP,2024-03-04,5500
16,187270,신화콘텍,2023-12-15,5500
8,347700,라이프시맨틱스,2023-09-06,5508
15,001420,태원물산,2023-10-04,5510
0,309960,LB인베스트먼트,2023-11-22,5510
10,372910,한컴라이프케어,2024-01-19,5530
22,064260,다날,2023-12-07,5530
5,334970,프레스티지바이오로직스,2023-07-19,5540
17,004310,현대약품,2023-02-13,5550
18,076080,웰크론한텍,2023-07-24,5550
12,299660,셀리드,2024-01-11,5560
15,033320,제이씨현시스템,2023-10-19,5560
28,029480,광무,2024-02-20,5560
15,059210,메타바이오메드,2024-02-26,5570
31,014530,극동유화,2023-10-18,5570
13,011320,유니크,2024-01-05,5580
20,053300,한국정보인증,2023-12-04,5590
13,208350,지란지교시큐리티,2023-05-03,5590
6,009730,코센,2024-01-22,5600
15,284620,카이노스메드,2023-12-18,5600
22,005860,한일사료,2024-01-17,5600
23,000680,LS네트웍스,2024-03-15,5640
14,015710,코콤,2024-01-10,5640
8,000370,한화손해보험,2024-02-01,5640
18,041460,한국전자인증,2023-12-21,5650
7,126560,현대퓨처넷,2021-03-16,5670
13,220180,핸디소프트,2022-07-26,5690
15,241690,유니테크노,2024-01-08,5700
12,317530,캐리소프트,2023-12-21,5700
7,183490,엔지켐생명과학,2022-08-18,5700
22,013810,스페코,2024-01-19,5700
10,312610,에이에프더블류,2022-09-22,5700
14,123750,알톤스포츠,2023-04-07,5710
17,009780,엠에스씨,2024-01-17,5710
14,109740,디에스케이,2024-03-05,5720
12,038500,삼표시멘트,2022-01-05,5720
20,039740,한국정보공학,2023-02-09,5740
15,019540,일지테크,2023-08-16,5740
13,225530,보광산업,2024-02-27,5770
8,102260,동성케미컬,2023-08-21,5770
8,007610,선도전기,2021-10-01,5770
9,052860,아이앤씨,2021-01-15,5780
23,215100,로보로보,2024-01-18,5780
25,081150,티플랙스,2023-08-21,5790
4,096760,JW홀딩스,2020-09-01,5792
15,238200,비피도,2024-03-15,5800
7,331920,셀레믹스,2024-01-10,5800
21,039860,나노엔텍,2024-02-20,5810
6,002230,피에스텍,2021-11-23,5840
25,052600,한네트,2023-10-04,5850
22,323280,태성,2024-01-23,5870
5,417500,제이아이테크,2024-01-25,5870
18,004250,NPC,2023-12-20,5870
15,017480,삼현철강,2023-06-27,5880
17,142280,녹십자엠에스,2023-12-06,5880
14,026940,부국철강,2022-03-23,5880
19,133750,메가엠디,2021-12-16,5880
10,155660,DSR,2023-06-13,5900
13,038950,파인디지털,2023-06-28,5920
20,080720,한국유니온제약,2023-12-06,5930
2,352940,인바이오,2023-11-08,5940
29,218150,미래생명자원,2024-01-17,5940
9,030790,비케이탑스,2022-01-04,5950
19,036640,HRS,2024-03-06,5960
10,376180,피코그램,2023-12-26,5970
26,267320,나인테크,2023-08-22,5970
16,049520,유아이엘,2024-01-30,5970
5,069540,라이트론,2023-08-30,5980
19,171010,램테크놀러지,2023-12-22,5990
14,049550,잉크테크,2023-05-09,6050
16,226400,오스테오닉,2024-01-09,6050
11,021320,KCC건설,2023-11-16,6050
17,317690,퀀타매트릭스,2024-01-03,6080
27,128660,피제이메탈,2023-06-19,6090
19,100590,머큐리,2024-02-27,6100
11,038680,에스넷,2023-06-09,6100
15,033920,무학,2023-10-04,6100
7,200470,에이팩트,2021-09-17,6137
23,263810,상신전자,2024-01-24,6140
18,014710,사조씨푸드,2023-05-24,6140
17,003010,혜인,2024-02-26,6140
17,071200,인피니트헬스케어,2024-02-16,6160
20,005010,휴스틸,2024-02-02,6170
20,238120,얼라인드,2023-10-13,6175
23,084650,랩지노믹스,2023-08-09,6180
3,350520,이지스레지던스리츠,2022-04-18,6180
15,017000,신원종합개발,2023-07-10,6190
14,046120,오르비텍,2023-08-28,6190
16,023350,한국종합기술,2023-12-22,6190
13,950200,소마젠,2024-01-09,6200
16,053700,삼보모터스,2024-02-02,6230
24,002785,진흥기업우B,2022-12-02,6240
17,237750,피앤씨테크,2023-11-16,6240
16,322180,티라유텍,2024-01-16,6240
2,330590,롯데리츠,2021-06-03,6250
14,013720,CBI,2022-12-13,6250
24,057030,YBM넷,2023-12-13,6260
26,033230,인성정보,2024-02-19,6280
22,000430,대원강업,2024-01-17,6290
22,003720,삼영,2023-08-24,6300
26,123410,코리아에프티,2024-02-14,6300
11,092780,동양피스톤,2023-09-19,6300
23,053290,NE능률,2024-02-06,6300
18,045340,토탈소프트,2024-03-19,6310
4,053210,스카이라이프,2023-12-19,6320
11,131030,옵투스제약,2024-02-29,6340
10,078130,국일제지,2021-09-28,6340
30,053260,금강철강,2024-01-30,6350
15,005670,푸드웰,2022-12-15,6350
4,335810,프리시젼바이오,2024-02-16,6350
13,075580,세진중공업,2024-02-27,6400
27,024900,덕양산업,2023-12-14,6400
11,093190,빅솔론,2023-12-18,6420
0,378800,샤페론,2023-09-08,6420
7,080010,이상네트웍스,2023-12-22,6420
7,085620,미래에셋생명,2024-02-01,6420
7,058820,CMG제약,2020-12-09,6450
10,006620,동구바이오제약,2024-01-24,6460
17,250060,모비스,2024-02-15,6480
16,007370,진양제약,2023-11-08,6490
20,197140,디지캡,2024-03-12,6490
16,012700,리드코프,2023-10-19,6490
21,032750,삼진,2024-01-05,6500
20,066790,씨씨에스,2024-02-21,6530
6,330730,스톤브릿지벤처스,2023-12-20,6530
16,033530,세종공업,2023-12-21,6550
17,072950,빛샘전자,2024-01-10,6550
14,086890,이수앱지스,2024-03-12,6590
20,000540,흥국화재,2024-02-14,6600
14,151910,SBW생명과학,2022-04-04,6600
7,016590,신대양제지,2024-02-06,6620
6,005710,대원산업,2024-01-29,6640
16,053980,오상자이엘,2023-07-06,6642
22,003680,한성기업,2023-06-13,6650
22,066670,디스플레이텍,2023-12-18,6650
20,020120,키다리스튜디오,2023-12-21,6660
16,005740,크라운해태홀딩스,2024-02-26,6680
8,290120,DH오토리드,2023-06-01,6690
9,019210,와이지-원,2024-01-08,6710
2,366030,공구우먼,2024-01-30,6750
7,217480,에스디생명공학,2021-07-13,6750
20,036030,케이티알파,2023-12-13,6750
15,056090,이노시스,2022-02-18,6760
18,051490,나라엠앤디,2024-02-15,6770
8,005960,동부건설,2023-12-01,6800
17,007590,동방아그로,2023-11-08,6800
9,068930,디지털대성,2024-02-02,6810
9,000700,유수홀딩스,2024-01-15,6840
14,221840,하이즈항공,2022-05-02,6850
22,044960,이글벳,2023-10-23,6850
12,007820,에스엠코어,2024-03-13,6870
12,317120,라닉스,2023-02-23,6900
11,024950,삼천리자전거,2024-01-31,6900
16,270520,지오릿에너지,2023-04-07,6903
8,190650,코리아에셋투자증권,2023-12-04,6920
16,005690,파미셀,2024-03-18,6930
20,263800,데이타솔루션,2024-01-30,6940
12,069730,DSR제강,2022-04-28,6970
10,012205,계양전기우,2022-07-22,6989
25,001525,동양우,2023-11-22,6990
5,084990,헬릭스미스,2023-12-07,6990
1,368970,오에스피,2023-12-12,6990
9,008060,대덕,2023-07-19,7020
5,262840,아이퀘스트,2024-01-30,7040
26,000910,유니온,2023-12-05,7040
12,039610,화성밸브,2023-05-17,7050
20,010640,진양폴리,2024-03-14,7060
25,042500,링네트,2024-02-28,7080
13,307750,국전약품,2024-02-27,7080
16,004720,팜젠사이언스,2023-08-04,7080
8,021650,한국큐빅,2021-06-25,7090
2,044480,블레이드 Ent,2020-06-12,7120
15,050890,쏠리드,2024-01-15,7140
18,020710,시공테크,2023-11-28,7150
14,063570,한국전자금융,2024-01-11,7150
13,058110,멕아이씨에스,2022-12-21,7170
19,002420,세기상사,2024-02-05,7170
18,032620,유비케어,2024-02-22,7180
24,013990,아가방컴퍼니,2024-01-18,7180
18,041440,현대에버다임,2024-02-19,7190
16,086040,바이오톡스텍,2024-01-02,7200
17,100790,미래에셋벤처투자,2024-01-15,7200
23,101170,우림피티에스,2023-12-21,7200
23,065450,빅텍,2024-01-17,7230
11,260930,씨티케이,2023-07-24,7230
11,103230,에스앤더블류,2023-07-07,7230
20,094970,제이엠티,2024-03-07,7230
23,043650,국순당,2024-01-03,7230
6,035000,HS애드,2023-02-09,7250
20,037270,YG PLUS,2023-05-17,7250
2,215600,신라젠,2023-11-28,7260
1,180400,DXVX,2024-01-16,7280
7,004710,한솔테크닉스,2023-12-22,7290
22,023150,MH에탄올,2023-10-20,7300
9,049180,셀루메드,2023-04-18,7300
25,217820,원익피앤이,2024-02-15,7300
20,000220,유유제약,2023-12-07,7310
22,056360,코위버,2024-01-11,7330
6,093920,서원인텍,2023-03-06,7340
2,293940,신한알파리츠,2024-02-29,7350
11,040420,정상제이엘에스,2023-11-02,7360
21,006140,피제이전자,2023-12-11,7380
14,039340,한국경제TV,2023-08-28,7400
6,103840,우양,2020-12-16,7400
6,337930,브랜드엑스코퍼레이션,2023-01-16,7400
18,069410,엔텔스,2024-01-25,7410
18,263700,케어랩스,2024-02-19,7440
19,054410,케이피티유,2023-06-28,7460
7,393210,토마토시스템,2023-09-20,7460
18,200780,비씨월드제약,2024-03-12,7460
3,297890,HB솔루션,2021-07-29,7466
15,004840,DRB동일,2024-02-27,7470
16,260660,알리코제약,2023-08-21,7480
13,309930,오하임앤컴퍼니,2021-07-16,7480
1,45014K,코오롱모빌리티그룹우,2024-01-31,7500
17,032560,황금에스티,2024-01-31,7500
17,038870,에코바이오,2024-01-10,7520
3,222040,코스맥스엔비티,2022-04-26,7520
14,011040,경동제약,2023-10-25,7530
5,092190,서울바이오시스,2023-05-22,7550
18,189860,서전기전,2023-04-17,7550
16,002290,삼일기업공사,2022-03-25,7550
17,002210,동성제약,2023-11-07,7570
9,192390,윈하이텍,2021-07-13,7580
2,363280,티와이홀딩스,2023-12-08,7620
0,005720,넥센,2019-04-26,7630
20,024880,케이피에프,2023-02-23,7630
14,238490,힘스,2024-01-25,7640
8,053620,태양,2023-12-28,7650
11,214420,토니모리,2023-08-11,7680
19,003780,진양산업,2023-09-25,7700
13,134060,이퓨쳐,2023-06-22,7730
16,002800,신신제약,2024-02-21,7780
1,434480,모니터랩,2024-01-24,7780
13,014570,고려제약,2023-08-18,7790
5,004960,한신공영,2023-12-27,7800
11,039830,오로라,2023-12-21,7810
14,012790,신일제약,2023-12-05,7840
7,317400,자이에스앤디,2023-05-09,7870
6,155650,와이엠씨,2023-07-12,7870
15,003580,HLB글로벌,2024-02-08,7870
23,047400,유니온머티리얼,2023-05-04,7890
15,000970,한국주철관,2023-06-29,7890
26,100220,비상교육,2023-06-22,7890
5,115390,락앤락,2024-03-19,7890
2,383800,LX홀딩스,2024-02-01,7900
9,082210,옵트론텍,2022-06-09,7910
4,126880,제이엔케이히터,2022-11-16,7910
10,101530,해태제과식품,2022-12-15,7930
14,036540,SFA반도체,2021-11-22,7980
8,232140,와이아이케이,2021-02-05,8000
21,131220,대한과학,2023-03-23,8020
11,014280,금강공업,2022-11-22,8030
14,080470,성창오토텍,2023-02-17,8030
11,111710,남화산업,2023-09-22,8030
31,000545,흥국화재우,2024-03-19,8040
11,258830,세종메디칼,2022-07-18,8060
3,371950,풍원정밀,2024-01-18,8060
15,256940,케이피에스,2024-02-20,8060
3,148930,에이치와이티씨,2024-02-19,8060
10,122310,제노레이,2023-08-24,8060
18,078890,가온그룹,2024-02-13,8070
16,067920,이글루,2024-01-23,8080
8,066130,하츠,2023-02-06,8080
18,277070,린드먼아시아,2024-01-12,8130
22,010660,화천기계,2022-09-22,8150
8,046440,KG모빌리언스,2023-02-06,8150
14,009290,광동제약,2023-10-16,8150
12,090850,현대이지웰,2023-06-23,8160
18,130660,한전산업,2024-02-19,8180
2,352770,클리노믹스,2022-01-03,8199
7,182400,엔케이맥스,2024-01-03,8200
19,009415,태영건설우,2024-01-05,8220
18,014915,성문전자우,2023-11-30,8220
11,092460,한라IMS,2021-05-04,8233
10,267790,배럴,2023-11-02,8240
20,290740,액트로,2023-12-26,8270
10,130580,나이스디앤비,2023-03-02,8300
10,122990,와이솔,2023-12-14,8310
20,219420,링크제니시스,2024-01-31,8340
18,053450,세코닉스,2024-01-12,8360
18,054040,한국컴퓨터,2024-02-15,8380
9,339770,교촌에프앤비,2024-01-04,8410
4,137080,나래나노텍,2024-03-11,8420
9,252990,샘씨엔에스,2024-02-06,8430
7,010400,우진아이엔에스,2022-05-12,8430
19,077360,덕산하이메탈,2024-01-26,8430
11,159580,제로투세븐,2024-01-03,8440
25,030720,동원수산,2024-01-16,8450
0,377460,위니아에이드,2022-12-07,8450
24,025870,신라에스지,2024-01-25,8490
18,119830,아이텍,2024-01-08,8500
6,108230,톱텍,2024-02-16,8500
7,024720,한국콜마홀딩스,2024-03-13,8500
18,013570,디와이,2023-08-31,8520
14,054050,농우바이오,2024-02-20,8550
18,002720,국제약품,2021-08-26,8553
15,000390,삼화페인트,2024-03-19,8580
20,025860,남해화학,2023-12-08,8580
9,026910,광진실업,2022-01-05,8610
14,067900,와이엔텍,2024-01-15,8630
7,104700,한국철강,2023-02-21,8660
13,347890,엠투아이,2024-01-22,8660
18,139670,키네마스터,2024-02-21,8700
26,170030,현대공업,2024-01-15,8720
24,153460,네이블,2024-01-12,8730
0,405000,플라즈맵,2023-03-06,8750
4,354200,엔젠바이오,2023-09-14,8760
8,102370,케이옥션,2023-12-12,8800
9,376190,LB루셈,2024-01-25,8800
15,004910,조광페인트,2023-03-08,8810
16,027360,아주IB투자,2021-04-07,8820
22,014130,한익스프레스,2023-12-20,8820
12,054620,APS,2024-01-17,8850
5,300120,라온피플,2023-07-18,8860
22,032540,TJ미디어,2023-05-18,8860
6,028670,팬오션,2021-06-25,8880
19,015230,대창단조,2023-07-12,8900
6,008250,이건산업,2023-03-27,8900
6,042670,HD현대인프라코어,2024-02-05,8900
16,007680,대원,2023-02-17,8910
12,059100,아이컴포넌트,2022-04-19,8920
20,137950,제이씨케미칼,2023-12-22,8920
12,275630,에스에스알,2023-02-03,8980
17,003000,부광약품,2024-01-16,9000
19,115440,우리넷,2023-12-01,9000
9,222110,팬젠,2022-10-28,9000
4,045520,크린앤사이언스,2023-10-16,9000
14,039570,HDC랩스,2022-12-22,9020
5,244460,올리패스,2022-04-18,9030
4,115180,큐리언트,2023-04-21,9033
24,220260,켐트로스,2024-02-20,9040
7,079430,현대리바트,2024-01-25,9080
8,099430,바이오플러스,2023-08-16,9090
18,153710,옵티팜,2023-09-25,9110
33,006880,신송홀딩스,2024-01-15,9160
17,045970,코아시아,2024-02-22,9200
18,264900,크라운제과,2023-12-07,9210
10,010140,삼성중공업,2024-03-14,9210
31,264850,이랜시스,2024-02-16,9240
2,064520,테크엘,2023-04-07,9240
4,265740,엔에프씨,2024-02-21,9240
25,007815,코리아써우,2023-12-13,9260
2,361670,삼영에스앤씨,2023-03-20,9280
9,025980,아난티,2023-08-11,9290
25,115500,케이씨에스,2024-02-19,9300
9,065570,삼영이엔씨,2021-12-21,9300
22,083420,그린케미칼,2024-01-16,9300
2,091090,세원이앤씨,2020-12-07,9300
6,052710,아모텍,2024-02-15,9340
7,061970,LB세미콘,2023-03-30,9380
23,023770,플레이위드,2023-05-15,9390
17,002150,도화엔지니어링,2023-10-24,9400
11,060150,인선이엔티,2023-07-17,9430
10,064850,에프앤가이드,2023-09-20,9450
12,104620,노랑풍선,2024-01-26,9450
10,144960,뉴파워프라즈마,2021-09-23,9460
15,037460,삼지전자,2023-09-21,9470
13,187220,디티앤씨,2023-12-27,9480
4,024830,세원물산,2023-07-06,9490
10,148250,알엔투테크놀로지,2023-06-01,9490
6,348030,모비릭스,2024-01-29,9490
9,068050,팬엔터테인먼트,2021-03-24,9500
10,091700,파트론,2023-06-05,9500
1,296640,이노룰스,2024-01-05,9500
10,141000,비아트론,2024-01-04,9530
27,041020,폴라리스오피스,2024-01-22,9550
20,318000,KBG,2024-03-07,9550
21,00781K,코리아써키트2우B,2023-12-14,9550
17,032850,비트컴퓨터,2024-02-01,9550
17,097870,효성오앤비,2023-12-08,9570
18,004980,성신양회,2024-02-21,9590
9,049430,코메론,2024-02-29,9610
6,222160,NPX,2023-06-15,9620
15,091590,남화토건,2023-09-25,9630
16,308100,까스텔바작,2023-04-28,9660
16,006090,사조오양,2023-08-23,9680
12,000140,하이트진로홀딩스,2024-02-05,9680
21,005870,휴니드,2023-10-20,9700
13,054670,대한뉴팜,2023-09-12,9700
12,026150,특수건설,2023-06-13,9710
15,003380,하림지주,2023-12-20,9720
15,016380,KG스틸,2023-10-18,9770
14,023810,인팩,2024-03-13,9780
16,232830,시큐센,2023-06-30,9780
1,127980,화인써키트,2024-01-23,9790
8,256150,한독크린텍,2022-12-27,9790
6,029960,코엔텍,2022-08-09,9800
14,138490,코오롱플라스틱,2023-10-17,9800
9,040160,누리플렉스,2021-11-23,9830
20,042370,비츠로테크,2024-02-15,9840
12,335890,비올,2023-12-01,9840
9,105740,디케이락,2024-03-18,9850
11,094940,푸른기술,2024-01-16,9870
19,002900,TYM,2023-06-08,9870
4,357880,비트나인,2023-07-10,9870
8,039010,현대에이치티,2023-01-26,9880
7,139130,DGB금융지주,2024-02-01,9890
6,036670,KCI,2023-04-13,9900
7,025620,제이준코스메틱,2023-08-11,9910
8,088290,이원컴포텍,2022-11-02,9950
8,017650,대림제지,2023-04-24,9950
9,036200,유니셈,2024-03-12,9960
15,044450,KSS해운,2023-06-20,9970
1,092040,아미코젠,2023-06-07,9987
12,150900,파수,2023-06-28,10000
19,015890,태경산업,2023-08-23,10000
11,005990,매일홀딩스,2023-05-18,10010
0,033340,좋은사람들,2019-07-01,10042
2,368600,아이씨에이치,2023-02-22,10050
6,263050,유틸렉스,2022-08-25,10050
16,073110,엘엠에스,2022-09-21,10050
16,023800,인지컨트롤스,2024-02-15,10070
20,163560,동일고무벨트,2024-03-05,10080
5,236810,엔비티,2023-07-19,10100
9,232680,라온테크,2024-02-07,10140
4,150840,인트로메딕,2019-11-15,10161
7,077500,유니퀘스트,2024-01-24,10180
18,088130,동아엘텍,2024-03-14,10200
9,147760,피엠티,2021-08-12,10200
20,041920,메디아나,2023-11-20,10240
23,094840,슈프리마에이치큐,2024-01-23,10240
16,040300,YTN,2023-09-07,10250
1,196490,디에이테크놀로지,2020-08-06,10275
5,38380K,LX홀딩스1우,2023-12-07,10310
14,298690,에어부산,2021-09-24,10353
7,318010,팜스빌,2023-07-14,10380
21,307930,컴퍼니케이,2024-01-11,10380
4,377030,맥스트,2024-01-09,10390
14,301300,바이브컴퍼니,2024-01-09,10400
0,435620,하나금융25호스팩,2023-12-15,10400
9,241770,메카로,2024-01-17,10420
9,001140,국보,2023-05-25,10422
14,094850,참좋은여행,2023-08-11,10470
12,017370,우신시스템,2024-02-16,10480
28,064480,브리지텍,2024-01-23,10490
3,115570,스타플렉스,2019-10-23,10500
16,105840,우진,2024-01-24,10500
16,001540,안국약품,2023-12-21,10510
23,294630,서남,2024-02-20,10510
3,129920,대성하이텍,2023-10-13,10550
13,041910,에스텍파마,2024-03-11,10550
7,257720,실리콘투,2024-02-21,10560
11,079980,휴비스,2023-08-22,10600
17,015750,성우하이텍,2024-02-02,10620
14,206560,덱스터,2024-01-09,10620
17,001230,동국홀딩스,2024-02-02,10640
25,065370,위세아이텍,2024-01-15,10650
15,006660,삼성공조,2024-02-05,10650
9,003200,일신방직,2023-11-16,10680
23,014580,태경비케이,2023-04-04,10680
7,053580,웹케시,2024-02-22,10690
15,311390,네오크레마,2023-06-30,10690
2,221800,유투바이오,2023-11-02,10730
15,234920,자이글,2024-02-27,10750
12,317850,대모,2024-03-13,10790
25,083650,비에이치아이,2024-03-18,10810
10,012620,원일특강,2023-02-27,10860
6,005800,신영와코루,2023-11-08,10870
24,024940,PN풍년,2023-09-25,10880
6,367000,플래티어,2024-01-22,10890
0,006800,미래에셋증권,2021-05-10,10900
3,060850,영림원소프트랩,2024-01-19,10900
16,00806K,대덕1우,2023-12-04,10900
8,001260,남광토건,2023-05-24,10900
16,054210,이랜텍,2024-01-19,10930
1,261780,차백신연구소,2022-06-22,10950
3,377450,리파인,2023-01-09,10950
16,066310,큐에스아이,2024-01-15,11000
16,065130,탑엔지니어링,2023-08-17,11000
21,106190,하이텍팜,2023-09-11,11007
3,441270,파인엠텍,2024-01-24,11010
27,000225,유유제약1우,2023-12-08,11020
22,038070,서린바이오,2024-02-16,11050
19,041930,동아화성,2023-05-12,11060
1,139990,아주스틸,2023-02-21,11100
17,290720,푸드나무,2023-08-25,11100
16,005160,동국산업,2023-04-18,11100
8,052330,코텍,2023-02-06,11120
14,110020,전진바이오팜,2023-10-17,11140
14,263600,덕우전자,2024-01-02,11190
17,253840,수젠텍,2023-12-05,11200
7,122900,아이마켓코리아,2022-09-20,11200
12,078000,텔코웨어,2024-02-05,11200
0,438700,버넥트,2024-01-09,11250
16,261200,덴티스,2024-02-28,11270
15,052790,액토즈소프트,2024-03-19,11280
0,021820,세원정공,2019-04-19,11289
13,025770,한국정보통신,2023-12-05,11300
3,213500,한솔제지,2023-12-14,11300
13,090470,제이스텍,2023-03-10,11300
12,321550,티움바이오,2023-12-20,11340
6,044820,코스맥스비티아이,2023-08-29,11360
6,002350,넥센타이어,2021-06-29,11400
11,038010,제일테크노스,2021-04-02,11450
