날짜,시가,고가,저가,종가,거래량,등락률,기관합계_거래량_순매수,기타법인_거래량_순매수,개인_거래량_순매수,외국인합계_거래량_순매수,전체_거래량_순매수,기관합계_거래량_매수,기타법인_거래량_매수,개인_거래량_매수,외국인합계_거래량_매수,전체_거래량_매수,기관합계_거래량_매도,기타법인_거래량_매도,개인_거래량_매도,외국인합계_거래량_매도,전체_거래량_매도,기관합계_거래대금_순매수,기타법인_거래대금_순매수,개인_거래대금_순매수,외국인합계_거래대금_순매수,전체_거래대금_순매수,기관합계_거래대금_매수,기타법인_거래대금_매수,개인_거래대금_매수,외국인합계_거래대금_매수,전체_거래대금_매수,기관합계_거래대금_매도,기타법인_거래대금_매도,개인_거래대금_매도,외국인합계_거래대금_매도,전체_거래대금_매도
2021-02-05,28800,36800,24200,32800,41481126,,-2848738,-591225,5657361,-2217398,0,384347,202594,39903786,990399,41481126,3233085,793819,34246425,3207797,41481126,-85968125000,-18065469300,166586364350,-62552770050,0,10427409350,6230131950,1248470626050,30482934400,1295611101750,96395534350,24295601250,1081884261700,93035704450,1295611101750
2021-02-08,35450,42600,34150,42600,22798386,29.878048780487802,-392838,-55157,1096312,-648317,0,10570,52490,22607667,127659,22798386,403408,107647,21511355,775976,22798386,-15464615300,-2238615550,44090494050,-26387263200,0,430831450,2031868200,908500439150,5111124000,916074262800,15895446750,4270483750,864409945100,31498387200,916074262800
2021-02-09,45600,53700,45050,50000,27039598,17.370892018779344,-208619,50732,1122709,-964822,0,15107,131381,26823307,69803,27039598,223726,80649,25700598,1034625,27039598,-10520278800,2548593700,55522352300,-47550667200,0,747927150,6520293950,1333802652550,3441507400,1344512381050,11268205950,3971700250,1278280300250,50992174600,1344512381050
2021-02-10,48800,50800,44100,48600,13044413,-2.8000000000000003,-2882,6933,135641,-139692,0,30771,27138,12952133,34371,13044413,33653,20205,12816492,174063,13044413,-113488300,309149400,6375361950,-6571023050,0,1477908750,1258520700,617572602950,1644390400,621953422800,1591397050,949371300,611197241000,8215413450,621953422800
2021-02-15,49600,54000,48250,48700,7586037,0.205761316872428,-42577,-23526,134035,-67932,0,40262,9423,7483881,52471,7586037,82839,32949,7349846,120403,7586037,-2206272000,-1185809800,6780852950,-3388771150,0,2047518900,476249400,379998281550,2680955700,385203005550,4253790900,1662059200,373217428600,6069726850,385203005550
2021-02-16,47850,51500,46500,48400,6314152,-0.6160164271047228,-28862,880,112172,-84190,0,3737,25536,6262919,21960,6314152,32599,24656,6150747,106150,6314152,-1381256900,27192900,5404443250,-4050379250,0,179352450,1224407900,302537196450,1065461850,305006418650,1560609350,1197215000,297132753200,5115841100,305006418650
2021-02-17,47650,47700,44450,44450,3173071,-8.16115702479339,-22107,5044,22808,-5745,0,10002,8050,3137648,17371,3173071,32109,3006,3114840,23116,3173071,-990480650,231576750,1019710550,-260806650,0,463145150,372000500,144398977700,802407300,146036530650,1453625800,140423750,143379267150,1063213950,146036530650
2021-02-18,42750,43000,37600,37600,4516835,-15.410573678290213,-73118,3673,69760,-315,0,13729,26131,4460077,16898,4516835,86847,22458,4390317,17213,4516835,-2890662950,164600050,2734234950,-8172050,0,551146400,1052727000,179536801200,680539250,181821213850,3441809350,888126950,176802566250,688711300,181821213850
2021-02-19,35850,43500,35350,37900,6550267,0.7978723404255319,-4284,2128,19712,-17556,0,10050,31740,6477309,31168,6550267,14334,29612,6457597,48724,6550267,-176106350,47539700,752608400,-624041750,0,382884900,1238245050,257462924600,1215679800,260299734350,558991250,1190705350,256710316200,1839721550,260299734350
2021-02-22,37000,38700,35250,35800,3437054,-5.540897097625329,-248722,-19652,797446,-529072,0,9923,7439,3403904,15788,3437054,258645,27091,2606458,544860,3437054,-9311138750,-737165000,29772982850,-19724679100,0,372503150,276800000,125940681700,583206350,127173191200,9683641900,1013965000,96167698850,20307885450,127173191200
