날짜,공시_제목,공시자
2024-08-14,반기보고서 (2024.06),삼정펄프
2024-07-31,주요사항보고서(유형자산양수결정),삼정펄프
2024-05-16,분기보고서 (2024.03),삼정펄프
2024-03-28,정기주주총회결과              ,삼정펄프
2024-03-20,사업보고서 (2023.12),삼정펄프
2024-03-20,[기재정정]매출액또는손익구조30%(대규모법인은15%)이상변경              ,삼정펄프
2024-03-20,감사보고서제출              ,삼정펄프
2024-03-13,주주총회소집공고,삼정펄프
2024-02-28,주주총회소집결의              ,삼정펄프
2024-02-28,현금ㆍ현물배당결정              ,삼정펄프
2023-11-14,분기보고서 (2023.09),삼정펄프
2023-11-14,[기재정정]반기보고서 (2023.06),삼정펄프
2023-05-15,분기보고서 (2023.03),삼정펄프
2023-03-31,사외이사의선임ㆍ해임또는중도퇴임에관한신고,삼정펄프
2023-03-31,정기주주총회결과,삼정펄프
2023-03-23,사업보고서 (2022.12),삼정펄프
2023-03-23,[기재정정]매출액또는손익구조30%(대규모법인은15%)이상변경,삼정펄프
2023-03-23,감사보고서제출,삼정펄프
2023-03-15,주주총회소집공고,삼정펄프
2023-03-15,주주총회집중일개최사유신고,삼정펄프
2023-03-02,현금ㆍ현물배당결정,삼정펄프
2023-03-02,주주총회소집결의,삼정펄프
2022-11-14,분기보고서 (2022.09),삼정펄프
2022-08-16,반기보고서 (2022.06),삼정펄프
2022-05-16,분기보고서 (2022.03),삼정펄프
2022-03-31,정기주주총회결과,삼정펄프
2022-03-23,[기재정정]매출액또는손익구조30%(대규모법인은15%)이상변경,삼정펄프
2022-03-23,감사보고서제출,삼정펄프
2022-03-23,사업보고서 (2021.12),삼정펄프
2022-03-15,주주총회집중일개최사유신고,삼정펄프
2022-03-15,주주총회소집공고,삼정펄프
2022-02-25,현금ㆍ현물배당결정,삼정펄프
2022-02-25,주주총회소집결의,삼정펄프
2021-11-15,분기보고서 (2021.09),삼정펄프
2021-08-17,반기보고서 (2021.06),삼정펄프
2021-05-17,분기보고서 (2021.03),삼정펄프
2021-03-25,정기주주총회결과,삼정펄프
2021-03-17,사업보고서 (2020.12),삼정펄프
2021-03-16,감사보고서제출,삼정펄프
2021-03-10,주주총회소집공고,삼정펄프
2021-02-25,주주총회소집결의,삼정펄프
2021-02-25,현금ㆍ현물배당결정,삼정펄프
2021-02-10,매출액또는손익구조30%(대규모법인은15%)이상변경,삼정펄프
2020-11-16,분기보고서 (2020.09),삼정펄프
2020-08-14,반기보고서 (2020.06),삼정펄프
2020-07-28,최대주주등소유주식변동신고서,삼정펄프
2020-07-24,최대주주등소유주식변동신고서,삼정펄프
2020-07-24,임원ㆍ주요주주특정증권등소유상황보고서,전성오
2020-05-15,분기보고서 (2020.03),삼정펄프
2020-04-29,최대주주등소유주식변동신고서,삼정펄프
2020-04-28,최대주주등소유주식변동신고서,삼정펄프
2020-04-27,최대주주등소유주식변동신고서,삼정펄프
2020-04-06,최대주주등소유주식변동신고서,삼정펄프
2020-04-03,최대주주등소유주식변동신고서,삼정펄프
2020-03-30,사업보고서 (2019.12),삼정펄프
2020-03-27,최대주주등소유주식변동신고서,삼정펄프
2020-03-26,최대주주등소유주식변동신고서,삼정펄프
2020-03-25,정기주주총회결과,삼정펄프
2020-03-25,최대주주등소유주식변동신고서,삼정펄프
2020-03-25,사외이사의선임ㆍ해임또는중도퇴임에관한신고,삼정펄프
2020-03-24,최대주주등소유주식변동신고서,삼정펄프
2020-03-24,[기재정정]최대주주등소유주식변동신고서,삼정펄프
2020-03-17,[기재정정]매출액또는손익구조30%(대규모법인은15%)이상변경,삼정펄프
2020-03-17,감사보고서제출,삼정펄프
2020-03-09,주주총회소집공고,삼정펄프
2020-03-05,주주총회소집결의,삼정펄프
2019-11-14,분기보고서 (2019.09),삼정펄프
2019-08-14,반기보고서 (2019.06),삼정펄프
2019-05-15,분기보고서 (2019.03),삼정펄프
2019-04-01,사업보고서 (2018.12),삼정펄프
2019-03-27,정기주주총회결과,삼정펄프
2019-03-25,[기재정정]감사보고서제출,삼정펄프
2019-03-19,[기재정정]매출액또는손익구조30%(대규모법인은15%)이상변경,삼정펄프
2019-03-11,주주총회집중일개최사유신고,삼정펄프
2019-03-11,주주총회소집공고,삼정펄프
2019-03-04,주주총회소집결의,삼정펄프
