회사명,매집일,이상_가격,매석_거래,신고가_매집봉,매집_기간,매집_저항,매석_종가,등락률,포착일_매석,매집_거래량,매석_거래량,골크_단중,골크_중장,우상향_5일,우상향_20일,우상향_60일,거래대금_억,시가총액_억,주식수,시총_순위_2683,이상_거래량,회사_코드
HMM,2024-05-09,False,False,False,1,17630,18340.0,6.011560693641618,2024-05-10,7220264,8395897.0,True,False,True,True,False,1544,126369,689039496,29,True,011200
넷마블,2024-05-09,False,False,False,1,65900,69400.0,7.098765432098765,2024-05-10,817307,1722829.0,True,False,True,True,True,1202,59651,85953502,64,True,251270
아모레G,2024-04-30,True,True,False,10,34800,35050.0,5.413533834586466,2024-05-10,772270,466613.0,True,True,True,True,True,162,28901,82458180,121,True,002790
펄어비스,2024-02-15,False,False,False,85,36400,37300.0,11.509715994020926,2024-05-10,480530,4820178.0,True,False,True,True,True,1880,23964,64247855,147,True,263750
효성첨단소재,2024-04-29,True,True,False,11,372000,375000.0,3.734439834024896,2024-05-10,102303,39785.0,True,True,True,True,True,148,16799,4479948,179,True,298050
현대엘리베이,2024-04-03,False,True,False,37,40850,40900.0,1.112484548825711,2024-05-10,129609,42234.0,True,False,True,True,False,17,15988,39092385,189,True,017800
실리콘투,2024-05-09,True,False,True,1,20200,26250.0,29.950495049504948,2024-05-10,13528114,19160233.0,True,True,True,True,True,4665,15852,60389234,191,True,257720
스튜디오드래곤,2024-05-09,False,True,False,1,46450,46450.0,0.1077586206896551,2024-05-10,343054,179073.0,True,False,True,True,False,83,13962,30058498,205,True,253450
롯데웰푸드,2024-05-07,False,True,True,3,143100,143400.0,1.342756183745583,2024-05-10,39326,16122.0,True,True,True,True,True,23,13529,9434574,216,True,280360
한국콜마,2024-04-01,False,False,False,39,51900,55200.0,8.023483365949119,2024-05-10,729290,1195455.0,True,True,True,True,True,642,13030,23605077,222,True,161890
일진전기,2024-04-26,False,False,False,14,23900,24650.0,9.312638580931264,2024-05-10,12486859,12648099.0,True,True,True,True,True,3146,11754,47685390,235,True,103590
미원상사,2024-05-07,False,True,True,3,208500,210000.0,2.941176470588235,2024-05-10,12687,7972.0,True,True,True,True,True,16,9975,4750000,270,True,002840
넥슨게임즈,2024-05-08,False,False,False,2,14150,14870.0,5.237084217975937,2024-05-10,634398,1377702.0,True,False,True,True,True,204,9785,65803770,278,True,225570
브이티,2024-04-03,True,False,True,37,22350,25400.0,15.454545454545451,2024-05-10,3912967,6167307.0,True,True,True,True,True,1516,9092,35798007,294,True,018290
대상,2024-04-22,True,True,False,18,22000,22200.0,1.6018306636155606,2024-05-10,406197,162140.0,True,True,True,True,True,36,7691,34648025,341,True,001680
데브시스터즈,2023-12-22,False,True,False,140,54000,57000.0,12.20472440944882,2024-05-10,659641,650751.0,True,True,True,True,True,362,6847,12013380,374,True,194480
데브시스터즈,2023-12-28,False,True,False,134,55000,57000.0,12.20472440944882,2024-05-10,1522394,650751.0,True,True,True,True,True,362,6847,12013380,374,True,194480
데브시스터즈,2024-05-08,False,False,False,2,53700,57000.0,12.20472440944882,2024-05-10,381653,650751.0,True,True,True,True,True,362,6847,12013380,374,True,194480
아이패밀리에스씨,2024-05-09,False,False,True,1,29000,32700.0,17.20430107526882,2024-05-10,658250,2213169.0,True,True,True,True,True,720,5625,17201944,422,True,114840
아모레퍼시픽우,2024-05-02,True,True,True,8,48400,49050.0,1.5527950310559009,2024-05-10,89451,52255.0,True,True,True,True,True,25,5178,10557830,443,True,090435
풀무원,2023-06-14,True,True,False,331,12990,13250.0,7.200647249190939,2024-05-10,973451,526103.0,True,True,True,True,True,68,5050,38120542,450,True,017810
코스메카코리아,2024-02-22,True,False,True,78,44400,46300.0,4.751131221719457,2024-05-10,293672,697715.0,True,True,True,True,True,351,4944,10680000,458,True,241710
코스메카코리아,2024-05-09,True,True,True,1,44950,46300.0,4.751131221719457,2024-05-10,803765,697715.0,True,True,True,True,True,351,4944,10680000,458,True,241710
LX하우시스,2024-04-25,True,True,False,15,43500,44500.0,4.337631887456038,2024-05-10,185764,54364.0,True,True,True,True,True,24,3990,8967670,540,True,108670
펌텍코리아,2024-04-22,True,False,False,18,28700,28900.0,4.332129963898916,2024-05-10,145122,246659.0,True,True,True,True,True,72,3583,12400000,599,True,251970
비나텍,2024-01-24,True,True,False,107,53400,53400.0,11.482254697286011,2024-05-10,375046,249635.0,True,True,True,True,True,129,3249,6085118,649,True,126340
비나텍,2024-05-02,False,False,False,8,49800,53400.0,11.482254697286011,2024-05-10,71745,249635.0,True,True,True,True,True,129,3249,6085118,649,True,126340
콜마홀딩스,2024-04-01,False,False,False,39,8720,8750.0,5.676328502415459,2024-05-10,377115,950929.0,True,True,True,True,True,85,3217,36769520,652,True,024720
잇츠한불,2024-04-01,True,False,False,39,12720,13950.0,13.322502030869211,2024-05-10,155041,2697308.0,True,True,True,True,True,387,3059,21929315,674,True,226320
잇츠한불,2024-04-30,True,False,False,10,12800,13950.0,13.322502030869211,2024-05-10,126237,2697308.0,True,True,True,True,True,387,3059,21929315,674,True,226320
잇츠한불,2024-05-02,True,False,False,8,12970,13950.0,13.322502030869211,2024-05-10,95880,2697308.0,True,True,True,True,True,387,3059,21929315,674,True,226320
KEC,2024-04-24,False,False,False,16,1399,1512.0,10.20408163265306,2024-05-10,5528433,35201073.0,True,False,True,True,False,534,3035,200763141,680,True,092220
이리츠코크렙,2024-05-07,False,True,False,3,4750,4755.0,0.7415254237288136,2024-05-10,222062,214374.0,False,False,True,False,False,10,3011,63341590,686,True,088260
신성통상,2024-05-08,False,False,False,2,1939,2050.0,6.327800829875518,2024-05-10,716050,1854585.0,True,False,True,True,True,38,2946,143708390,696,True,005390
신성통상,2024-05-09,False,False,False,1,1968,2050.0,6.327800829875518,2024-05-10,744125,1854585.0,True,False,True,True,True,38,2946,143708390,696,True,005390
폴라리스AI,2024-05-08,True,True,True,2,3740,3770.0,1.4804845222072678,2024-05-10,118711621,82062415.0,True,True,True,True,True,3294,2702,71677257,749,True,039980
뉴파워프라즈마,2024-04-02,True,True,False,38,5980,6120.0,2.857142857142857,2024-05-10,6905700,1145135.0,True,True,True,True,True,76,2673,43692624,754,True,144960
토니모리,2024-04-30,False,False,True,10,8940,9940.0,11.310190369540871,2024-05-10,3036107,4485217.0,True,True,True,True,True,452,2391,24054799,832,True,214420
SM C&C,2024-01-29,True,False,False,102,2075,2235.0,12.87878787878788,2024-05-10,6682052,43967060.0,True,True,True,True,True,1003,2161,96706620,892,True,048550
SM C&C,2024-03-27,True,False,False,44,2110,2235.0,12.87878787878788,2024-05-10,18323156,43967060.0,True,True,True,True,True,1003,2161,96706620,892,True,048550
SM C&C,2024-05-02,True,False,False,8,2150,2235.0,12.87878787878788,2024-05-10,35728996,43967060.0,True,True,True,True,True,1003,2161,96706620,892,True,048550
SM C&C,2024-05-03,True,False,False,7,2190,2235.0,12.87878787878788,2024-05-10,22852377,43967060.0,True,True,True,True,True,1003,2161,96706620,892,True,048550
에이블씨엔씨,2024-05-09,False,False,False,1,7550,8040.0,9.686221009549795,2024-05-10,274272,1237584.0,True,True,True,True,True,98,2091,26014161,914,True,078520
이오플로우,2024-03-06,False,True,False,65,6280,6580.0,24.38563327032136,2024-05-10,14609217,8340487.0,True,False,True,True,True,525,2001,30416687,947,True,294090
에이에스텍,2024-05-09,False,True,False,1,32750,33300.0,3.738317757009345,2024-05-10,291845,275092.0,True,False,True,True,True,92,1883,5657215,1008,True,453860
팜스토리,2024-04-19,False,True,False,21,1649,1663.0,1.8371096142069807,2024-05-10,2310707,1413884.0,True,True,True,True,True,23,1852,111416600,1018,True,027710
현대리바트,2024-01-24,False,False,False,107,8200,8510.0,8.269720101781171,2024-05-10,727734,2662191.0,True,False,True,True,True,261,1747,20535282,1076,True,079430
현대리바트,2024-05-09,True,False,False,1,8430,8510.0,8.269720101781171,2024-05-10,212530,2662191.0,True,False,True,True,True,261,1747,20535282,1076,True,079430
아모레G3우(전환),2024-05-02,True,True,False,8,23250,23650.0,3.50109409190372,2024-05-10,22503,20907.0,True,True,True,True,True,4,1677,7092200,1099,True,00279K
아모레G3우(전환),2024-05-09,False,True,False,1,23100,23650.0,3.50109409190372,2024-05-10,29661,20907.0,True,True,True,True,True,4,1677,7092200,1099,True,00279K
미원화학,2023-12-08,False,True,False,154,73000,73000.0,0.6896551724137931,2024-05-10,1659,902.0,True,True,True,True,True,0,1605,2199268,1127,True,134380
용평리조트,2024-05-09,False,True,False,1,2830,2850.0,1.6042780748663104,2024-05-10,146229,36026.0,True,False,True,False,False,1,1371,48133333,1247,True,070960
지어소프트,2024-03-22,False,False,False,49,8540,8540.0,9.487179487179487,2024-05-10,482971,2319525.0,True,False,True,True,False,204,1321,15474430,1273,True,051160
본느,2024-05-09,True,True,False,1,3560,3565.0,11.40625,2024-05-10,28163045,17833472.0,True,True,True,True,True,619,1263,35447501,1328,True,226340
한국화장품,2024-04-30,True,True,False,10,7420,7700.0,6.500691562932228,2024-05-10,1362039,901565.0,True,True,True,True,True,69,1237,16068000,1343,True,123690
한국특강,2024-03-04,False,False,False,67,1784,1784.0,0.8479366873940078,2024-05-10,63264,87339.0,True,False,True,True,True,1,1084,60813311,1466,True,007280
윙입푸드,2020-05-12,False,False,False,1459,2075,2080.0,19.54022988505747,2024-05-10,11502480,19397337.0,True,True,True,True,True,411,997,47973428,1553,True,900340
윙입푸드,2024-03-08,True,True,True,63,1865,2080.0,19.54022988505747,2024-05-10,95417316,19397337.0,True,True,True,True,True,411,997,47973428,1553,True,900340
코스텍시스,2024-04-03,False,False,False,37,9390,10900.0,22.334455667789,2024-05-10,198207,959364.0,True,False,True,True,True,107,840,7706770,1700,True,355150
