회사명,매집일,이상_가격,매석_거래,신고가_매집봉,매집_기간,매집_저항,매석_종가,등락률,포착일_매석,매집_거래량,매석_거래량,골크_단중,골크_중장,우상향_5일,우상향_20일,우상향_60일,거래대금_억,시가총액_억,주식수,시총_순위_2713,이상_거래량,회사_코드
LG에너지솔루션,2024-09-02,True,True,False,35,416500,420000.0,4.089219330855019,2024-10-07,792620,432535.0,True,True,True,True,True,1822,982800,234000000,3,True,373220
LG생활건강,2024-09-25,True,True,False,12,384500,384500.0,0.3916449086161879,2024-10-07,217011,43738.0,True,True,True,True,True,168,60051,15618197,65,True,051900
LIG넥스원,2024-07-15,False,True,True,84,241000,245000.0,9.865470852017935,2024-10-07,1534221,682160.0,True,False,True,True,True,1644,53900,22000000,67,True,079550
롯데케미칼,2024-09-27,False,True,False,10,102300,102400.0,4.918032786885246,2024-10-07,676972,265320.0,True,False,True,True,False,272,43802,42775419,86,True,011170
현대해상,2024-10-04,False,True,False,3,30950,31050.0,0.975609756097561,2024-10-07,982517,571369.0,False,False,False,False,False,188,27758,89400000,126,True,001450
젬백스,2022-01-18,True,True,False,993,20500,20600.0,6.13086038124678,2024-10-07,3732039,754291.0,True,True,True,True,True,154,8238,39994174,302,True,082270
인텔리안테크,2024-09-24,False,True,False,13,56400,56600.0,4.428044280442804,2024-10-07,329479,90989.0,True,False,True,True,True,51,6075,10733334,385,True,189300
영풍정밀,2024-10-04,True,True,True,3,32850,34700.0,8.948194662480377,2024-10-07,4535632,3574456.0,True,True,True,True,True,1250,5465,15750000,407,True,036560
화승엔터프라이즈,2024-09-27,False,True,False,10,8480,8710.0,5.703883495145631,2024-10-07,1098611,509744.0,True,False,True,True,True,43,5277,60589276,419,True,241590
동국제강,2024-09-30,False,False,False,7,9550,10000.0,11.85682326621924,2024-10-07,592246,1462928.0,True,False,True,True,True,144,4960,49608017,441,True,460860
유일로보틱스,2024-04-01,True,True,True,189,37900,38500.0,6.353591160220995,2024-10-07,1525282,247861.0,True,True,True,True,True,94,4409,11453434,471,True,388720
유일로보틱스,2024-09-30,True,True,False,7,36950,38500.0,6.353591160220995,2024-10-07,317615,247861.0,True,True,True,True,True,94,4409,11453434,471,True,388720
동국산업,2024-09-26,False,False,False,11,6940,7290.0,9.95475113122172,2024-10-07,650561,1444709.0,True,True,True,True,True,104,3954,54244482,512,True,005160
폰드그룹,2024-09-27,True,True,False,10,8420,8840.0,10.776942355889725,2024-10-07,4912345,444570.0,True,True,True,True,True,38,2859,32343933,653,True,472850
동국홀딩스,2024-08-05,False,True,False,63,8190,8270.0,3.245942571785269,2024-10-07,238123,56890.0,True,False,True,True,False,4,2629,31800483,694,True,001230
원준,2024-06-19,False,False,False,110,15850,16900.0,22.819767441860463,2024-10-07,165395,10220001.0,True,True,True,True,True,1697,2580,15271581,706,True,382840
원준,2024-09-24,False,False,False,13,15500,16900.0,22.819767441860463,2024-10-07,8162187,10220001.0,True,True,True,True,True,1697,2580,15271581,706,True,382840
인스코비,2022-11-18,False,False,False,689,1805,1892.0,13.975903614457833,2024-10-07,7093839,49390632.0,True,True,True,True,True,944,2258,119368998,789,True,006490
인스코비,2023-02-14,False,False,False,601,1685,1892.0,13.975903614457833,2024-10-07,5295123,49390632.0,True,True,True,True,True,944,2258,119368998,789,True,006490
인스코비,2023-02-16,False,False,False,599,1700,1892.0,13.975903614457833,2024-10-07,4301331,49390632.0,True,True,True,True,True,944,2258,119368998,789,True,006490
인스코비,2023-06-20,True,False,False,475,1700,1892.0,13.975903614457833,2024-10-07,4217934,49390632.0,True,True,True,True,True,944,2258,119368998,789,True,006490
인스코비,2024-10-04,True,False,True,3,1660,1892.0,13.975903614457833,2024-10-07,34080926,49390632.0,True,True,True,True,True,944,2258,119368998,789,True,006490
브릿지바이오테라퓨틱스,2024-04-03,True,True,False,187,4662,4840.0,9.131905298759865,2024-10-07,9482329,6542891.0,True,True,True,True,True,328,2232,46116648,793,True,288330
브릿지바이오테라퓨틱스,2024-09-03,True,True,False,34,4490,4840.0,9.131905298759865,2024-10-07,10163141,6542891.0,True,True,True,True,True,328,2232,46116648,793,True,288330
중앙에너비스,2023-10-18,True,True,True,355,28200,28400.0,1.4285714285714286,2024-10-07,4234874,3198434.0,True,False,True,True,True,945,1768,6227130,964,True,000440
중앙에너비스,2024-04-19,True,False,False,171,28400,28400.0,1.4285714285714286,2024-10-07,3180516,3198434.0,True,False,True,True,True,945,1768,6227130,964,True,000440
중앙에너비스,2024-10-04,True,True,False,3,28000,28400.0,1.4285714285714286,2024-10-07,3611024,3198434.0,True,False,True,True,True,945,1768,6227130,964,True,000440
미창석유,2021-10-28,True,True,True,1075,99500,100200.0,1.0080645161290325,2024-10-07,86733,4220.0,True,True,True,True,True,4,1743,1739672,983,True,003650
미창석유,2024-10-04,False,True,True,3,100000,100200.0,1.0080645161290325,2024-10-07,9149,4220.0,True,True,True,True,True,4,1743,1739672,983,True,003650
컨텍,2024-09-27,False,False,False,10,9820,11100.0,25.993189557321227,2024-10-07,252513,2331015.0,True,False,True,True,False,253,1658,14940476,1027,True,451760
엠게임,2024-10-04,True,True,False,3,7050,7050.0,1.1477761836441895,2024-10-07,603360,214612.0,True,True,True,True,True,15,1377,19543877,1155,True,058630
파이버프로,2024-09-10,False,True,False,27,4055,4100.0,4.725415070242656,2024-10-07,7538613,1906556.0,True,True,True,True,False,79,1347,32854225,1175,True,368770
메가터치,2024-08-13,False,False,False,55,4945,5170.0,29.899497487437188,2024-10-07,3406740,4895823.0,True,False,True,True,False,246,1073,20771000,1396,True,446540
영화테크,2024-09-13,False,True,False,24,8810,8850.0,1.1428571428571428,2024-10-07,146005,14834.0,True,True,True,True,True,1,946,10690180,1494,True,265560
