회사명,매집일,이상_가격,매석_거래,신고가_매집봉,매집_기간,매집_저항,매석_종가,등락률,포착일_매석,매집_거래량,매석_거래량,골크_단중,골크_중장,우상향_5일,우상향_20일,우상향_60일,거래대금_억,시가총액_억,주식수,시총_순위_2711,이상_거래량,회사_코드
삼성에스디에스,2024-09-04,False,True,False,8,159000,160400.0,2.2307202039515617,2024-09-12,287263,152110.0,True,True,True,True,True,242,124113,77377800,33,True,018260
영원무역홀딩스,2024-07-18,False,True,False,56,84200,84400.0,2.179176755447941,2024-09-12,46148,11413.0,True,True,True,True,True,9,11508,13635592,231,True,009970
ESR켄달스퀘어리츠,2022-10-04,False,True,False,709,5220,5240.0,0.7692307692307693,2024-09-12,640911,203174.0,True,True,True,True,True,10,11165,213089000,239,True,365550
KG스틸,2024-08-05,False,True,False,38,6170,6240.0,3.654485049833888,2024-09-12,792094,402311.0,True,False,True,True,False,24,6240,100008897,358,True,016380
KG스틸,2024-09-05,False,True,False,7,6070,6240.0,3.654485049833888,2024-09-12,829940,402311.0,True,False,True,True,False,24,6240,100008897,358,True,016380
삼성FN리츠,2024-08-05,False,True,False,38,4965,4980.0,1.0141987829614605,2024-09-12,270721,86920.0,True,False,True,True,False,4,3849,77300000,508,True,448730
서희건설,2024-09-05,False,True,True,7,1500,1500.0,1.5572105619498984,2024-09-12,1452469,983484.0,True,True,True,True,True,14,3447,229808457,553,True,035890
올릭스,2024-07-22,False,True,False,52,17300,17470.0,3.679525222551929,2024-09-12,3376252,551601.0,True,True,True,True,True,97,2965,16973797,620,True,226950
인벤티지랩,2024-09-03,False,True,False,9,19850,20450.0,5.521155830753354,2024-09-12,6248141,2503246.0,True,True,True,True,True,508,1980,9686583,854,True,389470
인벤티지랩,2024-09-10,False,True,False,2,20400,20450.0,5.521155830753354,2024-09-12,9683749,2503246.0,True,True,True,True,True,508,1980,9686583,854,True,389470
녹십자웰빙,2024-07-08,False,False,False,66,9790,9880.0,14.087759815242496,2024-09-12,277566,701155.0,False,True,True,True,True,67,1753,17752276,946,True,234690
녹십자웰빙,2024-07-18,False,True,False,56,9770,9880.0,14.087759815242496,2024-09-12,2790102,701155.0,False,True,True,True,True,67,1753,17752276,946,True,234690
삼영,2024-02-29,False,True,False,196,4655,4730.0,4.415011037527594,2024-09-12,1608553,1462839.0,True,True,True,True,True,69,1608,34000000,1009,True,003720
퀄리타스반도체,2024-09-09,False,True,False,3,10700,11080.0,10.248756218905472,2024-09-12,1533187,1103455.0,False,False,True,False,False,121,1508,13618792,1067,True,432720
셀바스헬스케어,2024-09-11,False,False,False,1,5260,5340.0,1.520912547528517,2024-09-12,14393885,14992035.0,False,True,True,False,True,830,1374,25740564,1127,True,208370
에스트래픽,2024-05-29,False,False,False,106,4170,4455.0,7.478890229191798,2024-09-12,517717,4588116.0,True,True,True,True,True,208,1226,27532242,1236,True,234300
에스트래픽,2024-08-19,True,True,False,24,4255,4455.0,7.478890229191798,2024-09-12,5594544,4588116.0,True,True,True,True,True,208,1226,27532242,1236,True,234300
토마토시스템,2024-09-11,False,False,False,1,7480,7830.0,9.663865546218489,2024-09-12,6890346,10690159.0,True,False,True,True,False,842,1222,15614544,1242,True,393210
HRS,2024-09-06,False,True,False,6,5450,5550.0,4.914933837429111,2024-09-12,957056,379159.0,True,False,True,True,True,21,907,16354800,1503,True,036640
하이트론,2022-03-24,False,True,False,903,2345,2720.0,29.832935560859188,2024-09-12,2170173,2022890.0,True,True,True,True,True,55,751,27611224,1670,True,019490
하이트론,2023-11-08,False,True,False,309,2460,2720.0,29.832935560859188,2024-09-12,2680628,2022890.0,True,True,True,True,True,55,751,27611224,1670,True,019490
에프엔씨엔터,2024-09-10,False,True,False,2,3540,3570.0,3.4782608695652173,2024-09-12,42918,29566.0,True,True,True,True,True,1,549,15392808,1980,True,173940
대덕1우,2024-09-09,False,True,False,3,6280,6320.0,2.26537216828479,2024-09-12,7000,467.0,False,False,False,False,False,0,76,1212357,2771,True,00806K
