날짜,공시_제목,공시자
2024-04-05,주요사항보고서(자기주식취득결정),오로라
2024-03-26,정기주주총회결과              ,오로라
2024-03-18,사업보고서 (2023.12),오로라
2024-03-18,감사보고서제출              ,오로라
2024-03-14,[기재정정]의결권대리행사권유참고서류,김정삼
2024-03-12,[기재정정]의결권대리행사권유참고서류,오로라
2024-03-07,주주총회소집공고,오로라
2024-03-04,주주총회소집결의              ,오로라
2024-03-04,현금ㆍ현물배당결정              ,오로라
2024-02-26,매출액또는손익구조30%(대규모법인은15%)이상변동              ,오로라
2023-12-15,주주명부폐쇄기간또는기준일설정,오로라
2023-12-05,기업설명회(IR)개최,오로라
2023-11-20,기업설명회(IR)개최,오로라
2023-11-17,[기재정정]반기보고서 (2023.06),오로라
2023-11-14,분기보고서 (2023.09),오로라
2023-11-06,자기주식취득결과보고서,오로라
2023-09-12,주요사항보고서(자기주식취득결정),오로라
2023-08-28,기업설명회(IR)개최,오로라
2023-05-15,분기보고서 (2023.03),오로라
2023-03-27,대표이사변경,오로라
2023-03-27,정기주주총회결과,오로라
2023-03-17,감사보고서제출,오로라
2023-03-17,사업보고서 (2022.12),오로라
2023-03-10,주주총회소집공고,오로라
2023-03-08,매출액또는손익구조30%(대규모법인은15%)이상변동,오로라
2023-03-08,현금ㆍ현물배당결정,오로라
2023-03-08,주주총회소집결의,오로라
2022-12-14,주주명부폐쇄기간또는기준일설정,오로라
2022-11-17,기업설명회(IR)개최,오로라
2022-11-16,기업설명회(IR)개최,오로라
2022-11-14,분기보고서 (2022.09),오로라
2022-09-19,기업설명회(IR)개최,오로라
2022-09-08,자기주식취득결과보고서,오로라
2022-08-16,반기보고서 (2022.06),오로라
2022-07-12,주요사항보고서(자기주식취득결정),오로라
2022-06-27,기업설명회(IR)개최,오로라
2022-06-10,기업설명회(IR)개최,오로라
2022-05-16,분기보고서 (2022.03),오로라
2022-04-25,기업설명회(IR)개최,오로라
2022-03-31,정기주주총회결과,오로라
2022-03-23,사업보고서 (2021.12),오로라
2022-03-22,감사보고서제출,오로라
2022-03-15,주주총회소집공고,오로라
2022-03-10,주주총회집중일개최사유신고,오로라
2022-03-10,주주총회소집결의,오로라
2022-03-10,현금ㆍ현물배당결정,오로라
2022-02-28,임원ㆍ주요주주특정증권등소유상황보고서,홍기호
2021-12-14,주주명부폐쇄기간또는기준일설정,오로라
2021-11-26,기업설명회(IR)개최,오로라
2021-11-22,기업설명회(IR)개최,오로라
2021-11-15,분기보고서 (2021.09),오로라
2021-09-27,기업설명회(IR)개최,오로라
2021-08-20,기업설명회(IR)개최,오로라
2021-08-17,반기보고서 (2021.06),오로라
2021-06-29,기업설명회(IR)개최,오로라
2021-06-23,[기재정정]주요사항보고서(유형자산양수결정),오로라
2021-05-21,[기재정정]분기보고서 (2021.03),오로라
2021-04-30,기업설명회(IR)개최,오로라
2021-03-31,정기주주총회결과,오로라
2021-03-23,사업보고서 (2020.12),오로라
2021-03-22,감사보고서제출,오로라
2021-03-16,의결권대리행사권유참고서류,오로라
2021-03-16,주주총회소집공고,오로라
2021-03-15,주주총회소집결의,오로라
2021-03-15,현금ㆍ현물배당결정,오로라
2021-03-15,주주총회집중일개최사유신고,오로라
2021-03-15,매출액또는손익구조30%(대규모법인은15%)이상변동,오로라
2021-01-28,[기재정정]대표이사변경,오로라
2020-12-11,주주명부폐쇄기간또는기준일설정,오로라
2020-11-16,분기보고서 (2020.09),오로라
2020-09-16,기업설명회(IR)개최,오로라
2020-09-04,주식등의대량보유상황보고서(약식),신영자산운용
2020-08-14,반기보고서 (2020.06),오로라
2020-06-02,기업설명회(IR)개최,오로라
2020-05-15,분기보고서 (2020.03),오로라
2020-03-30,사업보고서 (2019.12),오로라
2020-03-30,정기주주총회결과,오로라
2020-03-20,매출액또는손익구조30%(대규모법인은15%)이상변동,오로라
2020-03-20,감사보고서제출,오로라
2020-03-13,의결권대리행사권유참고서류,오로라
2020-03-12,주주총회소집공고,오로라
2020-03-12,주주총회집중일개최사유신고,오로라
2020-03-12,주주총회소집결의,오로라
2020-03-12,현금ㆍ현물배당결정,오로라
2019-12-12,주주명부폐쇄기간또는기준일설정,오로라
2019-11-14,분기보고서 (2019.09),오로라
2019-11-06,기업설명회(IR)개최,오로라
2019-09-26,기업설명회(IR)개최,오로라
2019-08-21,기업설명회(IR)개최,오로라
2019-08-19,주식등의대량보유상황보고서(약식),신영자산운용
2019-08-14,반기보고서 (2019.06),오로라
2019-08-05,주식등의대량보유상황보고서(약식),신영자산운용
2019-05-15,분기보고서 (2019.03),오로라
2019-04-01,사업보고서 (2018.12),오로라
2019-03-29,기업설명회(IR)개최,오로라
2019-03-26,정기주주총회결과,오로라
2019-03-18,감사보고서제출,오로라
2019-03-11,주주총회소집공고,오로라
2019-03-08,기업설명회(IR)개최,오로라
2019-03-08,주주총회소집결의,오로라
2019-03-08,매출액또는손익구조30%(대규모법인은15%)이상변동,오로라
2019-03-08,현금ㆍ현물배당결정,오로라
2019-01-11,기업설명회(IR)개최,오로라
