날짜,시가,고가,저가,종가,거래량,등락률,BPS,PER,PBR,EPS,DIV,DPS,기관합계_거래량_순매수,기타법인_거래량_순매수,개인_거래량_순매수,외국인합계_거래량_순매수,전체_거래량_순매수,기관합계_거래량_매수,기타법인_거래량_매수,개인_거래량_매수,외국인합계_거래량_매수,전체_거래량_매수,기관합계_거래량_매도,기타법인_거래량_매도,개인_거래량_매도,외국인합계_거래량_매도,전체_거래량_매도,기관합계_거래대금_순매수,기타법인_거래대금_순매수,개인_거래대금_순매수,외국인합계_거래대금_순매수,전체_거래대금_순매수,기관합계_거래대금_매수,기타법인_거래대금_매수,개인_거래대금_매수,외국인합계_거래대금_매수,전체_거래대금_매수,기관합계_거래대금_매도,기타법인_거래대금_매도,개인_거래대금_매도,외국인합계_거래대금_매도,전체_거래대금_매도
2019-12-26,52400,54900,50000,54100,798766,,0,0.0,0.0,0,0.0,0,143709,-7,-120224,-23478,0,391295,1148,364614,41709,798766,247586,1155,484838,65187,798766,7568650100,809400,-6311981900,-1257477600,0,20586083000,60796700,19186154800,2194416600,42027451100,13017432900,59987300,25498136700,3451894200,42027451100
2019-12-27,53200,54400,52700,54000,66735,-0.18484288354898337,0,0.0,0.0,0,0.0,0,9368,65,13907,-23340,0,31222,115,35014,384,66735,21854,50,21107,23724,66735,502961800,3432000,748569300,-1254963100,0,1676028000,6142000,1875943600,20644900,3578758500,1173066200,2710000,1127374300,1275608000,3578758500
2019-12-30,53900,55900,53600,54600,51972,1.1111111111111112,0,0.0,0.0,0,0.0,0,7020,2630,15894,-25544,0,19257,2730,29838,147,51972,12237,100,13944,25691,51972,384933100,144576100,870014600,-1399523800,0,1054841800,150156100,1633236700,8064400,2846299000,669908700,5580000,763222100,1407588200,2846299000
2020-01-02,54700,55800,53500,54900,46472,0.5494505494505495,0,0.0,0.0,0,0.0,0,25389,-56,-4582,-20751,0,32941,1,13509,21,46472,7552,57,18091,20772,46472,1386606800,-3063200,-252742000,-1130801600,0,1798274900,54700,735269400,1143000,2534742000,411668100,3117900,988011400,1131944600,2534742000
2020-01-03,55800,56200,54500,54500,30370,-0.7285974499089253,0,0.0,0.0,0,0.0,0,3209,-1,6625,-9833,0,14478,2,14584,1306,30370,11269,3,7959,11139,30370,178779300,-57700,366750300,-545471900,0,802806600,110600,808438200,72978700,1684334100,624027300,168300,441687900,618450600,1684334100
2020-01-06,53700,55000,53600,54000,30172,-0.9174311926605505,0,0.0,0.0,0,0.0,0,13853,-1,95,-13947,0,22012,0,7089,1071,30172,8159,1,6994,15018,30172,751231900,-54100,5514600,-756692400,0,1193826800,0,384650900,58260300,1636738000,442594900,54100,379136300,814952700,1636738000
2020-01-07,54000,57500,54000,56400,95709,4.444444444444445,0,0.0,0.0,0,0.0,0,54706,18,-1092,-53632,0,70891,25,24631,162,95709,16185,7,25723,53794,95709,3084990300,1000900,-59608300,-3026382900,0,4000597500,1399000,1389808200,9203800,5401008500,915607200,398100,1449416500,3035586700,5401008500
2020-01-08,56500,57300,55300,55500,42793,-1.5957446808510638,0,0.0,0.0,0,0.0,0,15155,38,10480,-25673,0,25796,38,16239,720,42793,10641,0,5759,26393,42793,847053400,2141700,586058700,-1435253800,0,1441485600,2141700,908857500,40238800,2392723600,594432200,0,322798800,1475492600,2392723600
2020-01-09,56200,56600,55200,55200,29647,-0.5405405405405406,0,0.0,0.0,0,0.0,0,7658,1,5456,-13115,0,13514,1,15633,499,29647,5856,0,10177,13614,29647,427802000,56200,303948400,-731806600,0,754348300,56200,873534600,28234400,1656173500,326546300,0,569586200,760041000,1656173500
2020-01-10,55500,57200,55400,57000,46043,3.260869565217391,0,0.0,0.0,0,0.0,0,23201,3,-599,-22605,0,35074,3,10333,633,46043,11873,0,10932,23238,46043,1316564200,169700,-34434700,-1282299200,0,1987734000,169700,583952100,35829700,2607685500,671169800,0,618386800,1318128900,2607685500
