날짜,공시_제목,공시자
2024-05-10,주요사항보고서(자기주식취득결정),지어소프트
2024-03-29,정기주주총회결과              ,지어소프트
2024-03-29,사외이사의선임ㆍ해임또는중도퇴임에관한신고,지어소프트
2024-03-21,사업보고서 (2023.12),지어소프트
2024-03-21,감사보고서제출              ,지어소프트
2024-03-12,의결권대리행사권유참고서류,지어소프트
2024-03-12,주주총회소집공고,지어소프트
2024-03-12,주주총회집중일개최사유신고              ,지어소프트
2024-03-12,주주총회소집결의              (정기주주총회),지어소프트
2024-03-06,매출액또는손익구조30%(대규모법인은15%)이상변동              ,지어소프트
2023-12-11,주주명부폐쇄기간또는기준일설정,지어소프트
2023-11-13,분기보고서 (2023.09),지어소프트
2023-08-11,반기보고서 (2023.06),지어소프트
2023-05-12,분기보고서 (2023.03),지어소프트
2023-03-30,정기주주총회결과,지어소프트
2023-03-21,사업보고서 (2022.12),지어소프트
2023-03-20,감사보고서제출,지어소프트
2023-03-13,[기재정정]주주총회소집공고,지어소프트
2023-03-13,의결권대리행사권유참고서류,지어소프트
2023-03-13,주주총회집중일개최사유신고,지어소프트
2023-03-13,주주총회소집결의,지어소프트
2023-03-10,매출액또는손익구조30%(대규모법인은15%)이상변동,지어소프트
2023-02-13,기타주요경영사항((타법인 주식 및 출자증권 처분결정 철회)),지어소프트
2023-02-13,[기재정정]주요사항보고서(타법인주식및출자증권양도결정),지어소프트
2023-02-13,[기재정정]유상증자결정(종속회사의주요경영사항),지어소프트
2022-12-13,주주명부폐쇄기간또는기준일설정,지어소프트
2022-11-29,본점소재지변경,지어소프트
2022-11-14,분기보고서 (2022.09),지어소프트
2022-10-14,주식등의대량보유상황보고서(일반),한국투자혁신성장스케일업사모투자
2022-10-11,전환가액의조정,지어소프트
2022-10-06,[기재정정]전환사채(해외전환사채포함)발행후만기전사채취득,지어소프트
2022-08-16,반기보고서 (2022.06),지어소프트
2022-07-12,주식등의대량보유상황보고서(일반),한국투자혁신성장스케일업사모투자
2022-07-08,타법인주식및출자증권취득결정(자율공시)(종속회사의주요경영사항),지어소프트
2022-07-08,전환가액의조정,지어소프트
2022-06-07,주요사항보고서(타법인주식및출자증권양도결정),지어소프트
2022-05-13,분기보고서 (2022.03),지어소프트
2022-05-04,주식등의대량보유상황보고서(약식),PineBridgeInvestmentsAsiaLimited
2022-03-30,정기주주총회결과,지어소프트
2022-03-22,사업보고서 (2021.12),지어소프트
2022-03-21,감사보고서제출,지어소프트
2022-03-17,[첨부정정]의결권대리행사권유참고서류,지어소프트
2022-03-14,주주총회소집공고,지어소프트
2022-03-14,주주총회집중일개최사유신고,지어소프트
2022-03-14,주주총회소집결의,지어소프트
2022-03-11,매출액또는손익구조30%(대규모법인은15%)이상변동,지어소프트
2022-02-07,유상증자결정(종속회사의주요경영사항),지어소프트
2022-02-03,증권발행결과(자율공시),지어소프트
2022-01-26,유상증자결정(종속회사의주요경영사항),지어소프트
2022-01-26,타법인주식및출자증권취득결정(종속회사의 주주배정 유상증자 참여),지어소프트
2022-01-26,주요사항보고서(유상증자결정),지어소프트
2022-01-04,타법인주식및출자증권취득결정,지어소프트
2021-12-14,주주명부폐쇄기간또는기준일설정,지어소프트
2021-11-22,기업설명회(IR)개최,지어소프트
2021-11-11,분기보고서 (2021.09),지어소프트
2021-10-28,유상증자결정(종속회사의주요경영사항),지어소프트
2021-08-13,파생상품거래손실발생,지어소프트
2021-08-13,반기보고서 (2021.06),지어소프트
2021-07-15,타법인주식및출자증권취득결정(자율공시)(종속회사의주요경영사항),지어소프트
2021-07-07,유상증자결정(종속회사의주요경영사항),지어소프트
2021-05-13,분기보고서 (2021.03),지어소프트
2021-05-13,파생상품거래손실발생,지어소프트
2021-04-30,소속부변경,코스닥시장본부
2021-04-16,주식등의대량보유상황보고서(약식),머스트자산운용
2021-04-02,주식등의대량보유상황보고서(약식),한국투자밸류자산운용
2021-03-30,사외이사의선임ㆍ해임또는중도퇴임에관한신고,지어소프트
2021-03-30,정기주주총회결과,지어소프트
2021-03-22,사업보고서 (2020.12),지어소프트
2021-03-22,감사보고서제출,지어소프트
2021-03-16,유상증자결정(종속회사의주요경영사항),지어소프트
2021-03-12,의결권대리행사권유참고서류,지어소프트
2021-03-12,주주총회소집공고,지어소프트
2021-03-12,주주총회집중일개최사유신고,지어소프트
2021-03-12,주주총회소집결의,지어소프트
2021-02-25,주식등의대량보유상황보고서(약식),PineBridgeInvestmentsAsiaLimited
2021-02-19,타법인주식및출자증권취득결정,지어소프트
2021-02-15,매출액또는손익구조30%(대규모법인은15%)이상변동,지어소프트
2020-12-17,증권발행결과(자율공시),지어소프트
2020-12-17,주주명부폐쇄기간또는기준일설정,지어소프트
2020-12-15,주요사항보고서(교환사채권발행결정),지어소프트
2020-12-02,주식등의대량보유상황보고서(약식),한국투자밸류자산운용
2020-12-01,주식등의대량보유상황보고서(약식),삼성액티브자산운용
2020-11-27,대표이사변경,지어소프트
2020-11-17,주식등의대량보유상황보고서(약식),머스트자산운용
2020-11-09,분기보고서 (2020.09),지어소프트
2020-10-12,[기재정정]주요사항보고서(전환사채권발행결정),지어소프트
2020-10-08,증권발행결과(자율공시),지어소프트
2020-09-01,주식등의대량보유상황보고서(약식),삼성액티브자산운용
2020-08-21,주식등의대량보유상황보고서(약식),한국투자밸류자산운용
2020-08-13,반기보고서 (2020.06),지어소프트
2020-07-03,주식등의대량보유상황보고서(약식),삼성액티브자산운용
