날짜,공시_제목,공시자
2024-11-14,분기보고서 (2024.09),에이에프더블류
2024-09-09,생산중단              (공장이전),에이에프더블류
2024-08-13,반기보고서 (2024.06),에이에프더블류
2024-06-28,기타시장안내              (업종변경 안내),코스닥시장본부
2024-05-14,분기보고서 (2024.03),에이에프더블류
2024-03-28,정기주주총회결과              ,에이에프더블류
2024-03-20,사업보고서 (2023.12),에이에프더블류
2024-03-13,감사보고서제출              ,에이에프더블류
2024-03-11,[기재정정]주주총회소집공고,에이에프더블류
2024-03-11,주주총회소집결의              ,에이에프더블류
2024-03-06,[기재정정]매출액또는손익구조30%(대규모법인은15%)이상변동              ,에이에프더블류
2023-12-14,주주명부폐쇄기간또는기준일설정,에이에프더블류
2023-11-29,분기보고서 (2023.09),에이에프더블류
2023-11-16,합병등종료보고서(합병),에이에프더블류
2023-09-12,[첨부정정]주요사항보고서(회사합병결정),에이에프더블류
2023-08-14,반기보고서 (2023.06),에이에프더블류
2023-07-21,생산중단(공장이전),에이에프더블류
2023-05-12,분기보고서 (2023.03),에이에프더블류
2023-04-28,소속부변경,코스닥시장본부
2023-03-29,대표이사변경,에이에프더블류
2023-03-29,정기주주총회결과,에이에프더블류
2023-03-21,사업보고서 (2022.12),에이에프더블류
2023-03-10,주주총회소집공고,에이에프더블류
2023-03-10,주주총회소집결의,에이에프더블류
2023-03-08,감사보고서제출,에이에프더블류
2023-02-06,매출액또는손익구조30%(대규모법인은15%)이상변동,에이에프더블류
2022-12-09,주주명부폐쇄기간또는기준일설정,에이에프더블류
2022-11-11,분기보고서 (2022.09),에이에프더블류
2022-08-16,반기보고서 (2022.06),에이에프더블류
2022-07-11,생산중단,에이에프더블류
2022-05-13,분기보고서 (2022.03),에이에프더블류
2022-03-28,정기주주총회결과,에이에프더블류
2022-03-18,사업보고서 (2021.12),에이에프더블류
2022-03-10,주주총회소집공고,에이에프더블류
2022-03-10,주주총회소집결의,에이에프더블류
2022-03-08,감사보고서제출,에이에프더블류
2022-02-09,매출액또는손익구조30%(대규모법인은15%)이상변동,에이에프더블류
2021-12-15,주주명부폐쇄기간또는기준일설정,에이에프더블류
2021-11-12,분기보고서 (2021.09),에이에프더블류
2021-10-01,기타경영사항(특허권취득)(자율공시),에이에프더블류
2021-08-13,반기보고서 (2021.06),에이에프더블류
2021-05-14,분기보고서 (2021.03),에이에프더블류
2021-04-30,소속부변경,코스닥시장본부
2021-03-29,사외이사의선임ㆍ해임또는중도퇴임에관한신고,에이에프더블류
2021-03-29,정기주주총회결과,에이에프더블류
2021-03-17,사업보고서 (2020.12),에이에프더블류
2021-03-10,주주총회소집공고,에이에프더블류
2021-03-10,주주총회소집결의,에이에프더블류
2021-03-05,감사보고서제출,에이에프더블류
2021-02-17,임원ㆍ주요주주특정증권등소유상황보고서,김명훈
2021-02-17,임원ㆍ주요주주특정증권등소유상황보고서,진정아
2021-02-17,주식등의대량보유상황보고서(일반),진정아
2021-02-17,임원ㆍ주요주주특정증권등소유상황보고서,김준영
2021-02-17,임원ㆍ주요주주특정증권등소유상황보고서,김지현
2021-02-08,권리락(무상증자),코스닥시장본부
2021-02-02,주식등의대량보유상황보고서(일반),진정아
2021-01-29,매출액또는손익구조30%(대규모법인은15%)이상변동,에이에프더블류
2021-01-26,주주명부폐쇄기간또는기준일설정,에이에프더블류
2021-01-26,주권매매거래정지(무상증자),코스닥시장본부
2021-01-26,주요사항보고서(무상증자결정),에이에프더블류
2020-12-14,주주명부폐쇄기간또는기준일설정,에이에프더블류
2020-11-13,분기보고서 (2020.09),에이에프더블류
2020-10-26,자기주식취득결과보고서,에이에프더블류
2020-10-21,주요사항보고서(자기주식취득결정),에이에프더블류
2020-10-21,주식소각결정,에이에프더블류
2020-09-14,기타경영사항(특허권취득)(자율공시),에이에프더블류
2020-08-18,기타경영사항(특허권취득)(자율공시)(필름 커패시터용 부스바 제조방법),에이에프더블류
2020-08-14,반기보고서 (2020.06),에이에프더블류
2020-08-13,기업설명회(IR)개최,에이에프더블류
2020-05-14,분기보고서 (2020.03),에이에프더블류
2020-03-30,사업보고서 (2019.12),에이에프더블류
2020-03-27,정기주주총회결과,에이에프더블류
2020-03-13,감사보고서제출,에이에프더블류
2020-03-11,주주총회소집결의,에이에프더블류
2020-03-11,주주총회집중일개최사유신고,에이에프더블류
2020-03-11,주주총회소집공고,에이에프더블류
2020-02-27,현금ㆍ현물배당결정,에이에프더블류
2020-02-10,매출액또는손익구조30%(대규모법인은15%)이상변동,에이에프더블류
2019-12-18,임원ㆍ주요주주특정증권등소유상황보고서,김명훈
2019-12-11,주주명부폐쇄기간또는기준일설정,에이에프더블류
2019-11-18,기타경영사항(특허권취득)(자율공시)(부스바 제조방법(CCA방식)),에이에프더블류
2019-11-12,분기보고서 (2019.09),에이에프더블류
2019-11-08,기업설명회(IR)개최,에이에프더블류
2019-10-14,기타경영사항(특허권취득)(자율공시)(마찰 교반 용접을 이용한 부스바 제조방법),에이에프더블류
2019-10-14,기타경영사항(특허권취득)(자율공시)(부스바 제조방법),에이에프더블류
2019-09-18,기타경영사항(특허권취득)(자율공시)(선형 마찰 용접을 이용한 부스바 제조방법),에이에프더블류
2019-09-02,기타경영사항(특허권취득)(자율공시)(퓨즈용 부스바 제조방법),에이에프더블류
2019-08-12,반기보고서 (2019.06),에이에프더블류
2019-08-08,기업설명회(IR)개최,에이에프더블류
2019-07-05,주식등의대량보유상황보고서(일반),진정아
