날짜,시가,고가,저가,종가,거래량,등락률,기관합계_거래량_순매수,기타법인_거래량_순매수,개인_거래량_순매수,외국인합계_거래량_순매수,전체_거래량_순매수,기관합계_거래량_매수,기타법인_거래량_매수,개인_거래량_매수,외국인합계_거래량_매수,전체_거래량_매수,기관합계_거래량_매도,기타법인_거래량_매도,개인_거래량_매도,외국인합계_거래량_매도,전체_거래량_매도,기관합계_거래대금_순매수,기타법인_거래대금_순매수,개인_거래대금_순매수,외국인합계_거래대금_순매수,전체_거래대금_순매수,기관합계_거래대금_매수,기타법인_거래대금_매수,개인_거래대금_매수,외국인합계_거래대금_매수,전체_거래대금_매수,기관합계_거래대금_매도,기타법인_거래대금_매도,개인_거래대금_매도,외국인합계_거래대금_매도,전체_거래대금_매도
2019-10-30,5825,6311,5708,6312,47782291,,-348633,-43553,8647192,-8255006,0,6150573,1335470,38400544,517648,46404235,6499206,1379023,29753352,8772654,46404235,-2357286620,-455261310,53749448340,-50936900410,0,37361773090,8069982700,238228117980,3170817800,286830691570,39719059710,8525244010,184478669640,54107718210,286830691570
2019-10-31,6670,6894,6117,6312,39549190,0.0,-1614960,251462,4955743,-3592245,0,1392883,543479,36214194,258023,38408579,3007843,292017,31258451,3850268,38408579,-11101795260,1682961990,33621736550,-24202903280,0,9268088260,3684332160,245397495690,1751318060,260101234170,20369883520,2001370170,211775759140,25954221340,260101234170
2019-11-01,6214,6321,6059,6176,6898984,-2.1546261089987326,249466,227283,-5469,-471280,0,588188,277492,5598650,236052,6700382,338722,50209,5604119,707332,6700382,1596528370,1437472070,-21140440,-3012860000,0,3738199010,1758327410,35551518740,1501533600,42549578760,2141670640,320855340,35572659180,4514393600,42549578760
2019-11-04,6223,6242,5980,6205,5365631,0.469559585492228,768860,168257,-497551,-439566,0,851587,219899,4096224,43279,5210989,82727,51642,4593775,482845,5210989,4828297210,1052917480,-3119091590,-2762123100,0,5349379590,1375922160,25726265250,270205980,32721772980,521082380,323004680,28845356840,3032329080,32721772980
2019-11-05,6244,6545,6205,6439,8150274,3.771152296535053,338392,-166523,79132,-251001,0,641665,206983,6822162,244899,7915709,303273,373506,6743030,495900,7915709,2223373750,-1096063660,491336330,-1618646420,0,4219531430,1365796710,44856594980,1616667280,52058590400,1996157680,2461860370,44365258650,3235313700,52058590400
2019-11-06,6477,6487,6361,6371,3069002,-1.056064606305327,544577,48759,288780,-882116,0,577823,48759,2303578,50597,2980757,33246,0,2014798,932713,2980757,3594046490,321007910,1900715260,-5815769660,0,3813244880,321007910,15198025380,334033700,19666311870,219198390,0,13297310120,6149803360,19666311870
2019-11-07,6371,6478,6351,6478,2200546,1.6794851671637105,507363,101223,-520097,-88489,0,527955,122423,1446956,39895,2137229,20592,21200,1967053,128384,2137229,3351351660,668334690,-3435313890,-584372460,0,3487259080,808330690,9550950980,263362090,14109902840,135907420,139996000,12986264870,847734550,14109902840
2019-11-08,6496,6583,6409,6497,2939582,0.29330040135844393,294267,66404,-334533,-26138,0,602770,103409,2120506,28106,2854791,308503,37005,2455039,54244,2854791,1977067410,445001580,-2246923730,-175145260,0,4040454840,693815280,14221487650,188286360,19144044130,2063387430,248813700,16468411380,363431620,19144044130
2019-11-11,6535,6555,6449,6478,1141245,-0.29244266584577494,190177,11057,-146968,-54266,0,226838,24957,853468,3145,1108408,36661,13900,1000436,57411,1108408,1267680890,73479100,-978979790,-362180200,0,1511978990,166223100,5693126580,21047580,7392376250,244298100,92744000,6672106370,383227780,7392376250
2019-11-12,6477,6477,6371,6449,1320481,-0.4476690336523618,159248,73425,-200952,-31721,0,253562,86181,941860,927,1282530,94314,12756,1142812,32648,1282530,1054996870,486245980,-1331885910,-209356940,0,1675224560,570578020,6223879730,6116820,8475799130,620227690,84332040,7555765640,215473760,8475799130
