회사명,매집일,이상_가격,매석_거래,신고가_매집봉,매집_기간,매집_저항,매석_종가,등락률,포착일_매석,매집_거래량,매석_거래량,골크_단중,골크_중장,우상향_5일,우상향_20일,우상향_60일,거래대금_억,시가총액_억,주식수,시총_순위_2678,이상_거래량,회사_코드
HL만도,2024-02-05,False,False,False,85,38550,39400.0,2.737940026075619,2024-04-30,614666,1769936.0,True,False,True,True,True,701,18501,46957120,167,True,204320
HL만도,2024-04-29,True,True,False,1,38350,39400.0,2.737940026075619,2024-04-30,3308183,1769936.0,True,False,True,True,True,701,18501,46957120,167,True,204320
더존비즈온,2024-04-09,False,True,True,21,59200,59900.0,6.964285714285714,2024-04-30,3978748,3330931.0,True,True,True,True,True,2034,18199,30382784,171,True,012510
한샘,2024-04-29,True,True,False,1,56500,56600.0,0.1769911504424778,2024-04-30,68599,43740.0,True,True,True,True,True,24,13320,23533928,212,True,009240
LS에코에너지,2024-04-29,True,False,True,1,27150,30300.0,11.60220994475138,2024-04-30,6414824,19288826.0,True,True,True,True,True,5849,9279,30624879,282,True,229640
티에스이,2024-04-26,True,True,True,4,82300,83200.0,6.257982120051085,2024-04-30,1145151,583456.0,True,True,True,True,True,483,9203,11061429,287,True,131290
일진하이솔루스,2024-04-26,False,True,False,4,23300,23400.0,1.079913606911447,2024-04-30,59940,34595.0,True,False,True,False,True,8,8497,36313190,310,True,271940
클리오,2024-04-19,False,False,False,11,32950,35000.0,8.527131782945736,2024-04-30,384311,433946.0,True,True,True,True,True,149,6324,18071353,388,True,237880
파트론,2024-04-19,False,True,False,11,8000,8030.0,0.8793969849246231,2024-04-30,565638,185805.0,False,False,True,True,True,15,4731,58918214,475,True,091700
콜마비앤에이치,2024-04-01,False,True,False,29,15790,15900.0,1.467772814294831,2024-04-30,210846,63090.0,True,False,True,True,False,9,4677,29415558,480,True,200130
유나이티드제약,2024-02-22,False,False,False,68,24600,24700.0,6.926406926406926,2024-04-30,125059,212732.0,True,False,True,True,True,51,4034,16333822,535,True,033270
마녀공장,2024-04-01,False,False,False,29,21100,23350.0,18.708693441789528,2024-04-30,963725,12986876.0,True,False,True,True,True,2973,3824,16378260,561,True,439090
마녀공장,2024-04-12,False,False,False,18,20200,23350.0,18.708693441789528,2024-04-30,1381920,12986876.0,True,False,True,True,True,2973,3824,16378260,561,True,439090
모트렉스,2024-04-16,False,False,False,14,14260,14480.0,3.7249283667621778,2024-04-30,2642871,2650844.0,True,False,True,True,False,404,3600,24861990,595,True,118990
슈어소프트테크,2024-04-08,False,False,False,22,5820,6230.0,18.893129770992367,2024-04-30,3414394,23816620.0,True,False,True,True,True,1479,3278,52619061,633,True,298830
슈어소프트테크,2024-04-24,False,False,False,6,5460,6230.0,18.893129770992367,2024-04-30,7470528,23816620.0,True,False,True,True,True,1479,3278,52619061,633,True,298830
백산,2024-04-09,False,True,True,21,13750,13750.0,1.4760147601476017,2024-04-30,785980,119057.0,True,True,True,True,True,16,3095,22515000,665,True,035150
잇츠한불,2024-02-15,False,False,False,75,12470,12590.0,3.451109285127362,2024-04-30,42070,126237.0,True,True,True,True,True,16,2760,21929315,721,True,226320
한국공항,2024-03-22,True,True,True,39,70000,70600.0,2.318840579710145,2024-04-30,189487,10536.0,True,True,True,True,True,7,2235,3166355,865,True,005430
스마트레이더시스템,2024-04-11,False,False,False,19,13490,13960.0,4.962406015037594,2024-04-30,1611392,5276744.0,True,False,True,True,True,780,2173,15569340,887,True,424960
스마트레이더시스템,2024-04-24,False,False,False,6,13910,13960.0,4.962406015037594,2024-04-30,2031740,5276744.0,True,False,True,True,True,780,2173,15569340,887,True,424960
네오팜,2024-04-24,False,True,False,6,25850,26000.0,2.161100196463654,2024-04-30,117026,67450.0,True,False,True,True,False,17,2133,8207361,899,True,092730
CJ제일제당 우,2024-04-22,False,False,False,8,145700,147400.0,1.9363762102351316,2024-04-30,8408,9868.0,True,True,True,True,True,14,1956,1327433,961,True,097955
제이엘케이,2024-04-26,False,True,False,4,11430,11990.0,16.975609756097562,2024-04-30,2079620,1527701.0,False,False,True,False,False,179,1941,16195712,971,True,322510
네오이뮨텍,2024-04-11,False,False,False,19,1725,1830.0,12.68472906403941,2024-04-30,3349420,8758178.0,True,False,True,True,True,164,1809,98867465,1021,True,950220
네오이뮨텍,2024-04-25,False,True,False,5,1818,1830.0,12.68472906403941,2024-04-30,10315095,8758178.0,True,False,True,True,True,164,1809,98867465,1021,True,950220
지앤비에스 에코,2024-04-29,False,True,False,1,5770,5870.0,4.262877442273535,2024-04-30,1123648,688205.0,True,False,True,True,False,40,1767,30104012,1040,True,382800
삼지전자,2024-04-02,True,True,False,28,9070,9210.0,1.7679558011049723,2024-04-30,248309,64041.0,True,True,True,True,True,5,1502,16318522,1162,True,037460
마이크로디지탈,2023-05-04,False,True,False,362,9250,9480.0,17.617866004962778,2024-04-30,1698100,1273828.0,True,True,True,True,True,118,1482,15636664,1169,True,305090
CJ 바이오사이언스,2024-04-19,False,True,False,11,14370,14790.0,3.1380753138075312,2024-04-30,52535,8731.0,False,False,True,False,True,1,1347,9112502,1248,True,311690
파이버프로,2024-04-12,False,False,False,18,3625,3880.0,8.228730822873082,2024-04-30,2021665,6667827.0,True,False,True,True,True,258,1274,32854225,1293,True,368770
바이오스마트,2024-04-26,False,True,False,4,5340,5540.0,8.627450980392156,2024-04-30,21001370,10492711.0,True,True,True,True,True,588,1269,22920445,1296,True,038460
한국화장품제조,2024-04-01,True,True,False,29,27000,27700.0,4.135338345864661,2024-04-30,249707,194261.0,True,True,True,True,True,54,1255,4532000,1306,True,003350
한국화장품,2024-04-01,True,True,False,29,7160,7400.0,9.62962962962963,2024-04-30,2583783,1362039.0,True,True,True,True,True,100,1189,16068000,1355,True,123690
한선엔지니어링,2024-04-22,False,True,False,8,6730,6820.0,2.865761689291101,2024-04-30,1070364,277308.0,True,False,True,True,False,18,1159,17002500,1383,True,452280
피제이메탈,2024-04-19,True,False,False,11,4270,4365.0,6.723716381418093,2024-04-30,6825171,13463658.0,True,True,True,True,True,630,1082,24803369,1440,True,128660
서원인텍,2024-04-29,False,True,False,1,5800,5800.0,0.3460207612456747,2024-04-30,59087,45594.0,True,False,True,True,True,2,1078,18600000,1443,True,093920
선진뷰티사이언스,2024-04-17,False,True,False,13,8700,8740.0,7.107843137254902,2024-04-30,543493,280114.0,True,False,True,True,True,24,1066,12203280,1459,True,086710
카이노스메드,2024-04-05,False,False,False,25,3480,3785.0,19.400630914826497,2024-04-30,1505957,4312844.0,True,False,True,True,False,168,1056,27922396,1471,True,284620
카이노스메드,2024-04-25,False,False,False,5,3330,3785.0,19.400630914826497,2024-04-30,1127082,4312844.0,True,False,True,True,False,168,1056,27922396,1471,True,284620
씨티케이,2024-04-19,False,True,False,11,5270,5450.0,9.879032258064516,2024-04-30,1671670,372024.0,True,False,True,True,True,20,1054,19341591,1473,True,260930
본느,2024-01-19,False,False,False,102,2955,2955.0,7.846715328467154,2024-04-30,3324033,5482488.0,True,True,True,True,True,165,1045,35388330,1480,True,226340
본느,2024-02-07,False,False,False,83,2925,2955.0,7.846715328467154,2024-04-30,3366487,5482488.0,True,True,True,True,True,165,1045,35388330,1480,True,226340
오파스넷,2024-04-11,False,True,False,19,7670,7670.0,2.2666666666666666,2024-04-30,707961,113003.0,False,False,True,False,False,8,1000,13046473,1518,True,173130
KBI메탈,2023-04-20,True,False,False,376,2365,2580.0,14.412416851441243,2024-04-30,30717680,55739605.0,True,True,True,True,True,1509,875,33952533,1639,True,024840
KBI메탈,2023-05-04,True,False,False,362,2375,2580.0,14.412416851441243,2024-04-30,26597101,55739605.0,True,True,True,True,True,1509,875,33952533,1639,True,024840
KBI메탈,2023-06-13,False,False,False,322,2340,2580.0,14.412416851441243,2024-04-30,28095675,55739605.0,True,True,True,True,True,1509,875,33952533,1639,True,024840
KBI메탈,2024-04-16,True,False,False,14,2370,2580.0,14.412416851441243,2024-04-30,30550142,55739605.0,True,True,True,True,True,1509,875,33952533,1639,True,024840
KBI메탈,2024-04-19,True,False,True,11,2495,2580.0,14.412416851441243,2024-04-30,53071508,55739605.0,True,True,True,True,True,1509,875,33952533,1639,True,024840
KBI메탈,2024-04-23,True,False,False,7,2470,2580.0,14.412416851441243,2024-04-30,40730918,55739605.0,True,True,True,True,True,1509,875,33952533,1639,True,024840
웨이브일렉트로,2024-04-19,True,True,False,11,5640,5670.0,0.8896797153024912,2024-04-30,207053,20712.0,True,True,True,True,True,1,848,14971256,1672,True,095270
라이콤,2024-04-25,True,False,False,5,2740,2790.0,11.823647294589176,2024-04-30,14413173,25508639.0,True,False,True,True,True,770,834,29913930,1692,True,388790
엔케이,2024-03-18,False,True,False,43,925,925.0,0.5434782608695652,2024-04-30,420723,178680.0,True,False,True,True,True,1,739,79983352,1798,True,085310
이니텍,2024-04-24,False,True,False,6,3615,3630.0,0.554016620498615,2024-04-30,82883,12852.0,True,True,True,True,True,0,718,19790916,1828,True,053350
뷰티스킨,2024-04-25,True,False,False,5,18590,19990.0,10.32008830022075,2024-04-30,2814704,3863641.0,True,False,True,True,True,810,706,3534040,1849,True,406820
모아텍,2024-04-02,True,True,False,28,4430,4430.0,2.9036004645760745,2024-04-30,985966,33526.0,True,True,True,True,True,1,634,14331185,1949,True,033200
옴니시스템,2024-04-11,True,False,False,19,972,995.0,2.683178534571723,2024-04-30,1782609,4366851.0,True,True,True,True,True,44,611,61449355,1983,True,057540
옴니시스템,2024-04-12,True,False,False,18,976,995.0,2.683178534571723,2024-04-30,1021928,4366851.0,True,True,True,True,True,44,611,61449355,1983,True,057540
라닉스,2024-04-16,False,False,False,14,5130,5300.0,6.639839034205232,2024-04-30,662339,6751361.0,True,True,True,True,True,412,511,9660000,2144,True,317120
라닉스,2024-04-22,False,False,False,8,5150,5300.0,6.639839034205232,2024-04-30,3844917,6751361.0,True,True,True,True,True,412,511,9660000,2144,True,317120
시지트로닉스,2024-04-22,False,True,False,8,10210,10360.0,3.911735205616851,2024-04-30,333828,67383.0,True,False,True,True,False,7,466,4506250,2196,True,429270
휴네시온,2023-09-11,False,True,False,232,4810,4855.0,4.746494066882416,2024-04-30,1981584,53349.0,True,True,True,True,True,2,466,9607672,2197,True,290270
휴네시온,2024-01-08,True,True,False,113,4825,4855.0,4.746494066882416,2024-04-30,1677390,53349.0,True,True,True,True,True,2,466,9607672,2197,True,290270
스카이문스테크놀로지,2024-04-25,True,True,False,5,1725,2000.0,29.785853341985725,2024-04-30,5571230,494081.0,True,True,True,True,True,9,342,17117100,2372,True,033790
딥마인드,2024-04-29,True,True,False,1,2045,2080.0,2.211302211302211,2024-04-30,3179573,604890.0,True,True,True,True,True,12,327,15730371,2402,True,223310
진도,2023-08-16,False,True,False,258,2365,2420.0,7.795100222717149,2024-04-30,129984,90306.0,False,True,True,True,True,2,301,12447744,2442,True,088790
유진스팩9호,2024-02-19,False,True,False,71,2425,2455.0,2.079002079002079,2024-04-30,70774,10287.0,True,True,True,True,True,0,84,3460000,2733,True,442130
