날짜,시가,고가,저가,종가,거래량,등락률,기관합계_거래량_순매수,기타법인_거래량_순매수,개인_거래량_순매수,외국인합계_거래량_순매수,전체_거래량_순매수,기관합계_거래량_매수,기타법인_거래량_매수,개인_거래량_매수,외국인합계_거래량_매수,전체_거래량_매수,기관합계_거래량_매도,기타법인_거래량_매도,개인_거래량_매도,외국인합계_거래량_매도,전체_거래량_매도,기관합계_거래대금_순매수,기타법인_거래대금_순매수,개인_거래대금_순매수,외국인합계_거래대금_순매수,전체_거래대금_순매수,기관합계_거래대금_매수,기타법인_거래대금_매수,개인_거래대금_매수,외국인합계_거래대금_매수,전체_거래대금_매수,기관합계_거래대금_매도,기타법인_거래대금_매도,개인_거래대금_매도,외국인합계_거래대금_매도,전체_거래대금_매도
2019-01-02,87864,89467,86361,86963,296307,0.5794453054521062,19133.0,-913.0,-8167.0,-10053.0,0.0,35988.0,4700.0,519364.0,33672.0,593724.0,16855.0,5613.0,527531.0,43725.0,593724.0,843414000.0,-40668800.0,-373491100.0,-429254100.0,0.0,1577846400.0,205035000.0,22755872600.0,1478981600.0,26017735600.0,734432400.0,245703800.0,23129363700.0,1908235700.0,26017735600.0
2019-01-03,87463,87764,82654,83055,264748,-4.4938652070420755,-17564.0,-3550.0,47186.0,-26072.0,0.0,42733.0,1549.0,475049.0,11156.0,530487.0,60297.0,5099.0,427863.0,37228.0,530487.0,-738820050.0,-148191600.0,1979764850.0,-1092753200.0,0.0,1779681650.0,64576800.0,19952805500.0,468256250.0,22265320200.0,2518501700.0,212768400.0,17973040650.0,1561009450.0,22265320200.0
2019-01-04,82454,86962,81051,86261,186609,3.860092709650232,308.0,811.0,-10181.0,9062.0,0.0,30109.0,958.0,321350.0,21499.0,373916.0,29801.0,147.0,331531.0,12437.0,373916.0,26077050.0,33764550.0,-432751650.0,372910050.0,0.0,1285758650.0,39811500.0,13528332250.0,896981000.0,15750883400.0,1259681600.0,6046950.0,13961083900.0,524070950.0,15750883400.0
2019-01-07,88264,88565,83856,83857,209789,-2.786890947241511,-35498.0,291.0,94778.0,-59571.0,0.0,4191.0,4055.0,407244.0,4873.0,420363.0,39689.0,3764.0,312466.0,64444.0,420363.0,-1509455600.0,12907400.0,4027987100.0,-2531438900.0,0.0,180400350.0,175105600.0,17451064000.0,208885600.0,18015455550.0,1689855950.0,162198200.0,13423076900.0,2740324500.0,18015455550.0
2019-01-08,84057,85058,82153,82154,127290,-2.0308382126715716,-11020.0,9684.0,32076.0,-30740.0,0.0,6497.0,9684.0,214750.0,24125.0,255056.0,17517.0,0.0,182674.0,54865.0,255056.0,-454041150.0,399539300.0,1320135150.0,-1265633300.0,0.0,270551250.0,399539300.0,8900849200.0,999818300.0,10570758050.0,724592400.0,0.0,7580714050.0,2265451600.0,10570758050.0
2019-01-09,82754,83355,79648,82053,145384,-0.12293984468193879,-43373.0,443.0,58945.0,-16015.0,0.0,681.0,1000.0,274065.0,15567.0,291313.0,44054.0,557.0,215120.0,31582.0,291313.0,-1753642850.0,17962250.0,2380184050.0,-644503450.0,0.0,27648800.0,40720000.0,11122210100.0,633750700.0,11824329600.0,1781291650.0,22757750.0,8742026050.0,1278254150.0,11824329600.0
2019-01-10,81852,82754,80750,81953,73249,-0.12187244829561382,2781.0,-30.0,5201.0,-7952.0,0.0,2804.0,1870.0,136947.0,5152.0,146773.0,23.0,1900.0,131746.0,13104.0,146773.0,113135950.0,-1538450.0,212918450.0,-324515950.0,0.0,114076800.0,76273000.0,5591199950.0,210630450.0,5992180200.0,940850.0,77811450.0,5378281500.0,535146400.0,5992180200.0
2019-01-11,82353,82454,80450,80951,87156,-1.2226520078581626,-11778.0,-998.0,26727.0,-13951.0,0.0,200.0,102.0,169591.0,4745.0,174638.0,11978.0,1100.0,142864.0,18696.0,174638.0,-475723000.0,-40533900.0,1082651000.0,-566394100.0,0.0,8080000.0,4106100.0,6869398850.0,192126550.0,7073711500.0,483803000.0,44640000.0,5786747850.0,758520650.0,7073711500.0
2019-01-14,79949,80750,77645,77745,199578,-3.9604205012909044,-62675.0,170.0,98135.0,-35630.0,0.0,400.0,580.0,387614.0,11310.0,399904.0,63075.0,410.0,289479.0,46940.0,399904.0,-2453289800.0,6489750.0,3835426900.0,-1388626850.0,0.0,15820000.0,22664000.0,15184971450.0,443384700.0,15666840150.0,2469109800.0,16174250.0,11349544550.0,1832011550.0,15666840150.0
2019-01-15,78546,79147,77645,78146,96917,0.5157887967071837,-32971.0,-68.0,34233.0,-1194.0,0.0,0.0,1.0,187244.0,6952.0,194197.0,32971.0,69.0,153011.0,8146.0,194197.0,-1283791750.0,-2649200.0,1332768700.0,-46327750.0,0.0,0.0,38950.0,7304401850.0,271884150.0,7576324950.0,1283791750.0,2688150.0,5971633150.0,318211900.0,7576324950.0
