날짜,시가,고가,저가,종가,거래량,등락률,기관합계_거래량_순매수,기타법인_거래량_순매수,개인_거래량_순매수,외국인합계_거래량_순매수,전체_거래량_순매수,기관합계_거래량_매수,기타법인_거래량_매수,개인_거래량_매수,외국인합계_거래량_매수,전체_거래량_매수,기관합계_거래량_매도,기타법인_거래량_매도,개인_거래량_매도,외국인합계_거래량_매도,전체_거래량_매도,기관합계_거래대금_순매수,기타법인_거래대금_순매수,개인_거래대금_순매수,외국인합계_거래대금_순매수,전체_거래대금_순매수,기관합계_거래대금_매수,기타법인_거래대금_매수,개인_거래대금_매수,외국인합계_거래대금_매수,전체_거래대금_매수,기관합계_거래대금_매도,기타법인_거래대금_매도,개인_거래대금_매도,외국인합계_거래대금_매도,전체_거래대금_매도
2019-12-05,6500,6500,6500,6500,3057720,,-194663,-119186,200578,113271,0,48881,18300,2803666,186873,3057720,243544,137486,2603088,73602,3057720,-1265309500,-774709000,1303757000,736261500,0,317726500,118950000,18223829000,1214674500,19875180000,1583036000,893659000,16920072000,478413000,19875180000
2019-12-06,6500,6600,6200,6300,10934926,-3.076923076923077,97547,-49664,198093,-245976,0,409702,40387,10447513,37324,10934926,312155,90051,10249420,283300,10934926,617054430,-323563630,1287228760,-1580719560,0,2624251450,257803800,67131597620,238844330,70252497200,2007197020,581367430,65844368860,1819563890,70252497200
2019-12-09,6230,6280,5990,6120,1774692,-2.857142857142857,382863,17512,-315784,-84591,0,400948,36734,1328110,8900,1774692,18085,19222,1643894,93491,1774692,2340052030,105890090,-1929578100,-516364020,0,2450419550,223321300,8123710010,54306720,10851757580,110367520,117431210,10053288110,570670740,10851757580
2019-12-10,6160,6170,6050,6100,522713,-0.32679738562091504,86521,-8710,-76271,-1540,0,104083,3950,411952,2728,522713,17562,12660,488223,4268,522713,527231990,-53069410,-464766130,-9396450,0,634091360,24096300,2508476790,16612460,3183276910,106859370,77165710,2973242920,26008910,3183276910
2019-12-11,6100,6120,6000,6020,612664,-1.3114754098360655,60536,18399,-78678,-257,0,68624,18925,524634,481,612664,8088,526,603312,738,612664,366916110,110813730,-476139830,-1590010,0,415768510,114000250,3169437250,2896650,3702102660,48852400,3186520,3645577080,4486660,3702102660
2019-12-12,6020,6070,5920,5970,513808,-0.8305647840531563,87940,23558,-106811,-4687,0,105834,26232,381672,70,513808,17894,2674,488483,4757,513808,522482700,140056310,-634619610,-27919400,0,629282380,155958550,2277521440,417180,3063179550,106799680,15902240,2912141050,28336580,3063179550
2019-12-13,6000,6090,5920,6040,555263,1.1725293132328307,80313,1741,-92983,10929,0,83337,3850,443185,24891,555263,3024,2109,536168,13962,555263,480523670,10224610,-555999680,65251400,0,498677500,22915150,2660296740,149532750,3331422140,18153830,12690540,3216296420,84281350,3331422140
2019-12-16,6050,6190,6000,6130,430734,1.490066225165563,147590,28308,-168716,-7182,0,152690,28812,246625,2607,430734,5100,504,415341,9789,430734,901530760,173817210,-1031832340,-43515630,0,932580760,176891610,1500180610,15902100,2625555080,31050000,3074400,2532012950,59417730,2625555080
2019-12-17,6130,6150,6060,6070,166404,-0.9787928221859705,31836,-3067,-33035,4266,0,36836,3600,119541,6427,166404,5000,6667,152576,2161,166404,193487730,-18689360,-200737910,25939540,0,223887730,21856000,727299210,39076440,1012119380,30400000,40545360,928037120,13136900,1012119380
2019-12-18,6120,6140,6040,6040,180036,-0.4942339373970346,25846,985,-26490,-341,0,40598,1930,135199,2309,180036,14752,945,161689,2650,180036,157487410,5943150,-161378810,-2051750,0,247418600,11717100,822494500,14015630,1095645830,89931190,5773950,983873310,16067380,1095645830
2019-12-19,6050,6090,6000,6030,112809,-0.16556291390728478,2691,2480,-4983,-188,0,16975,2480,92817,537,112809,14284,0,97800,725,112809,16258600,14934400,-30069930,-1123070,0,102412960,14934400,559162600,3234610,679744570,86154360,0,589232530,4357680,679744570
2019-12-20,6010,6080,5980,6030,269811,0.0,-32987,-253,34787,-1547,0,17618,837,249274,2082,269811,50605,1090,214487,3629,269811,-197992740,-1519970,208766980,-9254270,0,106189440,5024630,1499140670,12519830,1622874570,304182180,6544600,1290373690,21774100,1622874570
2019-12-23,6020,6030,5990,6020,113903,-0.16583747927031509,20956,-657,-18024,-2275,0,26086,715,87102,0,113903,5130,1372,105126,2275,113903,126033060,-3951420,-108407390,-13674250,0,156853540,4294300,523781980,0,684929820,30820480,8245720,632189370,13674250,684929820
2019-12-24,6040,6040,5990,5990,140758,-0.4983388704318937,4171,9990,-13525,-636,0,4729,10100,123872,2057,140758,558,110,137397,2693,140758,25064410,59888000,-81157560,-3794850,0,28423650,60549000,743822860,12383020,845178530,3359240,661000,824980420,16177870,845178530
2019-12-26,6000,6010,5940,6000,237831,0.1669449081803005,47518,914,-72996,24564,0,72226,20445,116598,28562,237831,24708,19531,189594,3998,237831,285002990,5158600,-437370110,147208520,0,433029050,121954600,697147770,171070160,1423201580,148026060,116796000,1134517880,23861640,1423201580
2019-12-27,5950,6180,5940,6140,603664,2.3333333333333335,414889,-23140,-399554,7805,0,479398,3200,92513,28553,603664,64509,26340,492067,20748,603664,2538022550,-143045420,-2441721470,46744340,0,2934845120,19072000,563400780,172094840,3689412740,396822570,162117420,3005122250,125350500,3689412740
2019-12-30,6140,6140,6040,6090,154046,-0.8143322475570033,3382,-5090,2106,-398,0,71829,100,80419,1698,154046,68447,5190,78313,2096,154046,22032650,-30917440,11298600,-2413810,0,437206940,611000,488376440,10328860,936523240,415174290,31528440,477077840,12742670,936523240
2020-01-02,6090,6130,6030,6100,117535,0.16420361247947454,48354,91,-54820,6375,0,55355,100,51108,10972,117535,7001,9,105928,4597,117535,295307710,555460,-334509000,38645830,0,338080450,610000,310890080,66730800,716311330,42772740,54540,645399080,28084970,716311330
