날짜,시가,고가,저가,종가,거래량,등락률,기관합계_거래량_순매수,기타법인_거래량_순매수,개인_거래량_순매수,외국인합계_거래량_순매수,전체_거래량_순매수,기관합계_거래량_매수,기타법인_거래량_매수,개인_거래량_매수,외국인합계_거래량_매수,전체_거래량_매수,기관합계_거래량_매도,기타법인_거래량_매도,개인_거래량_매도,외국인합계_거래량_매도,전체_거래량_매도,기관합계_거래대금_순매수,기타법인_거래대금_순매수,개인_거래대금_순매수,외국인합계_거래대금_순매수,전체_거래대금_순매수,기관합계_거래대금_매수,기타법인_거래대금_매수,개인_거래대금_매수,외국인합계_거래대금_매수,전체_거래대금_매수,기관합계_거래대금_매도,기타법인_거래대금_매도,개인_거래대금_매도,외국인합계_거래대금_매도,전체_거래대금_매도
2019-01-02,4555,4575,4410,4420,30549,-1.55902004454343,0.0,0.0,-8312.0,8312.0,0.0,0.0,0.0,127463.0,8312.0,135775.0,0.0,0.0,135775.0,0.0,135775.0,0.0,0.0,-8372529.0,8372529.0,0.0,0.0,0.0,127473061.0,8372529.0,135845590.0,0.0,0.0,135845590.0,0.0,135845590.0
2019-01-03,4440,4510,4395,4420,28595,0.0,0.0,0.0,-7854.0,7854.0,0.0,0.0,0.0,105872.0,21218.0,127090.0,0.0,0.0,113726.0,13364.0,127090.0,0.0,0.0,-7861143.0,7861143.0,0.0,0.0,0.0,105676642.0,21230512.0,126907154.0,0.0,0.0,113537785.0,13369369.0,126907154.0
2019-01-04,4380,4420,4310,4375,32900,-1.0180995475113122,0.0,0.0,27216.0,-27216.0,0.0,0.0,0.0,144882.0,1341.0,146223.0,0.0,0.0,117666.0,28557.0,146223.0,0.0,0.0,26571099.0,-26571099.0,0.0,0.0,0.0,141241854.0,1312741.0,142554595.0,0.0,0.0,114670755.0,27883840.0,142554595.0
2019-01-07,4385,4430,4345,4365,43175,-0.2285714285714286,0.0,226.0,-15168.0,14942.0,0.0,0.0,226.0,167390.0,24273.0,191889.0,0.0,0.0,182558.0,9331.0,191889.0,0.0,224784.0,-14965627.0,14740843.0,0.0,0.0,224784.0,165072963.0,23968752.0,189266499.0,0.0,0.0,180038590.0,9227909.0,189266499.0
2019-01-08,4375,4430,4355,4380,34342,0.3436426116838488,0.0,0.0,-2659.0,2659.0,0.0,0.0,0.0,133420.0,19210.0,152630.0,0.0,0.0,136079.0,16551.0,152630.0,0.0,0.0,-2698609.0,2698609.0,0.0,0.0,0.0,131375849.0,18957802.0,150333651.0,0.0,0.0,134074458.0,16259193.0,150333651.0
2019-01-09,4465,4575,4400,4510,69928,2.968036529680365,0.0,0.0,-15673.0,15673.0,0.0,0.0,0.0,283115.0,27675.0,310790.0,0.0,0.0,298788.0,12002.0,310790.0,0.0,0.0,-15700439.0,15700439.0,0.0,0.0,0.0,287219001.0,27872229.0,315091230.0,0.0,0.0,302919440.0,12171790.0,315091230.0
2019-01-10,4575,5020,4555,4620,213734,2.4390243902439024,0.0,0.0,151180.0,-151180.0,0.0,0.0,0.0,940036.0,9894.0,949930.0,0.0,0.0,788856.0,161074.0,949930.0,0.0,0.0,162551900.0,-162551900.0,0.0,0.0,0.0,1005460400.0,10362385.0,1015822785.0,0.0,0.0,842908500.0,172914285.0,1015822785.0
2019-01-11,4685,4685,4555,4645,40869,0.5411255411255411,0.0,-647.0,-1303.0,1950.0,0.0,0.0,0.0,172237.0,9404.0,181641.0,0.0,647.0,173540.0,7454.0,181641.0,0.0,-669645.0,-1394935.0,2064580.0,0.0,0.0,0.0,179658015.0,9822310.0,189480325.0,0.0,669645.0,181052950.0,7757730.0,189480325.0
2019-01-14,4710,4775,4575,4690,113572,0.9687836383207751,0.0,0.0,13141.0,-13141.0,0.0,0.0,0.0,495427.0,9338.0,504765.0,0.0,0.0,482286.0,22479.0,504765.0,0.0,0.0,14080780.0,-14080780.0,0.0,0.0,0.0,524592315.0,9824825.0,534417140.0,0.0,0.0,510511535.0,23905605.0,534417140.0
2019-01-15,4685,4840,4620,4780,98998,1.9189765458422177,-141.0,0.0,16918.0,-16777.0,0.0,0.0,0.0,433373.0,6620.0,439993.0,141.0,0.0,416455.0,23397.0,439993.0,-151325.0,0.0,18470285.0,-18318960.0,0.0,0.0,0.0,466537370.0,6996525.0,473533895.0,151325.0,0.0,448067085.0,25315485.0,473533895.0
2019-01-16,4775,4955,4730,4845,119135,1.3598326359832638,0.0,0.0,37857.0,-37857.0,0.0,0.0,0.0,513207.0,16283.0,529490.0,0.0,0.0,475350.0,54140.0,529490.0,0.0,0.0,41416140.0,-41416140.0,0.0,0.0,0.0,561780770.0,17901330.0,579682100.0,0.0,0.0,520364630.0,59317470.0,579682100.0
2019-01-17,4840,4910,4685,4735,72061,-2.2703818369453046,-88.0,0.0,-16676.0,16764.0,0.0,0.0,0.0,293332.0,26939.0,320271.0,88.0,0.0,310008.0,10175.0,320271.0,-93545.0,0.0,-17736560.0,17830105.0,0.0,0.0,0.0,316893785.0,28905555.0,345799340.0,93545.0,0.0,334630345.0,11075450.0,345799340.0
2019-01-18,4775,4955,4730,4800,155417,1.3727560718057021,0.0,0.0,-3986.0,3986.0,0.0,0.0,0.0,653992.0,36752.0,690744.0,0.0,0.0,657978.0,32766.0,690744.0,0.0,0.0,-3989400.0,3989400.0,0.0,0.0,0.0,714431995.0,39871230.0,754303225.0,0.0,0.0,718421395.0,35881830.0,754303225.0
2019-01-21,4865,5065,4865,4955,140017,3.229166666666667,15000.0,0.0,-41437.0,26437.0,0.0,15000.0,0.0,578546.0,28753.0,622299.0,0.0,0.0,619983.0,2316.0,622299.0,16925000.0,0.0,-46282380.0,29357380.0,0.0,16925000.0,0.0,645484515.0,31942785.0,694352300.0,0.0,0.0,691766895.0,2585405.0,694352300.0
2019-01-22,4975,5600,4885,4955,979152,0.0,-15000.0,6000.0,70700.0,-61700.0,0.0,0.0,12667.0,4268237.0,70881.0,4351785.0,15000.0,6667.0,4197537.0,132581.0,4351785.0,-16800000.0,7095000.0,84471795.0,-74766795.0,0.0,0.0,14628710.0,5027923400.0,80923740.0,5123475850.0,16800000.0,7533710.0,4943451605.0,155690535.0,5123475850.0
2019-01-23,4955,4975,4800,4890,117269,-1.3118062563067607,0.0,4005.0,-58251.0,54246.0,0.0,0.0,10005.0,454141.0,57051.0,521197.0,0.0,6000.0,512392.0,2805.0,521197.0,0.0,4420005.0,-64086115.0,59666110.0,0.0,0.0,11022500.0,499893860.0,62770120.0,573686480.0,0.0,6602495.0,563979975.0,3104010.0,573686480.0
2019-01-24,4885,5220,4820,5220,229843,6.748466257668712,0.0,-14684.0,-7581.0,22265.0,0.0,0.0,0.0,940122.0,81403.0,1021525.0,0.0,14684.0,947703.0,59138.0,1021525.0,0.0,-16616340.0,-8764445.0,25380785.0,0.0,0.0,0.0,1072082215.0,92744430.0,1164826645.0,0.0,16616340.0,1080846660.0,67363645.0,1164826645.0
2019-01-25,5220,5285,5130,5155,169439,-1.2452107279693485,0.0,0.0,71970.0,-71970.0,0.0,0.0,0.0,742651.0,10412.0,753063.0,0.0,0.0,670681.0,82382.0,753063.0,0.0,0.0,84177745.0,-84177745.0,0.0,0.0,0.0,864732400.0,12136290.0,876868690.0,0.0,0.0,780554655.0,96314035.0,876868690.0
2019-01-28,5155,5240,5085,5135,81142,-0.38797284190106696,0.0,0.0,4502.0,-4502.0,0.0,0.0,0.0,343289.0,17342.0,360631.0,0.0,0.0,338787.0,21844.0,360631.0,0.0,0.0,5265425.0,-5265425.0,0.0,0.0,0.0,397724655.0,20074195.0,417798850.0,0.0,0.0,392459230.0,25339620.0,417798850.0
2019-01-29,5130,5175,5020,5065,72579,-1.3631937682570594,0.0,0.0,22559.0,-22559.0,0.0,0.0,0.0,309625.0,12947.0,322572.0,0.0,0.0,287066.0,35506.0,322572.0,0.0,0.0,26076005.0,-26076005.0,0.0,0.0,0.0,354158240.0,14768180.0,368926420.0,0.0,0.0,328082235.0,40844185.0,368926420.0
2019-01-30,5130,5155,4975,5000,54478,-1.2833168805528135,0.0,0.0,-38736.0,38736.0,0.0,0.0,0.0,203242.0,38881.0,242123.0,0.0,0.0,241978.0,145.0,242123.0,0.0,0.0,-43728815.0,43728815.0,0.0,0.0,0.0,228951465.0,43896220.0,272847685.0,0.0,0.0,272680280.0,167405.0,272847685.0
2019-01-31,5065,5085,5000,5020,24787,0.4,-78.0,0.0,-17834.0,17912.0,0.0,0.0,0.0,88975.0,21191.0,110166.0,78.0,0.0,106809.0,3279.0,110166.0,-88000.0,0.0,-20056730.0,20144730.0,0.0,0.0,0.0,100497235.0,23890845.0,124388080.0,88000.0,0.0,120553965.0,3746115.0,124388080.0
2019-02-01,5085,5110,4885,4955,55555,-1.294820717131474,0.0,343.0,9191.0,-9534.0,0.0,0.0,343.0,240366.0,6204.0,246913.0,0.0,0.0,231175.0,15738.0,246913.0,0.0,382445.0,10461475.0,-10843920.0,0.0,0.0,382445.0,267964065.0,6905075.0,275251585.0,0.0,0.0,257502590.0,17748995.0,275251585.0
2019-02-07,4955,5020,4910,4980,36508,0.5045408678102926,0.0,0.0,-32431.0,32431.0,0.0,0.0,0.0,119040.0,43218.0,162258.0,0.0,0.0,151471.0,10787.0,162258.0,0.0,0.0,-36358560.0,36358560.0,0.0,0.0,0.0,133218960.0,48451260.0,181670220.0,0.0,0.0,169577520.0,12092700.0,181670220.0
2019-02-08,5000,5040,4885,5020,40513,0.8032128514056224,0.0,0.0,6749.0,-6749.0,0.0,0.0,0.0,168944.0,11114.0,180058.0,0.0,0.0,162195.0,17863.0,180058.0,0.0,0.0,7590635.0,-7590635.0,0.0,0.0,0.0,189380820.0,12482575.0,201863395.0,0.0,0.0,181790185.0,20073210.0,201863395.0
2019-02-11,5040,5085,4955,4955,30548,-1.294820717131474,0.0,0.0,19872.0,-19872.0,0.0,0.0,1186.0,134584.0,0.0,135770.0,0.0,1186.0,114712.0,19872.0,135770.0,0.0,24955.0,22418440.0,-22443395.0,0.0,0.0,1348935.0,151655425.0,0.0,153004360.0,0.0,1323980.0,129236985.0,22443395.0,153004360.0
2019-02-12,4930,5040,4910,5045,56597,1.8163471241170535,0.0,0.0,4519.0,-4519.0,0.0,0.0,0.0,246420.0,5121.0,251541.0,0.0,0.0,241901.0,9640.0,251541.0,0.0,0.0,5176095.0,-5176095.0,0.0,0.0,0.0,275892490.0,5684380.0,281576870.0,0.0,0.0,270716395.0,10860475.0,281576870.0
2019-02-13,5040,5110,4975,5000,67444,-0.8919722497522299,-201.0,0.0,-14469.0,14670.0,0.0,0.0,0.0,277741.0,22009.0,299750.0,201.0,0.0,292210.0,7339.0,299750.0,-227130.0,0.0,-16327945.0,16555075.0,0.0,0.0,0.0,313612055.0,24903590.0,338515645.0,227130.0,0.0,329940000.0,8348515.0,338515645.0
