날짜,공시_제목,공시자
2024-05-03,임원ㆍ주요주주특정증권등소유상황보고서,박성호
2024-05-03,주요사항보고서(자기주식처분결정),한글과컴퓨터
2024-04-09,주식등의대량보유상황보고서(약식),한국증권금융
2024-03-28,주식매수선택권부여에관한신고,한글과컴퓨터
2024-03-28,사외이사의선임ㆍ해임또는중도퇴임에관한신고,한글과컴퓨터
2024-03-28,정기주주총회결과              ,한글과컴퓨터
2024-03-21,[기재정정]의결권대리행사권유참고서류,한글과컴퓨터
2024-03-21,[기재정정]주주총회소집공고,한글과컴퓨터
2024-03-20,감사보고서제출              ,한글과컴퓨터
2024-03-20,사업보고서 (2023.12),한글과컴퓨터
2024-03-05,주주총회소집결의              ,한글과컴퓨터
2024-02-23,임원ㆍ주요주주특정증권등소유상황보고서,박성호
2024-02-16,현금ㆍ현물배당결정              ,한글과컴퓨터
2024-02-16,매출액또는손익구조30%(대규모법인은15%)이상변동              ,한글과컴퓨터
2024-02-08,임원ㆍ주요주주특정증권등소유상황보고서,손찬주
2024-01-26,임원ㆍ주요주주특정증권등소유상황보고서,홍진아
2024-01-23,조회공시요구(현저한시황변동)에대한답변(중요정보없음),한글과컴퓨터
2024-01-22,주식등의대량보유상황보고서(일반),한컴위드
2024-01-22,임원ㆍ주요주주특정증권등소유상황보고서,현창용
2024-01-22,임원ㆍ주요주주특정증권등소유상황보고서,김가비
2024-01-22,임원ㆍ주요주주특정증권등소유상황보고서,주경택
2024-01-22,조회공시요구(현저한시황변동),코스닥시장본부
2024-01-22,임원ㆍ주요주주특정증권등소유상황보고서,박미영
2024-01-22,임원ㆍ주요주주특정증권등소유상황보고서,변성준
2024-01-22,주요사항보고서(자기주식처분결정),한글과컴퓨터
2024-01-22,주요사항보고서(자기주식처분결정),한글과컴퓨터
2024-01-04,[기재정정]최대주주변경을수반하는주식담보제공계약체결,한글과컴퓨터
2024-01-04,주식등의대량보유상황보고서(일반),한컴위드
2023-12-12,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,한글과컴퓨터
2023-12-12,주주명부폐쇄기간또는기준일설정,한글과컴퓨터
2023-11-27,수시공시의무관련사항(공정공시)(3개년 (2023 - 2025) 주주환원정책),한글과컴퓨터
2023-11-23,기업설명회(IR)개최,한글과컴퓨터
2023-11-14,분기보고서 (2023.09),한글과컴퓨터
2023-10-04,합병등종료보고서(분할),한글과컴퓨터
2023-09-01,주식등의대량보유상황보고서(일반),한컴위드
2023-08-25,임시주주총회결과,한글과컴퓨터
2023-08-14,반기보고서 (2023.06),한글과컴퓨터
2023-08-10,의결권대리행사권유참고서류,한글과컴퓨터
2023-08-10,주주총회소집공고,한글과컴퓨터
2023-07-21,주식등의대량보유상황보고서(일반),한컴위드
2023-07-17,주주명부폐쇄기간또는기준일설정,한글과컴퓨터
2023-07-17,주식소각결정,한글과컴퓨터
2023-07-17,주주총회소집결의,한글과컴퓨터
2023-07-17,주요사항보고서(회사분할결정),한글과컴퓨터
2023-06-16,주식등의대량보유상황보고서(일반),한컴위드
2023-05-12,분기보고서 (2023.03),한글과컴퓨터
2023-04-06,주식등의대량보유상황보고서(일반),한컴위드
2023-03-31,전환청구권행사(제12회차),한글과컴퓨터
2023-03-30,정기주주총회결과,한글과컴퓨터
2023-03-30,주식매수선택권부여에관한신고,한글과컴퓨터
2023-03-22,[기재정정]의결권대리행사권유참고서류,한글과컴퓨터
2023-03-22,[기재정정]주주총회소집공고,한글과컴퓨터
2023-03-22,사업보고서 (2022.12),한글과컴퓨터
2023-03-22,감사보고서제출,한글과컴퓨터
2023-03-09,주주총회집중일개최사유신고,한글과컴퓨터
2023-03-09,주주총회소집결의,한글과컴퓨터
2023-02-24,매출액또는손익구조30%(대규모법인은15%)이상변동,한글과컴퓨터
2023-01-20,[기재정정]타법인주식및출자증권취득결정(종속회사의주요경영사항),한글과컴퓨터
2023-01-03,주식등의대량보유상황보고서(일반),한컴위드
2022-12-20,신탁계약해지결과보고서,한글과컴퓨터
2022-12-15,주주명부폐쇄기간또는기준일설정,한글과컴퓨터
2022-12-09,불성실공시법인미지정,코스닥시장본부
