날짜,시가,고가,저가,종가,거래량,등락률,기관합계_거래량_순매수,기타법인_거래량_순매수,개인_거래량_순매수,외국인합계_거래량_순매수,전체_거래량_순매수,기관합계_거래량_매수,기타법인_거래량_매수,개인_거래량_매수,외국인합계_거래량_매수,전체_거래량_매수,기관합계_거래량_매도,기타법인_거래량_매도,개인_거래량_매도,외국인합계_거래량_매도,전체_거래량_매도,기관합계_거래대금_순매수,기타법인_거래대금_순매수,개인_거래대금_순매수,외국인합계_거래대금_순매수,전체_거래대금_순매수,기관합계_거래대금_매수,기타법인_거래대금_매수,개인_거래대금_매수,외국인합계_거래대금_매수,전체_거래대금_매수,기관합계_거래대금_매도,기타법인_거래대금_매도,개인_거래대금_매도,외국인합계_거래대금_매도,전체_거래대금_매도
2019-01-02,3235,3235,3055,3140,580,0.641025641025641,-2,0,2,0,0,9,0,571,0,580,11,0,569,0,580,-6015,0,6015,0,0,28240,0,1783285,0,1811525,34255,0,1777270,0,1811525
2019-01-03,3300,3300,3140,3150,149,0.3184713375796179,26,0,-26,0,0,26,0,123,0,149,0,0,149,0,149,81900,0,-81900,0,0,81900,0,391460,0,473360,0,0,473360,0,473360
2019-01-04,3150,3150,3120,3150,308,0.0,6,1,-7,0,0,25,1,282,0,308,19,0,289,0,308,19040,3140,-22180,0,0,78600,3140,886265,0,968005,59560,0,908445,0,968005
2019-01-07,3280,3280,3185,3185,106,1.1111111111111112,36,-32,-4,0,0,36,0,70,0,106,0,32,74,0,106,114690,-101920,-12770,0,0,114690,0,227020,0,341710,0,101920,239790,0,341710
2019-01-08,3275,3275,3135,3190,573,0.15698587127158556,17,-378,361,0,0,17,0,556,0,573,0,378,195,0,573,54225,-1203980,1149755,0,0,54225,0,1776000,0,1830225,0,1203980,626245,0,1830225
2019-01-09,3310,3310,3070,3100,2407,-2.8213166144200628,6,-188,182,0,0,10,6,2391,0,2407,4,194,2209,0,2407,18560,-615950,597390,0,0,31050,18630,7548335,0,7598015,12490,634580,6950945,0,7598015
2019-01-10,3180,3180,3050,3170,3876,2.258064516129032,16,-95,79,0,0,17,1,3858,0,3876,1,96,3779,0,3876,50795,-302205,251410,0,0,53890,3075,11991180,0,12048145,3095,305280,11739770,0,12048145
2019-01-11,3260,3310,3145,3180,1841,0.31545741324921134,29,-303,274,0,0,29,0,1812,0,1841,0,303,1538,0,1841,92120,-971620,879500,0,0,92120,0,5810220,0,5902340,0,971620,4930720,0,5902340
2019-01-14,3270,3290,3125,3190,5767,0.3144654088050315,4,-1500,1496,0,0,4,0,5763,0,5767,0,1500,4267,0,5767,12760,-4777000,4764240,0,0,12760,0,18367965,0,18380725,0,4777000,13603725,0,18380725
2019-01-15,3190,3190,3175,3175,651,-0.4702194357366771,3,-10,7,0,0,3,0,648,0,651,0,10,641,0,651,9525,-31900,22375,0,0,9525,0,2062990,0,2072515,0,31900,2040615,0,2072515
2019-01-16,3270,3270,3165,3180,1757,0.15748031496062992,4,-1293,1289,0,0,10,0,1747,0,1757,6,1293,458,0,1757,12735,-4105390,4092655,0,0,31780,0,5549010,0,5580790,19045,4105390,1456355,0,5580790
2019-01-17,3180,3180,3080,3160,10351,-0.628930817610063,-8,-7,15,0,0,4,0,10347,0,10351,12,7,10332,0,10351,-24985,-22260,47245,0,0,12650,0,32123965,0,32136615,37635,22260,32076720,0,32136615
2019-01-18,3200,3325,3085,3135,17221,-0.7911392405063291,11,-540,529,0,0,11,0,17210,0,17221,0,540,16681,0,17221,34485,-1739050,1704565,0,0,34485,0,54379820,0,54414305,0,1739050,52675255,0,54414305
2019-01-21,3175,3175,3055,3055,15591,-2.5518341307814993,-9,-300,309,0,0,1,0,15590,0,15591,10,300,15281,0,15591,-27630,-930000,957630,0,0,3055,0,47788420,0,47791475,30685,930000,46830790,0,47791475
2019-01-22,3100,3100,3040,3065,18960,0.32733224222585927,-10,-200,210,0,0,2,0,18958,0,18960,12,200,18748,0,18960,-30605,-609690,640295,0,0,6125,0,57833765,0,57839890,36730,609690,57193470,0,57839890
