날짜,공시_제목,공시자
2024-04-23,영업(잠정)실적(공정공시)              ,LS마린솔루션
2024-03-29,[기재정정]사업보고서 (2023.12),LS마린솔루션
2024-03-25,정기주주총회결과              ,LS마린솔루션
2024-03-14,감사보고서제출              ,LS마린솔루션
2024-03-08,주주총회소집공고,LS마린솔루션
2024-03-05,주주총회소집결의              (정기주주총회),LS마린솔루션
2024-02-29,대규모기업집단현황공시[분기별공시(개별회사용)],LS마린솔루션
2024-02-14,지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,LS마린솔루션
2024-02-14,동일인등출자계열회사와의상품ㆍ용역거래변경,LS마린솔루션
2024-02-07,현금ㆍ현물배당결정              ,LS마린솔루션
2024-02-07,매출액또는손익구조30%(대규모법인은15%)이상변동              ,LS마린솔루션
2024-01-31,영업(잠정)실적(공정공시),LS마린솔루션
2024-01-25,임원ㆍ주요주주특정증권등소유상황보고서,LS전선
2024-01-24,임원ㆍ주요주주특정증권등소유상황보고서,LS전선
2024-01-22,임원ㆍ주요주주특정증권등소유상황보고서,LS전선
2024-01-19,임원ㆍ주요주주특정증권등소유상황보고서,LS전선
2024-01-17,임원ㆍ주요주주특정증권등소유상황보고서,LS전선
2024-01-16,[기재정정]단일판매ㆍ공급계약체결,LS마린솔루션
2023-12-22,동일인등출자계열회사와의상품ㆍ용역거래,LS마린솔루션
2023-12-19,[기재정정]단일판매ㆍ공급계약체결(자율공시),LS마린솔루션
2023-12-15,주주명부폐쇄기간또는기준일설정,LS마린솔루션
2023-11-14,분기보고서 (2023.09),LS마린솔루션
2023-10-25,영업(잠정)실적(공정공시),LS마린솔루션
2023-10-13,동일인등출자계열회사와의상품ㆍ용역거래,LS마린솔루션
2023-10-10,[기재정정]단일판매ㆍ공급계약체결,LS마린솔루션
2023-08-30,대규모기업집단현황공시[분기별공시(개별회사용)],LS마린솔루션
2023-08-29,단일판매ㆍ공급계약체결(자율공시),LS마린솔루션
2023-08-18,임원ㆍ주요주주특정증권등소유상황보고서,케이티
2023-08-18,임원ㆍ주요주주특정증권등소유상황보고서,LS전선
2023-08-18,주식등의대량보유상황보고서(일반),LS전선
2023-08-17,사외이사의선임ㆍ해임또는중도퇴임에관한신고,LS마린솔루션
2023-08-17,상호변경안내,LS마린솔루션
2023-08-17,임시주주총회결과,LS마린솔루션
2023-08-16,최대주주변경,LS마린솔루션
2023-08-11,반기보고서 (2023.06),LS마린솔루션
2023-08-11,지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,LS마린솔루션
2023-08-02,주주총회소집공고,LS마린솔루션
