날짜,시가,고가,저가,종가,거래량,등락률,BPS,PER,PBR,EPS,DIV,DPS,기관합계_거래량_순매수,기타법인_거래량_순매수,개인_거래량_순매수,외국인합계_거래량_순매수,전체_거래량_순매수,기관합계_거래량_매수,기타법인_거래량_매수,개인_거래량_매수,외국인합계_거래량_매수,전체_거래량_매수,기관합계_거래량_매도,기타법인_거래량_매도,개인_거래량_매도,외국인합계_거래량_매도,전체_거래량_매도,기관합계_거래대금_순매수,기타법인_거래대금_순매수,개인_거래대금_순매수,외국인합계_거래대금_순매수,전체_거래대금_순매수,기관합계_거래대금_매수,기타법인_거래대금_매수,개인_거래대금_매수,외국인합계_거래대금_매수,전체_거래대금_매수,기관합계_거래대금_매도,기타법인_거래대금_매도,개인_거래대금_매도,외국인합계_거래대금_매도,전체_거래대금_매도
2019-01-02,14500,14500,14100,14400,22358,-0.6896551724137931,0,0.0,0.0,0,4.49,646,-3729,1261,3298,-830,0,3308,1977,17065,8,22358,7037,716,13767,838,22358,-52856250,18115950,46694800,-11954500,0,47370100,28275900,244128600,113200,319887800,100226350,10159950,197433800,12067700,319887800
2019-01-03,14400,14400,13900,14150,32567,-1.7361111111111112,0,0.0,0.0,0,4.57,646,-1025,1220,7588,-7783,0,11313,4220,16785,249,32567,12338,3000,9197,8032,32567,-15047250,17543100,106212450,-108708300,0,158608650,59430900,236212550,3523350,457775450,173655900,41887800,130000100,112231650,457775450
2019-01-04,14100,14100,13800,13950,37618,-1.4134275618374559,0,0.0,0.0,0,4.63,646,10869,2115,-7941,-5043,0,13879,2115,19782,1842,37618,3010,0,27723,6885,37618,150309000,29472100,-109575500,-70205600,0,192160700,29472100,275059000,25654800,522346600,41851700,0,384634500,95860400,522346600
2019-01-07,14000,14150,13900,14100,20745,1.0752688172043012,0,0.0,0.0,0,4.58,646,-7023,677,6205,141,0,3,677,15805,4260,20745,7026,0,9600,4119,20745,-98218250,9509300,86649150,2059800,0,42300,9509300,221579600,59748950,290880150,98260550,0,134930450,57689150,290880150
2019-01-08,14100,14100,13850,13900,19502,-1.4184397163120568,0,0.0,0.0,0,4.65,646,-6891,1430,6318,-857,0,4,1430,17651,417,19502,6895,0,11333,1274,19502,-95783000,19905700,87890900,-12013600,0,55800,19905700,246177750,5822400,271961650,95838800,0,158286850,17836000,271961650
2019-01-09,14000,14050,13900,14050,14670,1.079136690647482,0,0.0,0.0,0,4.6,646,-2160,1290,1341,-471,0,0,1290,12751,629,14670,2160,0,11410,1100,14670,-30202600,18058500,18737850,-6593750,0,0,18058500,178074250,8806250,204939000,30202600,0,159336400,15400000,204939000
2019-01-10,14050,14050,13750,13850,73334,-1.4234875444839856,0,0.0,0.0,0,4.66,646,-44509,2489,49176,-7156,0,14499,2489,55893,453,73334,59008,0,6717,7609,73334,-615088050,34421650,679718650,-99052250,0,200570250,34421650,772851500,6274050,1014117450,815658300,0,93132850,105326300,1014117450
2019-01-11,13900,14000,13850,13950,19159,0.7220216606498195,0,0.0,0.0,0,4.63,646,3673,879,-5487,935,0,3902,879,13155,1223,19159,229,0,18642,288,19159,51098350,12252050,-76400650,13050250,0,54274700,12252050,183190900,17060850,266778500,3176350,0,259591550,4010600,266778500
2019-01-14,13750,14000,13750,13900,18986,-0.35842293906810035,0,0.0,0.0,0,4.65,646,612,-451,-614,453,0,8107,72,10344,463,18986,7495,523,10958,10,18986,8586350,-6311200,-8589250,6314100,0,112931700,1000800,144016600,6453100,264402200,104345350,7312000,152605850,139000,264402200
2019-01-15,13900,14300,13850,14150,23865,1.7985611510791366,0,0.0,0.0,0,4.57,646,8122,15,-13406,5269,0,8801,215,9578,5271,23865,679,200,22984,2,23865,115095100,246750,-189994400,74652550,0,124628300,3046750,135627500,74680350,337982900,9533200,2800000,325621900,27800,337982900
