날짜,공시_제목,공시자
2024-04-15,기타경영사항(자율공시)              ,신한서부티엔디리츠
2024-04-05,기업설명회(IR)개최(안내공시)              ,신한서부티엔디리츠
2024-03-22,[기재정정]유형자산취득결정(종속회사의주요경영사항)              ,신한서부티엔디리츠
2024-03-21,정기주주총회결과              ,신한서부티엔디리츠
2024-03-18,유상증자결정(종속회사의주요경영사항)              ,신한서부티엔디리츠
2024-03-18,[기재정정]타법인주식및출자증권취득결정              ,신한서부티엔디리츠
2024-03-18,[기재정정]주식등의대량보유상황보고서(약식),이지스자산운용
2024-03-13,사업보고서 (2023.12),신한서부티엔디리츠
2024-03-06,주주총회소집공고,신한서부티엔디리츠
2024-03-06,의결권대리행사권유참고서류,신한서부티엔디리츠
2024-03-06,감사보고서제출              ,신한서부티엔디리츠
2024-03-06,주주총회소집결의              ,신한서부티엔디리츠
2024-03-05,임원ㆍ주요주주특정증권등소유상황보고서,서부T&D
2024-03-05,주식등의대량보유상황보고서(일반),서부T&D
2024-03-04,주식등의대량보유상황보고서(약식),미래에셋자산운용
2024-02-26,유상증자또는주식관련사채등의발행결과(자율공시)              ,신한서부티엔디리츠
2024-02-23,기타경영사항(자율공시)              ,신한서부티엔디리츠
2024-02-22,주요사항보고서(전환사채권발행결정),신한서부티엔디리츠
2024-02-07,매출액또는손익구조30%(대규모법인15%)미만변경(자율공시)              ,신한서부티엔디리츠
2024-02-07,부동산투자회사금전배당결정              ,신한서부티엔디리츠
2024-01-25,임시주주총회결과,신한서부티엔디리츠
2024-01-12,기타경영사항(자율공시),신한서부티엔디리츠
2024-01-11,[기재정정]주주총회소집공고,신한서부티엔디리츠
2024-01-11,[기재정정]의결권대리행사권유참고서류,신한서부티엔디리츠
2024-01-10,주주총회소집결의,신한서부티엔디리츠
2023-11-27,부동산투자회사자산보관위탁계약체결,신한서부티엔디리츠
2023-11-27,부동산투자회사자산보관위탁계약해지,신한서부티엔디리츠
2023-11-24,부동산투자회사자금차입,신한서부티엔디리츠
2023-11-24,임시주주총회결과,신한서부티엔디리츠
2023-11-14,반기보고서 (2023.09),신한서부티엔디리츠
2023-11-09,의결권대리행사권유참고서류,신한서부티엔디리츠
2023-11-09,주주총회소집결의,신한서부티엔디리츠
2023-11-09,주주총회소집공고,신한서부티엔디리츠
2023-10-17,기타경영사항(자율공시),신한서부티엔디리츠
2023-10-16,기업설명회(IR)개최(안내공시),신한서부티엔디리츠
2023-09-21,정기주주총회결과,신한서부티엔디리츠
2023-09-19,[기재정정]유상증자결정(종속회사의주요경영사항),신한서부티엔디리츠
2023-09-19,[기재정정]유형자산취득결정(종속회사의주요경영사항),신한서부티엔디리츠
2023-09-14,타법인주식및출자증권취득결정,신한서부티엔디리츠
2023-09-13,사업보고서 (2023.06),신한서부티엔디리츠
2023-09-08,주식등의대량보유상황보고서(약식),이지스자산운용
2023-09-07,[기재정정]주요사항보고서(전환사채권발행결정),신한서부티엔디리츠
2023-09-06,주주총회소집공고,신한서부티엔디리츠
2023-09-06,의결권대리행사권유참고서류,신한서부티엔디리츠
2023-09-06,주주총회소집결의,신한서부티엔디리츠
2023-09-06,감사보고서제출,신한서부티엔디리츠
2023-09-05,유상증자또는주식관련사채등의발행결과(자율공시),신한서부티엔디리츠
2023-08-09,매출액또는손익구조30%(대규모법인15%)미만변경(자율공시),신한서부티엔디리츠
2023-08-09,부동산투자회사금전배당결정,신한서부티엔디리츠
2023-07-27,임시주주총회결과,신한서부티엔디리츠
2023-07-12,주주총회소집공고,신한서부티엔디리츠
2023-07-12,주주총회소집결의,신한서부티엔디리츠
2023-07-12,의결권대리행사권유참고서류,신한서부티엔디리츠
