날짜,시가,고가,저가,종가,거래량,등락률,기관합계_거래량_순매수,기타법인_거래량_순매수,개인_거래량_순매수,외국인합계_거래량_순매수,전체_거래량_순매수,기관합계_거래량_매수,기타법인_거래량_매수,개인_거래량_매수,외국인합계_거래량_매수,전체_거래량_매수,기관합계_거래량_매도,기타법인_거래량_매도,개인_거래량_매도,외국인합계_거래량_매도,전체_거래량_매도,기관합계_거래대금_순매수,기타법인_거래대금_순매수,개인_거래대금_순매수,외국인합계_거래대금_순매수,전체_거래대금_순매수,기관합계_거래대금_매수,기타법인_거래대금_매수,개인_거래대금_매수,외국인합계_거래대금_매수,전체_거래대금_매수,기관합계_거래대금_매도,기타법인_거래대금_매도,개인_거래대금_매도,외국인합계_거래대금_매도,전체_거래대금_매도
2021-12-03,5310,5350,5180,5230,8856414,,-1103205,-410643,2004453,-490605,0,1339244,105989,7339580,71601,8856414,2442449,516632,5335127,562206,8856414,-5851494160,-2168212290,10595546020,-2575839570,0,7030201950,554794250,38617002410,376784430,46578783040,12881696110,2723006540,28021456390,2952624000,46578783040
2021-12-06,5220,5240,5190,5240,666930,0.19120458891013384,60760,-753,-61490,1483,0,145342,14100,504814,2674,666930,84582,14853,566304,1191,666930,317747460,-4046900,-321464410,7763850,0,758852920,73446000,2628573380,13975390,3474847690,441105460,77492900,2950037790,6211540,3474847690
2021-12-07,5240,5250,5210,5240,428627,0.0,83618,42963,-127001,420,0,149523,53010,225438,656,428627,65905,10047,352439,236,428627,438032120,225161900,-665397160,2203140,0,782961740,277682200,1178762040,3437280,2242843260,344929620,52520300,1844159200,1234140,2242843260
2021-12-08,5240,5280,5210,5270,488452,0.5725190839694656,75189,-1983,-87824,14618,0,115164,3991,342001,27296,488452,39975,5974,429825,12678,488452,395250950,-10371900,-461799420,76920370,0,605250680,20910230,1794563720,143294300,2564018930,209999730,31282130,2256363140,66373930,2564018930
2021-12-09,5270,5320,5250,5310,507799,0.7590132827324478,139092,-64342,-59067,-15683,0,196024,100,310500,1175,507799,56932,64442,369567,16858,507799,737554520,-340529510,-314101230,-82923780,0,1039013010,530000,1644367800,6228000,2690138810,301458490,341059510,1958469030,89151780,2690138810
2021-12-10,5280,5320,5280,5320,301938,0.18832391713747645,92608,-435,-93341,1168,0,120159,121,165749,15909,301938,27551,556,259090,14741,301938,492348650,-2306600,-496149950,6107900,0,638436560,642720,879956290,84409390,1603444960,146087910,2949320,1376106240,78301490,1603444960
2021-12-13,5330,5450,5300,5450,439014,2.443609022556391,152010,-7421,-163199,18610,0,192541,7896,210141,28436,439014,40531,15317,373340,9826,439014,814152640,-39403860,-875282060,100533280,0,1031181280,42458810,1126961880,152739780,2353341750,217028640,81862670,2002243940,52206500,2353341750
2021-12-14,5450,5590,5390,5560,474140,2.0183486238532113,92649,2990,-113302,17663,0,185229,3100,248214,37597,474140,92580,110,361516,19934,474140,512454890,16287350,-627182360,98440120,0,1019022820,16895000,1360868680,206604750,2603391250,506567930,607650,1988051040,108164630,2603391250
2021-12-15,5530,5790,5530,5780,691232,3.9568345323741005,29274,8556,-41979,4149,0,133212,9863,517678,30479,691232,103938,1307,559657,26330,691232,164849160,48613400,-236470630,23008070,0,757247930,56080210,2946592370,172777360,3932697870,592398770,7466810,3183063000,149769290,3932697870
2021-12-16,5790,5840,5610,5720,372224,-1.0380622837370241,27583,-324,-3783,-23476,0,52470,0,315151,4603,372224,24887,324,318934,28079,372224,157715320,-1834900,-21441260,-134439160,0,299228150,0,1797069170,26354660,2122651980,141512830,1834900,1818510430,160793820,2122651980
2021-12-17,5700,5700,5560,5640,278151,-1.3986013986013985,-33621,1828,25093,6700,0,50504,2000,218657,6990,278151,84125,172,193564,290,278151,-189143950,10314020,141288000,37541930,0,283313650,11280000,1228798860,39182790,1562575300,472457600,965980,1087510860,1640860,1562575300
2021-12-20,5600,5600,5490,5570,290543,-1.2411347517730498,-32688,-4565,63481,-26228,0,64016,3240,219701,3586,290543,96704,7805,156220,29814,290543,-181059370,-25247630,350565050,-144258050,0,353031670,17832800,1212622310,19871940,1603358720,534091040,43080430,862057260,164129990,1603358720
2021-12-21,5540,5570,5450,5560,167935,-0.17953321364452424,-16238,5517,20119,-9398,0,36371,6522,122549,2493,167935,52609,1005,102430,11891,167935,-88641240,30179300,110152940,-51691000,0,201122270,35767100,674050200,13700600,924640170,289763510,5587800,563897260,65391600,924640170
2021-12-22,5550,5550,5480,5530,81020,-0.539568345323741,15709,-2604,-21432,8327,0,25315,14,46882,8809,81020,9606,2618,68314,482,81020,86882870,-14441230,-118567640,46126000,0,139910580,77420,258875570,48792700,447656270,53027710,14518650,377443210,2666700,447656270
2021-12-23,5530,5610,5520,5600,122812,1.2658227848101267,-16535,6755,778,9002,0,14833,12522,85456,10001,122812,31368,5767,84678,999,122812,-92709180,38037910,4734620,49936650,0,82866100,70097050,476666080,55473010,685102240,175575280,32059140,471931460,5536360,685102240
2021-12-24,5610,5640,5590,5600,130185,0.0,-4206,18250,4972,-19016,0,14826,18250,96750,359,130185,19032,0,91778,19375,130185,-23438560,102598580,27653900,-106813920,0,83177170,102598580,542736960,2017000,730529710,106615730,0,515083060,108830920,730529710
2021-12-27,5600,5600,5540,5590,94209,-0.17857142857142858,-21422,1140,19679,603,0,14319,6000,73209,681,94209,35741,4860,53530,78,94209,-119150730,6469200,109333570,3347960,0,79747840,33500000,407458210,3784360,524490410,198898570,27030800,298124640,436400,524490410
2021-12-28,5590,5590,5540,5570,119514,-0.35778175313059035,-22774,-3106,28291,-2411,0,16344,6300,96372,498,119514,39118,9406,68081,2909,119514,-126573940,-17204060,157198400,-13420400,0,90816320,35091000,535361300,2769240,664037860,217390260,52295060,378162900,16189640,664037860
2021-12-29,5530,5610,5520,5560,56068,-0.17953321364452424,11891,-8897,-3826,832,0,11916,100,42947,1105,56068,25,8997,46773,273,56068,65999970,-49243850,-21377680,4621560,0,66138760,553000,238350970,6135810,311178540,138790,49796850,259728650,1514250,311178540
2021-12-30,5590,5600,5530,5550,76275,-0.1798561151079137,-8337,0,10195,-1858,0,17665,0,58118,492,76275,26002,0,47923,2350,76275,-46236700,0,56534140,-10297440,0,98019220,0,322200700,2730530,422950450,144255920,0,265666560,13027970,422950450
2022-01-03,5400,5500,5380,5490,370281,-1.0810810810810811,-126580,-24889,128683,22786,0,66585,7312,269311,27073,370281,193165,32201,140628,4287,370281,-689207230,-135331380,700560220,123978390,0,364022200,40048250,1466939320,147159190,2018168960,1053229430,175379630,766379100,23180800,2018168960
