날짜,시가,고가,저가,종가,거래량,등락률,기관합계_거래량_순매수,기타법인_거래량_순매수,개인_거래량_순매수,외국인합계_거래량_순매수,전체_거래량_순매수,기관합계_거래량_매수,기타법인_거래량_매수,개인_거래량_매수,외국인합계_거래량_매수,전체_거래량_매수,기관합계_거래량_매도,기타법인_거래량_매도,개인_거래량_매도,외국인합계_거래량_매도,전체_거래량_매도,기관합계_거래대금_순매수,기타법인_거래대금_순매수,개인_거래대금_순매수,외국인합계_거래대금_순매수,전체_거래대금_순매수,기관합계_거래대금_매수,기타법인_거래대금_매수,개인_거래대금_매수,외국인합계_거래대금_매수,전체_거래대금_매수,기관합계_거래대금_매도,기타법인_거래대금_매도,개인_거래대금_매도,외국인합계_거래대금_매도,전체_거래대금_매도
2021-03-16,15000,17450,13550,14350,50935624,,-2114735,-4156849,8172582,-1900998,0,256003,348617,50021963,309041,50935624,2370738,4505466,41849381,2210039,50935624,-32997888750,-62797845050,125681203100,-29885469300,0,4220326200,5067927100,764412285200,4736248650,778436787150,37218214950,67865772150,638731082100,34621717950,778436787150
2021-03-17,14150,14950,13750,14050,11310377,-2.0905923344947737,239635,82151,-362457,40671,0,262500,154062,10814939,78876,11310377,22865,71911,11177396,38205,11310377,3456068950,1153497500,-5178942900,569376450,0,3781389550,2158943100,154501175550,1110404200,161551912400,325320600,1005445600,159680118450,541027750,161551912400
2021-03-18,14900,16300,14500,15050,28336219,7.11743772241993,6247,-210174,260034,-56107,0,31950,40915,28046700,216654,28336219,25703,251089,27786666,272761,28336219,99521300,-3290890150,4071262700,-879893850,0,493679600,632790950,430298112000,3300562000,434725144550,394158300,3923681100,426226849300,4180455850,434725144550
2021-03-19,14400,15250,14250,14550,5557836,-3.322259136212625,-7184,59498,-97611,45297,0,1700,68369,5353469,134298,5557836,8884,8871,5451080,89001,5557836,-104917250,886421850,-1409915800,628411200,0,24960000,1015474700,78653189300,1960089000,81653713000,129877250,129052850,80063105100,1331677800,81653713000
2021-03-22,14700,15100,14000,14350,4358077,-1.3745704467353952,15871,4222,-43558,23465,0,18935,17518,4208020,113604,4358077,3064,13296,4251578,90139,4358077,232945500,68553850,-672410050,370910700,0,278194500,258509850,61585329650,1679744250,63801778250,45249000,189956000,62257739700,1308833550,63801778250
2021-03-23,15350,16100,14350,14650,12315616,2.0905923344947737,244,-18784,511220,-492680,0,31988,12857,12133210,137561,12315616,31744,31641,11621990,630241,12315616,11597600,-296061400,7856733050,-7572269250,0,503383950,189844100,185237344600,2082099400,188012672050,491786350,485905500,177380611550,9654368650,188012672050
2021-03-24,14350,14450,13850,13950,2602734,-4.778156996587031,-17135,13594,-8562,12103,0,0,17842,2541463,43429,2602734,17135,4248,2550025,31326,2602734,-242880500,190042700,-116604050,169441850,0,0,249915300,35814145900,609793200,36673854400,242880500,59872600,35930749950,440351350,36673854400
2021-03-25,13950,14200,13550,13800,2149226,-1.0752688172043012,35684,3708,-38474,-918,0,36727,5157,1967020,140322,2149226,1043,1449,2005494,141240,2149226,501841950,51278050,-546935600,-6184400,0,516313350,71363750,27260477400,1945816100,29793970600,14471400,20085700,27807413000,1952000500,29793970600
2021-03-26,13750,13900,12900,13000,2686876,-5.797101449275362,-2360,33393,-28641,-2392,0,0,36968,2631339,18569,2686876,2360,3575,2659980,20961,2686876,-31111800,439709050,-374565100,-34032150,0,0,487709050,34857083950,245736500,35590529500,31111800,48000000,35231649050,279768650,35590529500
2021-03-29,12900,12900,12050,12100,2447845,-6.923076923076923,39740,21558,-72190,10892,0,40988,23752,2355914,27191,2447845,1248,2194,2428104,16299,2447845,498569150,267310900,-901946550,136066500,0,514286500,294678650,29328669700,340073400,30477708250,15717350,27367750,30230616250,204006900,30477708250
2021-03-30,12700,13050,12250,12250,3420983,1.2396694214876034,9484,-10706,12008,-10786,0,9484,16586,3380276,14637,3420983,0,27292,3368268,25423,3420983,120432600,-137239000,153689250,-136882850,0,120432600,206273500,42740346250,186924400,43253976750,0,343512500,42586657000,323807250,43253976750
2021-03-31,11600,11950,11250,11250,3052273,-8.16326530612245,-531856,742,460714,70400,0,10000,27660,2918037,96576,3052273,541856,26918,2457323,26176,3052273,-6180265400,6043850,5371492850,802728700,0,118846950,320110500,33735204250,1106301800,35280463500,6299112350,314066650,28363711400,303573100,35280463500
2021-04-01,11150,12100,10750,11300,3926633,0.4444444444444444,-88481,9184,2052,77245,0,16356,10929,3790100,109248,3926633,104837,1745,3788048,32003,3926633,-1011880500,102585100,22662200,886633200,0,181654300,122474350,43189325500,1242605000,44736059150,1193534800,19889250,43166663300,355971800,44736059150
2021-04-02,11400,12200,11350,11600,2935630,2.6548672566371683,-133555,-33110,219896,-53231,0,42187,7163,2836482,49798,2935630,175742,40273,2616586,103029,2935630,-1582855850,-389782200,2615836250,-643198200,0,489237950,83999750,33304078450,578224950,34455541100,2072093800,473781950,30688242200,1221423150,34455541100
2021-04-05,11350,11500,10750,10750,1991461,-7.327586206896551,-2497,4673,-9156,6980,0,1864,5673,1958736,25188,1991461,4361,1000,1967892,18208,1991461,-27261050,51362400,-99778800,75677450,0,20597200,62437400,21549115750,277879150,21910029500,47858250,11075000,21648894550,202201700,21910029500
2021-04-06,10800,10850,9980,10150,2753017,-5.5813953488372094,-261018,3999,156063,100956,0,28191,31707,2542520,150599,2753017,289209,27708,2386457,49643,2753017,-2630499000,38736800,1582702460,1009059740,0,287388650,322561700,25907892990,1515481840,28033325180,2917887650,283824900,24325190530,506422100,28033325180
2021-04-07,10150,10600,10000,10200,1693687,0.49261083743842365,-51965,11629,63146,-22810,0,975,20780,1643357,28575,1693687,52940,9151,1580211,51385,1693687,-529711700,121282750,644882600,-236453650,0,10090000,216290750,16932058800,292845150,17451284700,539801700,95008000,16287176200,529298800,17451284700
2021-04-08,10400,11000,10200,10700,2445826,4.901960784313726,68114,398,7737,-76249,0,69089,14322,2347124,15291,2445826,975,13924,2339387,91540,2445826,724355250,89050,75414550,-799858850,0,734716400,149540400,24950265100,162332050,25996853950,10361150,149451350,24874850550,962190900,25996853950
2021-04-09,10700,12750,10700,12000,8213327,12.149532710280374,55156,-9406,84750,-130500,0,85589,28899,8037696,61143,8213327,30433,38305,7952946,191643,8213327,608271600,-101037600,1012232600,-1519466600,0,966499250,342954800,95444831800,705051150,97459337000,358227650,443992400,94432599200,2224517750,97459337000
2021-04-12,11900,12900,11750,11850,3478905,-1.25,-5236,-191,5815,-388,0,223823,1909,3212001,41172,3478905,229059,2100,3206186,41560,3478905,-13259100,-3350150,29808650,-13199400,0,2795206350,23319850,39405356400,496435800,42720318400,2808465450,26670000,39375547750,509635200,42720318400
2021-04-13,11950,12600,11900,12150,2060234,2.5316455696202533,-10823,5700,-34055,39178,0,3795,11200,1987290,57949,2060234,14618,5500,2021345,18771,2060234,-131971900,70055000,-424500100,486417000,0,46843400,137710000,24365375750,716831050,25266760200,178815300,67655000,24789875850,230414050,25266760200
2021-04-14,12100,12150,11400,11400,2005294,-6.172839506172839,-136641,7395,94204,35042,0,35749,39206,1862556,67783,2005294,172390,31811,1768352,32741,2005294,-1580381200,85033100,1091331050,404017050,0,410997150,451925300,21556964050,785539200,23205425700,1991378350,366892200,20465633000,381522150,23205425700
