날짜,공시_제목,공시자
2024-09-04,주식등의대량보유상황보고서(일반),오치훈
2024-08-30,[기재정정]타법인주식및출자증권취득결정(자율공시)              ,대한제강
2024-08-14,반기보고서 (2024.06),대한제강
2024-05-31,기업지배구조보고서공시              ,대한제강
2024-05-14,분기보고서 (2024.03),대한제강
2024-05-09,[기재정정]단일판매ㆍ공급계약체결              ,대한제강
2024-03-22,사외이사의선임ㆍ해임또는중도퇴임에관한신고,대한제강
2024-03-22,정기주주총회결과              ,대한제강
2024-03-18,최대주주등소유주식변동신고서              ,대한제강
2024-03-14,사업보고서 (2023.12),대한제강
2024-03-14,감사보고서제출              ,대한제강
2024-03-05,주주총회집중일개최사유신고              ,대한제강
2024-03-05,주주총회소집공고,대한제강
2024-02-27,최대주주등소유주식변동신고서              ,대한제강
2024-02-22,주주총회소집결의              ,대한제강
2024-02-22,현금ㆍ현물배당결정              ,대한제강
2024-02-16,최대주주등소유주식변동신고서              ,대한제강
2024-01-29,매출액또는손익구조30%(대규모법인은15%)이상변경,대한제강
2023-12-14,최대주주등소유주식변동신고서,대한제강
2023-12-01,[첨부정정]기업지배구조보고서공시,대한제강
2023-11-29,최대주주등소유주식변동신고서,대한제강
2023-11-23,최대주주등소유주식변동신고서,대한제강
2023-11-22,최대주주등소유주식변동신고서,대한제강
2023-11-14,분기보고서 (2023.09),대한제강
2023-10-17,[기재정정]주식소각결정,대한제강
2023-09-26,최대주주등소유주식변동신고서,대한제강
2023-09-26,주요사항보고서(자기주식취득신탁계약해지결정),대한제강
2023-09-26,신탁계약해지결과보고서,대한제강
2023-09-19,최대주주등소유주식변동신고서,대한제강
2023-09-04,주식등의대량보유상황보고서(일반),오치훈
2023-08-14,반기보고서 (2023.06),대한제강
2023-08-08,주식등의대량보유상황보고서(일반),오치훈
2023-06-29,주식등의대량보유상황보고서(일반),오치훈
2023-06-28,신탁계약에의한취득상황보고서,대한제강
2023-05-22,[기재정정]주요사항보고서(회사분할결정),대한제강
2023-05-15,분기보고서 (2023.03),대한제강
2023-03-31,대표이사(대표집행임원)변경(안내공시),대한제강
2023-03-31,정기주주총회결과,대한제강
2023-03-31,[기재정정]사업보고서 (2022.12),대한제강
2023-03-29,주요사항보고서(자기주식취득신탁계약체결결정),대한제강
2023-03-23,감사보고서제출,대한제강
2023-03-15,[첨부정정]의결권대리행사권유참고서류,대한제강
2023-03-15,주주총회집중일개최사유신고,대한제강
2023-03-15,주주총회소집공고,대한제강
2023-03-14,현금ㆍ현물배당결정,대한제강
2023-03-14,주주총회소집결의,대한제강
2023-01-27,최대주주등소유주식변동신고서,대한제강
2023-01-27,[기재정정]주식등의대량보유상황보고서(일반),오치훈
2023-01-27,[기재정정]주식등의대량보유상황보고서(일반),오치훈
2022-12-12,최대주주등소유주식변동신고서,대한제강
2022-11-24,매매거래정지및정지해제(중요내용공시),유가증권시장본부
2022-11-21,[기재정정]단일판매ㆍ공급계약체결,대한제강
2022-11-21,[기재정정]단일판매ㆍ공급계약체결,대한제강
2022-11-17,임원ㆍ주요주주특정증권등소유상황보고서,오치훈
2022-11-17,최대주주등소유주식변동신고서,대한제강
2022-11-14,분기보고서 (2022.09),대한제강
2022-10-20,임원ㆍ주요주주특정증권등소유상황보고서,오치훈
2022-10-20,최대주주등소유주식변동신고서,대한제강
2022-09-16,주식등의대량보유상황보고서(일반),오치훈
2022-09-16,주식등의대량보유상황보고서(일반),오완수
2022-09-13,임원ㆍ주요주주특정증권등소유상황보고서,오치훈
2022-09-13,최대주주등소유주식변동신고서,대한제강
2022-08-22,신탁계약해지결과보고서,대한제강
2022-08-22,[기재정정]주요사항보고서(자기주식취득신탁계약해지결정),대한제강
2022-08-16,반기보고서 (2022.06),대한제강
2022-07-25,신탁계약해지결과보고서,대한제강
2022-07-25,주요사항보고서(자기주식취득신탁계약해지결정),대한제강
2022-05-31,[첨부정정]기업지배구조보고서공시,대한제강
2022-05-23,신탁계약에의한취득상황보고서,대한제강
2022-05-16,분기보고서 (2022.03),대한제강
2022-04-25,신탁계약에의한취득상황보고서,대한제강
2022-04-07,최대주주등소유주식변동신고서,대한제강
2022-03-31,주식등의대량보유상황보고서(일반),오완수
2022-03-25,정기주주총회결과,대한제강
2022-03-17,감사보고서제출,대한제강
2022-03-17,사업보고서 (2021.12),대한제강
2022-03-10,주주총회집중일개최사유신고,대한제강
2022-03-10,주주총회소집공고,대한제강
2022-02-24,현금ㆍ현물배당결정,대한제강
2022-02-24,주주총회소집결의,대한제강
2022-02-21,주요사항보고서(자기주식취득신탁계약체결결정),대한제강
2022-02-07,주식등의대량보유상황보고서(일반),오완수
2022-01-25,주요사항보고서(자기주식취득신탁계약체결결정),대한제강
2022-01-24,매출액또는손익구조30%(대규모법인은15%)이상변경,대한제강
2021-12-29,최대주주등소유주식변동신고서,대한제강
2021-11-15,분기보고서 (2021.09),대한제강
2021-08-13,반기보고서 (2021.06),대한제강
2021-08-02,타법인주식및출자증권취득결정,대한제강
2021-08-02,유상증자결정(종속회사의주요경영사항),대한제강
2021-07-02,주식등의대량보유상황보고서(일반),오완수
2021-05-25,최대주주등소유주식변동신고서,대한제강
