날짜,시가,고가,저가,종가,거래량,등락률,BPS,PER,PBR,EPS,DIV,DPS,기관합계_거래량_순매수,기타법인_거래량_순매수,개인_거래량_순매수,외국인합계_거래량_순매수,전체_거래량_순매수,기관합계_거래량_매수,기타법인_거래량_매수,개인_거래량_매수,외국인합계_거래량_매수,전체_거래량_매수,기관합계_거래량_매도,기타법인_거래량_매도,개인_거래량_매도,외국인합계_거래량_매도,전체_거래량_매도,기관합계_거래대금_순매수,기타법인_거래대금_순매수,개인_거래대금_순매수,외국인합계_거래대금_순매수,전체_거래대금_순매수,기관합계_거래대금_매수,기타법인_거래대금_매수,개인_거래대금_매수,외국인합계_거래대금_매수,전체_거래대금_매수,기관합계_거래대금_매도,기타법인_거래대금_매도,개인_거래대금_매도,외국인합계_거래대금_매도,전체_거래대금_매도
2019-10-18,3083,4006,3083,4006,27177,,0,0.0,0.0,0,0.0,0,-11985,-6,11991,0,0,0,0,27177,0,27177,11985,6,15186,0,27177,-50456850,-25260,50482110,0,0,0,0,113474270,0,113474270,50456850,25260,62992160,0,113474270
2019-10-21,5186,5205,4843,5205,3325917,29.930104842735894,0,0.0,0.0,0,0.0,0,-1084736,-10826,1060425,35137,0,96697,1321,3149447,78452,3325917,1181433,12147,2089022,43315,3325917,-5853253270,-58944140,5720372440,191824970,0,525554640,7164400,16924211970,423175690,17880106700,6378807910,66108540,11203839530,231350720,17880106700
2019-10-22,5405,6708,4957,6090,6081163,17.002881844380404,0,0.0,0.0,0,0.0,0,-34583,-25740,103292,-42969,0,6216,833,6004518,69596,6081163,40799,26573,5901226,112565,6081163,-222942000,-155289550,645956850,-267725300,0,40843680,5507270,38986434830,467210630,39499996410,263785680,160796820,38340477980,734935930,39499996410
2019-10-23,6651,6880,4929,5044,3650833,-17.175697865353037,0,0.0,0.0,0,0.0,0,1187,-2423,19377,-18141,0,10500,3775,3595764,40794,3650833,9313,6198,3576387,58935,3650833,5155580,-13415740,133195290,-124935130,0,64140000,23736000,22728790660,242590040,23059256700,58984420,37151740,22595595370,367525170,23059256700
2019-10-24,4853,5776,4467,4834,3679399,-4.163362410785091,0,0.0,0.0,0,0.0,0,-2294,0,20680,-18386,0,0,1758,3601713,75928,3679399,2294,1758,3581033,94314,3679399,-12585805,815740,120153380,-108383315,0,0,9897540,19690335370,408086730,20108319640,12585805,9081800,19570181990,516470045,20108319640
2019-10-25,4872,5233,4386,4449,1176976,-7.964418700868846,0,0.0,0.0,0,0.0,0,-19787,-9278,26916,2149,0,0,201,1148970,27805,1176976,19787,9479,1122054,25656,1176976,-95003705,-49275540,133758855,10520390,0,0,1023020,5876213800,138966705,6016203525,95003705,50298560,5742454945,128446315,6016203525
2019-10-28,4434,4448,3972,3978,663110,-10.586648685097774,0,0.0,0.0,0,0.0,0,-1314,0,6326,-5012,0,0,0,647764,15346,663110,1314,0,641438,20358,663110,-5502030,0,25240415,-19738385,0,0,0,2781746275,67386100,2849132375,5502030,0,2756505860,87124485,2849132375
2019-10-29,3963,4520,3944,3997,705090,0.47762694821518353,0,0.0,0.0,0,0.0,0,-1,500,-308,-191,0,0,500,699117,5473,705090,1,0,699425,5664,705090,-4200,2115000,-1277620,-833180,0,0,2115000,3071703980,23308190,3097127170,4200,0,3072981600,24141370,3097127170
2019-10-30,4396,5195,4282,5196,3771501,29.997498123592692,0,0.0,0.0,0,0.0,0,-5517,-2000,-9639,17156,0,18868,6690,3698021,47922,3771501,24385,8690,3707660,30766,3771501,-28250860,-11742410,-43407295,83400565,0,103005660,35044990,18917774045,241697585,19297522280,131256520,46787400,18961181340,158297020,19297522280
2019-10-31,5709,6432,5005,5519,5881188,6.216320246343341,0,0.0,0.0,0,0.0,0,-1804,-4441,9893,-3648,0,31,13401,5805029,62727,5881188,1835,17842,5795136,66375,5881188,-10828130,-27237900,62767380,-24701350,0,182780,87008080,35637629430,373633370,36098453660,11010910,114245980,35574862050,398334720,36098453660
2019-11-01,6099,6271,5519,5615,2263992,1.739445551730386,0,0.0,0.0,0,0.0,0,-1,-642,12053,-11410,0,0,0,2220776,43216,2263992,1,642,2208723,54626,2263992,-5900,-4025340,78112590,-74081350,0,0,0,13868208960,267977080,14136186040,5900,4025340,13790096370,342058430,14136186040
2019-11-04,5538,5547,5176,5205,711797,-7.3018699910952805,0,0.0,0.0,0,0.0,0,-18,-1000,3595,-2577,0,0,0,696927,14870,711797,18,1000,693332,17447,711797,-98460,-5650000,20445580,-14697120,0,0,0,3883633740,83230740,3966864480,98460,5650000,3863188160,97927860,3966864480
2019-11-05,5024,5186,4634,4739,511348,-8.952929875120077,0,0.0,0.0,0,0.0,0,-134,-681,1118,-303,0,0,2561,495038,13749,511348,134,3242,493920,14052,511348,-669430,-3351265,3776410,244285,0,0,12790610,2503880000,71231930,2587902540,669430,16141875,2500103590,70987645,2587902540
2019-11-06,4834,5310,4634,4768,800077,0.6119434479848069,0,0.0,0.0,0,0.0,0,-19104,1500,17468,136,0,0,4891,787005,8181,800077,19104,3391,769537,8045,800077,-98113870,6493055,90967375,653440,0,0,24685415,4096158705,41588940,4162433060,98113870,18192360,4005191330,40935500,4162433060
2019-11-07,4815,4853,4572,4625,309312,-2.999161073825503,0,0.0,0.0,0,0.0,0,-106,-1500,2047,-441,0,0,1500,301184,6628,309312,106,3000,299137,7069,309312,-514875,-7125945,9406995,-1766175,0,0,7515000,1473877100,32997620,1514389720,514875,14640945,1464470105,34763795,1514389720
2019-11-08,4691,4805,4453,4468,406136,-3.3945945945945946,0,0.0,0.0,0,0.0,0,-103,0,-9458,9561,0,0,0,387932,18204,406136,103,0,397390,8643,406136,-483585,0,-47220110,47703695,0,0,0,1884916795,89306925,1974223720,483585,0,1932136905,41603230,1974223720
2019-11-11,4501,4748,4358,4496,360545,0.6266786034019696,0,0.0,0.0,0,0.0,0,-31,0,5546,-5515,0,0,0,354112,6433,360545,31,0,348566,11948,360545,-146775,0,27294340,-27147565,0,0,0,1691330975,30522930,1721853905,146775,0,1664036635,57670495,1721853905
2019-11-12,4472,4524,4382,4435,209039,-1.3567615658362988,0,0.0,0.0,0,0.0,0,-9,-1000,3550,-2541,0,0,1000,195304,12735,209039,9,2000,191754,15276,209039,-41940,-4534030,16923965,-12347995,0,0,4730000,910748430,59377775,974856205,41940,9264030,893824465,71725770,974856205
