날짜,시가,고가,저가,종가,거래량,등락률,BPS,PER,PBR,EPS,DIV,DPS,기관합계_거래량_순매수,기타법인_거래량_순매수,개인_거래량_순매수,외국인합계_거래량_순매수,전체_거래량_순매수,기관합계_거래량_매수,기타법인_거래량_매수,개인_거래량_매수,외국인합계_거래량_매수,전체_거래량_매수,기관합계_거래량_매도,기타법인_거래량_매도,개인_거래량_매도,외국인합계_거래량_매도,전체_거래량_매도,기관합계_거래대금_순매수,기타법인_거래대금_순매수,개인_거래대금_순매수,외국인합계_거래대금_순매수,전체_거래대금_순매수,기관합계_거래대금_매수,기타법인_거래대금_매수,개인_거래대금_매수,외국인합계_거래대금_매수,전체_거래대금_매수,기관합계_거래대금_매도,기타법인_거래대금_매도,개인_거래대금_매도,외국인합계_거래대금_매도,전체_거래대금_매도
2023-01-31,7280,9460,7280,9460,98108,,0,0.0,0.0,0,0.0,0,-6791,-17,7057,-249,0,0,0,98108,0,98108,6791,17,91051,249,98108,-64242860,-160820,66759220,-2355540,0,0,0,907502860,0,907502860,64242860,160820,840743640,2355540,907502860
2023-02-01,12290,12290,11230,12290,1480577,29.915433403805498,0,0.0,0.0,0,0.0,0,-28349,272,16199,11878,0,80,2627,1464829,13041,1480577,28429,2355,1448630,1163,1480577,-348382270,3574810,203815090,140992370,0,983200,32285830,17878313470,155157530,18066740030,349365470,28711020,17674498380,14165160,18066740030
2023-02-02,14120,14800,11800,12500,3370198,1.7087062652563059,0,0.0,0.0,0,0.0,0,-891,-161,12186,-11134,0,1,3444,3347403,19350,3370198,892,3605,3335217,30484,3370198,-11819590,-2455320,167364280,-153089370,0,12500,46461320,44713348140,256158770,45015980730,11832090,48916640,44545983860,409248140,45015980730
2023-02-03,12050,16250,11820,16250,3594250,30.0,0,0.0,0.0,0,0.0,0,-8248,2081,-54208,60375,0,0,9350,3504161,80739,3594250,8248,7269,3558369,20364,3594250,-133105130,31455310,-854722090,956371910,0,0,146935260,52033982350,1257122400,53438040010,133105130,115479950,52888704440,300750490,53438040010
2023-02-06,17170,21100,15500,21100,2306424,29.846153846153843,0,0.0,0.0,0,0.0,0,-5653,21547,-2084,-13810,0,0,27658,2197988,80778,2306424,5653,6111,2200072,94588,2306424,-119278300,454242560,-178113960,-156850300,0,0,566713410,41124572380,1561847600,43253133390,119278300,112470850,41302686340,1718697900,43253133390
2023-02-07,24100,27400,24100,27400,838402,29.85781990521327,0,0.0,0.0,0,0.0,0,-427,-20697,32093,-10969,0,0,3095,821960,13347,838402,427,23792,789867,24316,838402,-11699800,-525675550,810664800,-273289450,0,0,82199700,21470903250,335327300,21888430250,11699800,607875250,20660238450,608616750,21888430250
2023-02-08,32400,33500,27200,28700,2386526,4.744525547445255,0,0.0,0.0,0,0.0,0,-14299,252,14452,-405,0,0,7261,2374026,5239,2386526,14299,7009,2359574,5644,2386526,-412810900,2666200,420883900,-10739200,0,0,216168800,71459278400,157918200,71833365400,412810900,213502600,71038394500,168657400,71833365400
2023-02-09,30200,31000,25600,27400,1248278,-4.529616724738676,0,0.0,0.0,0,0.0,0,0,-508,1766,-1258,0,0,528,1245427,2323,1248278,0,1036,1243661,3581,1248278,0,-16293800,55205800,-38912000,0,0,13958400,34227994300,65178750,34307131450,0,30252200,34172788500,104090750,34307131450
2023-02-10,26100,26900,23000,23650,725041,-13.686131386861314,0,0.0,0.0,0,0.0,0,0,-3187,3707,-520,0,0,1803,722553,685,725041,0,4990,718846,1205,725041,0,-77557100,89984950,-12427850,0,0,44874700,17598328900,16743950,17659947550,0,122431800,17508343950,29171800,17659947550
2023-02-13,23050,24400,21750,23750,487939,0.42283298097251587,0,0.0,0.0,0,0.0,0,-9,485,-254,-222,0,0,550,487082,307,487939,9,65,487336,529,487939,-202100,11518450,-6162950,-5153400,0,0,12970150,11178883900,6999700,11198853750,202100,1451700,11185046850,12153100,11198853750
2023-02-14,23450,25650,22550,23000,854294,-3.1578947368421053,0,0.0,0.0,0,0.0,0,-35,1095,-1059,-1,0,0,1900,851100,1294,854294,35,805,852159,1295,854294,-817550,24954500,-24757750,620800,0,0,44641750,20421420950,31250850,20497313550,817550,19687250,20446178700,30630050,20497313550
2023-02-15,22800,23700,21050,21400,429076,-6.956521739130435,0,0.0,0.0,0,0.0,0,-291,-284,497,78,0,0,469,427926,681,429076,291,753,427429,603,429076,-6558350,-5971150,10283000,2246500,0,0,10013150,9569698500,15708350,9595420000,6558350,15984300,9559415500,13461850,9595420000
2023-02-16,21250,22200,20450,21000,281859,-1.8691588785046727,0,0.0,0.0,0,0.0,0,0,596,-471,-125,0,0,671,280922,266,281859,0,75,281393,391,281859,0,12672150,-10061050,-2611100,0,0,14242200,5977360750,5669350,5997272300,0,1570050,5987421800,8280450,5997272300
2023-02-17,21550,24400,20900,21300,636215,1.4285714285714286,0,0.0,0.0,0,0.0,0,0,-1402,1189,213,0,0,655,634848,712,636215,0,2057,633659,499,636215,0,-31588100,26639100,4949000,0,0,13907700,14194819550,16289350,14225016600,0,45495800,14168180450,11340350,14225016600
2023-02-20,20800,21050,19800,19970,171722,-6.244131455399061,0,0.0,0.0,0,0.0,0,0,-237,343,-106,0,0,16,171475,231,171722,0,253,171132,337,171722,0,-4776210,6887020,-2110810,0,0,319840,3453348190,4640690,3458308720,0,5096050,3446461170,6751500,3458308720
2023-02-21,20500,22950,20150,21400,530494,7.160741111667502,0,0.0,0.0,0,0.0,0,0,28,-419,391,0,0,57,529640,797,530494,0,29,530059,406,530494,0,593050,-8915150,8322100,0,0,1184650,11324473450,16949300,11342607400,0,591600,11333388600,8627200,11342607400
2023-02-22,20650,21400,20000,21350,191737,-0.23364485981308408,0,0.0,0.0,0,0.0,0,0,9,-164,155,0,0,66,191233,438,191737,0,57,191397,283,191737,0,201650,-4151650,3950000,0,0,1364450,3996418500,9708700,4007491650,0,1162800,4000570150,5758700,4007491650
2023-02-23,22550,23750,20450,21400,449605,0.234192037470726,0,0.0,0.0,0,0.0,0,-12,-36,26984,-26936,0,0,47,441138,8420,449605,12,83,414154,35356,449605,-260250,-783300,590605450,-589561900,0,0,1005800,9518979750,179790250,9699775800,260250,1789100,8928374300,769352150,9699775800
2023-02-24,20800,21300,20200,20400,151473,-4.672897196261682,0,0.0,0.0,0,0.0,0,0,105,-830,725,0,0,105,147552,3816,151473,0,0,148382,3091,151473,0,2142000,-16865750,14723750,0,0,2142000,3030848290,78881900,3111872190,0,0,3047714040,64158150,3111872190
2023-02-27,19900,19900,17910,17910,204639,-12.205882352941176,0,0.0,0.0,0,0.0,0,0,-284,-212,496,0,0,0,194806,9833,204639,0,284,195018,9337,204639,0,-5408800,-2531910,7940710,0,0,0,3613231910,183182770,3796414680,0,5408800,3615763820,175242060,3796414680
2023-02-28,18070,23250,17710,23250,2203471,29.81574539363484,0,0.0,0.0,0,0.0,0,-1427,-247,1292,382,0,0,169,2152187,51115,2203471,1427,416,2150895,50733,2203471,-33177750,-5362790,35698540,2842000,0,0,3433760,47502365130,1099027770,48604826660,33177750,8796550,47466666590,1096185770,48604826660
2023-03-02,24300,26050,22100,23900,2199094,2.795698924731183,0,0.0,0.0,0,0.0,0,0,4080,-1728,-2352,0,0,5027,2066504,127563,2199094,0,947,2068232,129915,2199094,0,97974600,-12173950,-85800650,0,0,120266950,49603547300,3064007050,52787821300,0,22292350,49615721250,3149807700,52787821300
2023-03-03,22850,24500,21650,21650,696510,-9.414225941422593,0,0.0,0.0,0,0.0,0,-192,2553,-4286,1925,0,0,3155,659530,33825,696510,192,602,663816,31900,696510,-4156800,56280600,-71309950,19186150,0,0,70031000,15137438550,771940250,15979409800,4156800,13750400,15208748500,752754100,15979409800
2023-03-06,21000,21300,19850,19850,287594,-8.314087759815243,0,0.0,0.0,0,0.0,0,0,-1368,-4,1372,0,0,1655,278677,7262,287594,0,3023,278681,5890,287594,0,-27669200,636120,27033080,0,0,33338250,5626929120,147160870,5807428240,0,61007450,5626293000,120127790,5807428240
2023-03-07,18500,18500,17480,17480,142536,-11.939546599496222,0,0.0,0.0,0,0.0,0,0,23,249,-272,0,0,23,141874,639,142536,0,0,141625,911,142536,0,414700,4338680,-4753380,0,0,414700,2523594160,11360730,2535369590,0,0,2519255480,16114110,2535369590
2023-03-08,17080,18000,16560,17310,107478,-0.9725400457665904,0,0.0,0.0,0,0.0,0,0,0,716,-716,0,0,0,107421,57,107478,0,0,106705,773,107478,0,0,12206500,-12206500,0,0,0,1849504550,968800,1850473350,0,0,1837298050,13175300,1850473350
2023-03-09,17000,17350,16450,16480,54428,-4.7949162333911035,0,0.0,0.0,0,0.0,0,0,998,-954,-44,0,0,1001,53426,1,54428,0,3,54380,45,54428,0,16445750,-15681800,-763950,0,0,16496510,899483140,16800,915996450,0,50760,915164940,780750,915996450
2023-03-10,17070,17070,15830,16200,62337,-1.6990291262135921,0,0.0,0.0,0,0.0,0,0,300,276,-576,0,0,300,62037,0,62337,0,0,61761,576,62337,0,5010000,4143800,-9153800,0,0,5010000,1006848600,0,1011858600,0,0,1002704800,9153800,1011858600
2023-03-13,15600,15600,15000,15030,73278,-7.222222222222221,0,0.0,0.0,0,0.0,0,-4232,15,4217,0,0,0,15,73263,0,73278,4232,0,69046,0,73278,-63692820,230850,63461970,0,0,0,230850,1109793550,0,1110024400,63692820,0,1046331580,0,1110024400
2023-03-14,14630,14630,14030,14220,66486,-5.389221556886228,0,0.0,0.0,0,0.0,0,-1299,1399,-100,0,0,0,1400,65086,0,66486,1299,1,65186,0,66486,-18471780,20282780,-1811000,0,0,0,20297000,926809810,0,947106810,18471780,14220,928620810,0,947106810
2023-03-15,14760,14760,14350,14400,35866,1.2658227848101267,0,0.0,0.0,0,0.0,0,0,0,339,-339,0,0,0,35866,0,35866,0,0,35527,339,35866,0,0,5003300,-5003300,0,0,0,519045930,0,519045930,0,0,514042630,5003300,519045930
2023-03-16,14000,14000,13310,13630,60153,-5.347222222222222,0,0.0,0.0,0,0.0,0,0,1017,-622,-395,0,0,1017,59136,0,60153,0,0,59758,395,60153,0,13899500,-8369500,-5530000,0,0,13899500,803251140,0,817150640,0,0,811620640,5530000,817150640
2023-03-17,13950,14670,13690,14150,55591,3.815113719735877,0,0.0,0.0,0,0.0,0,-9,900,-901,10,0,0,900,54681,10,55591,9,0,55582,0,55591,-123570,13113000,-13135130,145700,0,0,13113000,774793750,145700,788052450,123570,0,787928880,0,788052450
2023-03-20,13800,14020,13800,13820,35252,-2.3321554770318023,0,0.0,0.0,0,0.0,0,-491,0,491,0,0,0,0,35252,0,35252,491,0,34761,0,35252,-6836350,0,6836350,0,0,0,0,489731660,0,489731660,6836350,0,482895310,0,489731660
2023-03-21,14070,14070,13820,13850,20345,0.21707670043415342,0,0.0,0.0,0,0.0,0,-14,0,507,-493,0,0,0,20345,0,20345,14,0,19838,493,20345,-195300,0,7131810,-6936510,0,0,0,283657110,0,283657110,195300,0,276525300,6936510,283657110
2023-03-22,13850,13850,13010,13160,38971,-4.981949458483754,0,0.0,0.0,0,0.0,0,0,0,-46,46,0,0,0,38739,232,38971,0,0,38785,186,38971,0,0,-604660,604660,0,0,0,511423420,3039400,514462820,0,0,512028080,2434740,514462820
2023-03-23,12840,12840,12100,12220,76641,-7.142857142857142,0,0.0,0.0,0,0.0,0,0,-400,393,7,0,0,0,76634,7,76641,0,400,76241,0,76641,0,-4888000,4801060,86940,0,0,0,944870210,86940,944957150,0,4888000,940069150,0,944957150
2023-03-24,12530,13040,12530,12650,57614,3.518821603927987,0,0.0,0.0,0,0.0,0,0,900,-901,1,0,0,1100,56513,1,57614,0,200,57414,0,57614,0,11590000,-11602650,12650,0,0,14120000,724634860,12650,738767510,0,2530000,736237510,0,738767510
2023-03-27,12650,12650,12180,12290,28780,-2.8458498023715415,0,0.0,0.0,0,0.0,0,0,0,-109,109,0,0,0,28671,109,28780,0,0,28780,0,28780,0,0,-1333640,1333640,0,0,0,352615050,1333640,353948690,0,0,353948690,0,353948690
2023-03-28,12440,12440,11900,12100,22232,-1.545972335231896,0,0.0,0.0,0,0.0,0,0,0,-264,264,0,0,0,21968,264,22232,0,0,22232,0,22232,0,0,-3180560,3180560,0,0,0,264896320,3180560,268076880,0,0,268076880,0,268076880
2023-03-29,11950,12300,11950,11990,21012,-0.9090909090909091,0,0.0,0.0,0,0.0,0,0,-600,600,0,0,0,0,21012,0,21012,0,600,20412,0,21012,0,-7194000,7194000,0,0,0,0,254068310,0,254068310,0,7194000,246874310,0,254068310
2023-03-30,12010,12010,11750,11850,23539,-1.1676396997497915,0,0.0,0.0,0,0.0,0,-250,-800,916,134,0,0,0,23405,134,23539,250,800,22489,0,23539,-2951150,-9460000,10828110,1583040,0,0,0,276502060,1583040,278085100,2951150,9460000,265673950,0,278085100
2023-03-31,11800,12930,11710,12890,37044,8.776371308016879,0,0.0,0.0,0,0.0,0,0,0,50,-50,0,0,0,37044,0,37044,0,0,36994,50,37044,0,0,621500,-621500,0,0,0,455626250,0,455626250,0,0,455004750,621500,455626250
2023-04-03,12410,12600,12380,12500,27512,-3.0256012412723043,0,0.0,0.0,0,0.0,0,500,0,-474,-26,0,500,0,27002,10,27512,0,0,27476,36,27512,6300000,0,-5974820,-325180,0,6300000,0,336741240,125000,343166240,0,0,342716060,450180,343166240
2023-04-04,12420,13290,12420,12820,30343,2.56,0,0.0,0.0,0,0.0,0,0,0,-27,27,0,0,0,30316,27,30343,0,0,30343,0,30343,0,0,-346410,346410,0,0,0,394434240,346410,394780650,0,0,394780650,0,394780650
2023-04-05,12600,13800,12600,13580,68034,5.928237129485179,0,0.0,0.0,0,0.0,0,0,-54,-4,58,0,0,1000,66928,106,68034,0,1054,66932,48,68034,0,-1385200,640350,744850,0,0,13160000,904608210,1396960,919165170,0,14545200,903967860,652110,919165170
2023-04-06,13240,14250,13240,13510,100758,-0.5154639175257731,0,0.0,0.0,0,0.0,0,50,-946,978,-82,0,50,0,100708,0,100758,0,946,99730,82,100758,662000,-13480500,13939440,-1120940,0,662000,0,1392518140,0,1393180140,0,13480500,1378578700,1120940,1393180140
2023-04-07,13510,13510,12660,12660,47982,-6.291635825314581,0,0.0,0.0,0,0.0,0,50,1000,-819,-231,0,50,1000,46927,5,47982,0,0,47746,236,47982,645000,12880000,-10549820,-2975180,0,645000,12880000,607354110,64500,620943610,0,0,617903930,3039680,620943610
2023-04-10,12620,12620,12140,12140,28327,-4.107424960505529,0,0.0,0.0,0,0.0,0,0,0,-123,123,0,0,0,28201,126,28327,0,0,28324,3,28327,0,0,-1500230,1500230,0,0,0,347482000,1538090,349020090,0,0,348982230,37860,349020090
2023-04-11,12390,12440,12150,12440,22152,2.471169686985173,0,0.0,0.0,0,0.0,0,0,0,-52,52,0,0,0,22098,54,22152,0,0,22150,2,22152,0,0,-633180,633180,0,0,0,270642140,657720,271299860,0,0,271275320,24540,271299860
2023-04-12,12250,12310,12220,12220,17239,-1.7684887459807075,0,0.0,0.0,0,0.0,0,1,0,-1,0,0,1,0,17238,0,17239,0,0,17239,0,17239,12440,0,-12440,0,0,12440,0,211231820,0,211244260,0,0,211244260,0,211244260
2023-04-13,12120,12120,11810,11820,25327,-3.273322422258593,0,0.0,0.0,0,0.0,0,0,0,147,-147,0,0,0,25325,2,25327,0,0,25178,149,25327,0,0,1752460,-1752460,0,0,0,302401230,23940,302425170,0,0,300648770,1776400,302425170
2023-04-14,11740,12030,11740,11900,11784,0.676818950930626,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,11784,0,11784,0,0,11784,0,11784,0,0,0,0,0,0,0,139953820,0,139953820,0,0,139953820,0,139953820
2023-04-17,12000,12000,11710,11730,12593,-1.4285714285714286,0,0.0,0.0,0,0.0,0,-232,0,142,90,0,0,0,12503,90,12593,232,0,12361,0,12593,-2722180,0,1664680,1057500,0,0,0,147144610,1057500,148202110,2722180,0,145479930,0,148202110
2023-04-18,11900,11900,11500,11630,19247,-0.8525149190110828,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,19247,0,19247,0,0,19247,0,19247,0,0,0,0,0,0,0,225166110,0,225166110,0,0,225166110,0,225166110
2023-04-19,11510,11510,11440,11440,8809,-1.633705932932072,0,0.0,0.0,0,0.0,0,-100,0,100,0,0,0,0,8809,0,8809,100,0,8709,0,8809,-1144000,0,1144000,0,0,0,0,100915200,0,100915200,1144000,0,99771200,0,100915200
2023-04-20,11440,11440,11090,11090,15126,-3.0594405594405596,0,0.0,0.0,0,0.0,0,-722,21,701,0,0,0,21,15105,0,15126,722,0,14404,0,15126,-8085450,239190,7846260,0,0,0,239190,169548040,0,169787230,8085450,0,161701780,0,169787230
