날짜,공시_제목,공시자
2024-10-28,임원ㆍ주요주주특정증권등소유상황보고서,윤 정 상
2024-10-28,주식등의대량보유상황보고서(일반),윤 정 상
2024-08-14,반기보고서 (2024.06),세동
2024-07-05,[기재정정]타법인주식및출자증권처분결정              ,세동
2024-05-14,분기보고서 (2024.03),세동
2024-03-29,[기재정정]사업보고서 (2019.12),세동
2024-03-29,[기재정정]감사보고서제출              ,세동
2024-03-28,정기주주총회결과              ,세동
2024-03-20,사업보고서 (2023.12),세동
2024-03-20,감사보고서제출              ,세동
2024-03-08,의결권대리행사권유참고서류,세동
2024-03-08,주주총회소집공고,세동
2024-03-06,주주총회소집결의              ,세동
2024-02-26,매출액또는손익구조30%(대규모법인은15%)미만변동(자율공시)              ,세동
2023-12-13,주주명부폐쇄기간또는기준일설정,세동
2023-11-14,분기보고서 (2023.09),세동
2023-08-14,반기보고서 (2023.06),세동
2023-05-15,분기보고서 (2023.03),세동
2023-03-29,정기주주총회결과,세동
2023-03-21,사업보고서 (2022.12),세동
2023-03-21,감사보고서제출,세동
2023-03-14,주식등의대량보유상황보고서(약식),케이비증권
2023-03-13,주주총회소집공고,세동
2023-03-07,주주총회소집결의,세동
2023-03-02,주식등의대량보유상황보고서(약식),케이비증권
2023-02-20,매출액또는손익구조30%(대규모법인은15%)이상변동,세동
2023-01-27,[기재정정]유상증자결정(종속회사의주요경영사항),세동
2022-12-15,주주명부폐쇄기간또는기준일설정,세동
2022-11-14,분기보고서 (2022.09),세동
2022-08-16,반기보고서 (2022.06),세동
2022-05-16,분기보고서 (2022.03),세동
2022-03-31,정기주주총회결과,세동
2022-03-24,주식등의대량보유상황보고서(일반),윤 정 상
2022-03-23,사업보고서 (2021.12),세동
2022-03-23,감사보고서제출,세동
2022-03-15,의결권대리행사권유참고서류,세동
2022-03-15,주주총회소집공고,세동
2022-03-08,주주총회집중일개최사유신고,세동
2022-03-08,주주총회소집결의,세동
2022-02-21,매출액또는손익구조30%(대규모법인은15%)이상변동,세동
2022-01-04,주식등의대량보유상황보고서(일반),윤 정 상
2021-12-15,주주명부폐쇄기간또는기준일설정,세동
2021-11-15,분기보고서 (2021.09),세동
2021-10-18,주식등의대량보유상황보고서(일반),윤 정 상
2021-10-08,최대주주변경을수반하는주식담보제공계약해제ㆍ취소등,세동
2021-08-13,반기보고서 (2021.06),세동
2021-07-21,임원ㆍ주요주주특정증권등소유상황보고서,박영애
2021-07-21,임원ㆍ주요주주특정증권등소유상황보고서,윤 정 상
2021-07-21,주식등의대량보유상황보고서(일반),윤 정 상
2021-07-16,증권발행결과(자율공시)(주주배정 유상증자),세동
2021-07-16,증권발행실적보고서,세동
2021-07-12,[기재정정]유상증자또는주식관련사채등의청약결과(자율공시),세동
2021-07-09,주식등의대량보유상황보고서(일반),윤 정 상
2021-07-08,최대주주변경을수반하는주식담보제공계약체결,세동
2021-07-06,[기재정정]투자설명서,세동
2021-07-06,[발행조건확정]증권신고서(지분증권),세동
2021-07-06,임원ㆍ주요주주특정증권등소유상황보고서,박영애
2021-07-06,임원ㆍ주요주주특정증권등소유상황보고서,윤 정 상
2021-07-06,주식등의대량보유상황보고서(일반),윤 정 상
2021-07-06,[기재정정]주요사항보고서(유상증자결정),세동
2021-07-06,유상증자최종발행가액확정,세동
2021-07-01,최대주주변경을수반하는주식담보제공계약해제ㆍ취소등,세동
2021-06-01,권리락(유상증자),코스닥시장본부
2021-05-31,유상증자1차발행가액결정,세동
2021-05-13,분기보고서 (2021.03),세동
2021-05-11,[기재정정]주주명부폐쇄기간또는기준일설정,세동
2021-03-31,정기주주총회결과,세동
2021-03-26,전환청구권행사(제5회차),세동
2021-03-23,소속부변경,코스닥시장본부
2021-03-23,사업보고서 (2020.12),세동
2021-03-23,파생상품거래손실발생,세동
2021-03-23,[기재정정]매출액또는손익구조30%(대규모법인은15%)이상변동,세동
2021-03-23,감사보고서제출,세동
2021-03-15,의결권대리행사권유참고서류,세동
2021-03-15,주주총회소집공고,세동
2021-03-15,주주총회소집결의,세동
2021-03-15,주주총회집중일개최사유신고,세동
2021-03-04,전환청구권행사(제5회차),세동
2021-02-17,조회공시요구(현저한시황변동)에대한답변(중요정보없음),세동
2021-02-16,조회공시요구(현저한시황변동),코스닥시장본부
2020-12-30,전환청구권행사(제3회차),세동
2020-12-22,주권매매거래정지해제(감자 주권 변경상장),코스닥시장본부
2020-12-17,감자완료,세동
2020-12-16,주주명부폐쇄기간또는기준일설정,세동
2020-12-02,"주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)",코스닥시장본부
2020-11-23,임시주주총회결과,세동
2020-11-16,분기보고서 (2020.09),세동
2020-11-09,주요사항보고서(유형자산양도결정),세동
2020-11-06,주주총회소집공고,세동
2020-10-22,전환청구권행사(제3회차),세동
2020-10-21,전환사채(해외전환사채포함)발행후만기전사채취득(제3회차),세동
2020-10-14,주주명부폐쇄기간또는기준일설정,세동
2020-10-14,주주총회소집결의,세동
2020-10-14,주권매매거래정지(자본감소),코스닥시장본부
