회사명,항목,외인순매,기관순매,개인순매,개반순매,법인순매,외기개반,종가
JW중외제약,골크_일장,0,10,10,0,10,3,10
JW중외제약,골크_단중,0,0,10,0,10,0,10
JW중외제약,골크_단장,0,10,0,10,10,6,10
JW중외제약,골크_중장,0,10,0,10,10,6,10
JW중외제약,우상향_5,0,10,0,10,10,6,10
JW중외제약,우상향_20,0,0,10,0,10,0,10
JW중외제약,우상향_60,0,20,20,0,20,6,20
JW중외제약,합계,0,60,70,30,100,30,100
아이에스동서,골크_일단,0,0,10,0,10,0,10
아이에스동서,골크_일중,0,0,10,0,10,0,10
아이에스동서,골크_일장,0,10,0,10,10,6,10
아이에스동서,골크_단중,0,0,10,0,10,0,10
아이에스동서,골크_단장,0,10,0,10,10,6,10
아이에스동서,골크_중장,0,10,0,10,10,6,10
아이에스동서,우상향_5,0,0,10,0,10,0,10
아이에스동서,우상향_20,0,10,10,0,10,3,10
아이에스동서,우상향_60,0,20,0,20,20,13,20
아이에스동서,합계,0,60,50,50,100,36,100
진에어,골크_일단,0,0,10,0,10,0,10
진에어,골크_일중,10,0,10,0,10,3,10
진에어,골크_일장,10,0,10,0,10,3,10
진에어,골크_단중,10,0,10,0,10,3,10
진에어,골크_단장,10,0,10,0,10,3,10
진에어,골크_중장,10,0,10,0,10,3,10
진에어,우상향_5,10,0,10,0,10,3,10
진에어,우상향_20,10,0,10,0,10,3,10
진에어,우상향_60,20,0,20,0,20,6,20
진에어,합계,90,0,100,0,100,30,100
삼양홀딩스,골크_일단,0,0,10,0,10,0,10
삼양홀딩스,골크_일중,0,0,10,0,10,0,10
삼양홀딩스,골크_일장,0,0,10,0,10,0,10
삼양홀딩스,골크_단중,0,0,10,0,10,0,10
삼양홀딩스,골크_단장,0,0,10,0,10,0,10
삼양홀딩스,골크_중장,0,0,10,0,10,0,10
삼양홀딩스,우상향_5,0,0,10,0,10,0,10
삼양홀딩스,우상향_20,0,0,10,0,10,0,10
삼양홀딩스,우상향_60,0,0,20,0,20,0,20
삼양홀딩스,합계,0,0,100,0,100,0,100
한글과컴퓨터,골크_일단,10,10,0,10,10,10,10
한글과컴퓨터,골크_일중,0,0,0,10,10,3,10
한글과컴퓨터,골크_일장,0,0,0,10,10,3,10
한글과컴퓨터,골크_단중,0,0,0,10,10,3,10
한글과컴퓨터,골크_단장,0,0,10,0,10,0,10
한글과컴퓨터,골크_중장,0,0,10,0,10,0,10
한글과컴퓨터,우상향_5,0,10,0,10,10,6,10
한글과컴퓨터,우상향_20,0,0,0,10,10,3,10
한글과컴퓨터,우상향_60,0,20,0,20,20,13,20
한글과컴퓨터,합계,10,40,20,80,100,43,100
디앤디파마텍,골크_일단,10,10,10,0,0,6,10
디앤디파마텍,골크_일중,0,10,10,0,0,3,10
디앤디파마텍,골크_일장,0,10,10,0,0,3,10
디앤디파마텍,골크_단중,0,10,10,0,0,3,10
디앤디파마텍,골크_단장,0,10,10,0,0,3,10
디앤디파마텍,골크_중장,0,10,10,0,0,3,10
디앤디파마텍,우상향_5,0,10,10,0,0,3,10
디앤디파마텍,우상향_20,0,10,10,0,0,3,10
디앤디파마텍,우상향_60,0,20,20,0,0,6,20
디앤디파마텍,합계,10,100,100,0,0,36,100
유안타증권,골크_일단,0,0,10,0,10,0,10
유안타증권,골크_일중,0,0,10,0,10,0,10
유안타증권,골크_일장,0,0,10,0,10,0,10
유안타증권,골크_단중,0,0,10,0,10,0,10
유안타증권,골크_단장,0,0,10,0,10,0,10
유안타증권,골크_중장,0,0,10,0,10,0,10
유안타증권,우상향_5,0,0,10,0,10,0,10
유안타증권,우상향_20,0,10,10,0,10,3,10
유안타증권,우상향_60,20,0,20,0,20,6,20
유안타증권,합계,20,10,100,0,100,10,100
HJ중공업,골크_일단,0,10,10,0,10,3,10
HJ중공업,골크_일중,0,10,10,0,10,3,10
HJ중공업,골크_일장,0,10,10,0,10,3,10
HJ중공업,골크_단중,0,10,10,0,10,3,10
HJ중공업,골크_단장,0,10,10,0,0,3,10
HJ중공업,골크_중장,0,10,10,0,0,3,10
HJ중공업,우상향_5,0,10,10,0,10,3,10
HJ중공업,우상향_20,0,0,10,0,10,0,10
HJ중공업,우상향_60,0,20,20,0,0,6,20
HJ중공업,합계,0,90,100,0,60,30,100
후성,골크_일단,10,0,0,10,0,6,10
후성,골크_일중,10,0,0,10,0,6,10
후성,골크_일장,10,0,0,10,0,6,10
후성,골크_단중,10,0,10,0,0,3,10
후성,골크_단장,10,0,0,10,0,6,10
후성,골크_중장,10,10,0,10,10,10,10
후성,우상향_5,10,0,0,10,0,6,10
후성,우상향_20,10,0,0,10,10,6,10
후성,우상향_60,20,0,0,20,0,13,20
후성,합계,100,10,10,90,20,66,100
제이알글로벌리츠,골크_일단,0,10,0,10,10,6,10
제이알글로벌리츠,골크_일중,0,0,10,0,10,0,10
제이알글로벌리츠,골크_일장,0,0,10,0,10,0,10
제이알글로벌리츠,골크_단중,0,0,10,0,10,0,10
제이알글로벌리츠,골크_단장,0,0,10,0,10,0,10
제이알글로벌리츠,골크_중장,0,0,10,0,10,0,10
제이알글로벌리츠,우상향_5,0,10,0,10,10,6,10
제이알글로벌리츠,우상향_20,0,0,10,0,10,0,10
제이알글로벌리츠,우상향_60,20,0,20,0,20,6,20
제이알글로벌리츠,합계,20,20,80,20,100,20,100
LX홀딩스,골크_일단,0,0,10,0,10,0,10
LX홀딩스,골크_일중,0,0,10,0,10,0,10
LX홀딩스,골크_일장,0,0,10,0,10,0,10
LX홀딩스,골크_단중,0,0,10,0,10,0,10
LX홀딩스,골크_단장,0,0,10,0,10,0,10
LX홀딩스,골크_중장,10,0,10,0,10,3,10
LX홀딩스,우상향_5,0,0,10,0,10,0,10
LX홀딩스,우상향_20,0,0,10,0,10,0,10
LX홀딩스,우상향_60,0,0,20,0,20,0,20
LX홀딩스,합계,10,0,100,0,100,3,100
퍼시스,골크_일단,10,0,10,0,10,3,10
퍼시스,골크_일중,10,0,10,0,10,3,10
퍼시스,골크_일장,10,10,0,10,10,10,10
퍼시스,골크_단중,10,0,10,0,10,3,10
퍼시스,골크_단장,10,10,0,10,10,10,10
퍼시스,골크_중장,10,10,0,10,10,10,10
퍼시스,우상향_5,10,0,0,10,10,6,10
퍼시스,우상향_20,10,0,0,10,10,6,10
퍼시스,우상향_60,20,20,0,20,20,20,20
퍼시스,합계,100,50,30,70,100,73,100
SK이터닉스,골크_일단,0,10,10,0,0,3,10
SK이터닉스,골크_일중,0,0,10,0,10,0,10
SK이터닉스,골크_일장,10,0,0,10,0,6,10
SK이터닉스,골크_단중,0,0,0,10,10,3,10
SK이터닉스,골크_단장,10,0,0,10,0,6,10
SK이터닉스,골크_중장,10,0,0,10,0,6,10
SK이터닉스,우상향_5,0,10,10,0,0,3,10
SK이터닉스,우상향_20,0,0,10,0,0,0,10
SK이터닉스,우상향_60,20,20,0,20,0,20,20
SK이터닉스,합계,50,40,40,60,20,50,100
넥센타이어,골크_일단,10,0,10,0,10,3,10
넥센타이어,골크_일중,10,0,10,0,0,3,10
넥센타이어,골크_일장,10,0,10,0,10,3,10
넥센타이어,골크_단중,0,0,10,0,0,0,10
넥센타이어,골크_단장,10,0,10,0,10,3,10
넥센타이어,골크_중장,10,0,10,0,10,3,10
넥센타이어,우상향_5,10,0,10,0,10,3,10
넥센타이어,우상향_20,0,0,10,0,0,0,10
넥센타이어,우상향_60,20,0,20,0,20,6,20
넥센타이어,합계,80,0,100,0,70,26,100
바이오노트,골크_일단,10,10,0,10,10,10,10
바이오노트,골크_일중,0,10,0,10,10,6,10
바이오노트,골크_일장,0,10,0,10,10,6,10
바이오노트,골크_단중,0,10,0,10,10,6,10
바이오노트,골크_단장,0,10,0,10,10,6,10
바이오노트,골크_중장,10,10,0,10,10,10,10
바이오노트,우상향_5,10,10,0,10,10,10,10
바이오노트,우상향_20,0,10,0,10,10,6,10
바이오노트,우상향_60,0,20,0,20,20,13,20
바이오노트,합계,30,100,0,100,100,76,100
KCC글라스,골크_일단,0,0,10,0,10,0,10
KCC글라스,골크_일중,10,0,10,0,10,3,10
KCC글라스,골크_일장,10,0,10,0,0,3,10
KCC글라스,골크_단중,10,0,10,0,10,3,10
KCC글라스,골크_단장,10,0,10,0,0,3,10
KCC글라스,골크_중장,10,0,10,0,0,3,10
KCC글라스,우상향_5,10,0,10,0,10,3,10
KCC글라스,우상향_20,10,0,10,0,10,3,10
KCC글라스,우상향_60,20,0,20,0,0,6,20
KCC글라스,합계,90,0,100,0,50,30,100
쿠쿠홈시스,골크_일단,0,0,10,0,10,0,10
쿠쿠홈시스,골크_일중,0,0,10,0,10,0,10
쿠쿠홈시스,골크_일장,0,0,10,0,10,0,10
쿠쿠홈시스,골크_단중,0,0,10,0,10,0,10
쿠쿠홈시스,골크_단장,0,0,10,0,10,0,10
쿠쿠홈시스,골크_중장,0,10,10,0,10,3,10
쿠쿠홈시스,우상향_5,0,0,10,0,10,0,10
쿠쿠홈시스,우상향_20,0,0,10,0,10,0,10
쿠쿠홈시스,우상향_60,0,20,20,0,20,6,20
쿠쿠홈시스,합계,0,30,100,0,100,10,100
티에스이,골크_일단,0,0,10,0,10,0,10
티에스이,골크_일중,10,10,0,10,10,10,10
티에스이,골크_일장,10,10,0,10,10,10,10
티에스이,골크_단중,10,10,0,10,10,10,10
티에스이,골크_단장,10,10,0,10,10,10,10
티에스이,골크_중장,10,10,0,10,0,10,10
티에스이,우상향_5,0,0,10,0,10,0,10
티에스이,우상향_20,10,10,0,10,10,10,10
티에스이,우상향_60,20,0,20,0,0,6,20
티에스이,합계,80,60,40,60,70,66,100
해성디에스,골크_일단,0,10,10,0,0,3,10
해성디에스,골크_일중,0,10,10,0,0,3,10
해성디에스,골크_일장,0,10,10,0,10,3,10
해성디에스,골크_단중,0,10,10,0,0,3,10
해성디에스,골크_단장,0,10,0,10,10,6,10
해성디에스,골크_중장,0,10,0,10,10,6,10
해성디에스,우상향_5,0,10,10,0,0,3,10
해성디에스,우상향_20,0,10,10,0,0,3,10
해성디에스,우상향_60,0,20,20,0,20,6,20
해성디에스,합계,0,100,80,20,50,40,100
드림텍,골크_일단,0,0,10,0,0,0,10
드림텍,골크_일중,0,10,10,0,0,3,10
드림텍,골크_일장,0,10,0,10,0,6,10
드림텍,골크_단중,0,10,10,0,0,3,10
드림텍,골크_단장,0,10,0,10,0,6,10
드림텍,골크_중장,0,10,0,10,0,6,10
드림텍,우상향_5,0,10,10,0,0,3,10
드림텍,우상향_20,0,10,0,10,0,6,10
드림텍,우상향_60,0,20,0,20,0,13,20
드림텍,합계,0,90,40,60,0,50,100
엘앤씨바이오,골크_일단,0,0,10,0,10,0,10
엘앤씨바이오,골크_일중,0,10,10,0,10,3,10
엘앤씨바이오,골크_일장,0,10,0,10,10,6,10
엘앤씨바이오,골크_단중,0,10,10,0,10,3,10
엘앤씨바이오,골크_단장,0,10,0,10,10,6,10
엘앤씨바이오,골크_중장,0,10,0,10,0,6,10
엘앤씨바이오,우상향_5,0,10,10,0,10,3,10
엘앤씨바이오,우상향_20,0,10,0,10,10,6,10
엘앤씨바이오,우상향_60,0,20,0,20,20,13,20
엘앤씨바이오,합계,0,90,40,60,90,50,100
명신산업,골크_일단,10,0,0,10,10,6,10
명신산업,골크_일중,10,10,0,10,10,10,10
명신산업,골크_일장,10,0,10,0,10,3,10
명신산업,골크_단중,0,10,0,10,10,6,10
명신산업,골크_단장,10,0,10,0,10,3,10
명신산업,골크_중장,10,0,10,0,10,3,10
명신산업,우상향_5,10,10,0,10,10,10,10
명신산업,우상향_20,0,10,0,10,10,6,10
명신산업,우상향_60,20,0,0,20,20,13,20
명신산업,합계,80,40,30,70,100,63,100
남양유업,골크_일단,0,10,0,10,10,6,10
남양유업,골크_일중,0,10,0,10,0,6,10
남양유업,골크_일장,0,10,0,10,0,6,10
남양유업,골크_단중,0,10,0,10,0,6,10
남양유업,골크_단장,0,10,0,10,0,6,10
남양유업,골크_중장,0,10,0,10,10,6,10
남양유업,우상향_5,0,10,0,10,10,6,10
남양유업,우상향_20,0,10,0,10,0,6,10
남양유업,우상향_60,0,20,0,20,20,13,20
남양유업,합계,0,100,0,100,50,66,100
쏘카,골크_일단,0,0,10,0,10,0,10
쏘카,골크_일중,0,0,10,0,0,0,10
쏘카,골크_일장,0,0,10,0,0,0,10
쏘카,골크_단중,0,0,10,0,0,0,10
쏘카,골크_단장,0,0,10,0,0,0,10
쏘카,골크_중장,0,0,10,0,0,0,10
쏘카,우상향_5,0,0,10,0,10,0,10
쏘카,우상향_20,0,0,10,0,0,0,10
쏘카,우상향_60,0,0,20,0,0,0,20
쏘카,합계,0,0,100,0,20,0,100
비올,골크_일단,10,0,10,0,0,3,10
비올,골크_일중,10,10,0,10,10,10,10
비올,골크_일장,10,10,0,10,10,10,10
비올,골크_단중,10,10,0,10,10,10,10
비올,골크_단장,10,10,0,10,10,10,10
비올,골크_중장,10,10,0,10,0,10,10
비올,우상향_5,10,0,10,0,0,3,10
비올,우상향_20,10,10,0,10,10,10,10
비올,우상향_60,20,20,0,20,0,20,20
비올,합계,100,80,20,80,50,86,100
원익QnC,골크_일단,0,0,10,0,0,0,10
원익QnC,골크_일중,0,0,10,0,10,0,10
원익QnC,골크_일장,0,0,10,0,0,0,10
원익QnC,골크_단중,0,0,10,0,10,0,10
원익QnC,골크_단장,0,0,10,0,0,0,10
원익QnC,골크_중장,0,0,10,0,0,0,10
원익QnC,우상향_5,0,0,10,0,10,0,10
원익QnC,우상향_20,0,0,10,0,0,0,10
원익QnC,우상향_60,0,0,20,0,0,0,20
원익QnC,합계,0,0,100,0,30,0,100
LF,골크_일단,0,10,0,10,10,6,10
LF,골크_일중,0,10,0,10,10,6,10
LF,골크_일장,0,10,0,10,10,6,10
LF,골크_단중,0,10,0,10,10,6,10
LF,골크_단장,0,10,0,10,10,6,10
LF,골크_중장,0,10,0,10,10,6,10
LF,우상향_5,0,10,0,10,10,6,10
LF,우상향_20,0,10,0,10,10,6,10
LF,우상향_60,0,20,0,20,20,13,20
LF,합계,0,100,0,100,100,66,100
세진중공업,골크_일단,0,0,10,0,0,0,10
세진중공업,골크_일중,10,0,10,0,0,3,10
세진중공업,골크_일장,0,0,10,0,0,0,10
세진중공업,골크_단중,10,0,10,0,10,3,10
세진중공업,골크_단장,0,0,10,0,0,0,10
세진중공업,골크_중장,0,10,10,0,0,3,10
세진중공업,우상향_5,10,0,10,0,10,3,10
세진중공업,우상향_20,10,0,10,0,10,3,10
세진중공업,우상향_60,0,0,20,0,0,0,20
세진중공업,합계,40,10,100,0,30,16,100
네오셈,골크_일단,0,10,10,0,0,3,10
네오셈,골크_일중,0,10,10,0,0,3,10
네오셈,골크_일장,0,10,0,10,0,6,10
네오셈,골크_단중,0,0,10,0,0,0,10
네오셈,골크_단장,10,10,0,10,0,10,10
네오셈,골크_중장,10,10,0,10,10,10,10
네오셈,우상향_5,0,10,10,0,0,3,10
네오셈,우상향_20,0,0,10,0,0,0,10
네오셈,우상향_60,20,20,0,20,0,20,20
네오셈,합계,40,80,50,50,10,56,100
고려제강,골크_일단,0,0,10,0,10,0,10
고려제강,골크_일중,0,10,10,0,10,3,10
고려제강,골크_일장,0,0,10,0,10,0,10
고려제강,골크_단중,0,10,10,0,10,3,10
고려제강,골크_단장,0,0,10,0,10,0,10
고려제강,골크_중장,0,0,10,0,10,0,10
고려제강,우상향_5,0,0,10,0,10,0,10
고려제강,우상향_20,0,0,10,0,10,0,10
고려제강,우상향_60,0,0,20,0,20,0,20
고려제강,합계,0,20,100,0,100,6,100
F&F홀딩스,골크_일단,10,0,10,0,0,3,10
F&F홀딩스,골크_일중,10,0,10,0,0,3,10
F&F홀딩스,골크_일장,0,0,10,0,0,0,10
F&F홀딩스,골크_단중,10,0,10,0,0,3,10
F&F홀딩스,골크_단장,0,0,10,0,0,0,10
F&F홀딩스,골크_중장,0,0,10,0,0,0,10
F&F홀딩스,우상향_5,10,0,10,0,0,3,10
F&F홀딩스,우상향_20,0,0,10,0,0,0,10
F&F홀딩스,우상향_60,0,0,20,0,0,0,20
F&F홀딩스,합계,40,0,100,0,0,13,100
에프에스티,골크_일단,0,10,10,0,10,3,10
에프에스티,골크_일중,0,10,10,0,10,3,10
에프에스티,골크_일장,0,10,10,0,0,3,10
에프에스티,골크_단중,0,10,10,0,0,3,10
에프에스티,골크_단장,0,0,10,0,0,0,10
에프에스티,골크_중장,10,0,10,0,0,3,10
에프에스티,우상향_5,0,10,0,10,10,6,10
에프에스티,우상향_20,0,10,10,0,0,3,10
에프에스티,우상향_60,0,20,20,0,0,6,20
에프에스티,합계,10,80,90,10,30,33,100
한세실업,골크_일단,10,0,10,0,10,3,10
한세실업,골크_일중,10,0,10,0,10,3,10
한세실업,골크_일장,0,0,10,0,0,0,10
한세실업,골크_단중,10,0,10,0,10,3,10
한세실업,골크_단장,0,0,10,0,0,0,10
한세실업,골크_중장,0,0,10,0,0,0,10
한세실업,우상향_5,10,0,10,0,10,3,10
한세실업,우상향_20,0,0,10,0,10,0,10
한세실업,우상향_60,0,0,20,0,0,0,20
한세실업,합계,40,0,100,0,50,13,100
네오위즈,골크_일단,10,0,0,10,0,6,10
네오위즈,골크_일중,10,0,0,10,0,6,10
네오위즈,골크_일장,10,0,10,0,0,3,10
네오위즈,골크_단중,10,0,0,10,0,6,10
네오위즈,골크_단장,10,0,10,0,0,3,10
네오위즈,골크_중장,10,0,10,0,0,3,10
네오위즈,우상향_5,10,0,0,10,0,6,10
네오위즈,우상향_20,10,0,10,0,0,3,10
네오위즈,우상향_60,20,0,0,20,0,13,20
네오위즈,합계,100,0,40,60,0,53,100
동국제강,골크_일단,0,10,0,10,10,6,10
동국제강,골크_일중,0,10,0,10,10,6,10
동국제강,골크_일장,0,0,0,10,10,3,10
동국제강,골크_단중,0,10,0,10,10,6,10
동국제강,골크_단장,0,0,0,10,10,3,10
동국제강,골크_중장,0,0,0,10,10,3,10
동국제강,우상향_5,0,0,0,10,10,3,10
동국제강,우상향_20,0,10,0,10,10,6,10
동국제강,우상향_60,0,0,0,20,20,6,20
동국제강,합계,0,40,0,100,100,46,100
지노믹트리,골크_일단,0,0,10,0,10,0,10
지노믹트리,골크_일중,0,0,10,0,0,0,10
지노믹트리,골크_일장,0,10,0,10,10,6,10
지노믹트리,골크_단중,0,10,10,0,0,3,10
지노믹트리,골크_단장,10,10,0,10,10,10,10
지노믹트리,골크_중장,10,10,0,10,10,10,10
지노믹트리,우상향_5,0,0,10,0,10,0,10
지노믹트리,우상향_20,0,10,10,0,0,3,10
지노믹트리,우상향_60,0,20,0,20,20,13,20
지노믹트리,합계,20,70,50,50,70,46,100
삼양사,골크_일단,0,0,10,0,0,0,10
삼양사,골크_일중,0,0,10,0,0,0,10
삼양사,골크_일장,0,10,10,0,0,3,10
삼양사,골크_단중,0,0,10,0,0,0,10
삼양사,골크_단장,0,10,10,0,0,3,10
삼양사,골크_중장,0,10,0,10,0,6,10
삼양사,우상향_5,0,0,10,0,0,0,10
삼양사,우상향_20,0,10,10,0,0,3,10
삼양사,우상향_60,0,20,0,20,0,13,20
삼양사,합계,0,60,70,30,0,30,100
코미코,골크_일단,0,0,10,0,10,0,10
코미코,골크_일중,0,10,10,0,10,3,10
코미코,골크_일장,0,10,10,0,10,3,10
코미코,골크_단중,0,10,10,0,10,3,10
코미코,골크_단장,0,10,10,0,10,3,10
코미코,골크_중장,0,10,10,0,10,3,10
코미코,우상향_5,0,0,10,0,10,0,10
코미코,우상향_20,0,10,10,0,10,3,10
코미코,우상향_60,0,0,20,0,20,0,20
코미코,합계,0,60,100,0,100,20,100
세아제강,골크_일단,0,10,0,10,10,6,10
세아제강,골크_일중,10,10,0,10,0,10,10
세아제강,골크_일장,0,10,0,10,0,6,10
세아제강,골크_단중,10,10,0,10,0,10,10
세아제강,골크_단장,0,10,0,10,0,6,10
세아제강,골크_중장,0,10,0,10,0,6,10
세아제강,우상향_5,10,10,0,10,0,10,10
세아제강,우상향_20,0,10,0,10,0,6,10
세아제강,우상향_60,0,20,0,20,0,13,20
세아제강,합계,30,100,0,100,10,76,100
현대그린푸드,골크_일단,10,10,0,10,0,10,10
현대그린푸드,골크_일중,10,0,0,10,10,6,10
현대그린푸드,골크_일장,10,0,0,10,10,6,10
현대그린푸드,골크_단중,10,0,0,10,10,6,10
현대그린푸드,골크_단장,10,0,0,10,10,6,10
현대그린푸드,골크_중장,10,0,0,10,10,6,10
현대그린푸드,우상향_5,10,0,10,0,10,3,10
현대그린푸드,우상향_20,10,0,0,10,10,6,10
현대그린푸드,우상향_60,20,0,0,20,20,13,20
현대그린푸드,합계,100,10,10,90,90,66,100
제우스,골크_일단,0,0,10,0,0,0,10
제우스,골크_일중,10,10,0,10,0,10,10
제우스,골크_일장,10,10,0,10,0,10,10
제우스,골크_단중,10,10,0,10,0,10,10
제우스,골크_단장,10,10,0,10,0,10,10
제우스,골크_중장,10,10,0,10,0,10,10
제우스,우상향_5,10,0,10,0,0,3,10
제우스,우상향_20,10,10,0,10,0,10,10
제우스,우상향_60,20,20,0,20,0,20,20
제우스,합계,90,80,20,80,0,83,100
신풍제약,골크_일단,10,0,0,10,10,6,10
신풍제약,골크_일중,0,0,10,0,10,0,10
신풍제약,골크_일장,10,0,10,0,10,3,10
신풍제약,골크_단중,0,0,10,0,10,0,10
신풍제약,골크_단장,10,0,10,0,10,3,10
신풍제약,골크_중장,10,0,10,0,10,3,10
신풍제약,우상향_5,10,0,10,0,10,3,10
신풍제약,우상향_20,0,0,10,0,10,0,10
신풍제약,우상향_60,20,0,20,0,0,6,20
신풍제약,합계,70,0,90,10,80,26,100
삼아알미늄,골크_일단,0,0,10,0,10,0,10
삼아알미늄,골크_일중,0,0,10,0,10,0,10
삼아알미늄,골크_일장,0,0,10,0,10,0,10
삼아알미늄,골크_단중,0,0,10,0,10,0,10
삼아알미늄,골크_단장,0,0,10,0,10,0,10
삼아알미늄,골크_중장,0,0,10,0,10,0,10
삼아알미늄,우상향_5,0,0,10,0,10,0,10
삼아알미늄,우상향_20,0,0,10,0,10,0,10
삼아알미늄,우상향_60,0,0,20,0,20,0,20
삼아알미늄,합계,0,0,100,0,100,0,100
한화손해보험,골크_일단,0,0,10,0,0,0,10
한화손해보험,골크_일중,0,0,10,0,0,0,10
한화손해보험,골크_일장,0,0,10,0,0,0,10
한화손해보험,골크_단중,0,0,10,0,0,0,10
한화손해보험,골크_단장,0,0,10,0,0,0,10
한화손해보험,골크_중장,0,0,10,0,0,0,10
한화손해보험,우상향_5,0,0,10,0,0,0,10
한화손해보험,우상향_20,0,0,10,0,0,0,10
한화손해보험,우상향_60,0,0,20,0,0,0,20
한화손해보험,합계,0,0,100,0,0,0,100
유바이오로직스,골크_일단,0,10,10,0,10,3,10
유바이오로직스,골크_일중,0,0,10,0,10,0,10
유바이오로직스,골크_일장,0,10,10,0,0,3,10
유바이오로직스,골크_단중,0,0,10,0,10,0,10
유바이오로직스,골크_단장,0,10,10,0,0,3,10
유바이오로직스,골크_중장,0,10,10,0,0,3,10
유바이오로직스,우상향_5,10,10,0,10,10,10,10
유바이오로직스,우상향_20,0,0,10,0,0,0,10
유바이오로직스,우상향_60,20,20,0,20,0,20,20
유바이오로직스,합계,30,70,70,30,40,43,100
유티아이,골크_일단,0,0,10,0,0,0,10
유티아이,골크_일중,0,0,10,0,10,0,10
유티아이,골크_일장,0,10,0,10,0,6,10
유티아이,골크_단중,0,0,10,0,10,0,10
유티아이,골크_단장,0,10,0,10,0,6,10
유티아이,골크_중장,0,10,0,10,0,6,10
유티아이,우상향_5,0,0,10,0,0,0,10
유티아이,우상향_20,0,0,10,0,10,0,10
유티아이,우상향_60,0,20,0,20,0,13,20
유티아이,합계,0,50,50,50,30,33,100
대상홀딩스,골크_일단,10,0,0,10,10,6,10
대상홀딩스,골크_일중,10,10,0,10,10,10,10
대상홀딩스,골크_일장,10,10,0,10,0,10,10
대상홀딩스,골크_단중,10,10,0,10,10,10,10
대상홀딩스,골크_단장,10,10,0,10,0,10,10
대상홀딩스,골크_중장,10,10,0,10,0,10,10
대상홀딩스,우상향_5,10,0,0,10,10,6,10
대상홀딩스,우상향_20,10,10,0,10,10,10,10
대상홀딩스,우상향_60,20,20,0,20,0,20,20
대상홀딩스,합계,100,80,0,100,50,93,100
메가스터디교육,골크_일단,0,0,10,0,10,0,10
메가스터디교육,골크_일중,0,0,10,0,10,0,10
메가스터디교육,골크_일장,0,0,10,0,10,0,10
메가스터디교육,골크_단중,0,0,10,0,10,0,10
메가스터디교육,골크_단장,0,0,10,0,10,0,10
메가스터디교육,골크_중장,0,10,10,0,10,3,10
메가스터디교육,우상향_5,0,0,10,0,10,0,10
메가스터디교육,우상향_20,0,0,10,0,10,0,10
메가스터디교육,우상향_60,0,20,20,0,20,6,20
메가스터디교육,합계,0,30,100,0,100,10,100
성일하이텍,골크_일단,10,10,0,10,0,10,10
성일하이텍,골크_일중,10,0,0,10,0,6,10
성일하이텍,골크_일장,10,0,0,10,0,6,10
성일하이텍,골크_단중,10,0,0,10,0,6,10
성일하이텍,골크_단장,10,0,0,10,0,6,10
성일하이텍,골크_중장,10,0,0,10,0,6,10
성일하이텍,우상향_5,10,10,0,10,0,10,10
성일하이텍,우상향_20,10,0,0,10,0,6,10
성일하이텍,우상향_60,20,20,0,20,0,20,20
성일하이텍,합계,100,40,0,100,0,80,100
시노펙스,골크_일단,0,10,10,0,10,3,10
시노펙스,골크_일중,0,0,10,0,10,0,10
시노펙스,골크_일장,0,0,10,0,10,0,10
시노펙스,골크_단중,0,0,10,0,10,0,10
시노펙스,골크_단장,0,0,10,0,10,0,10
시노펙스,골크_중장,0,0,10,0,10,0,10
시노펙스,우상향_5,0,10,10,0,10,3,10
시노펙스,우상향_20,0,0,10,0,10,0,10
시노펙스,우상향_60,0,20,20,0,20,6,20
시노펙스,합계,0,40,100,0,100,13,100
아이센스,골크_일단,10,10,0,10,10,10,10
아이센스,골크_일중,10,0,0,10,0,6,10
아이센스,골크_일장,10,0,0,10,0,6,10
아이센스,골크_단중,10,0,0,10,0,6,10
아이센스,골크_단장,10,0,0,10,0,6,10
아이센스,골크_중장,10,0,0,10,0,6,10
아이센스,우상향_5,10,0,0,10,10,6,10
아이센스,우상향_20,10,0,0,10,0,6,10
아이센스,우상향_60,20,0,0,20,20,13,20
아이센스,합계,100,10,0,100,40,70,100
코람코라이프인프라리츠,골크_일단,0,0,10,0,0,0,10
코람코라이프인프라리츠,골크_일중,0,0,10,0,0,0,10
코람코라이프인프라리츠,골크_일장,0,0,10,0,0,0,10
코람코라이프인프라리츠,골크_단중,0,0,10,0,0,0,10
코람코라이프인프라리츠,골크_단장,0,0,10,0,0,0,10
코람코라이프인프라리츠,골크_중장,0,0,10,0,0,0,10
코람코라이프인프라리츠,우상향_5,0,0,10,0,0,0,10
코람코라이프인프라리츠,우상향_20,10,10,10,0,0,6,10
코람코라이프인프라리츠,우상향_60,0,0,20,0,0,0,20
코람코라이프인프라리츠,합계,10,10,100,0,0,6,100
현대무벡스,골크_일단,0,10,0,10,0,6,10
현대무벡스,골크_일중,10,10,0,10,10,10,10
현대무벡스,골크_일장,10,10,0,10,10,10,10
현대무벡스,골크_단중,10,10,0,10,10,10,10
현대무벡스,골크_단장,10,10,0,10,10,10,10
현대무벡스,골크_중장,10,10,0,10,0,10,10
현대무벡스,우상향_5,10,10,0,10,0,10,10
현대무벡스,우상향_20,10,10,0,10,10,10,10
현대무벡스,우상향_60,20,20,0,20,20,20,20
현대무벡스,합계,90,100,0,100,70,96,100
코엔텍,골크_일단,0,10,0,10,10,6,10
코엔텍,골크_일중,0,10,0,10,10,6,10
코엔텍,골크_일장,0,10,0,10,10,6,10
