회사명,항목,외인순매,기관순매,개인순매,개반순매,법인순매,외기개반,종가
인터플렉스,골크_단장,0,10,0,10,0,6,10
인터플렉스,골크_중장,10,10,0,10,0,10,10
인터플렉스,우상향_5,0,10,10,0,0,3,10
인터플렉스,우상향_20,0,10,10,0,10,3,10
인터플렉스,우상향_60,0,20,0,20,0,13,20
인터플렉스,합계,10,100,60,40,10,50,100
토모큐브,골크_일단,10,10,0,10,10,10,10
토모큐브,골크_일중,10,10,0,10,0,10,10
토모큐브,골크_일장,0,0,0,0,0,0,0
토모큐브,골크_단중,10,10,0,10,0,10,10
토모큐브,골크_단장,0,0,0,0,0,0,0
토모큐브,골크_중장,0,0,0,0,0,0,0
토모큐브,우상향_5,10,10,0,10,0,10,10
토모큐브,우상향_20,10,10,0,10,0,10,10
토모큐브,우상향_60,0,0,0,0,0,0,0
토모큐브,합계,50,50,0,50,10,50,50
아미코젠,골크_일단,0,10,10,0,10,3,10
아미코젠,골크_일중,0,10,10,0,10,3,10
아미코젠,골크_일장,0,10,10,0,0,3,10
아미코젠,골크_단중,0,10,10,0,10,3,10
아미코젠,골크_단장,0,10,10,0,0,3,10
아미코젠,골크_중장,10,0,0,10,0,6,10
아미코젠,우상향_5,0,10,10,0,10,3,10
아미코젠,우상향_20,0,10,10,0,10,3,10
아미코젠,우상향_60,0,0,20,0,0,0,20
아미코젠,합계,10,70,90,10,50,30,100
토니모리,골크_일단,0,10,10,0,0,3,10
토니모리,골크_일중,0,10,10,0,0,3,10
토니모리,골크_일장,0,10,10,0,0,3,10
토니모리,골크_단중,0,10,10,0,0,3,10
토니모리,골크_단장,0,10,10,0,0,3,10
토니모리,골크_중장,0,10,10,0,0,3,10
토니모리,우상향_5,0,10,10,0,10,3,10
토니모리,우상향_20,0,10,10,0,0,3,10
토니모리,우상향_60,0,0,20,0,0,0,20
토니모리,합계,0,80,100,0,10,26,100
에스오에스랩,골크_일단,10,0,10,0,0,3,10
에스오에스랩,골크_일중,0,0,10,0,0,0,10
에스오에스랩,골크_일장,0,10,10,0,0,3,10
에스오에스랩,골크_단중,0,0,10,0,0,0,10
에스오에스랩,골크_단장,0,10,10,0,0,3,10
에스오에스랩,골크_중장,10,10,10,0,0,6,10
에스오에스랩,우상향_5,10,0,10,0,0,3,10
에스오에스랩,우상향_20,10,0,10,0,0,3,10
에스오에스랩,우상향_60,20,20,20,0,0,13,20
에스오에스랩,합계,60,50,100,0,0,36,100
뷰웍스,골크_일단,0,0,10,0,10,0,10
뷰웍스,골크_일중,0,0,10,0,10,0,10
뷰웍스,골크_일장,0,0,10,0,10,0,10
뷰웍스,골크_단중,0,0,10,0,10,0,10
뷰웍스,골크_단장,0,0,10,0,10,0,10
뷰웍스,골크_중장,0,0,10,0,0,0,10
뷰웍스,우상향_5,0,10,10,0,10,3,10
뷰웍스,우상향_20,0,0,10,0,10,0,10
뷰웍스,우상향_60,0,0,20,0,0,0,20
뷰웍스,합계,0,10,100,0,70,3,100
동원개발,골크_일단,0,0,10,0,10,0,10
동원개발,골크_일중,0,0,10,0,10,0,10
동원개발,골크_일장,0,0,0,10,10,3,10
동원개발,골크_단중,0,0,10,0,10,0,10
동원개발,골크_단장,0,0,0,10,10,3,10
동원개발,골크_중장,0,0,0,10,10,3,10
동원개발,우상향_5,0,0,10,0,10,0,10
동원개발,우상향_20,0,0,10,0,10,0,10
동원개발,우상향_60,0,0,20,0,20,0,20
동원개발,합계,0,0,70,30,100,10,100
대성에너지,골크_일단,0,0,10,0,10,0,10
대성에너지,골크_일중,0,10,10,0,10,3,10
대성에너지,골크_일장,0,10,10,0,10,3,10
대성에너지,골크_단중,0,10,10,0,10,3,10
대성에너지,골크_단장,0,10,0,10,10,6,10
대성에너지,골크_중장,10,10,0,10,10,10,10
대성에너지,우상향_5,0,0,10,0,10,0,10
대성에너지,우상향_20,0,10,10,0,10,3,10
대성에너지,우상향_60,20,20,0,20,20,20,20
대성에너지,합계,30,80,60,40,100,50,100
휴마시스,골크_일단,10,10,0,10,0,10,10
휴마시스,골크_일중,10,10,10,0,0,6,10
휴마시스,골크_일장,0,0,10,0,0,0,10
휴마시스,골크_단중,0,0,10,0,0,0,10
휴마시스,골크_단장,0,0,10,0,0,0,10
휴마시스,골크_중장,0,0,10,0,10,0,10
휴마시스,우상향_5,10,10,0,10,0,10,10
휴마시스,우상향_20,0,10,10,0,0,3,10
휴마시스,우상향_60,0,20,20,0,0,6,20
휴마시스,합계,30,60,80,20,10,36,100
박셀바이오,골크_일단,0,0,10,0,10,0,10
박셀바이오,골크_일중,0,0,10,0,10,0,10
박셀바이오,골크_일장,10,0,10,0,0,3,10
박셀바이오,골크_단중,0,0,10,0,10,0,10
박셀바이오,골크_단장,10,0,10,0,0,3,10
박셀바이오,골크_중장,10,0,10,0,0,3,10
박셀바이오,우상향_5,0,0,10,0,10,0,10
박셀바이오,우상향_20,0,0,10,0,10,0,10
박셀바이오,우상향_60,20,0,20,0,0,6,20
박셀바이오,합계,50,0,100,0,50,16,100
대한제분,골크_일단,10,0,0,10,0,6,10
대한제분,골크_일중,10,0,0,10,10,6,10
대한제분,골크_일장,0,0,10,0,10,0,10
대한제분,골크_단중,10,0,0,10,10,6,10
대한제분,골크_단장,0,0,10,0,10,0,10
대한제분,골크_중장,0,0,10,0,10,0,10
대한제분,우상향_5,10,0,0,10,0,6,10
대한제분,우상향_20,10,0,0,10,10,6,10
대한제분,우상향_60,0,0,20,0,20,0,20
대한제분,합계,50,0,50,50,80,33,100
앱클론,골크_일단,0,0,10,0,0,0,10
앱클론,골크_일중,0,0,10,0,10,0,10
앱클론,골크_일장,10,0,10,0,10,3,10
앱클론,골크_단중,0,0,10,0,10,0,10
앱클론,골크_단장,10,0,10,0,10,3,10
앱클론,골크_중장,10,0,10,0,10,3,10
앱클론,우상향_5,0,0,10,0,0,0,10
앱클론,우상향_20,0,0,10,0,10,0,10
앱클론,우상향_60,0,0,20,0,20,0,20
앱클론,합계,30,0,100,0,80,10,100
알루코,골크_일단,0,10,10,0,10,3,10
알루코,골크_일중,0,10,10,0,10,3,10
알루코,골크_일장,10,10,0,10,0,10,10
알루코,골크_단중,10,10,0,10,10,10,10
알루코,골크_단장,10,10,0,10,0,10,10
알루코,골크_중장,10,10,0,10,0,10,10
알루코,우상향_5,0,0,10,0,10,0,10
알루코,우상향_20,10,10,0,10,10,10,10
알루코,우상향_60,20,20,0,20,0,20,20
알루코,합계,70,90,30,70,50,76,100
환인제약,골크_일단,10,0,10,0,10,3,10
환인제약,골크_일중,10,0,10,0,10,3,10
환인제약,골크_일장,0,0,10,0,10,0,10
환인제약,골크_단중,0,0,10,0,10,0,10
환인제약,골크_단장,0,0,10,0,10,0,10
환인제약,골크_중장,0,0,10,0,10,0,10
환인제약,우상향_5,10,0,10,0,10,3,10
환인제약,우상향_20,10,0,10,0,10,3,10
환인제약,우상향_60,0,0,20,0,20,0,20
환인제약,합계,40,0,100,0,100,13,100
KPX케미칼,골크_일단,0,0,10,0,10,0,10
KPX케미칼,골크_일중,0,0,10,0,10,0,10
KPX케미칼,골크_일장,0,0,10,0,10,0,10
KPX케미칼,골크_단중,0,0,10,0,10,0,10
KPX케미칼,골크_단장,0,0,10,0,10,0,10
KPX케미칼,골크_중장,0,0,10,0,0,0,10
KPX케미칼,우상향_5,0,0,10,0,10,0,10
KPX케미칼,우상향_20,0,0,10,0,10,0,10
KPX케미칼,우상향_60,0,0,20,0,0,0,20
KPX케미칼,합계,0,0,100,0,70,0,100
셀비온,골크_일단,10,0,10,0,0,3,10
셀비온,골크_일중,10,0,10,0,10,3,10
셀비온,골크_일장,10,0,10,0,0,3,10
셀비온,골크_단중,10,0,10,0,10,3,10
셀비온,골크_단장,10,0,10,0,0,3,10
셀비온,골크_중장,10,0,10,0,0,3,10
셀비온,우상향_5,10,0,10,0,0,3,10
셀비온,우상향_20,10,0,10,0,10,3,10
셀비온,우상향_60,20,0,20,0,0,6,20
셀비온,합계,100,0,100,0,30,33,100
GS글로벌,골크_일단,0,0,10,0,0,0,10
GS글로벌,골크_일중,0,10,10,0,0,3,10
GS글로벌,골크_일장,10,10,0,10,0,10,10
GS글로벌,골크_단중,0,10,10,0,0,3,10
GS글로벌,골크_단장,10,10,0,10,0,10,10
GS글로벌,골크_중장,10,10,0,10,0,10,10
GS글로벌,우상향_5,0,0,10,0,0,0,10
GS글로벌,우상향_20,0,10,10,0,0,3,10
GS글로벌,우상향_60,20,20,0,20,20,20,20
GS글로벌,합계,50,80,50,50,20,60,100
폴라리스AI,골크_일단,10,10,0,10,10,10,10
폴라리스AI,골크_일중,0,0,10,0,10,0,10
폴라리스AI,골크_일장,0,0,10,0,10,0,10
폴라리스AI,골크_단중,0,0,10,0,10,0,10
폴라리스AI,골크_단장,0,0,10,0,10,0,10
폴라리스AI,골크_중장,0,0,10,0,10,0,10
폴라리스AI,우상향_5,10,10,0,10,10,10,10
폴라리스AI,우상향_20,10,0,0,10,10,6,10
폴라리스AI,우상향_60,0,20,0,20,20,13,20
폴라리스AI,합계,30,40,50,50,100,40,100
스카이라이프,골크_일단,0,0,10,0,10,0,10
스카이라이프,골크_일중,0,0,10,0,10,0,10
스카이라이프,골크_일장,0,0,10,0,10,0,10
스카이라이프,골크_단중,0,0,10,0,10,0,10
스카이라이프,골크_단장,0,0,10,0,10,0,10
스카이라이프,골크_중장,0,0,10,0,10,0,10
스카이라이프,우상향_5,0,0,10,0,0,0,10
스카이라이프,우상향_20,0,0,10,0,10,0,10
스카이라이프,우상향_60,0,0,20,0,20,0,20
스카이라이프,합계,0,0,100,0,90,0,100
파인엠텍,골크_일단,0,0,10,0,10,0,10
파인엠텍,골크_일중,0,10,10,0,10,3,10
파인엠텍,골크_일장,0,0,10,0,10,0,10
파인엠텍,골크_단중,0,10,0,10,10,6,10
파인엠텍,골크_단장,0,0,10,0,10,0,10
파인엠텍,골크_중장,0,0,10,0,10,0,10
파인엠텍,우상향_5,0,0,10,0,10,0,10
파인엠텍,우상향_20,0,10,10,0,10,3,10
파인엠텍,우상향_60,0,0,20,0,20,0,20
파인엠텍,합계,0,30,90,10,100,13,100
코오롱,골크_일단,0,0,10,0,10,0,10
코오롱,골크_일중,0,0,10,0,10,0,10
코오롱,골크_일장,0,0,10,0,0,0,10
코오롱,골크_단중,0,10,10,0,10,3,10
코오롱,골크_단장,0,0,10,0,0,0,10
코오롱,골크_중장,0,0,10,0,0,0,10
코오롱,우상향_5,0,0,10,0,10,0,10
코오롱,우상향_20,0,10,10,0,10,3,10
코오롱,우상향_60,0,0,20,0,0,0,20
코오롱,합계,0,20,100,0,50,6,100
삼부토건,골크_일단,0,0,10,0,0,0,10
삼부토건,골크_일중,0,0,10,0,0,0,10
삼부토건,골크_일장,0,0,10,0,0,0,10
삼부토건,골크_단중,0,0,10,0,0,0,10
삼부토건,골크_단장,0,0,10,0,0,0,10
삼부토건,골크_중장,0,0,10,0,10,0,10
삼부토건,우상향_5,0,0,10,0,0,0,10
삼부토건,우상향_20,0,0,10,0,0,0,10
삼부토건,우상향_60,0,0,20,0,0,0,20
삼부토건,합계,0,0,100,0,10,0,100
이수앱지스,골크_일단,0,10,10,0,10,3,10
이수앱지스,골크_일중,0,10,10,0,10,3,10
이수앱지스,골크_일장,0,10,10,0,0,3,10
이수앱지스,골크_단중,0,10,10,0,10,3,10
이수앱지스,골크_단장,0,10,10,0,0,3,10
이수앱지스,골크_중장,10,0,0,10,0,6,10
이수앱지스,우상향_5,0,10,10,0,10,3,10
이수앱지스,우상향_20,0,10,10,0,10,3,10
이수앱지스,우상향_60,0,0,20,0,0,0,20
이수앱지스,합계,10,70,90,10,50,30,100
오상헬스케어,골크_일단,0,10,0,10,10,6,10
오상헬스케어,골크_일중,0,0,0,10,10,3,10
오상헬스케어,골크_일장,0,0,0,10,10,3,10
오상헬스케어,골크_단중,0,0,0,10,10,3,10
오상헬스케어,골크_단장,0,0,0,10,10,3,10
오상헬스케어,골크_중장,0,0,10,0,0,0,10
오상헬스케어,우상향_5,10,0,0,10,10,6,10
오상헬스케어,우상향_20,0,0,10,0,10,0,10
오상헬스케어,우상향_60,0,0,0,20,20,6,20
오상헬스케어,합계,10,10,20,80,90,33,100
오리엔트정공,골크_일단,10,0,0,10,10,6,10
오리엔트정공,골크_일중,0,0,0,10,10,3,10
오리엔트정공,골크_일장,0,0,10,0,10,0,10
오리엔트정공,골크_단중,0,10,0,10,10,6,10
오리엔트정공,골크_단장,0,0,10,0,10,0,10
오리엔트정공,골크_중장,0,0,10,0,10,0,10
오리엔트정공,우상향_5,10,0,0,10,10,6,10
오리엔트정공,우상향_20,0,0,0,10,10,3,10
오리엔트정공,우상향_60,0,0,20,0,20,0,20
오리엔트정공,합계,20,10,50,50,100,26,100
일양약품,골크_일단,0,0,10,0,10,0,10
일양약품,골크_일중,0,0,10,0,0,0,10
일양약품,골크_일장,0,10,10,0,0,3,10
일양약품,골크_단중,0,10,10,0,0,3,10
일양약품,골크_단장,0,10,10,0,0,3,10
일양약품,골크_중장,0,10,10,0,0,3,10
일양약품,우상향_5,0,0,10,0,10,0,10
일양약품,우상향_20,0,0,10,0,10,0,10
일양약품,우상향_60,0,20,20,0,0,6,20
일양약품,합계,0,60,100,0,30,20,100
흥국화재,골크_일단,0,0,10,0,10,0,10
흥국화재,골크_일중,10,0,0,10,10,6,10
흥국화재,골크_일장,0,0,10,0,10,0,10
흥국화재,골크_단중,10,0,0,10,10,6,10
흥국화재,골크_단장,0,0,10,0,10,0,10
흥국화재,골크_중장,0,0,10,0,0,0,10
흥국화재,우상향_5,0,0,10,0,10,0,10
흥국화재,우상향_20,0,0,10,0,10,0,10
흥국화재,우상향_60,0,0,20,0,20,0,20
흥국화재,합계,20,0,80,20,90,13,100
이엔셀,골크_일단,0,10,10,0,10,3,10
이엔셀,골크_일중,0,0,10,0,10,0,10
이엔셀,골크_일장,0,0,10,0,10,0,10
이엔셀,골크_단중,0,0,10,0,10,0,10
이엔셀,골크_단장,0,0,10,0,10,0,10
이엔셀,골크_중장,0,0,10,0,10,0,10
이엔셀,우상향_5,0,0,10,0,10,0,10
이엔셀,우상향_20,0,0,10,0,0,0,10
이엔셀,우상향_60,0,0,20,0,20,0,20
이엔셀,합계,0,10,100,0,90,3,100
한솔아이원스,골크_일단,0,10,10,0,0,3,10
한솔아이원스,골크_일중,0,0,10,0,0,0,10
한솔아이원스,골크_일장,0,0,10,0,0,0,10
한솔아이원스,골크_단중,10,0,10,0,0,3,10
한솔아이원스,골크_단장,0,0,10,0,0,0,10
한솔아이원스,골크_중장,0,0,10,0,0,0,10
한솔아이원스,우상향_5,0,0,10,0,0,0,10
한솔아이원스,우상향_20,0,0,10,0,10,0,10
한솔아이원스,우상향_60,0,0,20,0,0,0,20
한솔아이원스,합계,10,10,100,0,10,6,100
한솔제지,골크_일단,0,0,10,0,10,0,10
한솔제지,골크_일중,0,0,10,0,10,0,10
한솔제지,골크_일장,0,0,10,0,10,0,10
한솔제지,골크_단중,0,0,10,0,10,0,10
한솔제지,골크_단장,0,0,10,0,10,0,10
한솔제지,골크_중장,0,0,10,0,10,0,10
한솔제지,우상향_5,0,0,10,0,10,0,10
한솔제지,우상향_20,0,0,10,0,10,0,10
한솔제지,우상향_60,0,0,20,0,20,0,20
한솔제지,합계,0,0,100,0,100,0,100
엑세스바이오,골크_일단,10,10,0,10,10,10,10
엑세스바이오,골크_일중,0,0,10,0,10,0,10
엑세스바이오,골크_일장,0,0,10,0,10,0,10
엑세스바이오,골크_단중,0,0,10,0,10,0,10
엑세스바이오,골크_단장,0,0,10,0,10,0,10
엑세스바이오,골크_중장,0,0,10,0,0,0,10
엑세스바이오,우상향_5,0,10,0,10,10,6,10
엑세스바이오,우상향_20,0,0,10,0,10,0,10
엑세스바이오,우상향_60,0,0,20,0,0,0,20
엑세스바이오,합계,10,20,80,20,70,16,100
뉴파워프라즈마,골크_일단,0,10,10,0,10,3,10
뉴파워프라즈마,골크_일중,10,10,0,10,10,10,10
뉴파워프라즈마,골크_일장,0,0,10,0,10,0,10
뉴파워프라즈마,골크_단중,10,10,0,10,10,10,10
뉴파워프라즈마,골크_단장,0,0,10,0,10,0,10
뉴파워프라즈마,골크_중장,0,0,10,0,10,0,10
뉴파워프라즈마,우상향_5,10,10,0,10,10,10,10
뉴파워프라즈마,우상향_20,10,10,0,10,10,10,10
뉴파워프라즈마,우상향_60,0,0,20,0,20,0,20
뉴파워프라즈마,합계,40,50,60,40,100,43,100
케이프,골크_일단,0,0,10,0,10,0,10
케이프,골크_일중,0,10,10,0,10,3,10
케이프,골크_일장,0,10,10,0,10,3,10
케이프,골크_단중,0,10,10,0,10,3,10
케이프,골크_단장,0,10,10,0,0,3,10
케이프,골크_중장,0,10,10,0,0,3,10
케이프,우상향_5,0,0,10,0,10,0,10
케이프,우상향_20,0,10,10,0,10,3,10
케이프,우상향_60,0,0,20,0,0,0,20
케이프,합계,0,60,100,0,60,20,100
에스와이스틸텍,골크_일단,0,0,10,0,0,0,10
에스와이스틸텍,골크_일중,10,10,10,0,0,6,10
에스와이스틸텍,골크_일장,10,0,10,0,0,3,10
에스와이스틸텍,골크_단중,10,10,10,0,0,6,10
에스와이스틸텍,골크_단장,10,0,10,0,0,3,10
에스와이스틸텍,골크_중장,10,0,10,0,0,3,10
에스와이스틸텍,우상향_5,0,10,10,0,10,3,10
에스와이스틸텍,우상향_20,10,10,10,0,0,6,10
에스와이스틸텍,우상향_60,20,0,20,0,0,6,20
에스와이스틸텍,합계,80,40,100,0,10,40,100
다날,골크_일단,10,0,0,10,0,6,10
다날,골크_일중,0,0,10,0,0,0,10
다날,골크_일장,0,0,10,0,0,0,10
다날,골크_단중,0,0,10,0,0,0,10
다날,골크_단장,0,10,10,0,0,3,10
다날,골크_중장,0,10,10,0,0,3,10
다날,우상향_5,0,0,10,0,0,0,10
다날,우상향_20,0,0,10,0,0,0,10
다날,우상향_60,20,20,20,0,0,13,20
다날,합계,30,40,90,10,0,26,100
제이에스코퍼레이션,골크_일단,0,10,10,0,10,3,10
제이에스코퍼레이션,골크_일중,0,0,10,0,0,0,10
제이에스코퍼레이션,골크_일장,10,0,10,0,0,3,10
제이에스코퍼레이션,골크_단중,10,0,10,0,0,3,10
제이에스코퍼레이션,골크_단장,10,0,10,0,0,3,10
제이에스코퍼레이션,골크_중장,10,0,10,0,0,3,10
제이에스코퍼레이션,우상향_5,0,0,10,0,10,0,10
제이에스코퍼레이션,우상향_20,0,10,10,0,0,3,10
제이에스코퍼레이션,우상향_60,20,0,20,0,0,6,20
제이에스코퍼레이션,합계,60,20,100,0,20,26,100
HLB바이오스텝,골크_일단,0,10,10,0,10,3,10
HLB바이오스텝,골크_일중,0,0,10,0,0,0,10
HLB바이오스텝,골크_일장,0,0,10,0,0,0,10
HLB바이오스텝,골크_단중,0,0,10,0,0,0,10
HLB바이오스텝,골크_단장,0,0,10,0,0,0,10
HLB바이오스텝,골크_중장,10,0,0,10,0,6,10
HLB바이오스텝,우상향_5,10,10,0,10,10,10,10
HLB바이오스텝,우상향_20,0,0,10,0,0,0,10
HLB바이오스텝,우상향_60,0,0,20,0,0,0,20
HLB바이오스텝,합계,20,20,80,20,20,20,100
넥써쓰,골크_일단,10,0,0,10,0,6,10
넥써쓰,골크_일중,10,0,10,0,10,3,10
넥써쓰,골크_일장,10,0,10,0,0,3,10
넥써쓰,골크_단중,0,0,10,0,10,0,10
넥써쓰,골크_단장,0,0,10,0,0,0,10
넥써쓰,골크_중장,10,0,10,0,0,3,10
넥써쓰,우상향_5,10,10,0,10,0,10,10
넥써쓰,우상향_20,10,0,10,0,0,3,10
넥써쓰,우상향_60,20,0,20,0,0,6,20
넥써쓰,합계,80,10,80,20,20,36,100
유니셈,골크_일단,10,10,0,10,0,10,10
유니셈,골크_일중,0,10,0,10,10,6,10
유니셈,골크_일장,10,10,0,10,0,10,10
유니셈,골크_단중,0,10,0,10,10,6,10
유니셈,골크_단장,10,0,0,10,0,6,10
유니셈,골크_중장,10,0,0,10,0,6,10
유니셈,우상향_5,10,10,0,10,0,10,10
유니셈,우상향_20,10,10,0,10,10,10,10
유니셈,우상향_60,20,0,0,20,0,13,20
유니셈,합계,80,60,0,100,30,80,100
KSS해운,골크_일단,0,0,10,0,0,0,10
KSS해운,골크_일중,0,0,10,0,10,0,10
KSS해운,골크_일장,0,10,10,0,10,3,10
KSS해운,골크_단중,0,0,10,0,10,0,10
KSS해운,골크_단장,0,10,10,0,10,3,10
KSS해운,골크_중장,0,10,0,10,10,6,10
KSS해운,우상향_5,0,0,10,0,10,0,10
KSS해운,우상향_20,0,10,10,0,10,3,10
KSS해운,우상향_60,0,20,20,0,0,6,20
KSS해운,합계,0,60,90,10,70,23,100
HB솔루션,골크_일단,10,10,0,10,0,10,10
HB솔루션,골크_일중,0,10,10,0,10,3,10
HB솔루션,골크_일장,0,10,10,0,10,3,10
HB솔루션,골크_단중,0,10,10,0,10,3,10
HB솔루션,골크_단장,0,0,10,0,10,0,10
HB솔루션,골크_중장,10,0,0,10,10,6,10
HB솔루션,우상향_5,10,10,0,10,0,10,10
HB솔루션,우상향_20,0,10,10,0,10,3,10
HB솔루션,우상향_60,20,0,0,20,0,13,20
HB솔루션,합계,50,60,50,50,60,53,100
사람인,골크_일단,0,10,0,10,0,6,10
사람인,골크_일중,0,10,0,10,0,6,10
사람인,골크_일장,0,10,0,10,0,6,10
사람인,골크_단중,0,10,0,10,0,6,10
사람인,골크_단장,0,10,0,10,0,6,10
사람인,골크_중장,0,10,0,10,0,6,10
사람인,우상향_5,0,10,0,10,0,6,10
사람인,우상향_20,0,10,0,10,10,6,10
사람인,우상향_60,0,20,0,20,0,13,20
사람인,합계,0,100,0,100,10,66,100
제이엘케이,골크_일단,10,0,0,10,0,6,10
제이엘케이,골크_일중,0,10,10,0,0,3,10
제이엘케이,골크_일장,0,10,0,10,0,6,10
제이엘케이,골크_단중,0,10,10,0,10,3,10
제이엘케이,골크_단장,0,10,0,10,0,6,10
제이엘케이,골크_중장,0,10,0,10,0,6,10
제이엘케이,우상향_5,10,0,10,0,0,3,10
제이엘케이,우상향_20,10,10,0,10,10,10,10
제이엘케이,우상향_60,0,0,20,0,0,0,20
제이엘케이,합계,30,60,50,50,20,46,100
에브리봇,골크_일단,10,0,0,10,10,6,10
에브리봇,골크_일중,10,10,0,10,0,10,10
에브리봇,골크_일장,10,10,0,10,0,10,10
에브리봇,골크_단중,0,10,10,0,0,3,10
에브리봇,골크_단장,0,10,0,10,0,6,10
에브리봇,골크_중장,10,10,0,10,10,10,10
에브리봇,우상향_5,10,10,0,10,10,10,10
에브리봇,우상향_20,0,10,10,0,0,3,10
에브리봇,우상향_60,20,20,0,20,20,20,20
에브리봇,합계,70,90,20,80,50,80,100
일성아이에스,골크_일단,10,0,10,0,0,3,10
일성아이에스,골크_일중,10,0,0,10,0,6,10
일성아이에스,골크_일장,0,0,10,0,10,0,10
일성아이에스,골크_단중,10,0,0,10,10,6,10
일성아이에스,골크_단장,0,0,10,0,10,0,10
일성아이에스,골크_중장,0,0,10,0,10,0,10
일성아이에스,우상향_5,10,0,10,0,0,3,10
일성아이에스,우상향_20,10,0,0,10,10,6,10
일성아이에스,우상향_60,0,0,20,0,20,0,20
일성아이에스,합계,50,0,70,30,70,26,100
가비아,골크_일단,0,10,0,10,10,6,10
가비아,골크_일중,0,10,0,10,0,6,10
가비아,골크_일장,10,10,0,10,0,10,10
가비아,골크_단중,0,10,0,10,0,6,10
가비아,골크_단장,10,10,0,10,0,10,10
가비아,골크_중장,10,10,0,10,0,10,10
가비아,우상향_5,0,10,0,10,10,6,10
가비아,우상향_20,10,10,0,10,0,10,10
가비아,우상향_60,20,20,0,20,0,20,20
가비아,합계,60,100,0,100,20,86,100
동국씨엠,골크_일단,0,0,10,0,10,0,10
동국씨엠,골크_일중,0,0,0,10,10,3,10
동국씨엠,골크_일장,0,0,0,10,10,3,10
동국씨엠,골크_단중,0,0,0,10,10,3,10
동국씨엠,골크_단장,0,0,0,10,10,3,10
동국씨엠,골크_중장,10,0,0,10,10,6,10
동국씨엠,우상향_5,0,0,0,10,10,3,10
동국씨엠,우상향_20,0,0,0,10,10,3,10
동국씨엠,우상향_60,0,0,0,20,20,6,20
동국씨엠,합계,10,0,10,90,100,33,100
하이트진로홀딩스,골크_일단,0,10,0,10,10,6,10
하이트진로홀딩스,골크_일중,0,10,0,10,10,6,10
하이트진로홀딩스,골크_일장,0,10,0,10,10,6,10
하이트진로홀딩스,골크_단중,0,10,10,0,10,3,10
하이트진로홀딩스,골크_단장,0,10,10,0,10,3,10
하이트진로홀딩스,골크_중장,0,10,0,10,10,6,10
하이트진로홀딩스,우상향_5,0,0,0,10,10,3,10
하이트진로홀딩스,우상향_20,0,0,10,0,10,0,10
하이트진로홀딩스,우상향_60,0,0,0,20,20,6,20
하이트진로홀딩스,합계,0,60,30,70,100,43,100
에스피소프트,골크_일단,0,0,0,10,10,3,10
에스피소프트,골크_일중,10,0,0,10,10,6,10
에스피소프트,골크_일장,10,0,10,0,10,3,10
에스피소프트,골크_단중,10,0,0,10,10,6,10
에스피소프트,골크_단장,10,0,10,0,0,3,10
에스피소프트,골크_중장,0,0,10,0,0,0,10
에스피소프트,우상향_5,10,10,0,10,10,10,10
에스피소프트,우상향_20,10,0,0,10,10,6,10
에스피소프트,우상향_60,20,0,20,0,0,6,20
에스피소프트,합계,80,10,50,50,60,46,100
압타바이오,골크_일단,0,10,10,0,0,3,10
압타바이오,골크_일중,0,0,10,0,10,0,10
압타바이오,골크_일장,10,0,10,0,10,3,10
압타바이오,골크_단중,0,0,10,0,10,0,10
압타바이오,골크_단장,10,0,0,10,10,6,10
압타바이오,골크_중장,10,0,0,10,10,6,10
압타바이오,우상향_5,0,10,10,0,10,3,10
압타바이오,우상향_20,0,0,10,0,10,0,10
압타바이오,우상향_60,20,0,0,20,20,13,20
압타바이오,합계,50,20,60,40,90,36,100
조일알미늄,골크_일단,0,0,0,10,10,3,10
조일알미늄,골크_일중,10,0,0,10,10,6,10
조일알미늄,골크_일장,10,0,0,10,10,6,10
조일알미늄,골크_단중,10,0,0,10,10,6,10
조일알미늄,골크_단장,10,0,0,10,10,6,10
조일알미늄,골크_중장,10,0,0,10,10,6,10
조일알미늄,우상향_5,0,0,0,10,10,3,10
조일알미늄,우상향_20,10,0,0,10,10,6,10
조일알미늄,우상향_60,20,0,0,20,20,13,20
조일알미늄,합계,80,0,0,100,100,60,100
대화제약,골크_일단,0,0,10,0,10,0,10
대화제약,골크_일중,10,10,0,10,10,10,10
대화제약,골크_일장,10,0,0,10,10,6,10
대화제약,골크_단중,10,10,0,10,10,10,10
대화제약,골크_단장,10,0,0,10,10,6,10
대화제약,골크_중장,10,0,10,0,10,3,10
대화제약,우상향_5,10,0,0,10,10,6,10
대화제약,우상향_20,10,10,0,10,10,10,10
대화제약,우상향_60,20,0,0,20,20,13,20
대화제약,합계,90,30,20,80,100,66,100
슈프리마,골크_일단,0,10,10,0,10,3,10
슈프리마,골크_일중,0,0,10,0,10,0,10
슈프리마,골크_일장,10,0,0,10,10,6,10
슈프리마,골크_단중,0,0,10,0,10,0,10
슈프리마,골크_단장,10,0,0,10,10,6,10
슈프리마,골크_중장,10,0,0,10,10,6,10
슈프리마,우상향_5,0,10,10,0,10,3,10
슈프리마,우상향_20,0,0,10,0,10,0,10
슈프리마,우상향_60,20,0,20,0,20,6,20
슈프리마,합계,50,20,70,30,100,33,100
나무가,골크_일단,10,0,10,0,10,3,10
나무가,골크_일중,0,0,10,0,10,0,10
나무가,골크_일장,0,10,0,10,10,6,10
나무가,골크_단중,0,0,10,0,0,0,10
나무가,골크_단장,0,10,0,10,10,6,10
