날짜,공시_제목,공시자
2024-08-14,반기보고서 (2024.06),동국산업
2024-08-08,[기재정정]신규시설투자등              ,동국산업
2024-08-01,대표이사변경              ,동국산업
2024-05-16,분기보고서 (2024.03),동국산업
2024-03-26,사외이사의선임ㆍ해임또는중도퇴임에관한신고,동국산업
2024-03-26,정기주주총회결과              ,동국산업
2024-03-18,사업보고서 (2023.12),동국산업
2024-03-18,감사보고서제출              ,동국산업
2024-03-05,매출액또는손익구조30%(대규모법인은15%)이상변동              ,동국산업
2024-03-05,현금ㆍ현물배당결정              ,동국산업
2024-03-05,주주총회소집결의              ,동국산업
2024-03-05,주주총회소집공고,동국산업
2023-12-15,주주명부폐쇄기간또는기준일설정,동국산업
2023-11-14,분기보고서 (2023.09),동국산업
2023-08-14,반기보고서 (2023.06),동국산업
2023-05-15,분기보고서 (2023.03),동국산업
2023-04-12,주식등의대량보유상황보고서(일반),장상건
2023-03-29,사외이사의선임ㆍ해임또는중도퇴임에관한신고,동국산업
2023-03-29,정기주주총회결과,동국산업
2023-03-21,감사보고서제출,동국산업
2023-03-21,사업보고서 (2022.12),동국산업
2023-03-16,주식등의대량보유상황보고서(일반),장상건
2023-03-13,임원ㆍ주요주주특정증권등소유상황보고서,이원휘
2023-03-08,주주총회소집공고,동국산업
2023-03-08,주주총회소집결의,동국산업
2023-03-08,현금ㆍ현물배당결정,동국산업
2023-03-08,매출액또는손익구조30%(대규모법인은15%)이상변동,동국산업
2023-01-02,대표이사변경,동국산업
2022-12-16,주주명부폐쇄기간또는기준일설정,동국산업
2022-11-14,분기보고서 (2022.09),동국산업
2022-08-31,기업설명회(IR)개최,동국산업
2022-08-16,반기보고서 (2022.06),동국산업
2022-05-16,분기보고서 (2022.03),동국산업
2022-03-23,사외이사의선임ㆍ해임또는중도퇴임에관한신고,동국산업
2022-03-23,정기주주총회결과,동국산업
2022-03-15,사업보고서 (2021.12),동국산업
2022-03-15,감사보고서제출,동국산업
2022-03-10,[기재정정]의결권대리행사권유참고서류,동국산업
2022-03-10,[기재정정]주주총회소집공고,동국산업
2022-03-07,주주총회소집결의,동국산업
2022-03-07,매출액또는손익구조30%(대규모법인은15%)이상변동,동국산업
2022-03-07,현금ㆍ현물배당결정,동국산업
2021-12-16,주주명부폐쇄기간또는기준일설정,동국산업
2021-11-15,분기보고서 (2021.09),동국산업
2021-08-13,반기보고서 (2021.06),동국산업
2021-05-14,분기보고서 (2021.03),동국산업
2021-03-29,사외이사의선임ㆍ해임또는중도퇴임에관한신고,동국산업
2021-03-29,대표이사변경,동국산업
2021-03-29,정기주주총회결과,동국산업
2021-03-19,[첨부추가]사업보고서 (2020.12),동국산업
2021-03-19,감사보고서제출,동국산업
2021-03-10,현금ㆍ현물배당결정,동국산업
2021-03-10,매출액또는손익구조30%(대규모법인은15%)이상변동,동국산업
2021-03-10,주주총회소집결의,동국산업
2021-03-10,주주총회소집공고,동국산업
2020-12-16,주주명부폐쇄기간또는기준일설정,동국산업
2020-11-16,분기보고서 (2020.09),동국산업
2020-08-14,반기보고서 (2020.06),동국산업
2020-07-31,대표이사변경,동국산업
2020-05-15,분기보고서 (2020.03),동국산업
2020-03-27,사업보고서 (2019.12),동국산업
2020-03-24,정기주주총회결과,동국산업
2020-03-24,사외이사의선임ㆍ해임또는중도퇴임에관한신고,동국산업
2020-03-16,감사보고서제출,동국산업
2020-03-04,주주총회소집공고,동국산업
2020-03-04,주주총회소집결의,동국산업
2020-03-04,매출액또는손익구조30%(대규모법인은15%)이상변동,동국산업
2020-03-04,현금ㆍ현물배당결정,동국산업
2019-12-13,주주명부폐쇄기간또는기준일설정,동국산업
2019-11-21,[기재정정]분기보고서 (2019.09),동국산업
2019-08-14,반기보고서 (2019.06),동국산업
2019-05-15,분기보고서 (2019.03),동국산업
2019-04-01,사업보고서 (2018.12),동국산업
2019-03-22,사외이사의선임ㆍ해임또는중도퇴임에관한신고,동국산업
2019-03-22,사외이사의선임ㆍ해임또는중도퇴임에관한신고,동국산업
2019-03-22,정기주주총회결과,동국산업
2019-03-14,감사보고서제출,동국산업
2019-03-13,[기재정정]주주총회소집공고,동국산업
2019-03-13,[기재정정]매출액또는손익구조30%(대규모법인은15%)이상변동,동국산업
2019-03-06,주주총회집중일개최사유신고,동국산업
2019-03-06,주주총회소집결의,동국산업
2019-03-06,현금ㆍ현물배당결정,동국산업
