날짜,시가,고가,저가,종가,거래량,등락률,BPS,PER,PBR,EPS,DIV,DPS,기관합계_거래량_순매수,기타법인_거래량_순매수,개인_거래량_순매수,외국인합계_거래량_순매수,전체_거래량_순매수,기관합계_거래량_매수,기타법인_거래량_매수,개인_거래량_매수,외국인합계_거래량_매수,전체_거래량_매수,기관합계_거래량_매도,기타법인_거래량_매도,개인_거래량_매도,외국인합계_거래량_매도,전체_거래량_매도,기관합계_거래대금_순매수,기타법인_거래대금_순매수,개인_거래대금_순매수,외국인합계_거래대금_순매수,전체_거래대금_순매수,기관합계_거래대금_매수,기타법인_거래대금_매수,개인_거래대금_매수,외국인합계_거래대금_매수,전체_거래대금_매수,기관합계_거래대금_매도,기타법인_거래대금_매도,개인_거래대금_매도,외국인합계_거래대금_매도,전체_거래대금_매도
2019-01-02,53300,54300,51000,51100,317655,-4.485981308411215,13074,49.61,3.91,1030,0.1,50,-43286,830,43534,-1078,0,66446,1011,131160,119038,317655,109732,181,87626,120116,317655,-2252539000,42448900,2214293400,-4203300,0,3424058900,51862300,6809115500,6251343500,16536380200,5676597900,9413400,4594822100,6255546800,16536380200
2019-01-03,52200,52400,49100,49750,488654,-2.6418786692759295,13074,48.3,3.81,1030,0.1,50,-162692,-626,124826,38492,0,36530,0,245491,206633,488654,199222,626,120665,168141,488654,-8061118200,-31117700,6202147800,1890088100,0,1808538900,0,12250755050,10276365700,24335659650,9869657100,31117700,6048607250,8386277600,24335659650
2019-01-04,49200,49400,46650,49050,698373,-1.407035175879397,13074,47.62,3.75,1030,0.1,50,-23940,-5149,98845,-69756,0,217393,352,293628,187000,698373,241333,5501,194783,256756,698373,-1092369150,-247093550,4692159150,-3352696450,0,10501148650,17112900,14096980400,9018903150,33634145100,11593517800,264206450,9404821250,12371599600,33634145100
2019-01-07,49500,49900,47850,48100,388470,-1.9367991845056065,13074,46.7,3.68,1030,0.1,50,-77888,100,89704,-11916,0,72894,100,201180,114296,388470,150782,0,111476,126212,388470,-3745614450,4895000,4340252500,-599533050,0,3535358900,4895000,9749528850,5528473150,18818255900,7280973350,0,5409276350,6128006200,18818255900
2019-01-08,47900,48450,47400,48100,277356,0.0,13074,46.7,3.68,1030,0.1,50,-44132,-594,15188,29538,0,57603,0,107642,112111,277356,101735,594,92454,82573,277356,-2108144650,-28389600,726616200,1409918050,0,2765271200,0,5153221400,5364856400,13283349000,4873415850,28389600,4426605200,3954938350,13283349000
2019-01-09,47800,48500,46300,47000,717774,-2.2869022869022873,13074,45.63,3.59,1030,0.11,50,-153859,467,90696,62696,0,56847,767,367389,292771,717774,210706,300,276693,230075,717774,-7229599000,21837950,4255256350,2952504700,0,2671036600,35952950,17277158750,13765771950,33749920250,9900635600,14115000,13021902400,10813267250,33749920250
2019-01-10,47300,47350,45400,47100,703322,0.2127659574468085,13074,45.73,3.6,1030,0.11,50,77718,-4820,28175,-101073,0,219575,433,242436,240878,703322,141857,5253,214261,341951,703322,3678741750,-223812300,1268374200,-4723303650,0,10248080650,19939650,11216877800,11163623060,32648521160,6569338900,243751950,9948503600,15886926710,32648521160
2019-01-11,47150,48450,47150,48450,522268,2.8662420382165608,13074,47.04,3.71,1030,0.1,50,-27565,910,-60318,86973,0,91523,1483,166562,262700,522268,119088,573,226880,175727,522268,-1307621700,43250050,-2900176500,4164548150,0,4374519900,70938250,7957851900,12565632450,24968942500,5682141600,27688200,10858028400,8401084300,24968942500
2019-01-14,47800,48350,46600,46800,446410,-3.4055727554179565,13074,45.44,3.58,1030,0.11,50,-152821,-748,77962,75607,0,33169,0,217127,196114,446410,185990,748,139165,120507,446410,-7181986500,-35185200,3669776300,3547395400,0,1555983550,0,10233735500,9220704200,21010423250,8737970050,35185200,6563959200,5673308800,21010423250
2019-01-15,47300,48300,47200,47700,465108,1.9230769230769231,13074,46.31,3.65,1030,0.1,50,-45727,-1915,-74186,121828,0,61352,0,171303,232453,465108,107079,1915,245489,110625,465108,-2174705950,-91738600,-3552865300,5819309850,0,2922628750,0,8173135200,11095525850,22191289800,5097334700,91738600,11726000500,5276216000,22191289800
