날짜,시가,고가,저가,종가,거래량,등락률,BPS,PER,PBR,EPS,DIV,DPS,기관합계_거래량_순매수,기타법인_거래량_순매수,개인_거래량_순매수,외국인합계_거래량_순매수,전체_거래량_순매수,기관합계_거래량_매수,기타법인_거래량_매수,개인_거래량_매수,외국인합계_거래량_매수,전체_거래량_매수,기관합계_거래량_매도,기타법인_거래량_매도,개인_거래량_매도,외국인합계_거래량_매도,전체_거래량_매도,기관합계_거래대금_순매수,기타법인_거래대금_순매수,개인_거래대금_순매수,외국인합계_거래대금_순매수,전체_거래대금_순매수,기관합계_거래대금_매수,기타법인_거래대금_매수,개인_거래대금_매수,외국인합계_거래대금_매수,전체_거래대금_매수,기관합계_거래대금_매도,기타법인_거래대금_매도,개인_거래대금_매도,외국인합계_거래대금_매도,전체_거래대금_매도
2024-07-29,44900,50200,40200,50200,17384643,,5258,28.51,9.55,1761,0.38,189,73610,-69686,-399081,395157,0,909254,72693,15065023,1337673,17384643,835644,142379,15464104,942516,17384643,4661421100,-3022112400,-18240503750,16601195050,0,41126620800,3215664900,675632685500,58466989600,778441960800,36465199700,6237777300,693873189250,41865794550,778441960800
2024-07-30,55200,61300,50900,55500,12895798,10.557768924302788,5258,31.52,10.56,1761,0.34,189,-353413,9750,420122,-76459,0,100139,39027,12482980,273652,12895798,453552,29277,12062858,350111,12895798,-20125508200,554730300,23984349900,-4413572000,0,5502085200,2224914500,706362968300,15342273900,729432241900,25627593400,1670184200,682378618400,19755845900,729432241900
2024-07-31,53300,54800,49600,50300,3205739,-9.36936936936937,5258,28.56,9.57,1761,0.38,189,-1447,-6004,32137,-24686,0,33218,10337,3119706,42478,3205739,34665,16341,3087569,67164,3205739,-66457150,-312352200,1648807350,-1269998000,0,1730610550,540510700,162930569500,2213328300,167415019050,1797067700,852862900,161281762150,3483326300,167415019050
2024-08-01,54300,57900,52100,52100,4381014,3.5785288270377733,5258,29.59,9.91,1761,0.36,189,21951,5534,2401,-29886,0,46495,13418,4202775,118326,4381014,24544,7884,4200374,148212,4381014,1203072800,324065100,184204700,-1711342600,0,2556463600,755877100,232349483600,6520688500,242182512800,1353390800,431812000,232165278900,8232031100,242182512800
2024-08-02,54200,55300,49800,52800,2818038,1.3435700575815739,5258,29.98,10.04,1761,0.36,189,-55476,-2996,201926,-143454,0,15638,5410,2733949,63041,2818038,71114,8406,2532023,206495,2818038,-2859456850,-154868600,10527900250,-7513574800,0,830345300,289018400,144364806950,3304837900,148789008550,3689802150,443887000,133836906700,10818412700,148789008550
2024-08-05,50200,51200,41100,46000,1991528,-12.878787878787879,5258,26.12,8.75,1761,0.41,189,5607,-2526,-86226,83145,0,11891,250,1705451,273936,1991528,6284,2776,1791677,190791,1991528,251667050,-118936400,-3853502800,3720772150,0,556277500,11900000,80644534500,12810093950,94022805950,304610450,130836400,84498037300,9089321800,94022805950
2024-08-06,48200,50200,46100,47850,1607795,4.021739130434782,5258,27.17,9.1,1761,0.39,189,32936,468,-76915,43511,0,35528,604,1408190,163473,1607795,2592,136,1485105,119962,1607795,1591373950,21780400,-3712353300,2099198950,0,1717087550,28473800,68084085650,7936900750,77766547750,125713600,6693400,71796438950,5837701800,77766547750
2024-08-07,46950,51400,46000,49800,2042131,4.075235109717868,5258,28.28,9.47,1761,0.38,189,20031,4778,-98859,74050,0,30750,9469,1760520,241392,2042131,10719,4691,1859379,167342,2042131,982424050,237164200,-4854645800,3635057550,0,1517228500,470084700,86915244500,11897382250,100799939950,534804450,232920500,91769890300,8262324700,100799939950
2024-08-08,47800,48850,45850,46150,969895,-7.329317269076305,5258,26.21,8.78,1761,0.41,189,-40112,-530,111093,-70451,0,10103,1772,904107,53913,969895,50215,2302,793014,124364,969895,-1900304350,-24984150,5242624400,-3317335900,0,479906150,83874500,42768234050,2570971950,45902986650,2380210500,108858650,37525609650,5888307850,45902986650
2024-08-09,47250,48100,45850,45850,951094,-0.6500541711809318,5258,26.04,8.72,1761,0.41,189,17249,498,-91250,73503,0,20706,1853,763711,164824,951094,3457,1355,854961,91321,951094,810441850,24075550,-4263947100,3429429700,0,972022650,86836850,35695942100,7713440100,44468241700,161580800,62761300,39959889200,4284010400,44468241700
