날짜,공시_제목,공시자
2024-09-10,[기재정정]단일판매ㆍ공급계약체결              ,유일에너테크
2024-08-19,전환사채(해외전환사채포함)발행후만기전사채취득              ,유일에너테크
2024-08-14,반기보고서 (2024.06),유일에너테크
2024-08-05,주식등의대량보유상황보고서(약식),티그리스투자조합48호
2024-07-19,[기재정정]사업보고서 (2023.12),유일에너테크
2024-07-19,단일판매ㆍ공급계약체결              ,유일에너테크
2024-06-07,단일판매ㆍ공급계약체결              ,유일에너테크
2024-05-31,[기재정정]단일판매ㆍ공급계약체결              ,유일에너테크
2024-05-24,주식등의대량보유상황보고서(약식),제이드자산운용
2024-05-22,주식등의대량보유상황보고서(약식),티그리스투자조합48호
2024-05-22,주식등의대량보유상황보고서(약식),지브이에이자산운용
2024-05-20,전환사채(해외전환사채포함)발행후만기전사채취득              (제1회차),유일에너테크
2024-05-20,전환가액의조정              (제1회차),유일에너테크
2024-05-17,증권발행결과(자율공시)              (제2회차 CB),유일에너테크
2024-05-16,분기보고서 (2024.03),유일에너테크
2024-05-16,주요사항보고서(전환사채권발행결정),유일에너테크
2024-05-13,주식등의대량보유상황보고서(약식),티그리스투자조합48호
2024-05-10,임원ㆍ주요주주특정증권등소유상황보고서,전호춘
2024-05-10,주식등의대량보유상황보고서(일반),정연길
2024-05-10,임원ㆍ주요주주특정증권등소유상황보고서,정연길
2024-05-10,임원ㆍ주요주주특정증권등소유상황보고서,이강윤
2024-05-10,임원ㆍ주요주주특정증권등소유상황보고서,이강수
2024-05-10,임원ㆍ주요주주특정증권등소유상황보고서,조희준
2024-05-10,임원ㆍ주요주주특정증권등소유상황보고서,김병렬
2024-04-29,[기재정정]단일판매ㆍ공급계약체결              ,유일에너테크
2024-04-15,권리락              (무상증자),코스닥시장본부
2024-04-01,[기재정정]주요사항보고서(무상증자결정),유일에너테크
2024-04-01,주주명부폐쇄기간또는기준일설정              ,유일에너테크
2024-04-01,주권매매거래정지              (무상증자),코스닥시장본부
2024-03-28,정기주주총회결과              ,유일에너테크
2024-03-22,감사보고서제출              ,유일에너테크
2024-03-22,[기재정정]매출액또는손익구조30%(대규모법인은15%)이상변동              ,유일에너테크
2024-03-22,주식등의대량보유상황보고서(약식),티그리스투자조합48호
2024-03-20,기타경영사항(자율공시)              (감사보고서 제출지연),유일에너테크
2024-03-13,주주총회소집공고,유일에너테크
2024-02-23,주주총회소집결의              ,유일에너테크
2023-12-19,단일판매ㆍ공급계약체결,유일에너테크
2023-12-14,주주명부폐쇄기간또는기준일설정,유일에너테크
2023-11-14,분기보고서 (2023.09),유일에너테크
2023-11-14,단일판매ㆍ공급계약체결,유일에너테크
2023-11-07,단일판매ㆍ공급계약체결,유일에너테크
2023-10-27,[기재정정]주식매수선택권부여에관한신고,유일에너테크
2023-10-25,임원ㆍ주요주주특정증권등소유상황보고서,양재오
2023-09-27,[기재정정]단일판매ㆍ공급계약체결,유일에너테크
2023-08-18,전환가액의조정(제1회차),유일에너테크
2023-08-14,반기보고서 (2023.06),유일에너테크
2023-07-27,본점소재지변경,유일에너테크
2023-07-27,임시주주총회결과,유일에너테크
2023-07-27,[기재정정]사업보고서 (2022.12),유일에너테크
2023-07-25,단일판매ㆍ공급계약체결,유일에너테크
2023-07-12,주주총회소집공고,유일에너테크
2023-06-29,[기재정정]단일판매ㆍ공급계약체결,유일에너테크
2023-06-12,주주총회소집결의,유일에너테크
2023-06-12,주주명부폐쇄기간또는기준일설정,유일에너테크
2023-05-18,전환가액의조정(제1회차),유일에너테크
2023-05-17,주식등의대량보유상황보고서(약식),티그리스투자조합48호
2023-05-17,전환청구권행사(제1회차),유일에너테크
2023-05-15,분기보고서 (2023.03),유일에너테크
2023-05-11,주식등의대량보유상황보고서(약식),티그리스투자조합48호
2023-04-24,주식등의대량보유상황보고서(일반),정연길
2023-04-19,전환청구권행사(제1회차),유일에너테크
2023-03-31,[기재정정]신규시설투자등,유일에너테크
2023-03-29,사외이사의선임ㆍ해임또는중도퇴임에관한신고,유일에너테크
2023-03-29,정기주주총회결과,유일에너테크
