날짜,공시_제목,공시자
2024-09-30,주식등의대량보유상황보고서(일반),김중건
2024-09-24,주식등의대량보유상황보고서(일반),김중건
2024-09-13,주식등의대량보유상황보고서(일반),김중건
2024-09-10,주식등의대량보유상황보고서(일반),김중건
2024-09-04,주식등의대량보유상황보고서(일반),김중건
2024-08-30,주식등의대량보유상황보고서(일반),김중건
2024-08-27,주식등의대량보유상황보고서(일반),김중건
2024-08-21,[기재정정]주식등의대량보유상황보고서(일반),김중건
2024-08-14,반기보고서 (2024.06),부국증권
2024-08-13,주식등의대량보유상황보고서(일반),김중건
2024-08-08,주식등의대량보유상황보고서(일반),김중건
2024-08-05,주식등의대량보유상황보고서(일반),김중건
2024-07-24,주식등의대량보유상황보고서(일반),김중건
2024-06-25,주식등의대량보유상황보고서(일반),김중건
2024-05-31,기업지배구조보고서공시              ,부국증권
2024-05-16,분기보고서 (2024.03),부국증권
2024-04-29,주식등의대량보유상황보고서(일반),김중건
2024-04-23,[기재정정]사업보고서 (2023.12),부국증권
2024-04-18,주식등의대량보유상황보고서(일반),김중건
2024-04-17,주식등의대량보유상황보고서(일반),김중건
2024-03-22,정기주주총회결과              ,부국증권
2024-03-22,사외이사의선임ㆍ해임또는중도퇴임에관한신고,부국증권
2024-03-14,감사보고서제출              ,부국증권
2024-03-07,[기재정정]주주총회소집공고,부국증권
2024-03-07,주주총회집중일개최사유신고              ,부국증권
2024-03-07,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,부국증권
2024-03-07,현금ㆍ현물배당결정              ,부국증권
2024-03-07,주주총회소집결의              ,부국증권
2024-02-07,매출액또는손익구조30%(대규모법인은15%)이상변경              ,부국증권
2023-12-19,기타경영사항(자율공시)(배당기준일 변경 안내),부국증권
2023-11-13,분기보고서 (2023.09),부국증권
2023-08-28,[기재정정]반기보고서 (2023.06),부국증권
2023-07-06,주식등의대량보유상황보고서(일반),김중건
2023-05-31,기업지배구조보고서공시,부국증권
2023-05-15,분기보고서 (2023.03),부국증권
2023-04-27,[기재정정]타법인주식및출자증권취득결정,부국증권
2023-04-07,주식등의대량보유상황보고서(일반),김중건
2023-03-28,[기재정정]사업보고서 (2022.12),부국증권
2023-03-24,사외이사의선임ㆍ해임또는중도퇴임에관한신고,부국증권
2023-03-24,정기주주총회결과,부국증권
2023-03-16,감사보고서제출,부국증권
2023-03-06,주주총회집중일개최사유신고,부국증권
2023-03-06,주주총회소집공고,부국증권
2023-03-02,주주총회소집결의,부국증권
2023-03-02,현금ㆍ현물배당결정,부국증권
2023-02-03,매출액또는손익구조30%(대규모법인은15%)이상변경,부국증권
2023-01-09,주식등의대량보유상황보고서(일반),김중건
2022-11-14,분기보고서 (2022.09),부국증권
2022-10-18,주식등의대량보유상황보고서(일반),김중건
2022-09-14,주식등의대량보유상황보고서(일반),김중건
2022-08-16,반기보고서 (2022.06),부국증권
2022-07-19,주식등의대량보유상황보고서(일반),김중건
2022-07-05,주식등의대량보유상황보고서(일반),김중건
2022-05-31,기업지배구조보고서공시,부국증권
2022-05-16,분기보고서 (2022.03),부국증권
2022-04-08,주식등의대량보유상황보고서(일반),김중건
2022-03-25,사외이사의선임ㆍ해임또는중도퇴임에관한신고,부국증권
2022-03-25,정기주주총회결과,부국증권
2022-03-17,사업보고서 (2021.12),부국증권
2022-03-17,감사보고서제출,부국증권
2022-03-08,주주총회집중일개최사유신고,부국증권
2022-03-08,주주총회소집공고,부국증권
2022-03-07,현금ㆍ현물배당결정,부국증권
2022-03-07,주주총회소집결의,부국증권
2022-01-28,매출액또는손익구조30%(대규모법인은15%)이상변경,부국증권
2021-11-15,분기보고서 (2021.09),부국증권
2021-08-18,주식등의대량보유상황보고서(일반),김중건
2021-08-17,[기재정정]반기보고서 (2021.06),부국증권
2021-08-13,주식등의대량보유상황보고서(일반),김중건
2021-07-08,주식등의대량보유상황보고서(일반),김중건
2021-05-17,분기보고서 (2021.03),부국증권
2021-03-26,사외이사의선임ㆍ해임또는중도퇴임에관한신고,부국증권
2021-03-26,정기주주총회결과,부국증권
2021-03-24,[기재정정]주주총회소집결의,부국증권
2021-03-18,감사보고서제출,부국증권
2021-03-18,사업보고서 (2020.12),부국증권
2021-03-11,주주총회집중일개최사유신고,부국증권
2021-03-11,주주총회소집공고,부국증권
2021-03-05,현금ㆍ현물배당결정,부국증권
2021-01-29,매출액또는손익구조30%(대규모법인은15%)이상변경,부국증권
2020-11-16,분기보고서 (2020.09),부국증권
2020-10-30,주식등의대량보유상황보고서(일반),김중건
2020-10-30,최대주주등소유주식변동신고서,부국증권
2020-08-14,반기보고서 (2020.06),부국증권
2020-07-09,주식등의대량보유상황보고서(일반),김중건
2020-07-09,최대주주등소유주식변동신고서,부국증권
2020-06-05,주식등의대량보유상황보고서(일반),김중건
2020-06-05,최대주주등소유주식변동신고서,부국증권
2020-05-15,분기보고서 (2020.03),부국증권
2020-03-30,사업보고서 (2019.12),부국증권
2020-03-20,사외이사의선임ㆍ해임또는중도퇴임에관한신고,부국증권
2020-03-20,사외이사의선임ㆍ해임또는중도퇴임에관한신고,부국증권
2020-03-20,정기주주총회결과,부국증권
2020-03-11,감사보고서제출,부국증권
2020-03-03,주주총회소집공고,부국증권
2020-03-03,주주총회집중일개최사유신고,부국증권
2020-02-26,주주총회소집결의,부국증권
2020-02-26,현금ㆍ현물배당결정,부국증권
2020-02-07,주식등의대량보유상황보고서(일반),김중건
2020-02-07,최대주주등소유주식변동신고서,부국증권
2019-11-14,분기보고서 (2019.09),부국증권
2019-10-31,주식등의대량보유상황보고서(일반),김중건
2019-10-25,주식등의대량보유상황보고서(일반),김중건
2019-10-25,최대주주등소유주식변동신고서,부국증권
2019-09-26,주식등의대량보유상황보고서(일반),김중건
2019-08-14,반기보고서 (2019.06),부국증권
2019-05-15,분기보고서 (2019.03),부국증권
2019-04-01,사업보고서 (2018.12),부국증권
2019-03-28,최대주주등소유주식변동신고서,부국증권
2019-03-22,사외이사의선임ㆍ해임또는중도퇴임에관한신고,부국증권
2019-03-22,사외이사의선임ㆍ해임또는중도퇴임에관한신고,부국증권
2019-03-22,정기주주총회결과,부국증권
2019-03-22,사외이사의선임ㆍ해임또는중도퇴임에관한신고,부국증권
2019-03-22,대표이사(대표집행임원)변경(안내공시),부국증권
2019-03-22,최대주주등소유주식변동신고서,부국증권
2019-03-22,주식등의대량보유상황보고서(일반),김중건
2019-03-14,감사보고서제출,부국증권
2019-03-05,주주총회소집공고,부국증권
2019-03-05,주주총회집중일개최사유신고,부국증권
2019-02-27,현금ㆍ현물배당결정,부국증권
2019-02-27,주주총회소집결의,부국증권
2019-02-15,주식등의대량보유상황보고서(일반),김중건
2019-01-30,단기차입금증가결정,부국증권
2019-01-25,주식등의대량보유상황보고서(일반),김중건
2019-01-25,최대주주등소유주식변동신고서,부국증권
2019-01-14,주식등의대량보유상황보고서(일반),김중건
2019-01-14,최대주주등소유주식변동신고서,부국증권
