날짜,공시_제목,공시자
2024-05-10,[기재정정]분기보고서 (2024.03),아이패밀리에스씨
2024-05-03,임원ㆍ주요주주특정증권등소유상황보고서,김춘수
2024-05-03,임원ㆍ주요주주특정증권등소유상황보고서,윤현철
2024-05-03,임원ㆍ주요주주특정증권등소유상황보고서,박현준
2024-03-29,사외이사의선임ㆍ해임또는중도퇴임에관한신고,아이패밀리에스씨
2024-03-29,정기주주총회결과              ,아이패밀리에스씨
2024-03-21,사업보고서 (2023.12),아이패밀리에스씨
2024-03-21,감사보고서제출              ,아이패밀리에스씨
2024-03-14,주주총회소집공고,아이패밀리에스씨
2024-03-06,임원ㆍ주요주주특정증권등소유상황보고서,윤현철
2024-03-06,임원ㆍ주요주주특정증권등소유상황보고서,김성현
2024-03-06,임원ㆍ주요주주특정증권등소유상황보고서,김태욱
2024-03-06,임원ㆍ주요주주특정증권등소유상황보고서,김춘수
2024-03-06,임원ㆍ주요주주특정증권등소유상황보고서,박현준
2024-02-27,권리락              (무상증자),코스닥시장본부
2024-02-14,주주총회집중일개최사유신고              ,아이패밀리에스씨
2024-02-14,주주총회소집결의              ,아이패밀리에스씨
2024-02-14,현금ㆍ현물배당결정              ,아이패밀리에스씨
2024-02-14,매출액또는손익구조30%(대규모법인은15%)이상변동              ,아이패밀리에스씨
2024-02-14,주요사항보고서(무상증자결정),아이패밀리에스씨
2024-02-14,주권매매거래정지              (무상증자),코스닥시장본부
2023-12-14,주주명부폐쇄기간또는기준일설정,아이패밀리에스씨
2023-11-29,기업설명회(IR)개최,아이패밀리에스씨
2023-11-20,임원ㆍ주요주주특정증권등소유상황보고서,김태욱
2023-11-13,분기보고서 (2023.09),아이패밀리에스씨
2023-08-14,반기보고서 (2023.06),아이패밀리에스씨
2023-07-17,임원ㆍ주요주주특정증권등소유상황보고서,김태욱
2023-05-15,분기보고서 (2023.03),아이패밀리에스씨
2023-05-04,임원ㆍ주요주주특정증권등소유상황보고서,김춘수
2023-05-04,임원ㆍ주요주주특정증권등소유상황보고서,박현준
2023-05-04,임원ㆍ주요주주특정증권등소유상황보고서,윤현철
2023-05-04,주식등의대량보유상황보고서(일반),김태욱
2023-05-02,주식등의대량보유상황보고서(약식),한국투자밸류자산운용
2023-04-25,임원ㆍ주요주주특정증권등소유상황보고서,박현준
2023-04-19,주식매수선택권행사,아이패밀리에스씨
2023-04-19,사외이사의선임ㆍ해임또는중도퇴임에관한신고,아이패밀리에스씨
2023-04-04,주식등의대량보유상황보고서(약식),한국투자밸류자산운용
2023-03-31,사외이사의선임ㆍ해임또는중도퇴임에관한신고,아이패밀리에스씨
2023-03-31,정기주주총회결과,아이패밀리에스씨
2023-03-23,사업보고서 (2022.12),아이패밀리에스씨
2023-03-23,감사보고서제출,아이패밀리에스씨
2023-03-14,주주총회소집공고,아이패밀리에스씨
2023-03-13,의결권대리행사권유참고서류,아이패밀리에스씨
2023-02-22,영업실적등에대한전망(공정공시),아이패밀리에스씨
2023-02-17,[기재정정]주주총회소집결의,아이패밀리에스씨
2023-02-16,[기재정정]주주총회집중일개최사유신고,아이패밀리에스씨
2023-02-16,현금ㆍ현물배당결정,아이패밀리에스씨
2023-02-16,매출액또는손익구조30%(대규모법인은15%)이상변동,아이패밀리에스씨
2023-02-14,주식등의대량보유상황보고서(약식),한국투자밸류자산운용
2022-12-13,주주명부폐쇄기간또는기준일설정,아이패밀리에스씨
2022-11-28,기업설명회(IR)개최,아이패밀리에스씨
2022-11-14,분기보고서 (2022.09),아이패밀리에스씨
2022-10-07,임원ㆍ주요주주특정증권등소유상황보고서,박현준
2022-10-07,임원ㆍ주요주주특정증권등소유상황보고서,윤현철
2022-08-18,기업설명회(IR)개최,아이패밀리에스씨
2022-08-16,반기보고서 (2022.06),아이패밀리에스씨
2022-07-13,임원ㆍ주요주주특정증권등소유상황보고서,황중식
2022-07-07,임원ㆍ주요주주특정증권등소유상황보고서,김성현
2022-07-07,임원ㆍ주요주주특정증권등소유상황보고서,김태욱
2022-06-09,임원ㆍ주요주주특정증권등소유상황보고서,박현준
2022-06-09,임원ㆍ주요주주특정증권등소유상황보고서,김춘수
2022-06-09,임원ㆍ주요주주특정증권등소유상황보고서,황중식
2022-06-09,임원ㆍ주요주주특정증권등소유상황보고서,윤현철
2022-06-09,임원ㆍ주요주주특정증권등소유상황보고서,김성현
2022-06-09,임원ㆍ주요주주특정증권등소유상황보고서,김태욱
2022-06-09,주식등의대량보유상황보고서(일반),김태욱
2022-06-02,권리락(무상증자),코스닥시장본부
2022-05-31,기업설명회(IR)개최,아이패밀리에스씨
2022-05-23,본점소재지변경,아이패밀리에스씨
2022-05-23,주권매매거래정지(무상증자),코스닥시장본부
2022-05-23,주요사항보고서(무상증자결정),아이패밀리에스씨
2022-05-13,분기보고서 (2022.03),아이패밀리에스씨
2022-05-10,주식등의대량보유상황보고서(약식),타이거자산운용투자일임
2022-04-20,주식등의대량보유상황보고서(일반),김태욱
2022-04-20,임원ㆍ주요주주특정증권등소유상황보고서,박현준
2022-04-20,임원ㆍ주요주주특정증권등소유상황보고서,윤현철
2022-04-20,임원ㆍ주요주주특정증권등소유상황보고서,김춘수
2022-04-13,주식매수선택권행사,아이패밀리에스씨
2022-04-08,주식등의대량보유상황보고서(약식),타이거자산운용투자일임
2022-03-31,[기재정정]사업보고서 (2021.12),아이패밀리에스씨
2022-03-24,정기주주총회결과,아이패밀리에스씨
2022-03-16,감사보고서제출,아이패밀리에스씨
2022-03-08,주주총회소집공고,아이패밀리에스씨
2022-02-23,주주총회소집결의,아이패밀리에스씨
2022-02-17,주요사항보고서(유형자산양수결정),아이패밀리에스씨
2022-02-09,현금ㆍ현물배당결정,아이패밀리에스씨
2022-02-09,매출액또는손익구조30%(대규모법인은15%)이상변동,아이패밀리에스씨
2021-12-10,[기재정정]주주명부폐쇄기간또는기준일설정,아이패밀리에스씨
2021-11-16,[기재정정]분기보고서 (2021.09),아이패밀리에스씨
2021-11-05,주식등의대량보유상황보고서(약식),타이거자산운용투자일임
2021-11-04,임원ㆍ주요주주특정증권등소유상황보고서,김춘수
2021-11-04,임원ㆍ주요주주특정증권등소유상황보고서,윤현철
2021-11-04,임원ㆍ주요주주특정증권등소유상황보고서,황중식
2021-11-04,임원ㆍ주요주주특정증권등소유상황보고서,김성현
2021-11-04,임원ㆍ주요주주특정증권등소유상황보고서,김태욱
2021-11-04,주식등의대량보유상황보고서(일반),김성현
2021-11-04,주식등의대량보유상황보고서(일반),김태욱
2021-10-27,[기재정정]증권발행실적보고서,아이패밀리에스씨
2021-10-15,[기재정정]투자설명서,아이패밀리에스씨
2021-10-15,[발행조건확정]증권신고서(지분증권),아이패밀리에스씨
2021-08-17,반기보고서 (2021.06),아이패밀리에스씨
2021-05-14,분기보고서 (2021.03),아이패밀리에스씨
2021-03-31,사업보고서 (2020.12),아이패밀리에스씨
2020-11-13,분기보고서 (2020.09),아이패밀리에스씨
2020-08-14,반기보고서 (2020.06),아이패밀리에스씨
2020-05-15,분기보고서 (2020.03),아이패밀리에스씨
2020-03-30,사업보고서 (2019.12),아이패밀리에스씨
2019-11-14,분기보고서 (2019.09),아이패밀리에스씨
2019-08-14,반기보고서 (2019.06),아이패밀리에스씨
2019-05-15,분기보고서 (2019.03),아이패밀리에스씨
2019-03-29,사업보고서 (2018.12),아이패밀리에스씨
