회사명,매집일,이상_가격,매석_거래,신고가_매집봉,매집_기간,매집_저항,매석_종가,등락률,포착일_매석,매집_거래량,매석_거래량,골크_단중,골크_중장,우상향_5일,우상향_20일,우상향_60일,거래대금_억,시가총액_억,주식수,시총_순위_2712,이상_거래량,회사_코드
오리온,2024-09-27,True,True,False,13,99900,101000.0,3.061224489795918,2024-10-10,577997,391339.0,True,True,True,True,True,391,39931,39536132,101,True,271560
펩트론,2024-10-08,False,True,False,2,63200,73200.0,20.0,2024-10-10,5849013,5232823.0,True,False,True,True,True,3687,15121,20657350,191,True,087010
신영증권,2024-09-12,False,True,False,28,83000,84700.0,3.0413625304136254,2024-10-10,34684,8323.0,True,True,True,True,True,7,13924,16440000,206,True,001720
DI동일,2024-09-25,True,True,False,15,38450,39450.0,3.0026109660574414,2024-10-10,431507,162303.0,True,True,True,True,True,63,9947,25215672,268,True,001530
코스모화학,2024-07-16,False,True,False,86,25150,25200.0,3.278688524590164,2024-10-10,417831,253107.0,True,True,True,True,False,63,9678,38408228,271,True,005420
티웨이항공,2023-03-29,False,False,True,561,3665,3770.0,17.8125,2024-10-10,7588245,158145445.0,True,True,True,True,True,5951,8119,215378976,303,True,091810
티웨이항공,2024-09-20,True,False,True,20,3300,3770.0,17.8125,2024-10-10,10589752,158145445.0,True,True,True,True,True,5951,8119,215378976,303,True,091810
티웨이항공,2024-09-23,True,False,True,17,3325,3770.0,17.8125,2024-10-10,6995349,158145445.0,True,True,True,True,True,5951,8119,215378976,303,True,091810
티웨이항공,2024-10-08,False,False,False,2,3315,3770.0,17.8125,2024-10-10,10380253,158145445.0,True,True,True,True,True,5951,8119,215378976,303,True,091810
백광산업,2024-10-07,False,False,False,3,10740,11740.0,12.667946257197697,2024-10-10,1953816,2035629.0,True,False,True,True,False,232,5273,44918407,415,True,001340
휴온스글로벌,2024-09-24,True,True,True,16,33000,33500.0,3.076923076923077,2024-10-10,241165,48823.0,True,True,True,True,True,15,4228,12621492,485,True,084110
대화제약,2024-10-08,True,True,True,2,17290,18610.0,7.634470792365529,2024-10-10,14213976,2249360.0,True,True,True,True,True,440,3464,18616650,565,True,067080
삼영무역,2024-10-04,False,True,False,6,12760,12770.0,0.7097791798107256,2024-10-10,50768,13484.0,False,False,False,True,False,1,2358,18466948,748,True,002810
코웰패션,2024-09-25,False,False,False,15,2415,2790.0,22.90748898678414,2024-10-10,582680,8752459.0,True,False,True,True,True,240,1566,56156301,1058,True,033290
코웰패션,2024-09-26,False,False,False,14,2475,2790.0,22.90748898678414,2024-10-10,880035,8752459.0,True,False,True,True,True,240,1566,56156301,1058,True,033290
유니켐,2024-09-03,False,True,False,37,1480,1519.0,5.92747559274756,2024-10-10,1800170,495863.0,True,False,True,True,False,7,1473,96997167,1094,True,011330
태경케미컬,2024-10-08,False,True,False,2,11830,11880.0,1.192504258943782,2024-10-10,165853,46695.0,True,False,True,True,False,5,1378,11600000,1153,True,006890
나노엔텍,2024-10-08,False,False,False,2,3845,4075.0,20.74074074074074,2024-10-10,13123923,21243527.0,True,False,True,True,True,855,1308,32110082,1202,True,039860
동인기연,2024-09-27,False,True,False,13,20850,21300.0,5.707196029776675,2024-10-10,157750,81303.0,True,False,True,True,False,17,1305,6128000,1203,True,111380
이지케어텍,2024-10-08,True,True,False,2,16890,17480.0,3.4931912374185905,2024-10-10,64664,47578.0,True,True,True,True,True,8,1194,6834776,1283,True,099750
인지컨트롤스,2024-10-08,False,True,False,2,6690,6690.0,4.043545878693624,2024-10-10,169025,149861.0,True,False,True,True,False,9,1057,15809197,1395,True,023800
제이스코홀딩스,2024-10-08,False,False,False,2,1678,1775.0,10.66084788029925,2024-10-10,1212732,1336378.0,True,False,True,True,False,23,1041,58687510,1412,True,023440
보락,2023-11-28,False,False,False,317,1332,1618.0,22.9483282674772,2024-10-10,304016,84381468.0,True,False,True,True,True,1323,969,59900000,1471,True,002760
보락,2023-12-19,True,False,False,296,1513,1618.0,22.9483282674772,2024-10-10,10701671,84381468.0,True,False,True,True,True,1323,969,59900000,1471,True,002760
보락,2024-07-02,True,False,False,100,1345,1618.0,22.9483282674772,2024-10-10,4227744,84381468.0,True,False,True,True,True,1323,969,59900000,1471,True,002760
보락,2024-10-08,False,False,False,2,1316,1618.0,22.9483282674772,2024-10-10,25412022,84381468.0,True,False,True,True,True,1323,969,59900000,1471,True,002760
