날짜,공시_제목,공시자
2024-10-17,임원ㆍ주요주주특정증권등소유상황보고서,최정주
2024-09-30,임원ㆍ주요주주특정증권등소유상황보고서,송영창
2024-09-30,임원ㆍ주요주주특정증권등소유상황보고서,홍순철
2024-09-26,주식등의대량보유상황보고서(일반),김영섬
2024-08-26,임원ㆍ주요주주특정증권등소유상황보고서,도원철
2024-08-22,임원ㆍ주요주주특정증권등소유상황보고서,김태형
2024-08-14,반기보고서 (2024.06),코난테크놀로지
2024-08-08,단일판매ㆍ공급계약체결(자율공시)              ,코난테크놀로지
2024-06-26,단일판매ㆍ공급계약체결              ,코난테크놀로지
2024-05-16,분기보고서 (2024.03),코난테크놀로지
2024-03-29,정기주주총회결과              ,코난테크놀로지
2024-03-26,임원ㆍ주요주주특정증권등소유상황보고서,이문기
2024-03-21,사업보고서 (2023.12),코난테크놀로지
2024-03-21,감사보고서제출              ,코난테크놀로지
2024-03-18,주식등의대량보유상황보고서(일반),김영섬
2024-03-15,임원ㆍ주요주주특정증권등소유상황보고서,허세흥
2024-03-15,임원ㆍ주요주주특정증권등소유상황보고서,권순배
2024-03-13,주주총회집중일개최사유신고              ,코난테크놀로지
2024-03-13,주주총회소집공고,코난테크놀로지
2024-02-15,주주총회소집결의              ,코난테크놀로지
2024-02-15,매출액또는손익구조30%(대규모법인은15%)이상변동              ,코난테크놀로지
2024-02-07,단일판매ㆍ공급계약체결              ,코난테크놀로지
2024-01-31,임원ㆍ주요주주특정증권등소유상황보고서,천재후
2024-01-31,임원ㆍ주요주주특정증권등소유상황보고서,송영창
2024-01-31,임원ㆍ주요주주특정증권등소유상황보고서,도원철
2023-12-15,주주명부폐쇄기간또는기준일설정,코난테크놀로지
2023-12-08,임원ㆍ주요주주특정증권등소유상황보고서,오창민
2023-11-15,임원ㆍ주요주주특정증권등소유상황보고서,최정주
2023-11-15,임원ㆍ주요주주특정증권등소유상황보고서,도원철
2023-11-15,임원ㆍ주요주주특정증권등소유상황보고서,홍순철
2023-11-15,임원ㆍ주요주주특정증권등소유상황보고서,송영창
2023-11-14,분기보고서 (2023.09),코난테크놀로지
2023-10-19,임원ㆍ주요주주특정증권등소유상황보고서,오창민
2023-10-19,임원ㆍ주요주주특정증권등소유상황보고서,송영창
2023-10-19,임원ㆍ주요주주특정증권등소유상황보고서,홍순철
2023-10-19,임원ㆍ주요주주특정증권등소유상황보고서,천재후
2023-10-19,임원ㆍ주요주주특정증권등소유상황보고서,임완택
2023-10-19,임원ㆍ주요주주특정증권등소유상황보고서,최정주
2023-10-19,임원ㆍ주요주주특정증권등소유상황보고서,도원철
2023-10-19,임원ㆍ주요주주특정증권등소유상황보고서,박정선
2023-10-19,임원ㆍ주요주주특정증권등소유상황보고서,윤덕호
2023-10-19,임원ㆍ주요주주특정증권등소유상황보고서,이형주
2023-10-19,임원ㆍ주요주주특정증권등소유상황보고서,강현수
2023-10-19,임원ㆍ주요주주특정증권등소유상황보고서,조한상
2023-10-19,임원ㆍ주요주주특정증권등소유상황보고서,서영주
2023-10-19,임원ㆍ주요주주특정증권등소유상황보고서,김태형
2023-10-19,임원ㆍ주요주주특정증권등소유상황보고서,양승현
2023-10-19,임원ㆍ주요주주특정증권등소유상황보고서,김영섬
2023-10-19,임원ㆍ주요주주특정증권등소유상황보고서,이현민
2023-10-10,권리락(무상증자),코스닥시장본부
2023-10-05,주식등의대량보유상황보고서(일반),김영섬
2023-10-05,임원ㆍ주요주주특정증권등소유상황보고서,도원철
2023-10-05,임원ㆍ주요주주특정증권등소유상황보고서,최정주
2023-10-05,임원ㆍ주요주주특정증권등소유상황보고서,임완택
2023-09-21,주권매매거래정지(무상증자),코스닥시장본부
2023-09-21,주주명부폐쇄기간또는기준일설정,코난테크놀로지
2023-09-21,주요사항보고서(무상증자결정),코난테크놀로지
2023-09-11,임원ㆍ주요주주특정증권등소유상황보고서,임완택
2023-09-04,임원ㆍ주요주주특정증권등소유상황보고서,오창민
2023-09-04,임원ㆍ주요주주특정증권등소유상황보고서,도원철
2023-09-04,임원ㆍ주요주주특정증권등소유상황보고서,홍순철
2023-09-04,임원ㆍ주요주주특정증권등소유상황보고서,송영창
2023-09-04,임원ㆍ주요주주특정증권등소유상황보고서,최정주
2023-09-04,임원ㆍ주요주주특정증권등소유상황보고서,임완택
2023-08-25,임원ㆍ주요주주특정증권등소유상황보고서,임완택
2023-08-18,임원ㆍ주요주주특정증권등소유상황보고서,최정주
2023-08-18,임원ㆍ주요주주특정증권등소유상황보고서,박정선
2023-08-11,반기보고서 (2023.06),코난테크놀로지
2023-08-10,단일판매ㆍ공급계약체결,코난테크놀로지
2023-08-09,임원ㆍ주요주주특정증권등소유상황보고서,천재후
2023-08-09,임원ㆍ주요주주특정증권등소유상황보고서,도원철
2023-08-09,임원ㆍ주요주주특정증권등소유상황보고서,이현민
2023-08-09,임원ㆍ주요주주특정증권등소유상황보고서,박정선
2023-08-09,임원ㆍ주요주주특정증권등소유상황보고서,이형주
2023-08-04,기업설명회(IR)개최,코난테크놀로지
2023-07-24,주식등의대량보유상황보고서(일반),김영섬
2023-07-24,임원ㆍ주요주주특정증권등소유상황보고서,강현수
2023-07-24,임원ㆍ주요주주특정증권등소유상황보고서,이현민
2023-07-17,주식등의대량보유상황보고서(일반),김영섬
2023-07-17,임원ㆍ주요주주특정증권등소유상황보고서,도원철
2023-07-14,임원ㆍ주요주주특정증권등소유상황보고서,강현수
2023-07-14,임원ㆍ주요주주특정증권등소유상황보고서,오창민
2023-07-14,임원ㆍ주요주주특정증권등소유상황보고서,서영주
2023-07-14,임원ㆍ주요주주특정증권등소유상황보고서,홍순철
2023-07-14,임원ㆍ주요주주특정증권등소유상황보고서,임완택
2023-07-14,임원ㆍ주요주주특정증권등소유상황보고서,조한상
2023-07-14,임원ㆍ주요주주특정증권등소유상황보고서,김문희
2023-07-14,임원ㆍ주요주주특정증권등소유상황보고서,이현민
2023-07-14,임원ㆍ주요주주특정증권등소유상황보고서,안춘근
2023-07-14,임원ㆍ주요주주특정증권등소유상황보고서,이형주
2023-07-14,임원ㆍ주요주주특정증권등소유상황보고서,강병산
2023-06-23,주식등의대량보유상황보고서(일반),김영섬
2023-06-23,주식매수선택권부여에관한신고,코난테크놀로지
2023-05-15,분기보고서 (2023.03),코난테크놀로지
2023-05-08,단일판매ㆍ공급계약체결,코난테크놀로지
2023-04-11,주식등의대량보유상황보고서(약식),에스와이에스홀딩스
2023-03-31,정기주주총회결과,코난테크놀로지
2023-03-29,본점소재지변경,코난테크놀로지
2023-03-23,사업보고서 (2022.12),코난테크놀로지
2023-03-23,감사보고서제출,코난테크놀로지
2023-03-16,[기재정정]주주총회소집공고,코난테크놀로지
2023-03-10,주주총회집중일개최사유신고,코난테크놀로지
2023-02-15,주주총회소집결의,코난테크놀로지
2023-02-15,매출액또는손익구조30%(대규모법인은15%)이상변동,코난테크놀로지
2023-02-08,[기재정정]주식등의대량보유상황보고서(일반),김영섬
2023-02-08,[기재정정]임원ㆍ주요주주특정증권등소유상황보고서,김태형
2023-02-03,주식등의대량보유상황보고서(약식),에스와이에스홀딩스
2023-01-06,임시주주총회결과,코난테크놀로지
