날짜,시가,고가,저가,종가,거래량,등락률,BPS,PER,PBR,EPS,DIV,DPS,기관합계_거래량_순매수,기타법인_거래량_순매수,개인_거래량_순매수,외국인합계_거래량_순매수,전체_거래량_순매수,기관합계_거래량_매수,기타법인_거래량_매수,개인_거래량_매수,외국인합계_거래량_매수,전체_거래량_매수,기관합계_거래량_매도,기타법인_거래량_매도,개인_거래량_매도,외국인합계_거래량_매도,전체_거래량_매도,기관합계_거래대금_순매수,기타법인_거래대금_순매수,개인_거래대금_순매수,외국인합계_거래대금_순매수,전체_거래대금_순매수,기관합계_거래대금_매수,기타법인_거래대금_매수,개인_거래대금_매수,외국인합계_거래대금_매수,전체_거래대금_매수,기관합계_거래대금_매도,기타법인_거래대금_매도,개인_거래대금_매도,외국인합계_거래대금_매도,전체_거래대금_매도
2020-06-17,22492,29240,22149,27525,21214503,,1704,0.0,21.19,0,0.0,0,-1421152.0,-400302.0,2149686.0,-328232.0,0.0,117274.0,26488.0,15961546.0,70055.0,16175363.0,1538426.0,426790.0,13811860.0,398287.0,16175363.0,-45368344700.0,-13494580150.0,69313320650.0,-10450395800.0,0.0,4063614750.0,858323300.0,542321506800.0,2500264550.0,549743709400.0,49431959450.0,14352903450.0,473008186150.0,12950660350.0,549743709400.0
2020-06-18,28705,30115,24931,25275,11422988,-8.174386920980927,1704,0.0,19.45,0,0.0,0,-115730.0,-1735.0,123980.0,-6515.0,0.0,17880.0,3294.0,8642654.0,45826.0,8709654.0,133610.0,5029.0,8518674.0,52341.0,8709654.0,-4164910750.0,-68991450.0,4463554450.0,-229652250.0,0.0,612527600.0,119592550.0,314238379100.0,1643175250.0,316613674500.0,4777438350.0,188584000.0,309774824650.0,1872827500.0,316613674500.0
2020-06-19,24969,25656,22949,23407,2142457,-7.390702274975272,1704,0.0,18.02,0,0.0,0,30150.0,2194.0,-32584.0,240.0,0.0,56268.0,3194.0,1552164.0,21928.0,1633554.0,26118.0,1000.0,1584748.0,21688.0,1633554.0,946112850.0,70085800.0,-1021336250.0,5137600.0,0.0,1752865550.0,101112150.0,48939922350.0,688484850.0,51482384900.0,806752700.0,31026350.0,49961258600.0,683347250.0,51482384900.0
2020-06-22,23863,28056,23215,26342,10123266,12.538984064596063,1704,0.0,20.28,0,0.0,0,-11050.0,1221.0,-10220.0,20049.0,0.0,11705.0,3529.0,7648190.0,55235.0,7718659.0,22755.0,2308.0,7658410.0,35186.0,7718659.0,-396073800.0,39101400.0,-324767450.0,681739850.0,0.0,399370750.0,118510800.0,264974682950.0,1878363850.0,267370928350.0,795444550.0,79409400.0,265299450400.0,1196624000.0,267370928350.0
2020-06-23,26036,26722,24512,24512,2003614,-6.947080707615215,1704,0.0,18.87,0,0.0,0,2799.0,-3741.0,5561.0,-4619.0,0.0,5000.0,231.0,1502992.0,19468.0,1527691.0,2201.0,3972.0,1497431.0,24087.0,1527691.0,93688050.0,-127286050.0,187559050.0,-153961050.0,0.0,165500000.0,7824250.0,50584827900.0,653428800.0,51411580950.0,71811950.0,135110300.0,50397268850.0,807389850.0,51411580950.0
2020-06-24,24474,26037,24055,24170,1372892,-1.3952349869451697,1704,0.0,18.6,0,0.0,0,-2155.0,-19443.0,20443.0,1155.0,0.0,0.0,1800.0,1028437.0,16549.0,1046786.0,2155.0,21243.0,1007994.0,15394.0,1046786.0,-69032900.0,-644264950.0,676203300.0,37094550.0,0.0,0.0,59535000.0,33641846500.0,537491850.0,34238873350.0,69032900.0,703799950.0,32965643200.0,500397300.0,34238873350.0
2020-06-25,23635,23940,22492,22645,872072,-6.309474555233761,1704,0.0,17.43,0,0.0,0,-8655.0,-1400.0,16825.0,-6770.0,0.0,4115.0,300.0,646376.0,14136.0,664927.0,12770.0,1700.0,629551.0,20906.0,664927.0,-258732900.0,-41799200.0,505268750.0,-204736650.0,0.0,125417050.0,8995000.0,19555838050.0,428582750.0,20118832850.0,384149950.0,50794200.0,19050569300.0,633319400.0,20118832850.0
2020-06-26,23253,23597,21729,22149,824044,-2.1903289909472288,1704,0.0,17.05,0,0.0,0,-6815.0,1000.0,5184.0,631.0,0.0,0.0,1100.0,617705.0,9503.0,628308.0,6815.0,100.0,612521.0,8872.0,628308.0,-203821200.0,29804300.0,158536550.0,15480350.0,0.0,0.0,32765000.0,18406917550.0,279560800.0,18719243350.0,203821200.0,2960700.0,18248381000.0,264080450.0,18719243350.0
2020-06-29,21728,21804,19593,20585,1059681,-7.061266874350987,1704,0.0,15.85,0,0.0,0,15000.0,-400.0,-14602.0,2.0,0.0,17000.0,1400.0,776340.0,13233.0,807973.0,2000.0,1800.0,790942.0,13231.0,807973.0,396618550.0,-10325000.0,-380957100.0,-5336450.0,0.0,451809750.0,38095000.0,21017812850.0,355301700.0,21863019300.0,55191200.0,48420000.0,21398769950.0,360638150.0,21863019300.0
2020-06-30,20471,22377,20051,20624,847767,0.18945834345397136,1704,0.0,15.87,0,0.0,0,-3958.0,-12.0,5863.0,-1893.0,0.0,42.0,399.0,637103.0,8851.0,646395.0,4000.0,411.0,631240.0,10744.0,646395.0,-109940550.0,-265050.0,162619100.0,-52413500.0,0.0,1136100.0,10704250.0,17664789350.0,241090700.0,17917720400.0,111076650.0,10969300.0,17502170250.0,293504200.0,17917720400.0
2020-07-01,20928,21081,18488,18832,680516,-8.688906128782001,1704,0.0,14.5,0,0.0,0,-3445.0,-19850.0,19501.0,3794.0,0.0,4717.0,161.0,504527.0,9467.0,518872.0,8162.0,20011.0,485026.0,5673.0,518872.0,-87742750.0,-517872600.0,511663500.0,93951850.0,0.0,125560800.0,4270000.0,13150162300.0,243644950.0,13523638050.0,213303550.0,522142600.0,12638498800.0,149693100.0,13523638050.0
2020-07-02,19784,20127,18564,19137,609865,1.6195836873406966,1704,0.0,14.73,0,0.0,0,-21781.0,-20484.0,50224.0,-7959.0,0.0,918.0,319.0,460018.0,3748.0,465003.0,22699.0,20803.0,409794.0,11707.0,465003.0,-547305850.0,-510274300.0,1257063800.0,-199483650.0,0.0,23076450.0,8026900.0,11568622400.0,95065750.0,11694791500.0,570382300.0,518301200.0,10311558600.0,294549400.0,11694791500.0
2020-07-03,19365,19402,17916,18031,954237,-5.779380258138684,1704,0.0,13.88,0,0.0,0,-66017.0,-44305.0,107724.0,2598.0,0.0,171545.0,918.0,546550.0,8562.0,727575.0,237562.0,45223.0,438826.0,5964.0,727575.0,-1611703100.0,-1060440050.0,2610131000.0,62012150.0,0.0,4094576100.0,22142700.0,13174846550.0,206828750.0,17498394100.0,5706279200.0,1082582750.0,10564715550.0,144816600.0,17498394100.0
2020-07-06,18222,18793,17917,18108,580234,0.42704231601131387,1704,0.0,13.94,0,0.0,0,-11299.0,-23797.0,39220.0,-4124.0,0.0,45926.0,6203.0,385287.0,4994.0,442410.0,57225.0,30000.0,346067.0,9118.0,442410.0,-274493050.0,-569147550.0,942505550.0,-98864950.0,0.0,1098883650.0,148209400.0,9233406400.0,119219150.0,10599718600.0,1373376700.0,717356950.0,8290900850.0,218084100.0,10599718600.0
2020-07-07,18106,18259,16696,17116,761685,-5.478241661144246,1704,0.0,13.17,0,0.0,0,-82454.0,-380.0,67011.0,15823.0,0.0,28366.0,407.0,533535.0,18453.0,580761.0,110820.0,787.0,466524.0,2630.0,580761.0,-1858886600.0,-9010400.0,1501966000.0,365931000.0,0.0,644570550.0,9185150.0,12175184900.0,427474750.0,13256415350.0,2503457150.0,18195550.0,10673218900.0,61543750.0,13256415350.0
2020-07-08,17193,18869,16315,18413,1758141,7.577705071278336,1704,0.0,14.17,0,0.0,0,-21906.0,-6683.0,39589.0,-11000.0,0.0,58405.0,14080.0,1251883.0,16158.0,1340526.0,80311.0,20763.0,1212294.0,27158.0,1340526.0,-502590650.0,-170807100.0,934067300.0,-260669550.0,0.0,1386322850.0,329543700.0,29707462500.0,383211400.0,31806540450.0,1888913500.0,500350800.0,28773395200.0,643880950.0,31806540450.0
2020-07-09,18565,21194,18107,20090,1727464,9.107695649812632,1704,0.0,15.46,0,0.0,0,19211.0,-16254.0,-8233.0,5276.0,0.0,52508.0,5563.0,1228514.0,30551.0,1317136.0,33297.0,21817.0,1236747.0,25275.0,1317136.0,514144050.0,-407296150.0,-239543850.0,132695950.0,0.0,1330650400.0,140599100.0,31601324950.0,775797950.0,33848372400.0,816506350.0,547895250.0,31840868800.0,643102000.0,33848372400.0
2020-07-10,19975,21195,19021,20166,1271224,0.3782976605276257,1704,0.0,15.52,0,0.0,0,40444.0,-20443.0,-49184.0,29183.0,0.0,47499.0,887.0,871607.0,49275.0,969268.0,7055.0,21330.0,920791.0,20092.0,969268.0,1093815650.0,-548047750.0,-1294544200.0,748776300.0,0.0,1282583950.0,23274800.0,23200111550.0,1287840300.0,25793810600.0,188768300.0,571322550.0,24494655750.0,539064000.0,25793810600.0
2020-07-13,20280,20927,19593,20433,556314,1.3240107110978874,1704,0.0,15.73,0,0.0,0,-19726.0,-23150.0,46147.0,-3271.0,0.0,3756.0,1100.0,411929.0,7387.0,424172.0,23482.0,24250.0,365782.0,10658.0,424172.0,-524884050.0,-610040100.0,1224535250.0,-89611100.0,0.0,100538300.0,29172500.0,10949907950.0,194523300.0,11274142050.0,625422350.0,639212600.0,9725372700.0,284134400.0,11274142050.0
2020-07-14,20203,20661,19746,19823,400507,-2.985366808593941,1704,0.0,15.26,0,0.0,0,15192.0,-9080.0,-6211.0,99.0,0.0,15192.0,1220.0,283039.0,5923.0,305374.0,0.0,10300.0,289250.0,5824.0,305374.0,398765050.0,-238555750.0,-162452900.0,2243600.0,0.0,398765050.0,31990000.0,7464147900.0,156024600.0,8050927550.0,0.0,270545750.0,7626600800.0,153781000.0,8050927550.0
2020-07-15,19974,20432,19250,19785,465316,-0.19169651415022954,1704,0.0,15.23,0,0.0,0,1000.0,-7770.0,-15403.0,22173.0,0.0,1000.0,2230.0,324772.0,26787.0,354789.0,0.0,10000.0,340175.0,4614.0,354789.0,26550000.0,-203044550.0,-403776050.0,580270600.0,0.0,26550000.0,58051000.0,8513709200.0,700715550.0,9299025750.0,0.0,261095550.0,8917485250.0,120444950.0,9299025750.0
2020-07-16,21576,23101,20433,20433,2137227,3.2752084912812736,1704,0.0,15.73,0,0.0,0,-38098.0,-16730.0,57578.0,-2750.0,0.0,3569.0,1223.0,1616378.0,8396.0,1629566.0,41667.0,17953.0,1558800.0,11146.0,1629566.0,-1051877900.0,-476826000.0,1604350250.0,-75646350.0,0.0,100421000.0,34972450.0,45948014200.0,237565400.0,46320973050.0,1152298900.0,511798450.0,44343663950.0,313211750.0,46320973050.0
