날짜,시가,고가,저가,종가,거래량,등락률,기관합계_거래량_순매수,기타법인_거래량_순매수,개인_거래량_순매수,외국인합계_거래량_순매수,전체_거래량_순매수,기관합계_거래량_매수,기타법인_거래량_매수,개인_거래량_매수,외국인합계_거래량_매수,전체_거래량_매수,기관합계_거래량_매도,기타법인_거래량_매도,개인_거래량_매도,외국인합계_거래량_매도,전체_거래량_매도,기관합계_거래대금_순매수,기타법인_거래대금_순매수,개인_거래대금_순매수,외국인합계_거래대금_순매수,전체_거래대금_순매수,기관합계_거래대금_매수,기타법인_거래대금_매수,개인_거래대금_매수,외국인합계_거래대금_매수,전체_거래대금_매수,기관합계_거래대금_매도,기타법인_거래대금_매도,개인_거래대금_매도,외국인합계_거래대금_매도,전체_거래대금_매도
2020-08-07,4666,4954,4567,4791,4816315,,-2125513,207358,2409186,-491031,0,691175,269792,3760005,61425,4782397,2816688,62434,1350819,552456,4782397,-10219524605,990939110,11532462950,-2303877455,0,3324045465,1290773760,18076282605,297109310,22988211140,13543570070,299834650,6543819655,2600986765,22988211140
2020-08-10,4845,4890,4771,4821,1064059,0.6261740763932373,-326617,32070,302642,-8095,0,227584,32070,791903,5009,1056566,554201,0,489261,13104,1056566,-1581430010,155612575,1465396855,-39579420,0,1103346350,155612575,3839645245,24303920,5122908090,2684776360,0,2374248390,63883340,5122908090
2020-08-11,4855,4944,4810,4885,815168,1.3275254096660443,-120020,25506,72228,22286,0,117148,25506,630119,36654,809427,237168,0,557891,14368,809427,-589115820,124321695,355466775,109327350,0,575031130,124321695,3088673640,179889805,3967916270,1164146950,0,2733206865,70562455,3967916270
2020-08-12,4915,5014,4905,4975,995219,1.842374616171955,-128088,40570,82222,5296,0,181358,126398,652408,28046,988210,309446,85828,570186,22750,988210,-642115965,202407300,413353890,26354775,0,907591955,633368700,3268480400,140354495,4949795550,1549707920,430961400,2855126510,113999720,4949795550
2020-08-13,4974,4994,4935,4935,1037322,-0.8040201005025126,-168161,52230,130053,-14122,0,675316,52230,302271,200,1030017,843477,0,172218,14322,1030017,-838028295,260659865,647964995,-70596565,0,3345815480,260659865,1507378135,996000,5114849480,4183843775,0,859413140,71592565,5114849480
2020-08-14,4944,5004,4915,4955,487265,0.4052684903748734,-25056,22956,-3681,5781,0,129418,48008,288444,17964,483834,154474,25052,292125,12183,483834,-123858275,114288390,-19478760,29048645,0,646412420,239539760,1440985605,89669735,2416607520,770270695,125251370,1460464365,60621090,2416607520
2020-08-18,4954,4964,4930,4950,590643,-0.10090817356205853,-158758,61400,89482,7876,0,216585,68500,289712,11687,586484,375343,7100,200230,3811,586484,-790599590,305943500,445253505,39402585,0,1080707550,341372500,1443978020,58407305,2924465375,1871307140,35429000,998724515,19004720,2924465375
2020-08-19,4935,4964,4935,4955,517745,0.10101010101010101,-220736,55781,163741,1214,0,186550,55781,251561,20207,514099,407286,0,87820,18993,514099,-1101578375,278410055,816913220,6255100,0,930158935,278410055,1255255645,101027870,2564852505,2031737310,0,438342425,94772770,2564852505
2020-08-20,4949,4994,4915,4925,674224,-0.6054490413723511,-245115,99570,158488,-12943,0,121493,99570,439647,8766,669476,366608,0,281159,21709,669476,-1215526990,494656210,785209090,-64338310,0,607448180,494656210,2187136825,43818405,3333059620,1822975170,0,1401927735,108156715,3333059620
2020-08-21,4954,4974,4910,4950,346019,0.5076142131979695,-184295,30421,152526,1348,0,104032,30421,200078,9051,343582,288327,0,47552,7703,343582,-912679455,150761125,755211400,6706930,0,516888425,150761125,991993490,44958970,1704602010,1429567880,0,236782090,38252040,1704602010
