날짜,공시_제목,공시자
2024-10-21,전환청구권행사              (제21회차),수성웹툰
2024-10-16,타인에대한담보제공결정              ,수성웹툰
2024-10-16,주요사항보고서(타법인주식및출자증권양수결정),수성웹툰
2024-10-16,[기재정정]주식병합결정              ,수성웹툰
2024-10-16,기타경영사항(자율공시)              (제21회 이권부 무보증 사모 전환사채 취득후 재매각의 건),수성웹툰
2024-10-16,주요사항보고서(유상증자결정),수성웹툰
2024-10-04,주주명부폐쇄기간또는기준일설정              ,수성웹툰
2024-10-04,주주총회소집결의              (임시주주총회),수성웹툰
2024-09-30,전환가액의조정              (제23회차),수성웹툰
2024-09-30,전환가액의조정              (제22회차),수성웹툰
2024-09-24,주식등의대량보유상황보고서(일반),샐바시온투자조합
2024-09-24,임원ㆍ주요주주특정증권등소유상황보고서,샐바시온투자조합
2024-09-24,[기재정정]주식등의대량보유상황보고서(일반),투믹스홀딩스
2024-09-24,[기재정정]주식등의대량보유상황보고서(일반),투믹스홀딩스
2024-09-23,전환가액의조정              (제21회차),수성웹툰
2024-08-22,전환가액의조정              ,수성웹툰
2024-08-14,반기보고서 (2024.06),수성웹툰
2024-08-13,[기재정정]연결재무제표기준영업(잠정)실적(공정공시)              ,수성웹툰
2024-07-29,전환사채(해외전환사채포함)발행후만기전사채취득              (제25회차),수성웹툰
2024-07-22,전환가액의조정              (제21회차),수성웹툰
2024-07-16,[기재정정]사업보고서 (2023.12),수성웹툰
2024-07-11,주식등의대량보유상황보고서(일반),투믹스홀딩스
2024-07-10,주식등의대량보유상황보고서(약식),상상인저축은행
2024-07-03,주식등의대량보유상황보고서(약식),제이씨에셋자산운용
2024-07-03,주식등의대량보유상황보고서(약식),바로저축은행
2024-06-28,[기재정정]주요사항보고서(전환사채권발행결정),수성웹툰
2024-06-28,전환사채(해외전환사채포함)발행후만기전사채취득              (제21회차),수성웹툰
2024-06-25,전환사채(해외전환사채포함)발행후만기전사채취득              (제21회차),수성웹툰
2024-06-24,전환가액의조정              (제21회차),수성웹툰
2024-06-10,주식등의대량보유상황보고서(약식),바로벤처스
2024-05-31,본점소재지변경              ,수성웹툰
2024-05-22,전환가액의조정              (제21회차),수성웹툰
2024-05-16,분기보고서 (2024.03),수성웹툰
2024-05-14,[기재정정]주요사항보고서(유형자산양도결정),수성웹툰
2024-05-09,전환청구권행사              (제19회차),수성웹툰
2024-05-09,연결재무제표기준영업(잠정)실적(공정공시)              ,수성웹툰
2024-04-25,전환가액의조정              (제21회차),수성웹툰
2024-04-18,주식등의대량보유상황보고서(약식),바로벤처스
2024-04-11,주식등의대량보유상황보고서(약식),상상인저축은행
2024-03-29,정기주주총회결과              ,수성웹툰
2024-03-22,전환가액의조정              (제21회차),수성웹툰
2024-03-21,감사보고서제출              ,수성웹툰
2024-03-14,주주총회소집공고,수성웹툰
2024-03-04,전환가액의조정              (제23회차),수성웹툰
2024-03-04,전환가액의조정              (제22회차),수성웹툰
2024-02-22,전환가액의조정              (제21회차),수성웹툰
2024-02-22,전환청구권행사              (제17회차),수성웹툰
2024-02-21,전환청구권행사              ,수성웹툰
2024-02-21,기타경영사항(자율공시)              (기타 경영사항(자율공시) (제17회 사모전환사채 취득후 재매각의 건)),수성웹툰
2024-02-20,전환가액의조정              ,수성웹툰
2024-02-20,전환가액의조정              ,수성웹툰
2024-02-19,상호변경안내              ,수성웹툰
2024-02-19,임시주주총회결과              ,수성웹툰
2024-02-15,주주총회소집결의              ,수성웹툰
2024-02-15,주주총회집중일개최사유신고              ,수성웹툰
2024-02-07,전환청구권행사              ,수성웹툰
2024-02-07,불성실공시법인지정              (공시번복),코스닥시장본부
2024-02-07,전환가액의조정              (제19회차),수성웹툰
2024-01-31,주주총회소집공고,수성웹툰
2024-01-31,주식등의대량보유상황보고서(일반),투믹스홀딩스
2024-01-15,불성실공시법인지정예고(공시번복),코스닥시장본부
2023-12-19,주주명부폐쇄기간또는기준일설정,수성웹툰
2023-12-19,주주총회소집결의,수성웹툰
2023-12-15,단일판매ㆍ공급계약해지,수성웹툰
2023-12-15,주주명부폐쇄기간또는기준일설정,수성웹툰
2023-11-14,분기보고서 (2023.09),수성웹툰
2023-11-13,[기재정정]임원ㆍ주요주주특정증권등소유상황보고서,투믹스홀딩스
2023-11-13,[기재정정]주식등의대량보유상황보고서(일반),투믹스홀딩스
2023-09-05,임원ㆍ주요주주특정증권등소유상황보고서,유영학
2023-08-14,파생상품거래손실발생,수성웹툰
2023-08-14,반기보고서 (2023.06),수성웹툰
2023-08-10,주식등의대량보유상황보고서(약식),상상인저축은행
2023-08-08,주식등의대량보유상황보고서(약식),바로벤처스
2023-08-04,주식등의대량보유상황보고서(약식),바로벤처스
2023-08-03,주식등의대량보유상황보고서(약식),얼머스인베스트먼트
2023-08-03,증권발행결과(자율공시)(제3자배정 유상증자),수성웹툰
2023-08-02,기타시장안내(의무보유 대상여부 확인 관련),코스닥시장본부
2023-08-01,[기재정정]최대주주변경,수성웹툰
2023-07-31,[기재정정]주요사항보고서(타법인주식및출자증권양수결정),수성웹툰
2023-07-31,[기재정정]주요사항보고서(전환사채권발행결정),수성웹툰
2023-07-31,증권발행결과(자율공시)(제22회차 CB),수성웹툰
2023-07-31,증권발행결과(자율공시)(제23회차 CB),수성웹툰
2023-07-31,증권발행결과(자율공시)(제3자배정 유상증자),수성웹툰
2023-07-31,기타시장안내(최대주주 변경 관련),코스닥시장본부
2023-07-28,증권발행결과(자율공시)(제24회차 CB),수성웹툰
2023-07-28,[기재정정]주요사항보고서(전환사채권발행결정),수성웹툰
2023-07-28,[기재정정]주요사항보고서(전환사채권발행결정),수성웹툰
