날짜,시가,고가,저가,종가,거래량,등락률,기관합계_거래량_순매수,기타법인_거래량_순매수,개인_거래량_순매수,외국인합계_거래량_순매수,전체_거래량_순매수,기관합계_거래량_매수,기타법인_거래량_매수,개인_거래량_매수,외국인합계_거래량_매수,전체_거래량_매수,기관합계_거래량_매도,기타법인_거래량_매도,개인_거래량_매도,외국인합계_거래량_매도,전체_거래량_매도,기관합계_거래대금_순매수,기타법인_거래대금_순매수,개인_거래대금_순매수,외국인합계_거래대금_순매수,전체_거래대금_순매수,기관합계_거래대금_매수,기타법인_거래대금_매수,개인_거래대금_매수,외국인합계_거래대금_매수,전체_거래대금_매수,기관합계_거래대금_매도,기타법인_거래대금_매도,개인_거래대금_매도,외국인합계_거래대금_매도,전체_거래대금_매도
2020-08-05,4424,4473,4227,4277,1957509,,-595415,51613,705942,-162140,0,160448,116274,1647505,548,1924775,755863,64661,941563,162688,1924775,-2605155610,220109065,3093901075,-708854530,0,700772365,509522095,7242187765,2453885,8454936110,3305927975,289413030,4148286690,711308415,8454936110
2020-08-06,4282,4591,4277,4523,605696,5.751695113397242,-110283,-10408,107414,13277,0,47281,250,516808,31229,595568,157564,10658,409394,17952,595568,-499015800,-48007760,489716870,57306690,0,211118445,1090000,2332038680,139280460,2683527585,710134245,49097760,1842321810,81973770,2683527585
2020-08-07,4522,4557,4478,4513,178765,-0.2210921954455008,-4168,-3570,27397,-19659,0,25301,1930,137210,11335,175776,29469,5500,109813,30994,175776,-18933315,-16471230,125871200,-90466655,0,116312935,8846550,630304060,52140500,807604045,135246250,25317780,504432860,142607155,807604045
2020-08-10,4498,4513,4424,4513,195095,0.0,44187,1957,32777,-78921,0,67663,3207,116478,4485,191833,23476,1250,83701,83406,191833,200647615,8882540,148770765,-358300920,0,307251240,14563790,528667330,20330620,870812980,106603625,5681250,379896565,378631540,870812980
2020-08-11,4537,4571,4478,4562,234001,1.0857522712164855,-22744,-1486,48111,-23881,0,74046,22776,129523,3743,230088,96790,24262,81412,27624,230088,-104546250,-6691545,221095990,-109858195,0,340568175,104730640,595877680,17233210,1058409705,445114425,111422185,374781690,127091405,1058409705
2020-08-12,4562,4783,4542,4680,219638,2.5865848312143798,-5705,15161,7424,-16880,0,48463,15411,135377,16715,215966,54168,250,127953,33595,215966,-25306485,71807325,33438115,-79938955,0,228735965,72976075,640196920,78629955,1020538915,254042450,1168750,606758805,158568910,1020538915
2020-08-13,4680,4739,4650,4700,369289,0.4273504273504274,-35992,16474,49038,-29520,0,220911,23140,117547,1516,363114,256903,6666,68509,31036,363114,-172805355,78641550,235307000,-141143195,0,1014857755,110593365,563256895,7253960,1695961975,1187663110,31951815,327949895,148397155,1695961975
2020-08-14,4694,4704,4630,4680,61436,-0.425531914893617,-8501,6000,19049,-16548,0,12169,6000,42240,0,60409,20670,0,23191,16548,60409,-40489395,28665000,90409890,-78585495,0,57827990,28665000,200672030,0,287165020,98317385,0,110262140,78585495,287165020
2020-08-18,4655,4719,4562,4582,115927,-2.0940170940170937,-2940,-1080,14826,-10806,0,25226,1000,85588,2175,113989,28166,2080,70762,12981,113989,-14278310,-5155800,70761755,-51327645,0,120010815,4745000,405849925,10364735,540970475,134289125,9900800,335088170,61692380,540970475
2020-08-19,4586,4674,4586,4650,70139,1.4840680925360106,-2470,-25113,28686,-1103,0,5929,2400,59100,1538,68967,8399,27513,30414,2641,68967,-11672730,-119040175,135980445,-5267540,0,28100455,11356015,279838705,7262810,326557985,39773185,130396190,143858260,12530350,326557985
2020-08-20,4576,4699,4576,4606,97292,-0.946236559139785,5825,1093,-9830,2912,0,38261,3500,50027,3878,95666,32436,2407,59857,966,95666,27414330,5026750,-46211240,13770160,0,180113260,16460000,235720420,18361960,450655640,152698930,11433250,281931660,4591800,450655640
2020-08-21,4610,4708,4610,4650,24239,0.9552757273122015,6777,0,-3273,-3504,0,10131,0,13703,0,23834,3354,0,16976,3504,23834,32117450,0,-15524195,-16593255,0,48004630,0,64903905,0,112908535,15887180,0,80428100,16593255,112908535
2020-08-24,4650,4679,4650,4670,44169,0.43010752688172044,9873,0,329,-10202,0,24748,0,18683,0,43431,14875,0,18354,10202,43431,46904650,0,1559430,-48464080,0,117485770,0,88711410,0,206197180,70581120,0,87151980,48464080,206197180
2020-08-25,4670,4694,4660,4680,70414,0.21413276231263384,199,0,10200,-10399,0,21887,0,47350,0,69237,21688,0,37150,10399,69237,890605,0,48545915,-49436520,0,103992745,0,225265825,0,329258570,103102140,0,176719910,49436520,329258570
2020-08-26,4704,4704,4670,4685,34798,0.10683760683760685,6820,0,-1595,-5225,0,17644,0,16573,0,34217,10824,0,18168,5225,34217,32547405,0,-7624305,-24923100,0,84161115,0,79032485,0,163193600,51613710,0,86656790,24923100,163193600
2020-08-27,4709,4709,4670,4680,80752,-0.10672358591248667,-3758,-14990,30548,-11800,0,17553,10,61394,445,79402,21311,15000,30846,12245,79402,-17867320,-71295955,145319940,-56156665,0,83618200,47600,292247285,2122650,378035735,101485520,71343555,146927345,58279315,378035735
2020-08-28,4689,4699,4675,4680,34645,0.0,8974,5000,-8974,-5000,0,16679,5000,12169,218,34066,7705,0,21143,5218,34066,42725605,23800000,-42725390,-23800215,0,79427965,23800000,57951660,1042040,162221665,36702360,0,100677050,24842255,162221665
2020-08-31,4699,4709,4670,4685,75219,0.10683760683760685,-18768,0,29868,-11100,0,13126,0,60836,0,73962,31894,0,30968,11100,73962,-89478020,0,142359900,-52881880,0,62490885,0,289867475,0,352358360,151968905,0,147507575,52881880,352358360
2020-09-01,4699,4699,4625,4680,29136,-0.10672358591248667,230,500,2646,-3376,0,2242,500,24883,1024,28649,2012,0,22237,4400,28649,1090065,2377500,12604925,-16072490,0,10680105,2377500,118591840,4884480,136533925,9590040,0,105986915,20956970,136533925
2020-09-02,4679,4733,4659,4709,81986,0.6196581196581197,862,0,9505,-10367,0,33862,0,43996,2757,80615,33000,0,34491,13124,80615,4423105,0,45184520,-49607625,0,161859880,0,210455470,13126910,385442260,157436775,0,165270950,62734535,385442260
2020-09-03,4689,4719,4675,4685,25976,-0.5096623486939902,-6069,0,12961,-6892,0,4231,0,21311,0,25542,10300,0,8350,6892,25542,-28884625,0,61708395,-32823770,0,20127520,0,101515290,0,121642810,49012145,0,39806895,32823770,121642810
2020-09-04,4684,4719,4665,4680,15508,-0.10672358591248667,-2760,0,5060,-2300,0,3022,0,12227,0,15249,5782,0,7167,2300,15249,-13098870,0,24028355,-10929485,0,14378825,0,58172415,0,72551240,27477695,0,34144060,10929485,72551240
2020-09-07,4679,4684,4670,4675,29145,-0.10683760683760685,-14856,3000,16256,-4400,0,2102,3000,23279,277,28658,16958,0,7023,4677,28658,-70603470,14272500,77240815,-20909845,0,9995015,14272500,110613440,1317135,136198090,80598485,0,33372625,22226980,136198090
2020-09-08,4685,4699,4675,4685,46358,0.21390374331550802,-26792,0,33264,-6472,0,318,0,44337,928,45583,27110,0,11073,7400,45583,-127664615,0,158501985,-30837370,0,1513815,0,211251515,4428880,217194210,129178430,0,52749530,35266250,217194210
2020-09-09,4685,4724,4675,4700,25155,0.32017075773745995,-6065,0,9577,-3512,0,1597,0,22945,193,24735,7662,0,13368,3705,24735,-29025175,0,45803445,-16778270,0,7623960,0,109807125,920225,118351310,36649135,0,64003680,17698495,118351310
2020-09-10,4724,4748,4709,4729,73437,0.6170212765957447,-42534,6,48574,-6046,0,1102,31,65922,5154,72209,43636,25,17348,11200,72209,-204583275,29545,233585180,-29031450,0,5295245,149420,316924415,24789135,347158215,209878520,119875,83339235,53820585,347158215
2020-09-11,4733,4738,4709,4729,11909,0.0,-2912,0,5209,-2297,0,188,0,10249,1273,11710,3100,0,5040,3570,11710,-14008270,0,25042425,-11034155,0,902230,0,49238895,6108765,56249890,14910500,0,24196470,17142920,56249890
2020-09-14,4728,4738,4709,4719,29486,-0.2114611968703743,-5537,2000,8329,-4792,0,1013,2000,25155,825,28993,6550,0,16826,5617,28993,-26576530,9600000,39971825,-22995295,0,4858970,9600000,120787425,3957345,139203740,31435500,0,80815600,26952640,139203740
2020-09-15,4718,4718,4699,4709,29338,-0.21190930281839374,-13388,2407,14024,-3043,0,2439,2407,22045,1957,28848,15827,0,8021,5000,28848,-64133475,11520460,67183115,-14570100,0,11682855,11520460,105594760,9378030,138176105,75816330,0,38411645,23948130,138176105
2020-09-16,4699,4719,4689,4719,38022,0.21235931195582924,2640,2600,-2126,-3114,0,11774,2600,19726,3287,37387,9134,0,21852,6401,37387,12634685,12425000,-10200585,-14859100,0,56347575,12425000,94285400,15746085,178804060,43712890,0,104485985,30605185,178804060
2020-09-17,4704,4723,4689,4704,27630,-0.3178639542275906,-3678,-3693,16157,-8786,0,2686,307,22592,1583,27168,6364,4000,6435,10369,27168,-17636460,-17671515,77316055,-42008080,0,12858645,1468485,108137475,7586710,130051315,30495105,19140000,30821420,49594790,130051315
2020-09-18,4704,4733,4699,4704,30645,0.0,-11403,4000,12811,-5408,0,4474,4000,21659,0,30133,15877,0,8848,5408,30133,-54604310,19150000,61332710,-25878400,0,21421540,19150000,103701590,0,144273130,76025850,0,42368880,25878400,144273130
2020-09-21,4704,4708,4699,4704,42079,0.0,-22318,909,27298,-5889,0,1863,909,37593,1011,41376,24181,0,10295,6900,41376,-106785875,4346065,130611530,-28171720,0,8911575,4346065,179844180,4840075,197941895,115697450,0,49232650,33011795,197941895
2020-09-22,4709,4709,4675,4675,31808,-0.6164965986394557,354,900,2188,-3442,0,4511,900,24329,1537,31277,4157,0,22141,4979,31277,1691745,4284500,10411120,-16387365,0,21489045,4284500,115921980,7334335,149029860,19797300,0,105510860,23721700,149029860
2020-09-23,4679,4709,4655,4670,74034,-0.10695187165775401,13482,-1744,-312,-11426,0,13482,400,58432,482,72796,0,2144,58744,11908,72796,64085525,-8296720,-1516475,-54272330,0,64085525,1898000,277782890,2292405,346058820,0,10194720,279299365,56564735,346058820
2020-09-24,4674,4674,4650,4660,16138,-0.21413276231263384,-1883,-4656,8967,-2428,0,1033,200,14057,579,15869,2916,4856,5090,3007,15869,-8927250,-22093720,42529535,-11508565,0,4893675,948000,66659440,2744460,75245575,13820925,23041720,24129905,14253025,75245575
2020-09-25,4669,4699,4650,4655,38731,-0.1072961373390558,-11703,800,17915,-7012,0,1593,800,35467,224,38084,13296,0,17552,7236,38084,-55507830,3792000,84933960,-33218130,0,7546130,3792000,168079990,1064000,180482120,63053960,0,83146030,34282130,180482120
