날짜,시가,고가,저가,종가,거래량,등락률,BPS,PER,PBR,EPS,DIV,DPS,기관합계_거래량_순매수,기타법인_거래량_순매수,개인_거래량_순매수,외국인합계_거래량_순매수,전체_거래량_순매수,기관합계_거래량_매수,기타법인_거래량_매수,개인_거래량_매수,외국인합계_거래량_매수,전체_거래량_매수,기관합계_거래량_매도,기타법인_거래량_매도,개인_거래량_매도,외국인합계_거래량_매도,전체_거래량_매도,기관합계_거래대금_순매수,기타법인_거래대금_순매수,개인_거래대금_순매수,외국인합계_거래대금_순매수,전체_거래대금_순매수,기관합계_거래대금_매수,기타법인_거래대금_매수,개인_거래대금_매수,외국인합계_거래대금_매수,전체_거래대금_매수,기관합계_거래대금_매도,기타법인_거래대금_매도,개인_거래대금_매도,외국인합계_거래대금_매도,전체_거래대금_매도,네이버_검색량
2019-01-16,3125,3130,3025,3040,150048,0.49586776859504134,1815,23.21,1.67,131,0.99,30,0,-4000,8444,-4444,0,0,0,148190,1858,150048,0,4000,139746,6302,150048,0,-12240000,26016570,-13776570,0,0,0,455593915,5668760,461262675,0,12240000,429577345,19445330,461262675,
2019-01-17,3090,3250,3015,3095,258038,1.8092105263157896,1815,23.63,1.71,131,0.97,30,0,0,-2761,2761,0,0,88,246677,11273,258038,0,88,249438,8512,258038,0,15300,-7951355,7936055,0,0,282380,773196360,34663710,808142450,0,267080,781147715,26727655,808142450,
2019-01-18,3120,3205,3120,3190,115182,3.0694668820678515,1815,24.35,1.76,131,0.94,30,0,-18,-11658,11676,0,0,0,101600,13582,115182,0,18,113258,1906,115182,0,-57150,-36971320,37028470,0,0,0,321712850,43076135,364788985,0,57150,358684170,6047665,364788985,
2019-01-21,3190,3230,3165,3195,73236,0.1567398119122257,1815,24.39,1.76,131,0.94,30,0,0,-6809,6809,0,0,0,57279,15957,73236,0,0,64088,9148,73236,0,0,-21784930,21784930,0,0,0,183089775,51042365,234132140,0,0,204874705,29257435,234132140,
2019-01-22,3170,3195,3055,3160,69857,-1.0954616588419406,1815,24.12,1.74,131,0.95,30,0,41,-8625,8584,0,0,41,59590,10226,69857,0,0,68215,1642,69857,0,128330,-26914455,26786125,0,0,128330,186178410,31870775,218177515,0,0,213092865,5084650,218177515,
2019-01-23,3130,3135,3070,3100,30106,-1.89873417721519,1815,23.66,1.71,131,0.97,30,0,0,-3240,3240,0,0,0,26630,3476,30106,0,0,29870,236,30106,0,0,-10068790,10068790,0,0,0,82907055,10799575,93706630,0,0,92975845,730785,93706630,
2019-01-24,3110,3185,3015,3090,56282,-0.3225806451612903,1815,23.59,1.7,131,0.97,30,0,0,-1950,1950,0,0,0,52907,3375,56282,0,0,54857,1425,56282,0,0,-5852140,5852140,0,0,0,163318505,10316485,173634990,0,0,169170645,4464345,173634990,
2019-01-25,3100,3160,3050,3100,18908,0.3236245954692557,1815,23.66,1.71,131,0.97,30,0,0,-1062,1062,0,0,0,17500,1408,18908,0,0,18562,346,18908,0,0,-3275620,3275620,0,0,0,54255285,4352760,58608045,0,0,57530905,1077140,58608045,
2019-01-28,3100,3135,3090,3110,19238,0.3225806451612903,1815,23.74,1.71,131,0.96,30,0,29,-271,242,0,0,29,18198,1011,19238,0,0,18469,769,19238,0,89610,-834435,744825,0,0,89610,56610860,3150755,59851225,0,0,57445295,2405930,59851225,
2019-01-29,3105,3105,2990,3035,56203,-2.4115755627009645,1815,23.17,1.67,131,0.99,30,0,0,1399,-1399,0,0,0,55698,505,56203,0,0,54299,1904,56203,0,0,4206850,-4206850,0,0,0,168346535,1531590,169878125,0,0,164139685,5738440,169878125,
2019-01-30,3035,3060,2980,3005,34794,-0.9884678747940692,1815,22.94,1.66,131,1.0,30,0,0,-263,263,0,0,0,33912,882,34794,0,0,34175,619,34794,0,0,-816890,816890,0,0,0,102141640,2676530,104818170,0,0,102958530,1859640,104818170,
2019-01-31,3005,3060,3005,3050,33804,1.497504159733777,1815,23.28,1.68,131,0.98,30,0,0,-3061,3061,0,0,0,30136,3668,33804,0,0,33197,607,33804,0,0,-9290455,9290455,0,0,0,91088675,11125100,102213775,0,0,100379130,1834645,102213775,
2019-02-01,3050,3070,3015,3060,24954,0.32786885245901637,1815,23.36,1.69,131,0.98,30,0,0,-85,85,0,0,0,22380,2574,24954,0,0,22465,2489,24954,0,0,-208955,208955,0,0,0,67971935,7801580,75773515,0,0,68180890,7592625,75773515,
2019-02-07,3060,3110,3055,3065,47609,0.16339869281045752,1815,23.4,1.69,131,0.98,30,0,0,-5043,5043,0,0,0,42382,5227,47609,0,0,47425,184,47609,0,0,-15591875,15591875,0,0,0,130651930,16157905,146809835,0,0,146243805,566030,146809835,
2019-02-08,3065,3115,3045,3105,28438,1.3050570962479608,1815,23.7,1.71,131,0.97,30,0,0,-1728,1728,0,0,0,26707,1731,28438,0,0,28435,3,28438,0,0,-5339805,5339805,0,0,0,82219240,5349135,87568375,0,0,87559045,9330,87568375,
2019-02-11,3135,3140,3070,3115,32562,0.322061191626409,1815,23.78,1.72,131,0.96,30,0,0,-2837,2837,0,0,0,29346,3216,32562,0,0,32183,379,32562,0,0,-8756240,8756240,0,0,0,90941590,9944005,100885595,0,0,99697830,1187765,100885595,
2019-02-12,3115,3170,3090,3140,38243,0.8025682182985553,1815,23.97,1.73,131,0.96,30,0,0,-1120,1120,0,0,0,35794,2449,38243,0,0,36914,1329,38243,0,0,-3511540,3511540,0,0,0,112175745,7678305,119854050,0,0,115687285,4166765,119854050,
2019-02-13,3145,3175,3130,3150,18222,0.3184713375796179,1815,24.05,1.74,131,0.95,30,0,1,875,-876,0,0,1,17283,938,18222,0,0,16408,1814,18222,0,3145,2741330,-2744475,0,0,3145,54394865,2955020,57353030,0,0,51653535,5699495,57353030,
2019-02-14,3150,3170,3100,3150,26031,0.0,1815,24.05,1.74,131,0.95,30,0,0,-1285,1285,0,0,0,24706,1325,26031,0,0,25991,40,26031,0,0,-4018215,4018215,0,0,0,77325760,4143585,81469345,0,0,81343975,125370,81469345,
2019-02-15,3160,3170,3125,3155,28622,0.15873015873015872,1815,24.08,1.74,131,0.95,30,0,530,30,-560,0,0,530,27042,1050,28622,0,0,27012,1610,28622,0,1672150,103915,-1776065,0,0,1672150,85350380,3308980,90331510,0,0,85246465,5085045,90331510,
2019-02-18,3175,3685,3150,3400,2612435,7.765451664025356,1815,25.95,1.87,131,0.88,30,0,-520,14744,-14224,0,0,10,2552384,60041,2612435,0,530,2537640,74265,2612435,0,-1656700,54078140,-52421440,0,0,34000,8904235900,205033990,9109303890,0,1690700,8850157760,257455430,9109303890,
2019-02-19,3385,3435,3350,3410,347126,0.29411764705882354,1815,26.03,1.88,131,0.88,30,0,0,-9977,9977,0,0,0,320845,26281,347126,0,0,330822,16304,347126,0,0,-33677265,33677265,0,0,0,1086650090,88986120,1175636210,0,0,1120327355,55308855,1175636210,
2019-02-20,3400,3480,3350,3480,195241,2.0527859237536656,1815,26.56,1.92,131,0.86,30,0,729,-8559,7830,0,0,835,184286,10120,195241,0,106,192845,2290,195241,0,2532605,-28997255,26464650,0,0,2889825,628908975,34250745,666049545,0,357220,657906230,7786095,666049545,
2019-02-21,3480,3500,3410,3415,124197,-1.8678160919540232,1815,26.07,1.88,131,0.88,30,0,-27,12510,-12483,0,0,0,121436,2761,124197,0,27,108926,15244,124197,0,-93420,43133135,-43039715,0,0,0,417796430,9470835,427267265,0,93420,374663295,52510550,427267265,
2019-02-22,3425,3475,3350,3430,214727,0.43923865300146414,1815,26.18,1.89,131,0.87,30,0,0,5255,-5255,0,0,0,208110,6617,214727,0,0,202855,11872,214727,0,0,17913655,-17913655,0,0,0,712724275,22635230,735359505,0,0,694810620,40548885,735359505,
2019-02-25,3435,3505,3385,3475,138215,1.3119533527696794,1815,26.53,1.91,131,0.86,30,0,0,-227,227,0,0,0,130357,7858,138215,0,0,130584,7631,138215,0,0,-510925,510925,0,0,0,451732790,26959180,478691970,0,0,452243715,26448255,478691970,
2019-02-26,3520,3520,3360,3380,89026,-2.7338129496402876,1815,25.8,1.86,131,0.89,30,0,13,5510,-5523,0,0,13,87924,1089,89026,0,0,82414,6612,89026,0,44135,19079780,-19123915,0,0,44135,302837290,3699745,306581170,0,0,283757510,22823660,306581170,
2019-02-27,3380,3465,3380,3465,55818,2.514792899408284,1815,26.45,1.91,131,0.87,30,0,0,-4578,4578,0,0,0,48072,7746,55818,0,0,52650,3168,55818,0,0,-15712400,15712400,0,0,0,165344635,26534555,191879190,0,0,181057035,10822155,191879190,
2019-02-28,3455,3460,3265,3270,76490,-5.627705627705628,1815,24.96,1.8,131,0.92,30,0,0,7916,-7916,0,0,0,69161,7329,76490,0,0,61245,15245,76490,0,0,26955605,-26955605,0,0,0,233742270,24496960,258239230,0,0,206786665,51452565,258239230,
2019-03-04,3260,3430,3260,3360,42639,2.7522935779816518,1815,25.65,1.85,131,0.89,30,0,500,-3713,3213,0,0,500,36896,5243,42639,0,0,40609,2030,42639,0,1680000,-12365105,10685105,0,0,1680000,124226515,17568490,143475005,0,0,136591620,6883385,143475005,
2019-03-05,3360,3420,3310,3330,19317,-0.8928571428571428,1815,25.42,1.83,131,0.9,30,0,18,5060,-5078,0,0,18,19222,77,19317,0,0,14162,5155,19317,0,60570,17069770,-17130340,0,0,60570,64759800,259875,65080245,0,0,47690030,17390215,65080245,
2019-03-06,3405,3405,3315,3370,23567,1.2012012012012012,1815,25.73,1.86,131,0.89,30,0,0,3047,-3047,0,0,0,23165,402,23567,0,0,20118,3449,23567,0,0,10172550,-10172550,0,0,0,77399035,1340740,78739775,0,0,67226485,11513290,78739775,
2019-03-07,3370,3400,3205,3260,54793,-3.2640949554896146,1815,24.89,1.8,131,0.92,30,0,0,4359,-4359,0,0,0,50893,3900,54793,0,0,46534,8259,54793,0,0,14462485,-14462485,0,0,0,168972500,12871180,181843680,0,0,154510015,27333665,181843680,
2019-03-08,3260,3315,3230,3300,22830,1.2269938650306749,1815,25.19,1.82,131,0.91,30,0,29,1303,-1332,0,0,29,21647,1154,22830,0,0,20344,2486,22830,0,93670,4324080,-4417750,0,0,93670,70982855,3779995,74856520,0,0,66658775,8197745,74856520,
2019-03-11,3300,3380,3125,3210,32141,-2.727272727272727,1815,24.5,1.77,131,0.93,30,0,0,-1197,1197,0,0,0,28533,3608,32141,0,0,29730,2411,32141,0,0,-3874905,3874905,0,0,0,92006960,11734700,103741660,0,0,95881865,7859795,103741660,
2019-03-12,3255,3350,3210,3250,18362,1.2461059190031152,1815,24.81,1.79,131,0.92,30,0,0,1613,-1613,0,0,0,16806,1556,18362,0,0,15193,3169,18362,0,0,5388420,-5388420,0,0,0,55076635,5066630,60143265,0,0,49688215,10455050,60143265,
2019-03-13,3345,3345,3180,3295,26497,1.3846153846153846,1815,25.15,1.82,131,0.91,30,0,0,1510,-1510,0,0,0,25422,1075,26497,0,0,23912,2585,26497,0,0,4883290,-4883290,0,0,0,81662875,3447460,85110335,0,0,76779585,8330750,85110335,
2019-03-14,3300,3320,3250,3305,15556,0.30349013657056145,1815,25.23,1.82,131,0.91,30,0,0,1602,-1602,0,0,0,15425,131,15556,0,0,13823,1733,15556,0,0,5283445,-5283445,0,0,0,50661995,427085,51089080,0,0,45378550,5710530,51089080,
2019-03-15,3330,3335,3245,3310,28832,0.15128593040847202,1815,25.27,1.82,131,0.91,30,0,0,6078,-6078,0,0,0,28355,477,28832,0,0,22277,6555,28832,0,0,19977115,-19977115,0,0,0,93130935,1556975,94687910,0,0,73153820,21534090,94687910,
2019-03-18,3315,3380,3280,3340,19746,0.906344410876133,1815,25.5,1.84,131,0.9,30,0,1600,-1863,263,0,0,1600,16356,1790,19746,0,0,18219,1527,19746,0,5345305,-6186320,841015,0,0,5345305,54648085,5951460,65944850,0,0,60834405,5110445,65944850,
2019-03-19,3305,3345,3290,3305,14722,-1.0479041916167664,1815,25.23,1.82,131,0.91,30,0,-76,1845,-1769,0,0,24,14179,519,14722,0,100,12334,2288,14722,0,-251920,6118280,-5866360,0,0,79080,46910555,1716050,48705685,0,331000,40792275,7582410,48705685,
2019-03-20,3305,3335,3245,3300,13542,-0.15128593040847202,1815,25.19,1.82,131,0.91,30,0,0,2014,-2014,0,0,0,13398,144,13542,0,0,11384,2158,13542,0,0,6629475,-6629475,0,0,0,43943425,469080,44412505,0,0,37313950,7098555,44412505,
2019-03-21,3300,3305,3210,3210,24964,-2.727272727272727,1815,24.5,1.77,131,0.93,30,0,500,855,-1355,0,0,500,23664,800,24964,0,0,22809,2155,24964,0,1612500,2793635,-4406135,0,0,1612500,76789280,2588095,80989875,0,0,73995645,6994230,80989875,
2019-03-22,3220,3225,3165,3195,8936,-0.46728971962616817,1815,24.39,1.76,131,0.94,30,0,20,-339,319,0,0,20,8467,449,8936,0,0,8806,130,8936,0,63800,-1072040,1008240,0,0,63800,27061850,1425340,28550990,0,0,28133890,417100,28550990,
2019-03-25,3170,3305,3170,3205,26934,0.3129890453834116,1815,24.47,1.77,131,0.94,30,0,0,2389,-2389,0,0,0,26191,743,26934,0,0,23802,3132,26934,0,0,7811135,-7811135,0,0,0,84646265,2379715,87025980,0,0,76835130,10190850,87025980,
2019-03-26,3170,3250,3160,3170,27392,-1.0920436817472698,1815,24.2,1.75,131,0.95,30,0,0,-863,863,0,0,0,25816,1576,27392,0,0,26679,713,27392,0,0,-2733265,2733265,0,0,0,82167355,5030080,87197435,0,0,84900620,2296815,87197435,
2019-03-27,3170,3300,3165,3210,37250,1.2618296529968454,1815,24.5,1.77,131,0.93,30,0,0,-30,30,0,0,0,34724,2526,37250,0,0,34754,2496,37250,0,0,-5785,5785,0,0,0,111419620,8131035,119550655,0,0,111425405,8125250,119550655,
2019-03-28,3255,3300,3030,3145,35872,-2.0249221183800623,1815,24.01,1.73,131,0.95,30,0,0,3566,-3566,0,0,0,35570,302,35872,0,0,32004,3868,35872,0,0,11267850,-11267850,0,0,0,112451710,951300,113403010,0,0,101183860,12219150,113403010,
2019-03-29,3200,3390,3150,3320,91330,5.5643879173290935,1815,25.34,1.83,131,0.9,30,0,0,3011,-3011,0,0,0,88688,2642,91330,0,0,85677,5653,91330,0,0,10019990,-10019990,0,0,0,290596660,8568550,299165210,0,0,280576670,18588540,299165210,
2019-04-01,3315,3395,3280,3390,208938,2.108433734939759,1815,25.88,1.87,131,0.88,30,0,-27,-3382,3409,0,0,0,205413,3525,208938,0,27,208795,116,208938,0,-89100,-11220470,11309570,0,0,0,700023900,11693475,711717375,0,89100,711244370,383905,711717375,
2019-04-02,3590,3750,3330,3330,1842118,-1.7699115044247788,1815,25.42,1.83,131,0.9,30,0,19935,5041,-24976,0,0,20000,1804147,17971,1842118,0,65,1799106,42947,1842118,0,69698960,20746935,-90445895,0,0,69937385,6487854545,64422165,6622214095,0,238425,6467107610,154868060,6622214095,
2019-04-03,3365,3440,3345,3395,164572,1.951951951951952,1815,25.92,1.87,131,0.88,30,0,-35,-23217,23252,0,0,0,139759,24813,164572,0,35,162976,1561,164572,0,-119700,-78675860,78795560,0,0,0,474359205,84107110,558466315,0,119700,553035065,5311550,558466315,
2019-04-04,3370,3460,3350,3460,132542,1.914580265095729,1815,26.41,1.91,131,0.87,30,0,0,-24563,24563,0,0,0,106107,26435,132542,0,0,130670,1872,132542,0,0,-83932500,83932500,0,0,0,363533845,90367220,453901065,0,0,447466345,6434720,453901065,
2019-04-05,3405,3475,3400,3405,103215,-1.5895953757225432,1815,25.99,1.88,131,0.88,30,0,0,-13460,13460,0,0,0,88857,14358,103215,0,0,102317,898,103215,0,0,-46151065,46151065,0,0,0,304274420,49258270,353532690,0,0,350425485,3107205,353532690,
2019-04-08,3440,3465,3390,3390,57338,-0.4405286343612335,1815,25.88,1.87,131,0.88,30,0,0,-8778,8778,0,0,0,45925,11413,57338,0,0,54703,2635,57338,0,0,-29895600,29895600,0,0,0,156780130,38926315,195706445,0,0,186675730,9030715,195706445,
2019-04-09,3430,3430,3330,3405,55299,0.4424778761061947,1815,25.99,1.88,131,0.88,30,0,18,-12132,12114,0,0,18,42924,12357,55299,0,0,55056,243,55299,0,60390,-41135400,41075010,0,0,60390,144871265,41905260,186836915,0,0,186006665,830250,186836915,
2019-04-10,3440,3555,3405,3550,254494,4.258443465491924,1815,27.1,1.96,131,0.85,30,0,-12302,-1484,13786,0,0,563,231795,22136,254494,0,12865,233279,8350,254494,0,-43702565,-4033110,47735675,0,0,1945165,814284470,77101055,893330690,0,45647730,818317580,29365380,893330690,
2019-04-11,3580,3580,3490,3530,112731,-0.5633802816901409,1815,26.95,1.94,131,0.85,30,0,-7721,8152,-431,0,0,0,106476,6255,112731,0,7721,98324,6686,112731,0,-27228455,28822375,-1593920,0,0,0,375509570,22049135,397558705,0,27228455,346687195,23643055,397558705,
2019-04-12,3540,3560,3500,3545,95308,0.424929178470255,1815,27.06,1.95,131,0.85,30,0,0,-10226,10226,0,0,0,82023,13285,95308,0,0,92249,3059,95308,0,0,-36146200,36146200,0,0,0,289850690,46953365,336804055,0,0,325996890,10807165,336804055,
2019-04-15,3560,3660,3525,3640,447023,2.6798307475317347,1815,27.79,2.01,131,0.82,30,0,-90,-49822,49912,0,0,0,384773,62250,447023,0,90,434595,12338,447023,0,-320400,-178429630,178750030,0,0,0,1390059030,223573645,1613632675,0,320400,1568488660,44823615,1613632675,
2019-04-16,3670,3670,3460,3610,271619,-0.8241758241758242,1815,27.56,1.99,131,0.83,30,0,-61,19919,-19858,0,0,0,254585,17034,271619,0,61,234666,36892,271619,0,-220515,72612200,-72391685,0,0,0,911423200,60423960,971847160,0,220515,838811000,132815645,971847160,
2019-04-17,3640,3665,3505,3540,136405,-1.9390581717451523,1815,27.02,1.95,131,0.85,30,0,0,5336,-5336,0,0,0,130393,6012,136405,0,0,125057,11348,136405,0,0,19319080,-19319080,0,0,0,464716640,21318480,486035120,0,0,445397560,40637560,486035120,
2019-04-18,3545,3610,3480,3480,102623,-1.694915254237288,1815,26.56,1.92,131,0.86,30,0,28,-21,-7,0,0,28,92307,10288,102623,0,0,92328,10295,102623,0,99400,-262625,163225,0,0,99400,327202465,36434705,363736570,0,0,327465090,36271480,363736570,
2019-04-19,3480,3575,3470,3565,51963,2.442528735632184,1815,27.21,1.96,131,0.84,30,0,12,-11081,11069,0,0,12,40048,11903,51963,0,0,51129,834,51963,0,41940,-39235795,39193855,0,0,41940,142122300,42159060,184323300,0,0,181358095,2965205,184323300,
2019-04-22,3590,3590,3535,3570,43628,0.1402524544179523,1815,27.25,1.97,131,0.84,30,0,0,1237,-1237,0,0,0,38670,4958,43628,0,0,37433,6195,43628,0,0,4443560,-4443560,0,0,0,138020320,17664830,155685150,0,0,133576760,22108390,155685150,
2019-04-23,3570,3580,3485,3550,48897,-0.5602240896358543,1815,27.1,1.96,131,0.85,30,0,722,-5088,4366,0,0,722,38990,9185,48897,0,0,44078,4819,48897,0,2538380,-17624635,15086255,0,0,2538380,137114335,32192085,171844800,0,0,154738970,17105830,171844800,
2019-04-24,3580,3710,3550,3650,347706,2.8169014084507045,1815,27.86,2.01,131,0.82,30,0,0,-29601,29601,0,0,0,301624,46082,347706,0,0,331225,16481,347706,0,0,-108181190,108181190,0,0,0,1097459235,167974410,1265433645,0,0,1205640425,59793220,1265433645,
2019-04-25,3660,3700,3515,3515,144829,-3.6986301369863015,1815,26.83,1.94,131,0.85,30,0,-26,26574,-26548,0,0,0,138987,5842,144829,0,26,112413,32390,144829,0,-92040,95916045,-95824005,0,0,0,498089440,20759855,518849295,0,92040,402173395,116583860,518849295,
2019-04-26,3520,3620,3485,3550,103600,0.995732574679943,1815,27.1,1.96,131,0.85,30,0,28,16185,-16213,0,0,28,101007,2565,103600,0,0,84822,18778,103600,0,99400,57643900,-57743300,0,0,99400,358304405,9050075,367453880,0,0,300660505,66793375,367453880,
2019-04-29,3540,3665,3520,3630,107407,2.2535211267605635,1815,27.71,2.0,131,0.83,30,0,49,-2383,2334,0,0,49,94218,13140,107407,0,0,96601,10806,107407,0,172970,-8982230,8809260,0,0,172970,340914010,47722820,388809800,0,0,349896240,38913560,388809800,
2019-04-30,3640,3670,3570,3580,57186,-1.3774104683195594,1815,27.33,1.97,131,0.84,30,0,-4,6566,-6562,0,0,0,53724,3462,57186,0,4,47158,10024,57186,0,-14480,23910535,-23896055,0,0,0,194528955,12503755,207032710,0,14480,170618420,36399810,207032710,
2019-05-02,3630,3990,3580,3815,1293660,6.564245810055866,2146,28.68,1.78,133,0.92,35,0,-59,35032,-34973,0,210,0,1225149,68301,1293660,210,59,1190117,103274,1293660,3150,-226560,134308025,-134084615,0,808150,0,4657949410,258643150,4917400710,805000,226560,4523641385,392727765,4917400710,
2019-05-03,3850,3850,3730,3815,186520,0.0,2146,28.68,1.78,133,0.92,35,0,268,18111,-18379,0,0,300,178087,8133,186520,0,32,159976,26512,186520,0,1019060,68345505,-69364565,0,0,1140500,672333850,30695330,704169680,0,121440,603988345,100059895,704169680,
2019-05-07,3700,3825,3655,3745,94795,-1.834862385321101,2146,28.16,1.75,133,0.93,35,0,0,-7266,7266,0,0,0,82930,11865,94795,0,0,90196,4599,94795,0,0,-26902320,26902320,0,0,0,311577065,44188025,355765090,0,0,338479385,17285705,355765090,
2019-05-08,3680,3785,3680,3750,104050,0.13351134846461948,2146,28.2,1.75,133,0.93,35,0,-11,-2528,2539,0,0,0,97771,6279,104050,0,11,100299,3740,104050,0,-41195,-9198265,9239460,0,0,0,364739940,23312020,388051960,0,41195,373938205,14072560,388051960,
2019-05-09,3750,3820,3620,3700,150745,-1.3333333333333335,2146,27.82,1.72,133,0.95,35,0,-9,2757,-2748,0,0,0,144256,6489,150745,0,9,141499,9237,150745,0,-33930,10855780,-10821850,0,0,0,539304295,23994830,563299125,0,33930,528448515,34816680,563299125,
2019-05-10,3670,3845,3665,3815,238816,3.1081081081081083,2146,28.68,1.78,133,0.92,35,0,0,-17712,17712,0,0,0,211200,27616,238816,0,0,228912,9904,238816,0,0,-67838285,67838285,0,0,0,797998030,105105740,903103770,0,0,865836315,37267455,903103770,
2019-05-13,3855,3960,3790,3790,183357,-0.655307994757536,2146,28.5,1.77,133,0.92,35,0,-38,8665,-8627,0,0,0,175161,8196,183357,0,38,166496,16823,183357,0,-146680,33983295,-33836615,0,0,0,679029370,31559140,710588510,0,146680,645046075,65395755,710588510,
2019-05-14,3675,3910,3650,3890,157439,2.638522427440633,2146,29.25,1.81,133,0.9,35,0,-2605,-4606,7211,0,0,0,138857,18582,157439,0,2605,143463,11371,157439,0,-10165550,-17066520,27232070,0,0,0,531453595,70837815,602291410,0,10165550,548520115,43605745,602291410,
2019-05-15,3965,3965,3830,3870,100966,-0.5141388174807198,2146,29.1,1.8,133,0.9,35,0,259,6259,-6518,0,0,300,98272,2394,100966,0,41,92013,8912,100966,0,1030420,24378465,-25408885,0,0,1189500,380263100,9268575,390721175,0,159080,355884635,34677460,390721175,
2019-05-16,3870,3955,3850,3860,127756,-0.2583979328165375,2146,29.02,1.8,133,0.91,35,0,-342,-2874,3216,0,0,131,119655,7970,127756,0,473,122529,4754,127756,0,-1320475,-10980420,12300895,0,0,510900,465644545,30878415,497033860,0,1831375,476624965,18577520,497033860,
2019-05-17,3860,4045,3860,3915,241133,1.4248704663212435,2146,29.44,1.82,133,0.89,35,0,-2382,-45642,48024,0,0,13,188462,52658,241133,0,2395,234104,4634,241133,0,-9503245,-180790475,190293720,0,0,50830,746529290,208685215,955265335,0,9554075,927319765,18391495,955265335,
2019-05-20,3955,4030,3860,3950,150092,0.8939974457215836,2146,29.7,1.84,133,0.89,35,0,-22,16091,-16069,0,0,0,142189,7903,150092,0,22,126098,23972,150092,0,-88220,63038110,-62949890,0,0,0,560339000,31241355,591580355,0,88220,497300890,94191245,591580355,
2019-05-21,3900,3955,3850,3885,81354,-1.6455696202531647,2146,29.21,1.81,133,0.9,35,0,0,1572,-1572,0,0,0,75589,5765,81354,0,0,74017,7337,81354,0,0,6103920,-6103920,0,0,0,293212910,22408605,315621515,0,0,287108990,28512525,315621515,
