회사명,매집일,이상_가격,매석_거래,신고가_매집봉,매집_기간,매집_저항,매석_종가,등락률,포착일_매석,매집_거래량,매석_거래량,골크_단중,골크_중장,우상향_5일,우상향_20일,우상향_60일,거래대금_억,시가총액_억,주식수,시총_순위_2711,이상_거래량,회사_코드
포스코퓨처엠,2024-09-02,False,True,False,22,248000,251000.0,4.583333333333333,2024-09-24,1392140,627049.0,True,False,True,True,False,1578,194432,77463220,18,True,003670
코웨이,2024-08-30,False,True,False,25,69500,69900.0,5.271084337349398,2024-09-24,533971,135532.0,True,True,True,True,True,92,51585,73799619,69,True,021240
한진칼,2024-02-28,False,True,False,209,76000,76700.0,1.7241379310344829,2024-09-24,815629,44614.0,True,True,True,True,True,34,51206,66762279,72,True,180640
한미약품,2024-09-10,True,True,False,14,337000,337000.0,1.0494752623688155,2024-09-24,185876,95642.0,True,True,True,True,True,320,43173,12810991,88,True,128940
SK아이이테크놀로지,2024-08-30,False,True,False,25,34950,35700.0,9.174311926605505,2024-09-24,2865082,632074.0,True,False,True,True,False,221,25453,71297592,134,True,361610
에스엠,2024-09-04,False,True,False,20,61000,61500.0,4.060913705583756,2024-09-24,447998,94338.0,False,False,True,False,False,58,14362,23353627,193,True,041510
롯데정밀화학,2024-09-20,False,True,False,4,45900,46350.0,2.771618625277162,2024-09-24,332351,75388.0,False,True,False,False,True,34,11958,25800000,232,True,004000
SK오션플랜트,2024-05-23,True,True,False,124,15900,16050.0,3.0828516377649327,2024-09-24,3317491,464506.0,True,True,True,True,True,74,9500,59195568,276,True,100090
LG전자우,2024-09-19,False,True,True,5,50900,51000.0,0.591715976331361,2024-09-24,139223,25942.0,True,True,True,True,True,13,8764,17185992,290,True,066575
HLB테라퓨틱스,2024-09-23,False,True,False,1,10430,10510.0,8.127572016460906,2024-09-24,8415599,6230138.0,True,True,True,True,True,655,8422,80139933,296,True,115450
현대지에프홀딩스,2024-09-05,True,True,False,19,5090,5120.0,1.3861386138613865,2024-09-24,1254693,499315.0,True,True,True,True,True,25,7982,155904301,304,True,005440
젬백스,2023-05-26,True,True,True,487,17440,17830.0,11.507191994996871,2024-09-24,2867817,2753395.0,True,True,True,True,True,484,7130,39994174,333,True,082270
젬백스,2024-09-20,True,True,True,4,16800,17830.0,11.507191994996871,2024-09-24,7452123,2753395.0,True,True,True,True,True,484,7130,39994174,333,True,082270
와이지엔터테인먼트,2024-09-04,False,True,False,20,33250,34350.0,5.368098159509203,2024-09-24,323157,184229.0,False,False,True,False,False,62,6420,18691049,364,True,122870
동국제강,2024-08-30,False,True,False,25,8550,8730.0,3.804994054696789,2024-09-24,681188,252742.0,True,False,True,True,False,21,4330,49608017,470,True,460860
케이아이엔엑스,2024-08-05,False,True,False,50,72100,72300.0,0.6963788300835655,2024-09-24,70521,10029.0,True,False,True,True,False,7,3528,4880000,555,True,093320
원익머트리얼즈,2024-09-19,False,True,False,5,25600,25800.0,1.1764705882352942,2024-09-24,157305,27212.0,False,False,False,False,False,7,3252,12608000,598,True,104830
원준,2024-07-12,False,False,False,74,14120,14380.0,13.050314465408803,2024-09-24,174062,8162187.0,True,False,True,True,True,1184,2196,15271581,794,True,382840
원준,2024-09-23,False,False,False,1,13750,14380.0,13.050314465408803,2024-09-24,4166155,8162187.0,True,False,True,True,True,1184,2196,15271581,794,True,382840
콘텐트리중앙,2024-09-23,False,True,False,1,10760,11100.0,4.225352112676056,2024-09-24,165944,146075.0,True,False,True,True,False,16,2138,19262308,816,True,036420
솔트룩스,2024-08-05,False,True,False,50,15440,15480.0,4.453441295546559,2024-09-24,194981,53995.0,True,False,True,True,False,8,1877,12130568,907,True,304100
샌즈랩,2024-08-29,False,False,False,26,10160,10420.0,16.947250280583614,2024-09-24,12571355,12761150.0,True,True,True,True,True,1351,1588,15248638,1033,True,411080
이크레더블,2024-07-02,False,True,False,84,12820,12890.0,1.018808777429467,2024-09-24,16747,2388.0,True,True,True,True,True,0,1552,12043600,1052,True,092130
토마토시스템,2024-09-12,False,False,False,12,8420,9170.0,15.201005025125628,2024-09-24,10690159,11251860.0,True,False,True,True,False,1031,1431,15614544,1110,True,393210
코칩,2024-09-23,False,False,False,1,14330,15070.0,16.37065637065637,2024-09-24,2676900,6144061.0,True,False,True,True,False,922,1281,8503460,1215,True,126730
조흥,2024-08-26,False,True,False,29,178700,178800.0,0.449438202247191,2024-09-24,1367,250.0,True,True,True,False,True,0,1072,600000,1380,True,002600
삼원강재,2024-09-06,False,True,False,18,2545,2575.0,1.7786561264822136,2024-09-24,60182,9144.0,False,False,True,True,False,0,1030,40000000,1420,True,023000
스튜디오미르,2024-09-05,False,False,False,19,2670,3070.0,29.809725158562365,2024-09-24,815075,6486897.0,True,False,True,True,False,190,1004,32706134,1444,True,408900
메쎄이상,2024-08-09,False,True,False,46,2275,2280.0,3.87243735763098,2024-09-24,173125,86731.0,True,False,True,True,False,1,985,43232455,1457,True,408920
코메론,2024-07-15,True,True,True,71,10180,10300.0,6.735751295336788,2024-09-24,218708,99889.0,True,True,True,True,True,10,931,9048000,1503,True,049430
티에스넥스젠,2024-09-23,True,True,False,1,630,655.0,4.465709728867624,2024-09-24,5503091,2203328.0,True,False,True,True,True,14,918,140255662,1513,True,043220
펨트론,2024-09-23,False,True,False,1,4180,4305.0,5.0,2024-09-24,4290171,3475184.0,True,False,True,True,False,154,916,21288284,1516,True,168360
영풍제지,2024-08-01,False,False,False,54,1720,1760.0,22.137404580152676,2024-09-24,14356473,27080920.0,True,False,True,True,True,481,818,46482148,1619,True,006740
영풍제지,2024-09-13,False,False,False,11,1670,1760.0,22.137404580152676,2024-09-24,18209869,27080920.0,True,False,True,True,True,481,818,46482148,1619,True,006740
영풍제지,2024-09-19,False,False,False,5,1591,1760.0,22.137404580152676,2024-09-24,21212046,27080920.0,True,False,True,True,True,481,818,46482148,1619,True,006740
화천기공,2024-07-05,False,False,False,81,31700,36400.0,30.0,2024-09-24,25539,610131.0,True,False,True,True,True,211,800,2200000,1639,True,000850
화천기공,2024-08-05,False,False,False,50,29750,36400.0,30.0,2024-09-24,14025,610131.0,True,False,True,True,True,211,800,2200000,1639,True,000850
성우전자,2021-02-05,True,True,True,1327,4155,4360.0,8.322981366459627,2024-09-24,9027903,536027.0,True,True,True,True,True,22,676,15508143,1782,True,081580
성우전자,2021-08-05,True,True,True,1146,4190,4360.0,8.322981366459627,2024-09-24,4621551,536027.0,True,True,True,True,True,22,676,15508143,1782,True,081580
성우전자,2022-04-05,False,True,False,903,4145,4360.0,8.322981366459627,2024-09-24,2370168,536027.0,True,True,True,True,True,22,676,15508143,1782,True,081580
성우전자,2022-05-18,True,True,False,860,4125,4360.0,8.322981366459627,2024-09-24,5417629,536027.0,True,True,True,True,True,22,676,15508143,1782,True,081580
성우전자,2024-07-02,False,True,True,84,4130,4360.0,8.322981366459627,2024-09-24,1070623,536027.0,True,True,True,True,True,22,676,15508143,1782,True,081580
YBM넷,2024-08-19,False,False,False,36,4075,4135.0,22.51851851851852,2024-09-24,1264073,5530906.0,True,False,True,True,True,239,674,16312697,1785,True,057030
앱코,2024-08-30,False,True,False,25,1250,1286.0,5.756578947368421,2024-09-24,2651123,508594.0,True,False,True,True,True,6,651,50643410,1811,True,129890
PN풍년,2024-07-01,False,True,False,85,5200,5250.0,5.0,2024-09-24,2874728,1031060.0,True,True,True,True,True,54,525,10000000,2035,True,024940
형지엘리트,2024-01-02,True,False,False,266,1520,1683.0,29.96138996138996,2024-09-24,1054890,9205267.0,True,True,True,True,True,144,524,31154798,2036,True,093240
형지엘리트,2024-05-28,False,False,False,119,1362,1683.0,29.96138996138996,2024-09-24,2525595,9205267.0,True,True,True,True,True,144,524,31154798,2036,True,093240
형지엘리트,2024-08-23,True,False,False,32,1375,1683.0,29.96138996138996,2024-09-24,2786643,9205267.0,True,True,True,True,True,144,524,31154798,2036,True,093240
형지엘리트,2024-09-05,True,False,False,19,1299,1683.0,29.96138996138996,2024-09-24,2173569,9205267.0,True,True,True,True,True,144,524,31154798,2036,True,093240
형지엘리트,2024-09-20,True,False,False,4,1453,1683.0,29.96138996138996,2024-09-24,4715990,9205267.0,True,True,True,True,True,144,524,31154798,2036,True,093240
한주에이알티,2024-09-23,False,True,False,1,2450,3185.0,30.0,2024-09-24,1096227,1022995.0,True,False,True,True,False,31,460,14452469,2137,True,058450
오에스피,2024-09-23,False,True,False,1,3545,3620.0,3.873744619799139,2024-09-24,83739,70937.0,False,False,True,True,False,2,338,9346160,2349,True,368970
모코엠시스,2024-09-11,False,False,False,13,1312,1320.0,0.9174311926605504,2024-09-24,90499,109760.0,False,False,True,False,False,1,322,24444326,2376,True,333050
동일철강,2024-09-23,False,True,False,1,1305,1315.0,2.1756021756021755,2024-09-24,218728,17661.0,True,True,True,True,True,0,274,20841335,2463,True,023790
더코디,2024-09-11,False,True,False,13,5180,5230.0,1.3565891472868217,2024-09-24,235856,12701.0,False,False,True,False,False,0,248,4748398,2508,True,224060
삼성스팩9호,2024-08-05,False,False,False,50,2055,2090.0,2.450980392156863,2024-09-24,129979,191590.0,True,True,True,True,True,3,230,11050000,2540,True,468510
엔피케이,2024-08-06,False,True,False,49,1225,1228.0,3.3670033670033668,2024-09-24,99401,9519.0,True,False,True,True,False,0,229,18723923,2542,True,048830
엔피케이,2024-08-19,False,True,False,36,1225,1228.0,3.3670033670033668,2024-09-24,86156,9519.0,True,False,True,True,False,0,229,18723923,2542,True,048830
엔피케이,2024-09-04,False,True,False,20,1205,1228.0,3.3670033670033668,2024-09-24,82214,9519.0,True,False,True,True,False,0,229,18723923,2542,True,048830
SHD,2024-09-23,False,True,False,1,17800,18290.0,2.810567734682406,2024-09-24,4779,3378.0,True,False,True,True,True,0,222,1214878,2558,True,001770
