날짜,공시_제목,공시자
2024-08-20,반기보고서 (2024.06),모니터랩
2024-07-22,주식매수선택권부여에관한신고,모니터랩
2024-05-27,분기보고서 (2024.03),모니터랩
2024-05-17,본점소재지변경              ,모니터랩
2024-04-26,임원ㆍ주요주주특정증권등소유상황보고서,박민아
2024-04-16,기업설명회(IR)개최              ,모니터랩
2024-03-29,정기주주총회결과              ,모니터랩
2024-03-21,사업보고서 (2023.12),모니터랩
2024-03-21,감사보고서제출              ,모니터랩
2024-03-13,주주총회소집공고,모니터랩
2024-03-13,의결권대리행사권유참고서류,모니터랩
2024-02-23,주주총회집중일개최사유신고              ,모니터랩
2024-02-23,매출액또는손익구조30%(대규모법인은15%)이상변동              ,모니터랩
2024-02-23,주주총회소집결의              ,모니터랩
2024-01-30,주요사항보고서(유형자산양수결정),모니터랩
2023-12-15,주주명부폐쇄기간또는기준일설정,모니터랩
2023-11-27,분기보고서 (2023.09),모니터랩
2023-08-25,반기보고서 (2023.06),모니터랩
2023-08-03,주식등의대량보유상황보고서(약식),한국산업은행
2023-07-05,주식등의대량보유상황보고서(약식),한국산업은행
2023-06-22,[기재정정]주식매수선택권행사,모니터랩
2023-06-20,임원ㆍ주요주주특정증권등소유상황보고서,송승일
2023-06-20,주식등의대량보유상황보고서(약식),한국산업은행
2023-05-25,[기재정정]주식등의대량보유상황보고서(약식),한국산업은행
2023-05-22,임원ㆍ주요주주특정증권등소유상황보고서,박민아
2023-05-22,주식등의대량보유상황보고서(일반),이광후
2023-05-22,임원ㆍ주요주주특정증권등소유상황보고서,안병규
2023-05-22,임원ㆍ주요주주특정증권등소유상황보고서,이광후
2023-05-22,임원ㆍ주요주주특정증권등소유상황보고서,윤승원
2023-05-22,임원ㆍ주요주주특정증권등소유상황보고서,김현목
2023-05-22,임원ㆍ주요주주특정증권등소유상황보고서,심재은
2023-05-15,증권발행실적보고서,모니터랩
2023-05-08,[기재정정]투자설명서,모니터랩
2023-05-08,[발행조건확정]증권신고서(지분증권),모니터랩
2023-04-10,연결감사보고서 (2022.12),삼덕회계법인
2023-04-10,감사보고서 (2022.12),삼덕회계법인
2022-04-04,연결감사보고서 (2021.12),대주회계법인
2022-04-04,감사보고서 (2021.12),대주회계법인
