날짜,공시_제목,공시자
2024-11-14,분기보고서 (2024.09),아이윈플러스
2024-11-08,단일판매ㆍ공급계약해지              ,아이윈플러스
2024-10-18,주식등의대량보유상황보고서(일반),아이윈
2024-10-11,주식등의대량보유상황보고서(일반),아이윈
2024-09-24,임원ㆍ주요주주특정증권등소유상황보고서,이준식
2024-09-24,주식등의대량보유상황보고서(일반),아이윈
2024-09-23,주식등의대량보유상황보고서(약식),아이비케이캐피탈
2024-09-20,주식등의대량보유상황보고서(일반),아이윈
2024-09-19,전환사채(해외전환사채포함)발행후만기전사채취득              ,아이윈플러스
2024-09-02,주식등의대량보유상황보고서(일반),아이윈
2024-08-21,단일판매ㆍ공급계약체결              ,아이윈플러스
2024-08-19,주식등의대량보유상황보고서(약식),아이비케이캐피탈
2024-08-14,반기보고서 (2024.06),아이윈플러스
2024-08-14,전환가액의조정              ,아이윈플러스
2024-08-13,주식등의대량보유상황보고서(일반),아이윈
2024-08-05,주식등의대량보유상황보고서(일반),아이윈
2024-07-29,주식등의대량보유상황보고서(일반),아이윈
2024-07-22,주식등의대량보유상황보고서(일반),아이윈
2024-07-09,주식등의대량보유상황보고서(일반),아이윈
2024-06-14,전환사채(해외전환사채포함)발행후만기전사채취득              (제4회차),아이윈플러스
2024-06-14,주식등의대량보유상황보고서(일반),아이윈
2024-06-05,주식등의대량보유상황보고서(약식),시너지아이비투자
2024-06-05,증권발행결과(자율공시)              (제5회차 CB),아이윈플러스
2024-05-31,임시주주총회결과              ,아이윈플러스
2024-05-29,주요사항보고서(전환사채권발행결정),아이윈플러스
2024-05-16,의결권대리행사권유참고서류,아이윈플러스
2024-05-16,주주총회소집공고,아이윈플러스
2024-05-16,분기보고서 (2024.03),아이윈플러스
2024-04-18,주주총회소집결의              (임시주주총회),아이윈플러스
2024-04-18,주주명부폐쇄기간또는기준일설정              ,아이윈플러스
2024-04-01,합병등종료보고서(합병),아이윈플러스
