날짜,시가,고가,저가,종가,거래량,등락률,기관합계_거래량_순매수,기타법인_거래량_순매수,개인_거래량_순매수,외국인합계_거래량_순매수,전체_거래량_순매수,기관합계_거래량_매수,기타법인_거래량_매수,개인_거래량_매수,외국인합계_거래량_매수,전체_거래량_매수,기관합계_거래량_매도,기타법인_거래량_매도,개인_거래량_매도,외국인합계_거래량_매도,전체_거래량_매도,기관합계_거래대금_순매수,기타법인_거래대금_순매수,개인_거래대금_순매수,외국인합계_거래대금_순매수,전체_거래대금_순매수,기관합계_거래대금_매수,기타법인_거래대금_매수,개인_거래대금_매수,외국인합계_거래대금_매수,전체_거래대금_매수,기관합계_거래대금_매도,기타법인_거래대금_매도,개인_거래대금_매도,외국인합계_거래대금_매도,전체_거래대금_매도
2019-01-02,6290,6330,6010,6040,182351,-3.0497592295345104,-23770,170,18901,4699,0,0,170,162233,19948,182351,23770,0,143332,15249,182351,-144818090,1062500,115424610,28330980,0,0,1062500,998284170,122119840,1121466510,144818090,0,882859560,93788860,1121466510
2019-01-03,6000,6210,6000,6070,51808,0.49668874172185434,0,0,-2898,2898,0,0,0,46083,5725,51808,0,0,48981,2827,51808,0,0,-17770220,17770220,0,0,0,279171360,34875820,314047180,0,0,296941580,17105600,314047180
2019-01-04,6060,6100,5770,6100,113293,0.4942339373970346,502,-80,4217,-4639,0,14546,0,91269,7478,113293,14044,80,87052,12117,113293,3330340,-472690,24977660,-27835310,0,88229060,0,543528780,44427760,676185600,84898720,472690,518551120,72263070,676185600
2019-01-07,6200,6200,5920,6130,24305,0.49180327868852464,-500,0,3833,-3333,0,0,0,24192,113,24305,500,0,20359,3446,24305,-3055000,0,23477910,-20422910,0,0,0,147818180,691730,148509910,3055000,0,124340270,21114640,148509910
2019-01-08,6110,6140,6000,6020,37165,-1.794453507340946,0,0,11386,-11386,0,0,0,37044,121,37165,0,0,25658,11507,37165,0,0,68859750,-68859750,0,0,0,224203600,737190,224940790,0,0,155343850,69596940,224940790
2019-01-09,6100,6300,5980,6090,199655,1.1627906976744187,-19700,6180,21521,-8001,0,23164,6180,143519,26792,199655,42864,0,121998,34793,199655,-117923450,38211650,128109110,-48397310,0,142790870,38211650,879921920,166121160,1227045600,260714320,0,751812810,214518470,1227045600
2019-01-10,6160,6160,6020,6060,56413,-0.49261083743842365,-2421,200,13837,-11616,0,2000,200,53228,985,56413,4421,0,39391,12601,56413,-14590000,1212100,83653160,-70275260,0,12080000,1212100,322572720,5961470,341826290,26670000,0,238919560,76236730,341826290
2019-01-11,6060,6120,5700,5790,372668,-4.455445544554455,-1851,-7472,51315,-41992,0,19006,320,348568,4774,372668,20857,7792,297253,46766,372668,-8881820,-43183420,296722120,-244656880,0,112033860,1853900,2035530790,28720730,2178139280,120915680,45037320,1738808670,273377610,2178139280
2019-01-14,5800,5940,5650,5890,160304,1.7271157167530224,22682,6000,-25719,-2963,0,46189,6000,90581,17534,160304,23507,0,116300,20497,160304,133759970,34993520,-151393030,-17360460,0,270273580,34993520,526624920,102295250,934187270,136513610,0,678017950,119655710,934187270
2019-01-15,5890,5940,5770,5860,58590,-0.5093378607809848,0,-200,13990,-13790,0,0,0,58031,559,58590,0,200,44041,14349,58590,0,-1178000,81830990,-80652990,0,0,0,339248900,3244170,342493070,0,1178000,257417910,83897160,342493070
2019-01-16,5940,5940,5710,5850,54904,-0.17064846416382254,2000,-1500,9213,-9713,0,2000,0,50591,2313,54904,0,1500,41378,12026,54904,11650000,-8685000,53493680,-56458680,0,11650000,0,294419420,13428240,319497660,0,8685000,240925740,69886920,319497660
2019-01-17,5850,5900,5590,5600,127865,-4.273504273504273,3179,-5000,40487,-38666,0,10000,0,116031,1834,127865,6821,5000,75544,40500,127865,18318330,-28786490,231374300,-220906140,0,57200000,0,659863190,10608400,727671590,38881670,28786490,428488890,231514540,727671590
2019-01-18,5630,5800,5550,5770,165587,3.0357142857142856,66718,0,-61730,-4988,0,66718,0,80245,18624,165587,0,0,141975,23612,165587,382881900,0,-353481210,-29400690,0,382881900,0,457869950,104906450,945658300,0,0,811351160,134307140,945658300
2019-01-21,5780,5910,5740,5890,79623,2.079722703639515,16373,0,-10910,-5463,0,16373,0,56688,6562,79623,0,0,67598,12025,79623,96176400,0,-64125540,-32050860,0,96176400,0,331425410,38394960,465996770,0,0,395550950,70445820,465996770
2019-01-22,5900,5900,5750,5820,71740,-1.1884550084889642,-5000,0,9323,-4323,0,0,0,66828,4912,71740,5000,0,57505,9235,71740,-29200000,0,54460070,-25260070,0,0,0,388580600,28508710,417089310,29200000,0,334120530,53768780,417089310
2019-01-23,5810,6150,5750,6040,283391,3.7800687285223367,18594,4000,13187,-35781,0,23594,4000,248616,7181,283391,5000,0,235429,42962,283391,112862590,24280000,78289590,-215432180,0,142567410,24280000,1497803400,43179160,1707829970,29704820,0,1419513810,258611340,1707829970
2019-01-24,6020,6070,5800,5860,100319,-2.980132450331126,-1033,0,11485,-10452,0,0,0,96919,3400,100319,1033,0,85434,13852,100319,-6143270,0,68060660,-61917390,0,0,0,571278810,20203740,591482550,6143270,0,503218150,82121130,591482550
2019-01-25,5860,5860,5650,5850,129323,-0.17064846416382254,-60000,0,50724,9276,0,0,0,116974,12349,129323,60000,0,66250,3073,129323,-342554280,0,289519030,53035250,0,0,0,672583850,70775010,743358860,342554280,0,383064820,17739760,743358860
2019-01-28,5890,5890,5650,5730,284464,-2.051282051282051,-62577,-11250,96216,-22389,0,310,0,280108,4046,284464,62887,11250,183892,26435,284464,-356779020,-64107500,548660810,-127774290,0,1772800,0,1597818020,23102070,1622692890,358551820,64107500,1049157210,150876360,1622692890
