날짜,공시_제목,공시자
2024-11-05,주요사항보고서(전환사채권발행결정),윙스풋
2024-10-08,주식등의대량보유상황보고서(일반),KIMYOUNGCHUN
2024-09-23,임원ㆍ주요주주특정증권등소유상황보고서,황성웅
2024-09-10,임원ㆍ주요주주특정증권등소유상황보고서,한기주
2024-09-10,임원ㆍ주요주주특정증권등소유상황보고서,황성웅
2024-08-26,임원ㆍ주요주주특정증권등소유상황보고서,황성웅
2024-08-20,임원ㆍ주요주주특정증권등소유상황보고서,황성웅
2024-08-14,반기보고서 (2024.06),윙스풋
2024-05-14,분기보고서 (2024.03),윙스풋
2024-04-12,본점소재지변경              ,윙스풋
2024-04-01,임원ㆍ주요주주특정증권등소유상황보고서,송혁
2024-04-01,주식등의대량보유상황보고서(일반),KIMYOUNGCHUN
2024-03-29,사외이사의선임ㆍ해임또는중도퇴임에관한신고,윙스풋
2024-03-29,정기주주총회결과              ,윙스풋
2024-03-21,감사보고서제출              ,윙스풋
2024-03-21,사업보고서 (2023.12),윙스풋
2024-03-13,주주총회집중일개최사유신고              ,윙스풋
2024-03-13,주주총회소집공고,윙스풋
2024-03-13,주주총회소집결의              ,윙스풋
2024-02-14,매출액또는손익구조30%(대규모법인은15%)이상변동              ,윙스풋
2023-12-15,주주명부폐쇄기간또는기준일설정,윙스풋
2023-11-14,분기보고서 (2023.09),윙스풋
2023-10-12,주식등의대량보유상황보고서(약식),NH투자증권
2023-08-14,반기보고서 (2023.06),윙스풋
2023-05-15,분기보고서 (2023.03),윙스풋
2023-05-08,주식등의대량보유상황보고서(약식),NH투자증권
2023-04-27,주식등의대량보유상황보고서(일반),캑터스오아시스제1호사모투자
2023-04-03,전환청구권행사(제1회차),윙스풋
2023-03-29,정기주주총회결과,윙스풋
2023-03-21,사업보고서 (2022.12),윙스풋
2023-03-21,감사보고서제출,윙스풋
2023-03-13,주주총회소집결의,윙스풋
2023-03-13,주주총회소집공고,윙스풋
2023-02-14,매출액또는손익구조30%(대규모법인은15%)이상변동,윙스풋
2023-01-27,임원ㆍ주요주주특정증권등소유상황보고서,캑터스오아시스제1호사모투자
2023-01-27,주식등의대량보유상황보고서(일반),캑터스오아시스제1호사모투자
2022-12-21,자기주식처분결과보고서,윙스풋
2022-12-21,[첨부정정]주요사항보고서(자기주식처분결정),윙스풋
2022-12-15,주주명부폐쇄기간또는기준일설정,윙스풋
2022-11-22,주식등의대량보유상황보고서(약식),로만자산운용
2022-11-10,분기보고서 (2022.09),윙스풋
2022-10-24,소속부변경,코스닥시장본부
2022-10-19,임원ㆍ주요주주특정증권등소유상황보고서,KIMYUNGHWAN
2022-10-19,임원ㆍ주요주주특정증권등소유상황보고서,씨케이앤디리더스
2022-10-19,주식등의대량보유상황보고서(일반),씨케이앤디리더스
2022-10-19,주식등의대량보유상황보고서(약식),아이비케이투자증권
2022-10-18,주식등의대량보유상황보고서(일반),KIMYOUNGCHUN
2022-10-18,임원ㆍ주요주주특정증권등소유상황보고서,KIMYOUNGCHUN
2022-10-14,주식등의대량보유상황보고서(일반),캑터스오아시스제1호사모투자
2022-10-14,주식등의대량보유상황보고서(약식),위드인베스트먼트
2022-10-14,임원ㆍ주요주주특정증권등소유상황보고서,캑터스오아시스제1호사모투자
2022-10-12,기업인수목적회사의임원사임,윙스풋
2022-10-12,기업인수목적회사의임원사임,윙스풋
2022-10-12,기업인수목적회사의임원사임,윙스풋
2022-10-12,기업인수목적회사의임원사임,윙스풋
2022-10-12,최대주주변경,윙스풋
2022-10-12,본점소재지변경,윙스풋
2022-10-12,대표이사변경,윙스풋
2022-10-12,사외이사의선임ㆍ해임또는중도퇴임에관한신고,윙스풋
2022-10-12,증권발행실적보고서(합병등),윙스풋
2022-09-06,상호변경안내,윙스풋
2022-09-06,임시주주총회결과,윙스풋
2022-08-22,의결권대리행사권유참고서류,윙스풋
2022-08-22,주주총회소집공고,윙스풋
2022-08-19,투자설명서,윙스풋
2022-08-08,[기재정정]증권신고서(합병),윙스풋
2022-08-08,[기재정정]주요사항보고서(회사합병결정),윙스풋
2022-07-28,반기보고서 (2022.06),윙스풋
2022-07-22,주주명부폐쇄기간또는기준일설정,윙스풋
2022-07-22,기업인수목적회사의정관변경결정,윙스풋
2022-07-22,기업인수목적회사의임원선임결정,윙스풋
2022-07-22,주주총회소집결의,윙스풋
2022-07-14,주권매매거래정지해제(상장예비심사결과 통지(승인)),코스닥시장본부
2022-06-07,기업인수목적회사의예치ㆍ신탁계약내용변경,윙스풋
2022-05-16,[기재정정]분기보고서 (2022.03),윙스풋
2022-04-22,주권매매거래정지(SPAC 합병(예비심사청구대상)),코스닥시장본부
2022-03-31,대표이사변경,윙스풋
2022-03-31,정기주주총회결과,윙스풋
2022-03-17,[기재정정]의결권대리행사권유참고서류,윙스풋
2022-03-16,[기재정정]주주총회소집공고,윙스풋
2022-03-16,감사보고서제출,윙스풋
2022-03-16,사업보고서 (2021.12),윙스풋
2022-03-10,주주총회집중일개최사유신고,윙스풋
2022-03-10,기업인수목적회사의임원선임결정,윙스풋
2022-03-10,기업인수목적회사의정관변경결정,윙스풋
2022-03-10,주주총회소집결의,윙스풋
2022-02-15,매출액또는손익구조30%(대규모법인은15%)이상변동,윙스풋
2022-02-04,대표이사변경,윙스풋
2022-02-04,기업인수목적회사의임원사임,윙스풋
2021-12-15,주주명부폐쇄기간또는기준일설정,윙스풋
2021-12-06,기업인수목적회사의예치ㆍ신탁계약내용변경,윙스풋
2021-11-15,분기보고서 (2021.09),윙스풋
2021-08-17,반기보고서 (2021.06),윙스풋
2021-05-17,분기보고서 (2021.03),윙스풋
2021-03-31,정기주주총회결과,윙스풋
2021-03-16,사업보고서 (2020.12),윙스풋
2021-03-16,주주총회소집공고,윙스풋
2021-03-16,주주총회집중일개최사유신고,윙스풋
2021-03-05,감사보고서제출,윙스풋
2021-03-04,주주총회소집결의,윙스풋
2021-02-10,주식등의대량보유상황보고서(약식),신한은행
2021-02-02,매출액또는손익구조30%(대규모법인은15%)이상변동,윙스풋
2020-12-15,주주명부폐쇄기간또는기준일설정,윙스풋
2020-11-16,분기보고서 (2020.09),윙스풋
2020-11-16,주권매매거래정지해제(합병결정 철회),코스닥시장본부
2020-11-16,[기재정정]주요사항보고서(회사합병결정),윙스풋
2020-11-16,기업인수목적회사관련합병취소ㆍ부인사실발생,윙스풋
2020-08-14,반기보고서 (2020.06),윙스풋
2020-08-07,주권매매거래정지(SPAC 합병(예비심사청구대상)),코스닥시장본부
2020-05-15,분기보고서 (2020.03),윙스풋
2020-03-30,사업보고서 (2019.12),윙스풋
2020-03-20,기업인수목적회사의임원선임결정,윙스풋
2020-03-20,정기주주총회결과,윙스풋
2020-03-20,기업인수목적회사의임원사임,윙스풋
2020-03-19,주식등의대량보유상황보고서(약식),신한은행
2020-03-12,감사보고서제출,윙스풋
2020-02-21,주주총회집중일개최사유신고,윙스풋
2020-02-21,주주총회소집결의,윙스풋
2020-02-21,주주총회소집공고,윙스풋
2019-12-16,주식등의대량보유상황보고서(일반),다름인베스트먼트
2019-12-16,주주명부폐쇄기간또는기준일설정,윙스풋
2019-12-13,[기재정정]주식등의대량보유상황보고서(약식),브라이트자산운용
2019-12-13,주식등의대량보유상황보고서(일반),아이비케이투자증권
2019-12-11,주식등의대량보유상황보고서(약식),로만자산운용
2019-12-10,주식등의대량보유상황보고서(일반),위드인베스트먼트
2019-12-03,증권발행실적보고서,윙스풋
2019-11-27,[기재정정]투자설명서,윙스풋
2019-11-27,[발행조건확정]증권신고서(지분증권),윙스풋
