날짜,공시_제목,공시자
2024-04-24,연결재무제표기준영업(잠정)실적(공정공시)              ,LG이노텍
2024-04-08,[기재정정]지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,LG이노텍
2024-04-02,주식등의대량보유상황보고서(약식),국민연금공단
2024-04-01,결산실적공시예고(안내공시)              ,LG이노텍
2024-03-21,대표이사(대표집행임원)변경(안내공시)              ,LG이노텍
2024-03-21,주식등의대량보유상황보고서(일반),LG전자
2024-03-21,정기주주총회결과              ,LG이노텍
2024-03-21,최대주주등소유주식변동신고서              ,LG이노텍
2024-03-13,[첨부정정]사업보고서 (2023.12),LG이노텍
2024-02-29,[기재정정]의결권대리행사권유참고서류,LG이노텍
2024-02-29,[기재정정]주주총회소집공고,LG이노텍
2024-02-29,대규모기업집단현황공시[분기별공시(개별회사용)],LG이노텍
2024-02-28,감사보고서제출              ,LG이노텍
2024-02-20,신규시설투자등              ,LG이노텍
2024-02-20,주주총회소집결의              ,LG이노텍
2024-02-07,증권발행실적보고서,LG이노텍
2024-02-07,투자설명서,LG이노텍
2024-02-06,[발행조건확정]증권신고서(채무증권),LG이노텍
2024-01-25,연결재무제표기준영업(잠정)실적(공정공시),LG이노텍
2024-01-24,현금ㆍ현물배당결정,LG이노텍
2024-01-15,매출액또는손익구조30%(대규모법인은15%)이상변경,LG이노텍
2023-12-29,결산실적공시예고(안내공시),LG이노텍
2023-12-22,기타경영사항(자율공시),LG이노텍
2023-12-21,임원ㆍ주요주주특정증권등소유상황보고서,국민연금공단
2023-11-30,대규모기업집단현황공시[분기별공시(개별회사용)],LG이노텍
2023-11-09,분기보고서 (2023.09),LG이노텍
2023-10-25,연결재무제표기준영업(잠정)실적(공정공시),LG이노텍
2023-10-24,타인에대한채무보증결정,LG이노텍
2023-10-10,임원ㆍ주요주주특정증권등소유상황보고서,국민연금공단
2023-10-05,결산실적공시예고(안내공시),LG이노텍
2023-10-05,주식등의대량보유상황보고서(약식),국민연금공단
2023-09-19,최대주주등소유주식변동신고서,LG이노텍
2023-09-19,주식등의대량보유상황보고서(일반),LG전자
2023-09-19,임원ㆍ주요주주특정증권등소유상황보고서,정철동
2023-08-31,대규모기업집단현황공시[분기별공시(개별회사용)],LG이노텍
2023-08-14,지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,LG이노텍
2023-08-11,반기보고서 (2023.06),LG이노텍
2023-07-26,[기재정정]연결재무제표기준영업(잠정)실적(공정공시),LG이노텍
2023-07-26,특수관계인에대한부동산임대,LG이노텍
2023-07-06,지속가능경영보고서등관련사항(자율공시),LG이노텍
2023-07-06,임원ㆍ주요주주특정증권등소유상황보고서,국민연금공단
2023-07-05,결산실적공시예고(안내공시),LG이노텍
2023-06-23,조회공시요구(풍문또는보도)에대한답변(미확정),LG이노텍
2023-06-07,주식등의대량보유상황보고서(약식),국민연금공단
2023-06-02,임원ㆍ주요주주특정증권등소유상황보고서,국민연금공단
2023-06-01,주식등의대량보유상황보고서(약식),국민연금공단
2023-05-31,기업지배구조보고서공시,LG이노텍
