날짜,공시_제목,공시자
2024-05-10,분기보고서 (2024.03),코스텍시스
2024-05-08,주요사항보고서(유상증자결정),코스텍시스
2024-04-08,기업설명회(IR)개최              ,코스텍시스
2024-04-03,주요사항보고서(자기주식취득결정),코스텍시스
2024-04-03,[기재정정]단일판매ㆍ공급계약체결              ,코스텍시스
2024-03-28,정기주주총회결과              ,코스텍시스
2024-03-20,사업보고서 (2023.12),코스텍시스
2024-03-20,감사보고서제출              ,코스텍시스
2024-03-08,주주총회소집공고,코스텍시스
2024-03-06,전환청구권행사              (제1회차),코스텍시스
2024-02-13,주주총회소집결의              ,코스텍시스
2024-02-01,주권매매거래정지해제(액면병합 주권 변경상장),코스닥시장본부
2024-02-01,[기재정정]주식등의대량보유상황보고서(약식),교보증권
2024-01-31,매출액또는손익구조30%(대규모법인은15%)이상변동,코스텍시스
2024-01-08,임원ㆍ주요주주특정증권등소유상황보고서,한규진
2024-01-08,주식등의대량보유상황보고서(일반),한규진
2024-01-08,임원ㆍ주요주주특정증권등소유상황보고서,박찬호
2024-01-08,임원ㆍ주요주주특정증권등소유상황보고서,이승주
2024-01-08,임원ㆍ주요주주특정증권등소유상황보고서,허만인
2023-12-27,"주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)",코스닥시장본부
2023-12-26,단일판매ㆍ공급계약체결,코스텍시스
2023-12-14,주주명부폐쇄기간또는기준일설정,코스텍시스
2023-12-08,임시주주총회결과,코스텍시스
2023-11-23,주주총회소집공고,코스텍시스
2023-11-20,[기재정정]반기보고서 (2023.06),코스텍시스
2023-11-14,분기보고서 (2023.09),코스텍시스
2023-10-26,주주명부폐쇄기간또는기준일설정,코스텍시스
2023-10-26,주식병합결정,코스텍시스
2023-10-26,주주총회소집결의(임시주주총회),코스텍시스
2023-10-12,"전환청구권행사(제6,8회차)",코스텍시스
2023-08-10,주식등의대량보유상황보고서(약식),유비쿼스인베스트먼트
2023-07-05,주식등의대량보유상황보고서(약식),유비쿼스인베스트먼트
2023-05-30,기업설명회(IR)개최,코스텍시스
2023-05-15,분기보고서 (2023.03),코스텍시스
2023-05-08,소속부변경,코스닥시장본부
2023-04-28,기업설명회(IR)개최,코스텍시스
2023-04-20,기업설명회(IR)개최,코스텍시스
2023-04-19,주식등의대량보유상황보고서(약식),유비쿼스인베스트먼트
2023-04-17,단일판매ㆍ공급계약체결,코스텍시스
2023-04-17,"전환청구권행사(제6,7,8회차)",코스텍시스
2023-04-12,소속부변경,코스닥시장본부
2023-04-12,단기차입금감소결정(자율공시),코스텍시스
2023-04-11,기업설명회(IR)개최,코스텍시스
2023-04-07,임원ㆍ주요주주특정증권등소유상황보고서,유비쿼스인베스트먼트
2023-04-07,주식등의대량보유상황보고서(약식),유비쿼스인베스트먼트
2023-04-06,임원ㆍ주요주주특정증권등소유상황보고서,박찬호
2023-04-06,임원ㆍ주요주주특정증권등소유상황보고서,한규진
2023-04-06,임원ㆍ주요주주특정증권등소유상황보고서,이승주
2023-04-06,임원ㆍ주요주주특정증권등소유상황보고서,허만인
2023-04-06,주식등의대량보유상황보고서(약식),오픈워터인베스트먼트
2023-04-06,[기재정정]주식등의대량보유상황보고서(약식),유비쿼스인베스트먼트
2023-04-06,임원ㆍ주요주주특정증권등소유상황보고서,유비쿼스인베스트먼트
2023-04-05,단일판매ㆍ공급계약체결,코스텍시스
2023-03-31,주식등의대량보유상황보고서(약식),젠스엠
2023-03-30,주식등의대량보유상황보고서(약식),케이앤티파트너스
2023-03-29,소속부변경,코스닥시장본부
2023-03-28,주식등의대량보유상황보고서(약식),오픈워터인베스트먼트
2023-03-28,정기주주총회결과,코스텍시스
2023-03-28,주식등의대량보유상황보고서(일반),한규진
2023-03-21,증권발행실적보고서(합병등),코스텍시스
2023-03-21,최대주주변경,코스텍시스
2023-03-21,대표이사변경,코스텍시스
2023-03-21,본점소재지변경,코스텍시스
2023-03-21,기업인수목적회사의임원사임,코스텍시스
2023-03-21,기업인수목적회사의임원사임,코스텍시스
2023-03-21,기업인수목적회사의임원사임,코스텍시스
2023-03-21,기업인수목적회사의임원사임,코스텍시스
2023-03-08,주주총회소집공고,코스텍시스
2023-03-08,사업보고서 (2022.12),코스텍시스
2023-03-03,감사보고서제출,코스텍시스
2023-02-15,사외이사의선임ㆍ해임또는중도퇴임에관한신고,코스텍시스
2023-02-15,상호변경안내,코스텍시스
2023-02-15,임시주주총회결과,코스텍시스
2023-02-09,주주총회소집결의,코스텍시스
2023-02-09,기업인수목적회사의예치ㆍ신탁계약내용변경,코스텍시스
2023-02-07,매출액또는손익구조30%(대규모법인은15%)이상변동,코스텍시스
2023-01-31,주주총회소집공고,코스텍시스
2023-01-31,의결권대리행사권유참고서류,코스텍시스
2023-01-31,[기재정정]주주총회소집결의,코스텍시스
2023-01-31,[기재정정]기업인수목적회사의임원선임결정,코스텍시스
2023-01-17,투자설명서,코스텍시스
2023-01-05,[기재정정]증권신고서(합병),코스텍시스
2023-01-05,[첨부정정]주요사항보고서(회사합병결정),코스텍시스
2022-12-28,기업인수목적회사의정관변경결정,코스텍시스
2022-12-28,주주명부폐쇄기간또는기준일설정,코스텍시스
2022-12-22,주권매매거래정지해제(상장예비심사결과 통지(승인)),코스닥시장본부
2022-12-14,주주명부폐쇄기간또는기준일설정,코스텍시스
2022-11-14,분기보고서 (2022.09),코스텍시스
2022-10-06,기업인수목적회사의예치ㆍ신탁계약내용변경,코스텍시스
2022-08-31,주권매매거래정지(SPAC 합병(예비심사청구대상)),코스닥시장본부
2022-08-12,반기보고서 (2022.06),코스텍시스
2022-05-13,분기보고서 (2022.03),코스텍시스
2022-03-17,정기주주총회결과,코스텍시스
2022-03-02,주주총회소집공고,코스텍시스
2022-03-02,사업보고서 (2021.12),코스텍시스
2022-03-02,감사보고서제출,코스텍시스
2022-01-27,주주총회소집결의,코스텍시스
2021-12-15,주주명부폐쇄기간또는기준일설정,코스텍시스
2021-11-15,분기보고서 (2021.09),코스텍시스
2021-11-15,[기재정정]반기보고서 (2021.06),코스텍시스
2021-09-13,기업인수목적회사의예치ㆍ신탁계약내용변경,코스텍시스
2021-06-09,주식등의대량보유상황보고서(약식),신한투자증권
2021-06-03,주식등의대량보유상황보고서(약식),이베스트투자증권
2021-05-14,분기보고서 (2021.03),코스텍시스
2021-03-29,[기재정정]정기주주총회결과,코스텍시스
2021-03-10,사업보고서 (2020.12),코스텍시스
2021-03-10,주주총회소집공고,코스텍시스
2021-03-08,감사보고서제출,코스텍시스
2021-02-09,주주총회소집결의,코스텍시스
2020-12-15,주주명부폐쇄기간또는기준일설정,코스텍시스
2020-11-13,분기보고서 (2020.09),코스텍시스
2020-09-25,주식등의대량보유상황보고서(약식),이베스트투자증권
2020-09-23,주식등의대량보유상황보고서(일반),젠스엠
2020-09-23,임원ㆍ주요주주특정증권등소유상황보고서,젠스엠
2020-09-23,주식등의대량보유상황보고서(약식),신한투자증권
2020-09-22,주식등의대량보유상황보고서(일반),교보증권
2020-09-22,주식등의대량보유상황보고서(약식),케이앤티파트너스
2020-09-10,증권발행실적보고서,코스텍시스
2020-09-03,[기재정정]투자설명서,코스텍시스
2020-09-03,[발행조건확정]증권신고서(지분증권),코스텍시스
