날짜,공시_제목,공시자
2024-08-14,반기보고서 (2024.06),아셈스
2024-08-12,주식등의대량보유상황보고서(일반),장지상
2024-08-12,임원ㆍ주요주주특정증권등소유상황보고서,정용국
2024-08-09,자기주식처분결과보고서,아셈스
2024-08-07,주요사항보고서(자기주식취득신탁계약체결결정),아셈스
2024-08-06,주요사항보고서(자기주식처분결정),아셈스
2024-08-05,주식등의대량보유상황보고서(일반),장지상
2024-05-27,주식등의대량보유상황보고서(약식),케이앤투자파트너스
2024-05-16,분기보고서 (2024.03),아셈스
2024-05-08,신탁계약해지결과보고서,아셈스
2024-05-03,주식등의대량보유상황보고서(일반),장지상
2024-03-28,정기주주총회결과              ,아셈스
2024-03-20,사업보고서 (2023.12),아셈스
2024-03-20,감사보고서제출              ,아셈스
2024-03-15,주식등의대량보유상황보고서(약식),케이앤투자파트너스
2024-03-13,주주총회소집공고,아셈스
2024-03-13,주주총회소집결의              ,아셈스
2024-02-28,매출액또는손익구조30%(대규모법인은15%)이상변동              ,아셈스
2024-02-08,신탁계약에의한취득상황보고서,아셈스
2024-02-05,주식등의대량보유상황보고서(일반),장지상
2023-12-15,주주명부폐쇄기간또는기준일설정,아셈스
2023-11-14,분기보고서 (2023.09),아셈스
2023-11-07,주요사항보고서(자기주식취득신탁계약체결결정),아셈스
2023-11-01,주식등의대량보유상황보고서(일반),장지상
2023-08-14,반기보고서 (2023.06),아셈스
2023-08-03,주식등의대량보유상황보고서(일반),장지상
2023-05-15,분기보고서 (2023.03),아셈스
2023-05-02,주식등의대량보유상황보고서(일반),장지상
2023-04-21,주식등의대량보유상황보고서(일반),장지상
2023-03-29,정기주주총회결과,아셈스
2023-03-21,사업보고서 (2022.12),아셈스
2023-03-21,감사보고서제출,아셈스
2023-03-20,[기재정정]주주총회소집공고,아셈스
2023-03-14,주주총회소집결의,아셈스
2023-02-28,매출액또는손익구조30%(대규모법인은15%)이상변동,아셈스
2023-02-13,주식등의대량보유상황보고서(일반),장지상
2023-02-13,임원ㆍ주요주주특정증권등소유상황보고서,노국헌
2023-02-13,임원ㆍ주요주주특정증권등소유상황보고서,김병현
2023-02-13,임원ㆍ주요주주특정증권등소유상황보고서,이재정
2023-01-31,기업설명회(IR)개최,아셈스
2023-01-30,주식등의대량보유상황보고서(약식),트러스톤자산운용
2023-01-26,주식등의대량보유상황보고서(일반),장지상
2022-12-16,임원ㆍ주요주주특정증권등소유상황보고서,장지상
2022-12-14,주주명부폐쇄기간또는기준일설정,아셈스
2022-12-09,자기주식취득결과보고서,아셈스
2022-11-14,분기보고서 (2022.09),아셈스
2022-09-14,임원ㆍ주요주주특정증권등소유상황보고서,노국헌
2022-09-14,주식등의대량보유상황보고서(일반),장지상
2022-09-08,신탁계약에의한취득상황보고서,아셈스
2022-08-16,반기보고서 (2022.06),아셈스
2022-07-04,타인에대한채무보증결정,아셈스
2022-06-09,주요사항보고서(자기주식취득신탁계약체결결정),아셈스
2022-05-16,분기보고서 (2022.03),아셈스
2022-03-30,사외이사의선임ㆍ해임또는중도퇴임에관한신고,아셈스
2022-03-29,정기주주총회결과,아셈스
2022-03-21,사업보고서 (2021.12),아셈스
2022-03-21,감사보고서제출,아셈스
2022-03-14,주주총회소집결의,아셈스
2022-03-08,주식등의대량보유상황보고서(약식),중소벤처기업진흥공단
2022-02-28,매출액또는손익구조30%(대규모법인은15%)이상변동,아셈스
2022-02-23,주식등의대량보유상황보고서(약식),중소벤처기업진흥공단
2022-02-15,주식등의대량보유상황보고서(약식),케이앤투자파트너스
2022-02-15,주식등의대량보유상황보고서(약식),케이앤투자파트너스
2022-02-14,임원ㆍ주요주주특정증권등소유상황보고서,장호식
2022-02-14,주식등의대량보유상황보고서(일반),장지상
2022-02-14,임원ㆍ주요주주특정증권등소유상황보고서,장경갑
2022-02-14,임원ㆍ주요주주특정증권등소유상황보고서,장지상
2022-02-14,임원ㆍ주요주주특정증권등소유상황보고서,최종윤
2022-02-14,임원ㆍ주요주주특정증권등소유상황보고서,김중환
2022-02-14,임원ㆍ주요주주특정증권등소유상황보고서,이재정
2022-02-14,임원ㆍ주요주주특정증권등소유상황보고서,김병현
2022-01-27,증권발행실적보고서,아셈스
2022-01-20,[기재정정]투자설명서,아셈스
2022-01-20,[발행조건확정]증권신고서(지분증권),아셈스
2021-03-26,연결감사보고서 (2020.12),안경회계법인
2021-03-26,감사보고서 (2020.12),안경회계법인
2020-04-01,연결감사보고서 (2019.12),한울회계법인
2020-04-01,감사보고서 (2019.12),한울회계법인
2019-04-02,감사보고서 (2018.12),삼일회계법인
