날짜,시가,고가,저가,종가,거래량,등락률,BPS,PER,PBR,EPS,DIV,DPS,기관합계_거래량_순매수,기타법인_거래량_순매수,개인_거래량_순매수,외국인합계_거래량_순매수,전체_거래량_순매수,기관합계_거래량_매수,기타법인_거래량_매수,개인_거래량_매수,외국인합계_거래량_매수,전체_거래량_매수,기관합계_거래량_매도,기타법인_거래량_매도,개인_거래량_매도,외국인합계_거래량_매도,전체_거래량_매도,기관합계_거래대금_순매수,기타법인_거래대금_순매수,개인_거래대금_순매수,외국인합계_거래대금_순매수,전체_거래대금_순매수,기관합계_거래대금_매수,기타법인_거래대금_매수,개인_거래대금_매수,외국인합계_거래대금_매수,전체_거래대금_매수,기관합계_거래대금_매도,기타법인_거래대금_매도,개인_거래대금_매도,외국인합계_거래대금_매도,전체_거래대금_매도,네이버_검색량
2019-01-28,8140,8390,8140,8260,330059,1.8495684340320593,4516,20.91,1.83,395,0.0,0,-35,102,-29268,29201,0,1,102,288506,41450,330059,36,0,317774,12249,330059,-288340,842520,-242041920,241487740,0,8260,842520,2389641690,342775670,2733268140,296600,0,2631683610,101287930,2733268140,
2019-01-29,8200,8320,8090,8150,133811,-1.331719128329298,4516,20.63,1.8,395,0.0,0,-4,0,21796,-21792,0,25,0,130529,3257,133811,29,0,108733,25049,133811,-31880,0,177960620,-177928740,0,204070,0,1066099790,26613970,1092917830,235950,0,888139170,204542710,1092917830,
2019-01-30,8160,8210,8100,8140,120483,-0.1226993865030675,4516,20.61,1.8,395,0.0,0,82,0,-3293,3211,0,148,0,110488,9847,120483,66,0,113781,6636,120483,665970,0,-26849340,26183370,0,1203240,0,902549910,80237060,983990210,537270,0,929399250,54053690,983990210,
2019-01-31,8280,8720,8210,8550,1014959,5.036855036855037,4516,21.65,1.89,395,0.0,0,2248,0,-31586,29338,0,2439,7,923700,88813,1014959,191,7,955286,59475,1014959,19060640,-210,-259529480,240469050,0,20691410,58240,7852677290,747736790,8621163730,1630770,58450,8112206770,507267740,8621163730,
2019-02-01,8580,8600,8220,8320,380856,-2.690058479532164,4516,21.06,1.84,395,0.0,0,-111,1198,52593,-53680,0,0,1198,372188,7470,380856,111,0,319595,61150,380856,-920030,9923400,437348780,-446352150,0,0,9923400,3104325890,62713540,3176962830,920030,0,2666977110,509065690,3176962830,
2019-02-07,8320,8390,8190,8250,119588,-0.8413461538461539,4516,20.89,1.83,395,0.0,0,-26,-3501,14777,-11250,0,10,0,115840,3738,119588,36,3501,101063,14988,119588,-213700,-28833300,122346940,-93299940,0,82960,0,954427150,30782280,985292390,296660,28833300,832080210,124082220,985292390,
2019-02-08,8230,8470,8170,8350,268877,1.2121212121212122,4516,21.14,1.85,395,0.0,0,-95,-5299,-39715,45109,0,0,1200,214487,53190,268877,95,6499,254202,8081,268877,-797010,-43477050,-332747220,377021280,0,0,10015600,1796324200,444709310,2251049110,797010,53492650,2129071420,67688030,2251049110,
2019-02-11,8460,8690,8320,8570,380934,2.6347305389221556,4516,21.7,1.9,395,0.0,0,-32,6500,-20338,13870,0,17,6500,337177,37240,380934,49,0,357515,23370,380934,-273980,55597290,-172172930,116849620,0,145890,55597290,2887987090,317151090,3260881360,419870,0,3060160020,200301470,3260881360,
2019-02-12,8580,8610,8360,8460,185863,-1.2835472578763127,4516,21.42,1.87,395,0.0,0,13,6300,11781,-18094,0,17,6300,170586,8960,185863,4,0,158805,27054,185863,109890,53240270,99736730,-153086890,0,143730,53240270,1439213040,75332260,1567929300,33840,0,1339476310,228419150,1567929300,
2019-02-13,8480,8940,8380,8760,674327,3.546099290780142,4516,22.18,1.94,395,0.0,0,525,-5500,-11724,16699,0,527,0,626933,46867,674327,2,5500,638657,30168,674327,4525730,-47699520,-96034330,139208120,0,4543250,0,5443040750,400920080,5848504080,17520,47699520,5539075080,261711960,5848504080,
2019-02-14,8560,8580,8300,8380,406312,-4.337899543378995,4516,21.22,1.86,395,0.0,0,250,-2500,83509,-81259,0,250,2500,394108,9454,406312,0,5000,310599,90713,406312,2098220,-21753570,703374520,-683719170,0,2098220,20935000,3317941670,79768710,3420743600,0,42688570,2614567150,763487880,3420743600,
2019-02-15,8390,8440,8250,8290,165428,-1.0739856801909307,4516,20.99,1.84,395,0.0,0,108,0,12876,-12984,0,108,0,152999,12321,165428,0,0,140123,25305,165428,896690,0,108058950,-108955640,0,896690,0,1274002550,102010430,1376909670,0,0,1165943600,210966070,1376909670,
2019-02-18,8300,8470,8300,8450,137540,1.9300361881785282,4516,21.39,1.87,395,0.0,0,-8,0,-24584,24592,0,32,0,111368,26140,137540,40,0,135952,1548,137540,-65810,0,-206458630,206524440,0,270430,0,934412780,219495960,1154179170,336240,0,1140871410,12971520,1154179170,
2019-02-19,8440,8480,8310,8350,92883,-1.183431952662722,4516,21.14,1.85,395,0.0,0,-17,0,7220,-7203,0,10,1000,88865,3008,92883,27,1000,81645,10211,92883,-142790,-105000,60640020,-60392230,0,83500,8325000,744945130,25227750,778581380,226290,8430000,684305110,85619980,778581380,
2019-02-20,8350,8420,8290,8420,130452,0.8383233532934131,4516,21.32,1.86,395,0.0,0,34,1220,8468,-9722,0,37,1220,121344,7851,130452,3,0,112876,17573,130452,284160,10156200,70864520,-81304880,0,309170,10156200,1012612680,65395060,1088473110,25010,0,941748160,146699940,1088473110,
2019-02-21,8420,8460,8300,8450,109973,0.35629453681710216,4516,21.39,1.87,395,0.0,0,-1,-1220,-7482,8703,0,6,0,99382,10585,109973,7,1220,106864,1882,109973,-7850,-10285000,-62454690,72747540,0,50700,0,832412210,88499380,920962290,58550,10285000,894866900,15751840,920962290,
2019-02-22,8410,8570,8360,8390,166052,-0.7100591715976331,4516,21.24,1.86,395,0.0,0,12,0,3661,-3673,0,12,0,155167,10873,166052,0,0,151506,14546,166052,101090,0,31035770,-31136860,0,101090,0,1312375900,91997650,1404474640,0,0,1281340130,123134510,1404474640,
2019-02-25,8400,8580,8370,8520,149325,1.5494636471990464,4516,21.57,1.89,395,0.0,0,-1,0,-3457,3458,0,3,0,143023,6299,149325,4,0,146480,2841,149325,-8310,0,-28727950,28736260,0,25560,0,1211219240,53053920,1264298720,33870,0,1239947190,24317660,1264298720,
2019-02-26,8480,8570,8440,8530,125000,0.11737089201877934,4516,21.59,1.89,395,0.0,0,2,0,7240,-7242,0,3,0,122114,2883,125000,1,0,114874,10125,125000,17060,0,61492620,-61509680,0,25590,0,1037150910,24536350,1061712850,8530,0,975658290,86046030,1061712850,
2019-02-27,8550,8600,8460,8600,131782,0.8206330597889802,4516,21.77,1.9,395,0.0,0,147,0,-5531,5384,0,151,0,124252,7379,131782,4,0,129783,1995,131782,1251120,0,-47033670,45782550,0,1285520,0,1060091670,62815810,1124193000,34400,0,1107125340,17033260,1124193000,
2019-02-28,8600,8790,8180,8180,320516,-4.883720930232558,4516,20.71,1.81,395,0.0,0,-2,1000,-12402,11404,0,1,1000,282255,37260,320516,3,0,294657,25856,320516,-17220,8180000,-107076060,98913280,0,8180,8180000,2410079010,319470930,2737738120,25400,0,2517155070,220557650,2737738120,
2019-03-04,8260,8610,8260,8510,172223,4.034229828850855,4516,21.54,1.88,395,0.0,0,-4,-1000,-53197,54201,0,0,0,107615,64608,172223,4,1000,160812,10407,172223,-33690,-8420000,-451790130,460243820,0,0,0,909440550,547713300,1457153850,33690,8420000,1361230680,87469480,1457153850,
2019-03-05,8430,8890,8430,8850,418195,3.9952996474735603,4516,22.41,1.96,395,0.0,0,-78,-444,-41128,41650,0,122,56,369112,48905,418195,200,500,410240,7255,418195,-676620,-3880600,-355989640,360546860,0,1073380,494400,3222474470,423997540,3648039790,1750000,4375000,3578464110,63450680,3648039790,
2019-03-06,8900,8900,8650,8840,174809,-0.11299435028248588,4516,22.38,1.96,395,0.0,0,228,558,27902,-28688,0,228,2058,162654,9869,174809,0,1500,134752,38557,174809,2000640,4905460,243726890,-250632990,0,2000640,17925460,1423215100,86235700,1529376900,0,13020000,1179488210,336868690,1529376900,
2019-03-07,8800,8830,8540,8640,184804,-2.262443438914027,4516,21.87,1.91,395,0.0,0,1464,386,28371,-30221,0,1464,500,173667,9173,184804,0,114,145296,39394,184804,12630390,3369560,245535120,-261535070,0,12630390,4362500,1506849360,80093450,1603935700,0,992940,1261314240,341628520,1603935700,
2019-03-08,8640,8860,8500,8550,167926,-1.0416666666666665,4516,21.65,1.89,395,0.0,0,43267,-4000,-60753,21486,0,43272,0,87569,37085,167926,5,4000,148322,15599,167926,377960540,-35040000,-528515340,185594800,0,378003560,0,759355340,322066000,1459424900,43020,35040000,1287870680,136471200,1459424900,
2019-03-11,8600,9280,8550,9210,1075904,7.719298245614035,4516,23.32,2.04,395,0.0,0,100360,62,-187570,87148,0,100366,2362,848370,124806,1075904,6,2300,1035940,37658,1075904,910937720,850680,-1698924050,787135650,0,910992970,21715180,7693300840,1126341190,9752350180,55250,20864500,9392224890,339205540,9752350180,
2019-03-12,9210,9350,9030,9320,523505,1.1943539630836049,4516,23.59,2.06,395,0.0,0,1669,743,33086,-35498,0,12935,2036,487436,21098,523505,11266,1293,454350,56596,523505,15767960,6965000,304850270,-327583230,0,118835420,18773680,4478055410,193814370,4809478880,103067460,11808680,4173205140,521397600,4809478880,
2019-03-13,9260,9310,9070,9160,158503,-1.7167381974248928,4516,23.19,2.03,395,0.0,0,663,-2000,17013,-15676,0,663,0,151815,6025,158503,0,2000,134802,21701,158503,6068620,-18280000,155342940,-143131560,0,6068620,0,1389157710,55323470,1450549800,0,18280000,1233814770,198455030,1450549800,
2019-03-14,9160,9250,9050,9230,125570,0.7641921397379913,4516,23.37,2.04,395,0.0,0,5279,1000,6028,-12307,0,5312,1000,115656,3602,125570,33,0,109628,15909,125570,48122790,9050000,55217660,-112390450,0,48425460,9050000,1055849860,32797230,1146122550,302670,0,1000632200,145187680,1146122550,
2019-03-15,9230,9230,8990,9100,157783,-1.4084507042253522,4516,23.04,2.02,395,0.0,0,1489,300,15190,-16979,0,1512,300,151759,4212,157783,23,0,136569,21191,157783,13551050,2706000,138299630,-154556680,0,13760370,2706000,1380671040,38210900,1435348310,209320,0,1242371410,192767580,1435348310,
2019-03-18,9100,9520,9040,9140,277489,0.43956043956043955,4516,23.14,2.02,395,0.0,0,26455,500,-18103,-8852,0,26505,1500,231820,17664,277489,50,1000,249923,26516,277489,248333660,4805000,-167730920,-85407740,0,248791430,14025000,2150845330,162500210,2576161970,457770,9220000,2318576250,247907950,2576161970,
2019-03-19,9200,9250,9040,9140,94347,0.0,4516,23.14,2.02,395,0.0,0,109,5000,-616,-4493,0,111,5000,81923,7313,94347,2,0,82539,11806,94347,991940,45700000,-5507060,-41184880,0,1010140,45700000,749620180,67052180,863382500,18200,0,755127240,108237060,863382500,
2019-03-20,9140,9200,8910,9170,126426,0.3282275711159737,4516,23.22,2.03,395,0.0,0,955,0,-5222,4267,0,963,0,116402,9061,126426,8,0,121624,4794,126426,8722920,0,-47546450,38823530,0,8795440,0,1049916380,82089650,1140801470,72520,0,1097462830,43266120,1140801470,
2019-03-21,9170,9170,8970,8980,64888,-2.0719738276990185,4516,22.73,1.99,395,0.0,0,-2727,-1,7321,-4593,0,211,0,64093,584,64888,2938,1,56772,5177,64888,-24672120,-9040,66363680,-41682520,0,1924260,0,579575310,5299600,586799170,26596380,9040,513211630,46982120,586799170,
2019-03-22,8980,9080,8720,8750,91999,-2.5612472160356345,4516,22.15,1.94,395,0.0,0,-2121,1,-1721,3841,0,201,1500,83591,6707,91999,2322,1499,85312,2866,91999,-18956300,68330,-14862100,33750070,0,1759280,13365000,741921170,59402790,816448240,20715580,13296670,756783270,25652720,816448240,
2019-03-25,8630,8750,8210,8210,116945,-6.171428571428572,4516,20.78,1.82,395,0.0,0,-126,0,-17976,18102,0,2,0,94128,22815,116945,128,0,112104,4713,116945,-1090110,0,-153023690,154113800,0,16420,0,798602070,194204740,992823230,1106530,0,951625760,40090940,992823230,
2019-03-26,8220,8500,8220,8380,60130,2.0706455542021924,4516,21.22,1.86,395,0.0,0,-121,3500,-10681,7302,0,9,3500,44832,11789,60130,130,0,55513,4487,60130,-1008750,29707420,-89692370,60993700,0,75300,29707420,375211680,98588630,503583030,1084050,0,464904050,37594930,503583030,
2019-03-27,8380,8410,8210,8220,83806,-1.9093078758949882,4516,20.81,1.82,395,0.0,0,-18868,-187,26874,-7819,0,50,0,76662,7094,83806,18918,187,49788,14913,83806,-155881160,-1544730,222524700,-65098810,0,411020,0,634245090,58816100,693472210,156292180,1544730,411720390,123914910,693472210,
2019-03-28,8160,8260,7840,7840,189835,-4.622871046228711,4516,19.85,1.74,395,0.0,0,-16832,-158,15198,1792,0,17,0,177213,12605,189835,16849,158,162015,10813,189835,-133871590,-1253540,121324720,13800410,0,133280,0,1407114840,100132380,1507380500,134004870,1253540,1285790120,86331970,1507380500,
2019-03-29,7880,7960,7780,7880,55087,0.5102040816326531,4516,19.95,1.74,395,0.0,0,-145,0,662,-517,0,4,0,53287,1796,55087,149,0,52625,2313,55087,-1145230,0,5298630,-4153400,0,31520,0,418310440,14073750,432415710,1176750,0,413011810,18227150,432415710,
2019-04-01,7820,8040,7810,8030,64949,1.903553299492386,4516,20.33,1.78,395,0.0,0,-17236,2500,11832,2904,0,55,2500,55060,7334,64949,17291,0,43228,4430,64949,-136122820,19550000,93771550,22801270,0,440890,19550000,435444820,57989770,513425480,136563710,0,341673270,35188500,513425480,
2019-04-02,8000,8100,7960,8010,58714,-0.24906600249066002,4516,20.28,1.77,395,0.0,0,-15762,0,21962,-6200,0,253,0,58293,168,58714,16015,0,36331,6368,58714,-126275150,0,176101050,-49825900,0,2023950,0,467224870,1345200,470594020,128299100,0,291123820,51171100,470594020,
2019-04-03,8010,8060,7950,8020,56648,0.12484394506866417,4516,20.3,1.78,395,0.0,0,-19241,0,18182,1059,0,4,0,54835,1809,56648,19245,0,36653,750,56648,-153960380,0,145491770,8468610,0,32080,0,438699970,14469620,453201670,153992460,0,293208200,6001010,453201670,
2019-04-04,8010,8160,8000,8160,48838,1.7456359102244388,4516,20.66,1.81,395,0.0,0,-276,0,-917,1193,0,6,0,44219,4613,48838,282,0,45136,3420,48838,-2213470,0,-7494400,9707870,0,48960,0,357957660,37394750,395401370,2262430,0,365452060,27686880,395401370,
2019-04-05,8200,8210,7850,8070,156775,-1.1029411764705883,4516,20.43,1.79,395,0.0,0,-18833,0,22862,-4029,0,9,0,153834,2932,156775,18842,0,130972,6961,156775,-151717100,0,184629470,-32912370,0,72630,0,1234300630,23324050,1257697310,151789730,0,1049671160,56236420,1257697310,
2019-04-08,8060,8060,7950,7950,91068,-1.486988847583643,4516,20.13,1.76,395,0.0,0,-19392,0,19951,-559,0,14,0,89472,1582,91068,19406,0,69521,2141,91068,-154897790,0,159371360,-4473570,0,111500,0,714252640,12631290,726995430,155009290,0,554881280,17104860,726995430,
2019-04-09,7940,8050,7910,7940,69977,-0.12578616352201258,4516,20.1,1.76,395,0.0,0,-20130,0,14139,5991,0,0,0,62842,7135,69977,20130,0,48703,1144,69977,-160034690,0,112388350,47646340,0,0,0,500086410,56755130,556841540,160034690,0,387698060,9108790,556841540,
2019-04-10,7950,8030,7900,8030,69808,1.1335012594458438,4516,20.33,1.78,395,0.0,0,-18974,-513,3914,15573,0,0,0,53058,16750,69808,18974,513,49144,1177,69808,-151002240,-4079620,30822800,124259060,0,0,0,423014540,133650230,556664770,151002240,4079620,392191740,9391170,556664770,
2019-04-11,8010,8150,7990,8100,80337,0.8717310087173101,4516,20.51,1.79,395,0.0,0,599,0,-21688,21089,0,715,0,56651,22971,80337,116,0,78339,1882,80337,4847350,0,-175022930,170175580,0,5785340,0,457434560,185330570,648550470,937990,0,632457490,15154990,648550470,
2019-04-12,8100,8140,8000,8050,52333,-0.6172839506172839,4516,20.38,1.78,395,0.0,0,-80,0,1978,-1898,0,0,0,47953,4380,52333,80,0,45975,6278,52333,-645160,0,15856610,-15211450,0,0,0,386525740,35423680,421949420,645160,0,370669130,50635130,421949420,
2019-04-15,8050,8120,7980,8060,46218,0.12422360248447205,4516,20.41,1.78,395,0.0,0,421,0,-3482,3061,0,428,0,39988,5802,46218,7,0,43470,2741,46218,3384340,0,-27922200,24537860,0,3440630,0,321256550,46558330,371255510,56290,0,349178750,22020470,371255510,
2019-04-16,8000,8110,7950,7960,68377,-1.240694789081886,4516,20.15,1.76,395,0.0,0,59,-1518,12209,-10750,0,60,0,64466,3851,68377,1,1518,52257,14601,68377,470180,-12103860,97523790,-85890110,0,478140,0,514752940,30788880,546019960,7960,12103860,417229150,116678990,546019960,
2019-04-17,7960,8040,7950,7960,41876,0.0,4516,20.15,1.76,395,0.0,0,454,0,-3346,2892,0,486,0,35221,6169,41876,32,0,38567,3277,41876,3629980,0,-26752000,23122020,0,3884700,0,280996380,49261680,334142760,254720,0,307748380,26139660,334142760,
2019-04-18,8000,8090,7880,7880,46451,-1.0050251256281406,4516,19.95,1.74,395,0.0,0,235,0,5522,-5757,0,240,0,44274,1937,46451,5,0,38752,7694,46451,1873670,0,44156840,-46030510,0,1913450,0,352836360,15414060,370163870,39780,0,308679520,61444570,370163870,
2019-04-19,7920,7970,7850,7950,40712,0.8883248730964468,4516,20.13,1.76,395,0.0,0,233,0,-3049,2816,0,237,0,36229,4246,40712,4,0,39278,1430,40712,1851340,0,-24214710,22363370,0,1883120,0,287118910,33700820,322702850,31780,0,311333620,11337450,322702850,
2019-04-22,7950,8070,7950,7990,32780,0.5031446540880503,4516,20.23,1.77,395,0.0,0,-114,0,-5351,5465,0,25,2,25240,7513,32780,139,2,30591,2048,32780,-910740,80,-42805170,43715830,0,199750,16020,201763110,60087520,262066400,1110490,15940,244568280,16371690,262066400,
2019-04-23,8020,8040,7900,7930,44623,-0.7509386733416771,4516,20.08,1.76,395,0.0,0,249,0,7391,-7640,0,270,0,43541,812,44623,21,0,36150,8452,44623,1975900,0,58935800,-60911700,0,2142810,0,345644210,6451840,354238860,166910,0,286708410,67363540,354238860,
2019-04-24,7950,8070,7950,8030,48896,1.2610340479192939,4516,20.33,1.78,395,0.0,0,-72,6500,-12017,5589,0,207,6500,36263,5926,48896,279,0,48280,337,48896,-579110,52090000,-96326400,44815510,0,1657960,52090000,290619930,47504680,391872570,2237070,0,386946330,2689170,391872570,
2019-04-25,8000,8030,7820,7920,56283,-1.36986301369863,4516,20.05,1.75,395,0.0,0,187,0,4879,-5066,0,207,0,52706,3370,56283,20,0,47827,8436,56283,1488650,0,38834630,-40323280,0,1647630,0,417677710,26601290,445926630,158980,0,378843080,66924570,445926630,
2019-04-26,7870,7930,7720,7780,71186,-1.7676767676767675,4516,19.7,1.72,395,0.0,0,358,0,381,-739,0,368,0,65973,4845,71186,10,0,65592,5584,71186,2802880,0,2992340,-5795220,0,2880660,0,515486900,37879230,556246790,77780,0,512494560,43674450,556246790,
2019-04-29,7720,7800,7490,7570,116728,-2.6992287917737787,4516,19.16,1.68,395,0.0,0,156,0,-11926,11770,0,207,0,102844,13677,116728,51,0,114770,1907,116728,1214480,0,-90924230,89709750,0,1602010,0,784499050,104223910,890324970,387530,0,875423280,14514160,890324970,
2019-04-30,7480,7800,7480,7700,52015,1.7173051519154559,4516,19.49,1.71,395,0.0,0,250,0,-10073,9823,0,259,0,39797,11959,52015,9,0,49870,2136,52015,1924380,0,-77449130,75524750,0,1993680,0,305090700,91983180,399067560,69300,0,382539830,16458430,399067560,
2019-05-02,7700,7850,7650,7820,48884,1.5584415584415585,4904,20.05,1.59,390,0.0,0,207,0,-8195,7988,0,207,0,38516,10161,48884,0,0,46711,2173,48884,1615540,0,-63988010,62372470,0,1615540,0,300583140,79301450,381500130,0,0,364571150,16928980,381500130,
2019-05-03,7800,7980,7800,7920,53471,1.278772378516624,4904,20.31,1.62,390,0.0,0,-93,0,-5253,5346,0,13,0,46875,6583,53471,106,0,52128,1237,53471,-739030,0,-41471280,42210310,0,103220,0,371768370,52040600,423912190,842250,0,413239650,9830290,423912190,
2019-05-07,7880,7950,7830,7940,40337,0.25252525252525254,4904,20.36,1.62,390,0.0,0,222,0,-4025,3803,0,222,0,34345,5770,40337,0,0,38370,1967,40337,1757640,0,-31745930,29988290,0,1757640,0,271102540,45518610,318378790,0,0,302848470,15530320,318378790,
2019-05-08,7800,7880,7500,7600,116046,-4.282115869017632,4904,19.49,1.55,390,0.0,0,205,-1000,11660,-10865,0,206,0,106508,9332,116046,1,1000,94848,20197,116046,1574200,-7771110,89190740,-82993830,0,1581800,0,814356460,71597430,887535690,7600,7771110,725165720,154591260,887535690,
2019-05-09,7600,7680,7210,7210,117042,-5.131578947368421,4904,18.49,1.47,390,0.0,0,3526,0,1046,-4572,0,3527,0,105631,7884,117042,1,0,104585,12456,117042,26110110,0,7999500,-34109610,0,26117320,0,779630930,58293680,864041930,7210,0,771631430,92403290,864041930,
2019-05-10,7220,7360,7120,7260,53582,0.6934812760055479,4904,18.62,1.48,390,0.0,0,1533,0,-6932,5399,0,1575,0,40939,11068,53582,42,0,47871,5669,53582,11169130,0,-50252080,39082950,0,11472910,0,296504250,80203510,388180670,303780,0,346756330,41120560,388180670,
2019-05-13,7370,7370,7140,7180,31987,-1.1019283746556474,4904,18.41,1.46,390,0.0,0,1822,27,-2413,564,0,1822,27,27127,3011,31987,0,0,29540,2447,31987,13206150,195750,-17419420,4017520,0,13206150,195750,195582790,21698620,230683310,0,0,213002210,17681100,230683310,
2019-05-14,6990,7250,6900,7040,81038,-1.9498607242339834,4904,18.05,1.44,390,0.0,0,807,0,-18062,17255,0,809,0,59450,20779,81038,2,0,77512,3524,81038,5771330,0,-127106050,121334720,0,5785500,0,419912020,146291420,571988940,14170,0,547018070,24956700,571988940,
