회사,구분,점수
CJ 바이오사이언스,골크_단장,0
CJ 바이오사이언스,골크_중장,15
CJ 바이오사이언스,우상향_5,0
CJ 바이오사이언스,우상향_20,15
CJ 바이오사이언스,우상향_60,0
CJ 바이오사이언스,합계,30
제테마,골크_단중,0
제테마,골크_단장,0
제테마,골크_중장,0
제테마,우상향_5,0
제테마,우상향_20,15
제테마,우상향_60,0
제테마,합계,15
코아스템켐온,골크_단중,0
코아스템켐온,골크_단장,0
코아스템켐온,골크_중장,0
코아스템켐온,우상향_5,0
코아스템켐온,우상향_20,0
코아스템켐온,우상향_60,0
코아스템켐온,합계,0
디엔에이링크,골크_단중,15
디엔에이링크,골크_단장,15
디엔에이링크,골크_중장,15
디엔에이링크,우상향_5,0
디엔에이링크,우상향_20,0
디엔에이링크,우상향_60,25
디엔에이링크,합계,70
이랜텍,골크_단중,15
이랜텍,골크_단장,15
이랜텍,골크_중장,15
이랜텍,우상향_5,15
이랜텍,우상향_20,15
이랜텍,우상향_60,25
이랜텍,합계,100
지앤비에스 에코,골크_단중,15
지앤비에스 에코,골크_단장,15
지앤비에스 에코,골크_중장,15
지앤비에스 에코,우상향_5,15
지앤비에스 에코,우상향_20,15
지앤비에스 에코,우상향_60,25
지앤비에스 에코,합계,100
오성첨단소재,골크_단중,15
오성첨단소재,골크_단장,15
오성첨단소재,골크_중장,15
오성첨단소재,우상향_5,15
오성첨단소재,우상향_20,15
오성첨단소재,우상향_60,25
오성첨단소재,합계,100
디와이피엔에프,골크_단중,0
디와이피엔에프,골크_단장,15
디와이피엔에프,골크_중장,15
디와이피엔에프,우상향_5,0
디와이피엔에프,우상향_20,0
디와이피엔에프,우상향_60,25
디와이피엔에프,합계,55
도이치모터스,골크_단중,0
도이치모터스,골크_단장,0
도이치모터스,골크_중장,15
도이치모터스,우상향_5,0
도이치모터스,우상향_20,0
도이치모터스,우상향_60,0
도이치모터스,합계,15
에이치엔에스하이텍,골크_단중,0
에이치엔에스하이텍,골크_단장,0
에이치엔에스하이텍,골크_중장,0
에이치엔에스하이텍,우상향_5,0
에이치엔에스하이텍,우상향_20,0
에이치엔에스하이텍,우상향_60,0
에이치엔에스하이텍,합계,0
삼보판지,골크_단중,0
삼보판지,골크_단장,15
삼보판지,골크_중장,15
삼보판지,우상향_5,0
삼보판지,우상향_20,15
삼보판지,우상향_60,0
삼보판지,합계,45
엔지켐생명과학,골크_단중,15
엔지켐생명과학,골크_단장,15
엔지켐생명과학,골크_중장,15
엔지켐생명과학,우상향_5,15
엔지켐생명과학,우상향_20,15
엔지켐생명과학,우상향_60,0
엔지켐생명과학,합계,75
SBI인베스트먼트,골크_단중,15
SBI인베스트먼트,골크_단장,15
SBI인베스트먼트,골크_중장,15
SBI인베스트먼트,우상향_5,15
SBI인베스트먼트,우상향_20,15
SBI인베스트먼트,우상향_60,0
SBI인베스트먼트,합계,75
에이팩트,골크_단중,0
에이팩트,골크_단장,0
에이팩트,골크_중장,15
에이팩트,우상향_5,0
에이팩트,우상향_20,0
에이팩트,우상향_60,0
에이팩트,합계,15
한국경제TV,골크_단중,0
한국경제TV,골크_단장,0
한국경제TV,골크_중장,15
한국경제TV,우상향_5,0
한국경제TV,우상향_20,0
한국경제TV,우상향_60,0
한국경제TV,합계,15
팜스토리,골크_단중,15
팜스토리,골크_단장,15
팜스토리,골크_중장,15
팜스토리,우상향_5,0
팜스토리,우상향_20,15
팜스토리,우상향_60,25
팜스토리,합계,85
디씨엠,골크_단중,0
디씨엠,골크_단장,0
디씨엠,골크_중장,15
디씨엠,우상향_5,0
디씨엠,우상향_20,0
디씨엠,우상향_60,0
디씨엠,합계,15
MDS테크,골크_단중,0
MDS테크,골크_단장,0
MDS테크,골크_중장,15
MDS테크,우상향_5,0
MDS테크,우상향_20,0
MDS테크,우상향_60,0
MDS테크,합계,15
HLB파나진,골크_단중,15
HLB파나진,골크_단장,15
HLB파나진,골크_중장,15
HLB파나진,우상향_5,0
HLB파나진,우상향_20,15
HLB파나진,우상향_60,25
HLB파나진,합계,85
삼영,골크_단중,0
삼영,골크_단장,0
삼영,골크_중장,0
삼영,우상향_5,0
삼영,우상향_20,0
삼영,우상향_60,25
삼영,합계,25
서울옥션,골크_단중,15
서울옥션,골크_단장,15
서울옥션,골크_중장,15
서울옥션,우상향_5,15
서울옥션,우상향_20,15
서울옥션,우상향_60,25
서울옥션,합계,100
일진파워,골크_단중,15
일진파워,골크_단장,15
일진파워,골크_중장,15
일진파워,우상향_5,0
일진파워,우상향_20,15
일진파워,우상향_60,0
일진파워,합계,60
에스앤디,골크_단중,15
에스앤디,골크_단장,15
에스앤디,골크_중장,15
에스앤디,우상향_5,0
에스앤디,우상향_20,15
에스앤디,우상향_60,25
에스앤디,합계,85
자이에스앤디,골크_단중,0
자이에스앤디,골크_단장,15
자이에스앤디,골크_중장,15
자이에스앤디,우상향_5,15
자이에스앤디,우상향_20,0
자이에스앤디,우상향_60,0
자이에스앤디,합계,45
대영포장,골크_단중,15
대영포장,골크_단장,15
대영포장,골크_중장,15
대영포장,우상향_5,0
대영포장,우상향_20,0
대영포장,우상향_60,0
대영포장,합계,45
나노엔텍,골크_단중,0
나노엔텍,골크_단장,0
나노엔텍,골크_중장,15
나노엔텍,우상향_5,0
나노엔텍,우상향_20,0
나노엔텍,우상향_60,25
나노엔텍,합계,40
에이치이엠파마,골크_단중,15
에이치이엠파마,골크_단장,0
에이치이엠파마,골크_중장,0
에이치이엠파마,우상향_5,0
에이치이엠파마,우상향_20,15
에이치이엠파마,우상향_60,0
에이치이엠파마,합계,30
현대ADM,골크_단중,0
현대ADM,골크_단장,0
현대ADM,골크_중장,0
현대ADM,우상향_5,15
현대ADM,우상향_20,0
현대ADM,우상향_60,0
현대ADM,합계,15
디와이파워,골크_단중,15
디와이파워,골크_단장,0
디와이파워,골크_중장,0
디와이파워,우상향_5,15
디와이파워,우상향_20,0
디와이파워,우상향_60,0
디와이파워,합계,30
메가스터디,골크_단중,0
메가스터디,골크_단장,0
메가스터디,골크_중장,0
메가스터디,우상향_5,0
메가스터디,우상향_20,0
메가스터디,우상향_60,0
메가스터디,합계,0
네오이뮨텍,골크_단중,15
네오이뮨텍,골크_단장,15
네오이뮨텍,골크_중장,15
네오이뮨텍,우상향_5,15
네오이뮨텍,우상향_20,15
네오이뮨텍,우상향_60,25
네오이뮨텍,합계,100
샤페론,골크_단중,0
샤페론,골크_단장,0
샤페론,골크_중장,0
샤페론,우상향_5,0
샤페론,우상향_20,0
샤페론,우상향_60,0
샤페론,합계,0
푸른저축은행,골크_단중,0
푸른저축은행,골크_단장,0
푸른저축은행,골크_중장,0
푸른저축은행,우상향_5,0
푸른저축은행,우상향_20,0
푸른저축은행,우상향_60,0
푸른저축은행,합계,0
노을,골크_단중,0
노을,골크_단장,0
노을,골크_중장,0
노을,우상향_5,0
노을,우상향_20,0
노을,우상향_60,0
노을,합계,0
나우IB,골크_단중,15
나우IB,골크_단장,15
나우IB,골크_중장,15
나우IB,우상향_5,0
나우IB,우상향_20,15
나우IB,우상향_60,25
나우IB,합계,85
차이커뮤니케이션,골크_단중,0
차이커뮤니케이션,골크_단장,15
차이커뮤니케이션,골크_중장,15
차이커뮤니케이션,우상향_5,0
차이커뮤니케이션,우상향_20,0
차이커뮤니케이션,우상향_60,0
차이커뮤니케이션,합계,30
켐트로스,골크_단중,0
켐트로스,골크_단장,0
켐트로스,골크_중장,0
켐트로스,우상향_5,15
켐트로스,우상향_20,0
켐트로스,우상향_60,0
켐트로스,합계,15
태경비케이,골크_단중,15
태경비케이,골크_단장,15
태경비케이,골크_중장,0
태경비케이,우상향_5,15
태경비케이,우상향_20,15
태경비케이,우상향_60,0
태경비케이,합계,60
종근당바이오,골크_단중,15
종근당바이오,골크_단장,0
종근당바이오,골크_중장,0
종근당바이오,우상향_5,0
종근당바이오,우상향_20,0
종근당바이오,우상향_60,0
종근당바이오,합계,15
벽산,골크_단중,0
벽산,골크_단장,0
벽산,골크_중장,0
벽산,우상향_5,0
벽산,우상향_20,15
벽산,우상향_60,0
벽산,합계,15
새로닉스,골크_단중,0
새로닉스,골크_단장,0
새로닉스,골크_중장,0
새로닉스,우상향_5,0
새로닉스,우상향_20,0
새로닉스,우상향_60,0
새로닉스,합계,0
에이비프로바이오,골크_단중,15
에이비프로바이오,골크_단장,0
에이비프로바이오,골크_중장,0
에이비프로바이오,우상향_5,15
에이비프로바이오,우상향_20,0
에이비프로바이오,우상향_60,0
에이비프로바이오,합계,30
아티스트스튜디오,골크_단중,0
아티스트스튜디오,골크_단장,0
아티스트스튜디오,골크_중장,0
아티스트스튜디오,우상향_5,0
아티스트스튜디오,우상향_20,0
아티스트스튜디오,우상향_60,0
아티스트스튜디오,합계,0
디이엔티,골크_단중,15
디이엔티,골크_단장,15
디이엔티,골크_중장,15
디이엔티,우상향_5,15
디이엔티,우상향_20,0
디이엔티,우상향_60,25
디이엔티,합계,85
범한퓨얼셀,골크_단중,15
범한퓨얼셀,골크_단장,15
범한퓨얼셀,골크_중장,15
범한퓨얼셀,우상향_5,0
범한퓨얼셀,우상향_20,15
범한퓨얼셀,우상향_60,25
범한퓨얼셀,합계,85
키다리스튜디오,골크_단중,0
키다리스튜디오,골크_단장,15
키다리스튜디오,골크_중장,15
키다리스튜디오,우상향_5,0
키다리스튜디오,우상향_20,15
키다리스튜디오,우상향_60,25
키다리스튜디오,합계,70
유화증권,골크_단중,0
유화증권,골크_단장,0
유화증권,골크_중장,0
유화증권,우상향_5,0
유화증권,우상향_20,0
유화증권,우상향_60,0
유화증권,합계,0
아이티센,골크_단중,15
아이티센,골크_단장,15
아이티센,골크_중장,15
아이티센,우상향_5,15
아이티센,우상향_20,15
아이티센,우상향_60,0
아이티센,합계,75
지니뮤직,골크_단중,15
지니뮤직,골크_단장,15
지니뮤직,골크_중장,0
지니뮤직,우상향_5,15
지니뮤직,우상향_20,15
지니뮤직,우상향_60,25
지니뮤직,합계,85
아모레G3우(전환),골크_단중,0
아모레G3우(전환),골크_단장,0
아모레G3우(전환),골크_중장,0
아모레G3우(전환),우상향_5,15
아모레G3우(전환),우상향_20,0
아모레G3우(전환),우상향_60,0
아모레G3우(전환),합계,15
와이팜,골크_단중,15
와이팜,골크_단장,15
와이팜,골크_중장,15
와이팜,우상향_5,15
와이팜,우상향_20,15
와이팜,우상향_60,25
와이팜,합계,100
아이텍,골크_단중,15
아이텍,골크_단장,15
아이텍,골크_중장,15
아이텍,우상향_5,0
아이텍,우상향_20,15
아이텍,우상향_60,25
아이텍,합계,85
네온테크,골크_단중,0
네온테크,골크_단장,15
네온테크,골크_중장,15
네온테크,우상향_5,0
네온테크,우상향_20,0
네온테크,우상향_60,0
네온테크,합계,30
제이아이테크,골크_단중,0
제이아이테크,골크_단장,0
제이아이테크,골크_중장,0
제이아이테크,우상향_5,15
제이아이테크,우상향_20,0
제이아이테크,우상향_60,0
제이아이테크,합계,15
수산중공업,골크_단중,15
수산중공업,골크_단장,15
수산중공업,골크_중장,15
수산중공업,우상향_5,15
수산중공업,우상향_20,15
수산중공업,우상향_60,25
수산중공업,합계,100
아이씨티케이,골크_단중,15
아이씨티케이,골크_단장,15
아이씨티케이,골크_중장,15
아이씨티케이,우상향_5,15
아이씨티케이,우상향_20,0
아이씨티케이,우상향_60,0
아이씨티케이,합계,60
진양산업,골크_단중,0
진양산업,골크_단장,0
진양산업,골크_중장,0
진양산업,우상향_5,0
진양산업,우상향_20,0
진양산업,우상향_60,0
진양산업,합계,0
태경케미컬,골크_단중,15
태경케미컬,골크_단장,15
태경케미컬,골크_중장,15
태경케미컬,우상향_5,15
태경케미컬,우상향_20,15
태경케미컬,우상향_60,25
태경케미컬,합계,100
한스바이오메드,골크_단중,0
한스바이오메드,골크_단장,0
한스바이오메드,골크_중장,0
한스바이오메드,우상향_5,15
한스바이오메드,우상향_20,0
한스바이오메드,우상향_60,0
한스바이오메드,합계,15
코세스,골크_단중,15
코세스,골크_단장,15
코세스,골크_중장,0
코세스,우상향_5,15
코세스,우상향_20,15
코세스,우상향_60,0
코세스,합계,60
바이오에프디엔씨,골크_단중,15
바이오에프디엔씨,골크_단장,0
바이오에프디엔씨,골크_중장,0
바이오에프디엔씨,우상향_5,0
바이오에프디엔씨,우상향_20,15
바이오에프디엔씨,우상향_60,25
바이오에프디엔씨,합계,55
제이씨현시스템,골크_단중,0
제이씨현시스템,골크_단장,15
제이씨현시스템,골크_중장,15
제이씨현시스템,우상향_5,15
제이씨현시스템,우상향_20,0
제이씨현시스템,우상향_60,0
제이씨현시스템,합계,45
빅텍,골크_단중,15
빅텍,골크_단장,15
빅텍,골크_중장,15
빅텍,우상향_5,15
빅텍,우상향_20,15
빅텍,우상향_60,25
빅텍,합계,100
코웰패션,골크_단중,0
코웰패션,골크_단장,0
코웰패션,골크_중장,0
코웰패션,우상향_5,0
코웰패션,우상향_20,0
코웰패션,우상향_60,0
코웰패션,합계,0
에어레인,골크_단중,0
에어레인,골크_단장,0
에어레인,골크_중장,0
에어레인,우상향_5,0
에어레인,우상향_20,0
에어레인,우상향_60,0
에어레인,합계,0
강스템바이오텍,골크_단중,15
강스템바이오텍,골크_단장,15
강스템바이오텍,골크_중장,15
강스템바이오텍,우상향_5,0
강스템바이오텍,우상향_20,0
강스템바이오텍,우상향_60,0
강스템바이오텍,합계,45
극동유화,골크_단중,15
극동유화,골크_단장,15
극동유화,골크_중장,15
극동유화,우상향_5,0
극동유화,우상향_20,0
극동유화,우상향_60,0
극동유화,합계,45
지어소프트,골크_단중,15
지어소프트,골크_단장,15
지어소프트,골크_중장,15
지어소프트,우상향_5,15
지어소프트,우상향_20,15
지어소프트,우상향_60,25
지어소프트,합계,100
현대이지웰,골크_단중,0
현대이지웰,골크_단장,0
현대이지웰,골크_중장,0
현대이지웰,우상향_5,0
현대이지웰,우상향_20,0
현대이지웰,우상향_60,0
현대이지웰,합계,0
대창,골크_단중,15
대창,골크_단장,15
대창,골크_중장,15
대창,우상향_5,15
대창,우상향_20,15
대창,우상향_60,25
대창,합계,100
경인양행,골크_단중,0
경인양행,골크_단장,15
경인양행,골크_중장,15
경인양행,우상향_5,15
경인양행,우상향_20,15
경인양행,우상향_60,0
경인양행,합계,60
특수건설,골크_단중,15
특수건설,골크_단장,15
특수건설,골크_중장,15
특수건설,우상향_5,15
특수건설,우상향_20,15
특수건설,우상향_60,25
특수건설,합계,100
청담글로벌,골크_단중,15
청담글로벌,골크_단장,15
청담글로벌,골크_중장,15
청담글로벌,우상향_5,0
청담글로벌,우상향_20,15
청담글로벌,우상향_60,25
청담글로벌,합계,85
대원산업,골크_단중,0
대원산업,골크_단장,0
대원산업,골크_중장,0
대원산업,우상향_5,0
대원산업,우상향_20,0
대원산업,우상향_60,0
대원산업,합계,0
조선선재,골크_단중,0
조선선재,골크_단장,0
조선선재,골크_중장,0
조선선재,우상향_5,0
조선선재,우상향_20,0
조선선재,우상향_60,0
조선선재,합계,0
에스텍,골크_단중,0
에스텍,골크_단장,0
에스텍,골크_중장,0
에스텍,우상향_5,0
에스텍,우상향_20,0
에스텍,우상향_60,0
에스텍,합계,0
와이바이오로직스,골크_단중,15
와이바이오로직스,골크_단장,0
와이바이오로직스,골크_중장,0
와이바이오로직스,우상향_5,0
와이바이오로직스,우상향_20,0
와이바이오로직스,우상향_60,0
와이바이오로직스,합계,15
선진뷰티사이언스,골크_단중,0
선진뷰티사이언스,골크_단장,0
선진뷰티사이언스,골크_중장,15
선진뷰티사이언스,우상향_5,0
선진뷰티사이언스,우상향_20,0
선진뷰티사이언스,우상향_60,0
선진뷰티사이언스,합계,15
KCTC,골크_단중,0
KCTC,골크_단장,15
KCTC,골크_중장,15
KCTC,우상향_5,0
KCTC,우상향_20,0
KCTC,우상향_60,25
KCTC,합계,55
제로투세븐,골크_단중,15
제로투세븐,골크_단장,15
제로투세븐,골크_중장,15
제로투세븐,우상향_5,0
제로투세븐,우상향_20,15
제로투세븐,우상향_60,25
제로투세븐,합계,85
유아이엘,골크_단중,0
유아이엘,골크_단장,0
유아이엘,골크_중장,15
유아이엘,우상향_5,0
유아이엘,우상향_20,15
유아이엘,우상향_60,0
유아이엘,합계,30
이지케어텍,골크_단중,15
이지케어텍,골크_단장,15
이지케어텍,골크_중장,15
이지케어텍,우상향_5,0
이지케어텍,우상향_20,15
이지케어텍,우상향_60,25
이지케어텍,합계,85
만호제강,골크_단중,0
만호제강,골크_단장,15
만호제강,골크_중장,15
만호제강,우상향_5,0
만호제강,우상향_20,0
만호제강,우상향_60,25
만호제강,합계,55
동남합성,골크_단중,0
동남합성,골크_단장,0
동남합성,골크_중장,0
동남합성,우상향_5,0
동남합성,우상향_20,0
동남합성,우상향_60,0
동남합성,합계,0
셀리드,골크_단중,0
셀리드,골크_단장,0
셀리드,골크_중장,0
셀리드,우상향_5,15
셀리드,우상향_20,0
셀리드,우상향_60,0
셀리드,합계,15
마음AI,골크_단중,0
마음AI,골크_단장,0
마음AI,골크_중장,0
마음AI,우상향_5,15
마음AI,우상향_20,0
마음AI,우상향_60,0
마음AI,합계,15
진흥기업,골크_단중,0
진흥기업,골크_단장,15
진흥기업,골크_중장,15
진흥기업,우상향_5,0
진흥기업,우상향_20,0
진흥기업,우상향_60,25
진흥기업,합계,55
위츠,골크_단중,0
위츠,골크_단장,0
위츠,골크_중장,0
위츠,우상향_5,0
위츠,우상향_20,0
위츠,우상향_60,0
위츠,합계,0
셀루메드,골크_단중,0
셀루메드,골크_단장,0
셀루메드,골크_중장,15
셀루메드,우상향_5,15
셀루메드,우상향_20,0
셀루메드,우상향_60,0
셀루메드,합계,30
예스24,골크_단중,15
예스24,골크_단장,15
예스24,골크_중장,0
예스24,우상향_5,15
예스24,우상향_20,15
예스24,우상향_60,25
예스24,합계,85
고스트스튜디오,골크_단중,0
고스트스튜디오,골크_단장,0
고스트스튜디오,골크_중장,0
고스트스튜디오,우상향_5,0
고스트스튜디오,우상향_20,15
고스트스튜디오,우상향_60,25
고스트스튜디오,합계,40
금강공업,골크_단중,0
금강공업,골크_단장,0
금강공업,골크_중장,0
금강공업,우상향_5,0
금강공업,우상향_20,0
금강공업,우상향_60,0
금강공업,합계,0
제룡산업,골크_단중,15
제룡산업,골크_단장,15
제룡산업,골크_중장,15
제룡산업,우상향_5,15
제룡산업,우상향_20,15
제룡산업,우상향_60,25
제룡산업,합계,100
SBI핀테크솔루션즈,골크_단중,15
SBI핀테크솔루션즈,골크_단장,15
SBI핀테크솔루션즈,골크_중장,0
SBI핀테크솔루션즈,우상향_5,0
SBI핀테크솔루션즈,우상향_20,15
SBI핀테크솔루션즈,우상향_60,25
SBI핀테크솔루션즈,합계,70
알에프텍,골크_단중,0
알에프텍,골크_단장,0
알에프텍,골크_중장,15
알에프텍,우상향_5,0
알에프텍,우상향_20,0
알에프텍,우상향_60,0
알에프텍,합계,15
애니플러스,골크_단중,0
애니플러스,골크_단장,0
애니플러스,골크_중장,15
애니플러스,우상향_5,0
애니플러스,우상향_20,15
애니플러스,우상향_60,0
애니플러스,합계,30
제노코,골크_단중,0
제노코,골크_단장,15
제노코,골크_중장,15
제노코,우상향_5,15
제노코,우상향_20,0
제노코,우상향_60,25
제노코,합계,70
우수AMS,골크_단중,15
우수AMS,골크_단장,15
우수AMS,골크_중장,15
우수AMS,우상향_5,15
우수AMS,우상향_20,15
우수AMS,우상향_60,25
우수AMS,합계,100
와이엠텍,골크_단중,15
와이엠텍,골크_단장,15
와이엠텍,골크_중장,15
와이엠텍,우상향_5,15
와이엠텍,우상향_20,15
와이엠텍,우상향_60,25
와이엠텍,합계,100
현대약품,골크_단중,15
현대약품,골크_단장,15
현대약품,골크_중장,15
현대약품,우상향_5,15
현대약품,우상향_20,15
현대약품,우상향_60,25
현대약품,합계,100
밀리의서재,골크_단중,0
밀리의서재,골크_단장,15
밀리의서재,골크_중장,15
밀리의서재,우상향_5,0
밀리의서재,우상향_20,0
밀리의서재,우상향_60,25
밀리의서재,합계,55
사피엔반도체,골크_단중,0
사피엔반도체,골크_단장,15
사피엔반도체,골크_중장,15
사피엔반도체,우상향_5,0
사피엔반도체,우상향_20,0
사피엔반도체,우상향_60,25
사피엔반도체,합계,55
코아시아,골크_단중,15
코아시아,골크_단장,15
코아시아,골크_중장,15
코아시아,우상향_5,0
코아시아,우상향_20,15
코아시아,우상향_60,25
코아시아,합계,85
풍국주정,골크_단중,15
풍국주정,골크_단장,15
풍국주정,골크_중장,15
풍국주정,우상향_5,0
풍국주정,우상향_20,15
풍국주정,우상향_60,25
풍국주정,합계,85
KTcs,골크_단중,0
KTcs,골크_단장,15
KTcs,골크_중장,15
KTcs,우상향_5,15
KTcs,우상향_20,15
KTcs,우상향_60,25
KTcs,합계,85
매일홀딩스,골크_단중,0
매일홀딩스,골크_단장,0
매일홀딩스,골크_중장,0
매일홀딩스,우상향_5,0
매일홀딩스,우상향_20,0
매일홀딩스,우상향_60,0
매일홀딩스,합계,0
디엔에프,골크_단중,15
디엔에프,골크_단장,15
디엔에프,골크_중장,15
디엔에프,우상향_5,0
디엔에프,우상향_20,15
디엔에프,우상향_60,25
디엔에프,합계,85
하이로닉,골크_단중,15
하이로닉,골크_단장,15
하이로닉,골크_중장,15
하이로닉,우상향_5,15
하이로닉,우상향_20,15
하이로닉,우상향_60,25
하이로닉,합계,100
금양그린파워,골크_단중,15
금양그린파워,골크_단장,15
금양그린파워,골크_중장,15
금양그린파워,우상향_5,15
금양그린파워,우상향_20,15
금양그린파워,우상향_60,25
금양그린파워,합계,100
오파스넷,골크_단중,15
오파스넷,골크_단장,15
오파스넷,골크_중장,15
오파스넷,우상향_5,0
오파스넷,우상향_20,15
오파스넷,우상향_60,25
오파스넷,합계,85
샘표식품,골크_단중,0
샘표식품,골크_단장,0
샘표식품,골크_중장,0
샘표식품,우상향_5,15
샘표식품,우상향_20,0
샘표식품,우상향_60,0
샘표식품,합계,15
라온텍,골크_단중,0
라온텍,골크_단장,15
라온텍,골크_중장,15
라온텍,우상향_5,0
라온텍,우상향_20,0
라온텍,우상향_60,25
라온텍,합계,55
시지메드텍,골크_단중,15
시지메드텍,골크_단장,15
시지메드텍,골크_중장,15
시지메드텍,우상향_5,15
시지메드텍,우상향_20,15
시지메드텍,우상향_60,25
시지메드텍,합계,100
비씨엔씨,골크_단중,15
비씨엔씨,골크_단장,15
비씨엔씨,골크_중장,15
비씨엔씨,우상향_5,15
비씨엔씨,우상향_20,15
비씨엔씨,우상향_60,25
비씨엔씨,합계,100
동성제약,골크_단중,15
동성제약,골크_단장,15
동성제약,골크_중장,15
동성제약,우상향_5,0
동성제약,우상향_20,15
동성제약,우상향_60,25
동성제약,합계,85
조이시티,골크_단중,15
조이시티,골크_단장,15
조이시티,골크_중장,15
조이시티,우상향_5,15
조이시티,우상향_20,0
조이시티,우상향_60,25
조이시티,합계,85
퀀타매트릭스,골크_단중,0
퀀타매트릭스,골크_단장,0
퀀타매트릭스,골크_중장,0
퀀타매트릭스,우상향_5,0
퀀타매트릭스,우상향_20,0
퀀타매트릭스,우상향_60,0
퀀타매트릭스,합계,0
아이씨디,골크_단중,0
아이씨디,골크_단장,0
아이씨디,골크_중장,15
아이씨디,우상향_5,0
아이씨디,우상향_20,0
아이씨디,우상향_60,0
아이씨디,합계,15
한선엔지니어링,골크_단중,15
한선엔지니어링,골크_단장,15
한선엔지니어링,골크_중장,15
한선엔지니어링,우상향_5,15
한선엔지니어링,우상향_20,15
한선엔지니어링,우상향_60,25
한선엔지니어링,합계,100
이브이첨단소재,골크_단중,15
이브이첨단소재,골크_단장,15
이브이첨단소재,골크_중장,15
이브이첨단소재,우상향_5,15
이브이첨단소재,우상향_20,15
이브이첨단소재,우상향_60,25
이브이첨단소재,합계,100
국제약품,골크_단중,0
국제약품,골크_단장,0
국제약품,골크_중장,15
국제약품,우상향_5,15
국제약품,우상향_20,15
국제약품,우상향_60,0
국제약품,합계,45
수산아이앤티,골크_단중,0
수산아이앤티,골크_단장,0
수산아이앤티,골크_중장,0
수산아이앤티,우상향_5,15
수산아이앤티,우상향_20,15
수산아이앤티,우상향_60,0
수산아이앤티,합계,30
농우바이오,골크_단중,0
농우바이오,골크_단장,0
농우바이오,골크_중장,15
농우바이오,우상향_5,0
농우바이오,우상향_20,0
농우바이오,우상향_60,0
농우바이오,합계,15
대성홀딩스,골크_단중,0
대성홀딩스,골크_단장,0
대성홀딩스,골크_중장,0
대성홀딩스,우상향_5,0
대성홀딩스,우상향_20,0
대성홀딩스,우상향_60,0
대성홀딩스,합계,0
솔본,골크_단중,0
솔본,골크_단장,0
솔본,골크_중장,0
솔본,우상향_5,0
솔본,우상향_20,0
솔본,우상향_60,0
솔본,합계,0
위닉스,골크_단중,0
위닉스,골크_단장,0
위닉스,골크_중장,0
위닉스,우상향_5,0
위닉스,우상향_20,0
위닉스,우상향_60,0
위닉스,합계,0
태웅로직스,골크_단중,15
태웅로직스,골크_단장,15
태웅로직스,골크_중장,15
태웅로직스,우상향_5,0
태웅로직스,우상향_20,0
태웅로직스,우상향_60,25
태웅로직스,합계,70
라온시큐어,골크_단중,0
라온시큐어,골크_단장,15
라온시큐어,골크_중장,15
라온시큐어,우상향_5,15
라온시큐어,우상향_20,15
라온시큐어,우상향_60,25
라온시큐어,합계,85
리메드,골크_단중,15
리메드,골크_단장,15
리메드,골크_중장,15
리메드,우상향_5,0
리메드,우상향_20,15
리메드,우상향_60,25
리메드,합계,85
디에스케이,골크_단중,0
디에스케이,골크_단장,0
디에스케이,골크_중장,0
디에스케이,우상향_5,15
디에스케이,우상향_20,0
디에스케이,우상향_60,0
디에스케이,합계,15
원익피앤이,골크_단중,15
원익피앤이,골크_단장,15
원익피앤이,골크_중장,15
원익피앤이,우상향_5,15
원익피앤이,우상향_20,15
원익피앤이,우상향_60,25
원익피앤이,합계,100
계룡건설,골크_단중,0
계룡건설,골크_단장,0
계룡건설,골크_중장,0
계룡건설,우상향_5,0
계룡건설,우상향_20,15
계룡건설,우상향_60,0
계룡건설,합계,15
유비쿼스,골크_단중,15
유비쿼스,골크_단장,0
유비쿼스,골크_중장,0
유비쿼스,우상향_5,0
유비쿼스,우상향_20,15
유비쿼스,우상향_60,0
유비쿼스,합계,30
세운메디칼,골크_단중,15
세운메디칼,골크_단장,0
세운메디칼,골크_중장,0
세운메디칼,우상향_5,15
세운메디칼,우상향_20,15
세운메디칼,우상향_60,0
세운메디칼,합계,45
크리스탈신소재,골크_단중,15
크리스탈신소재,골크_단장,15
크리스탈신소재,골크_중장,15
크리스탈신소재,우상향_5,15
크리스탈신소재,우상향_20,15
크리스탈신소재,우상향_60,25
크리스탈신소재,합계,100
SJG세종,골크_단중,0
SJG세종,골크_단장,0
SJG세종,골크_중장,0
SJG세종,우상향_5,0
SJG세종,우상향_20,0
SJG세종,우상향_60,0
SJG세종,합계,0
휴니드,골크_단중,15
휴니드,골크_단장,15
휴니드,골크_중장,15
휴니드,우상향_5,15
휴니드,우상향_20,15
휴니드,우상향_60,25
휴니드,합계,100
샘표,골크_단중,0
샘표,골크_단장,0
샘표,골크_중장,0
샘표,우상향_5,0
샘표,우상향_20,0
샘표,우상향_60,0
샘표,합계,0
진로발효,골크_단중,0
진로발효,골크_단장,0
진로발효,골크_중장,0
진로발효,우상향_5,0
진로발효,우상향_20,0
진로발효,우상향_60,0
진로발효,합계,0
피노,골크_단중,0
피노,골크_단장,15
피노,골크_중장,15
피노,우상향_5,0
피노,우상향_20,0
피노,우상향_60,25
피노,합계,55
HS효성,골크_단중,15
HS효성,골크_단장,15
HS효성,골크_중장,15
HS효성,우상향_5,15
HS효성,우상향_20,15
HS효성,우상향_60,25
HS효성,합계,100
삼아제약,골크_단중,15
삼아제약,골크_단장,15
삼아제약,골크_중장,15
