회사,구분,점수
한국화장품제조,골크_단중,15
한국화장품제조,골크_단장,15
한국화장품제조,골크_중장,15
한국화장품제조,우상향_5,0
한국화장품제조,우상향_20,0
한국화장품제조,우상향_60,25
한국화장품제조,합계,70
현대차증권,골크_단중,0
현대차증권,골크_단장,0
현대차증권,골크_중장,0
현대차증권,우상향_5,15
현대차증권,우상향_20,15
현대차증권,우상향_60,0
현대차증권,합계,30
티에프이,골크_단중,15
티에프이,골크_단장,0
티에프이,골크_중장,0
티에프이,우상향_5,0
티에프이,우상향_20,15
티에프이,우상향_60,0
티에프이,합계,30
탑머티리얼,골크_단중,15
탑머티리얼,골크_단장,15
탑머티리얼,골크_중장,15
탑머티리얼,우상향_5,0
탑머티리얼,우상향_20,15
탑머티리얼,우상향_60,25
탑머티리얼,합계,85
HB테크놀러지,골크_단중,0
HB테크놀러지,골크_단장,0
HB테크놀러지,골크_중장,15
HB테크놀러지,우상향_5,0
HB테크놀러지,우상향_20,0
HB테크놀러지,우상향_60,0
HB테크놀러지,합계,15
삼부토건,골크_단중,0
삼부토건,골크_단장,0
삼부토건,골크_중장,0
삼부토건,우상향_5,15
삼부토건,우상향_20,0
삼부토건,우상향_60,0
삼부토건,합계,15
휴스틸,골크_단중,15
휴스틸,골크_단장,15
휴스틸,골크_중장,15
휴스틸,우상향_5,15
휴스틸,우상향_20,15
휴스틸,우상향_60,0
휴스틸,합계,75
SK증권,골크_단중,0
SK증권,골크_단장,15
SK증권,골크_중장,15
SK증권,우상향_5,15
SK증권,우상향_20,0
SK증권,우상향_60,25
SK증권,합계,70
GS글로벌,골크_단중,15
GS글로벌,골크_단장,15
GS글로벌,골크_중장,15
GS글로벌,우상향_5,15
GS글로벌,우상향_20,15
GS글로벌,우상향_60,25
GS글로벌,합계,100
광주신세계,골크_단중,0
광주신세계,골크_단장,0
광주신세계,골크_중장,0
광주신세계,우상향_5,0
광주신세계,우상향_20,0
광주신세계,우상향_60,0
광주신세계,합계,0
원익머트리얼즈,골크_단중,0
원익머트리얼즈,골크_단장,0
원익머트리얼즈,골크_중장,15
원익머트리얼즈,우상향_5,0
원익머트리얼즈,우상향_20,0
원익머트리얼즈,우상향_60,25
원익머트리얼즈,합계,40
대덕,골크_단중,15
대덕,골크_단장,0
대덕,골크_중장,0
대덕,우상향_5,0
대덕,우상향_20,0
대덕,우상향_60,0
대덕,합계,15
CJ프레시웨이,골크_단중,0
CJ프레시웨이,골크_단장,0
CJ프레시웨이,골크_중장,0
CJ프레시웨이,우상향_5,0
CJ프레시웨이,우상향_20,0
CJ프레시웨이,우상향_60,0
CJ프레시웨이,합계,0
신대양제지,골크_단중,0
신대양제지,골크_단장,0
신대양제지,골크_중장,0
신대양제지,우상향_5,0
신대양제지,우상향_20,0
신대양제지,우상향_60,0
신대양제지,합계,0
인터플렉스,골크_단중,0
인터플렉스,골크_단장,15
인터플렉스,골크_중장,15
인터플렉스,우상향_5,0
인터플렉스,우상향_20,0
인터플렉스,우상향_60,25
인터플렉스,합계,55
HB솔루션,골크_단중,0
HB솔루션,골크_단장,15
HB솔루션,골크_중장,15
HB솔루션,우상향_5,0
HB솔루션,우상향_20,0
HB솔루션,우상향_60,25
HB솔루션,합계,55
JTC,골크_단중,15
JTC,골크_단장,15
JTC,골크_중장,15
JTC,우상향_5,15
JTC,우상향_20,0
JTC,우상향_60,0
JTC,합계,60
한농화성,골크_단중,0
한농화성,골크_단장,15
한농화성,골크_중장,15
한농화성,우상향_5,0
한농화성,우상향_20,0
한농화성,우상향_60,25
한농화성,합계,55
제이엘케이,골크_단중,15
제이엘케이,골크_단장,0
제이엘케이,골크_중장,0
제이엘케이,우상향_5,0
제이엘케이,우상향_20,0
제이엘케이,우상향_60,0
제이엘케이,합계,15
코리아써키트,골크_단중,15
코리아써키트,골크_단장,15
코리아써키트,골크_중장,15
코리아써키트,우상향_5,15
코리아써키트,우상향_20,0
코리아써키트,우상향_60,25
코리아써키트,합계,85
JW홀딩스,골크_단중,0
JW홀딩스,골크_단장,0
JW홀딩스,골크_중장,0
JW홀딩스,우상향_5,0
JW홀딩스,우상향_20,0
JW홀딩스,우상향_60,0
JW홀딩스,합계,0
에치에프알,골크_단중,0
에치에프알,골크_단장,0
에치에프알,골크_중장,0
에치에프알,우상향_5,0
에치에프알,우상향_20,0
에치에프알,우상향_60,0
에치에프알,합계,0
환인제약,골크_단중,15
환인제약,골크_단장,0
환인제약,골크_중장,0
환인제약,우상향_5,15
환인제약,우상향_20,15
환인제약,우상향_60,0
환인제약,합계,45
도화엔지니어링,골크_단중,0
도화엔지니어링,골크_단장,0
도화엔지니어링,골크_중장,15
도화엔지니어링,우상향_5,15
도화엔지니어링,우상향_20,15
도화엔지니어링,우상향_60,0
도화엔지니어링,합계,45
에브리봇,골크_단중,0
에브리봇,골크_단장,15
에브리봇,골크_중장,15
에브리봇,우상향_5,15
에브리봇,우상향_20,0
에브리봇,우상향_60,0
에브리봇,합계,45
이지스밸류리츠,골크_단중,0
이지스밸류리츠,골크_단장,0
이지스밸류리츠,골크_중장,0
이지스밸류리츠,우상향_5,0
이지스밸류리츠,우상향_20,0
이지스밸류리츠,우상향_60,0
이지스밸류리츠,합계,0
에코아이,골크_단중,0
에코아이,골크_단장,0
에코아이,골크_중장,0
에코아이,우상향_5,0
에코아이,우상향_20,0
에코아이,우상향_60,0
에코아이,합계,0
액션스퀘어,골크_단중,15
액션스퀘어,골크_단장,15
액션스퀘어,골크_중장,15
액션스퀘어,우상향_5,0
액션스퀘어,우상향_20,0
액션스퀘어,우상향_60,0
액션스퀘어,합계,45
다날,골크_단중,0
다날,골크_단장,0
다날,골크_중장,15
다날,우상향_5,15
다날,우상향_20,0
다날,우상향_60,25
다날,합계,55
DB금융투자,골크_단중,0
DB금융투자,골크_단장,0
DB금융투자,골크_중장,0
DB금융투자,우상향_5,15
DB금융투자,우상향_20,0
DB금융투자,우상향_60,0
DB금융투자,합계,15
제닉,골크_단중,15
제닉,골크_단장,0
제닉,골크_중장,0
제닉,우상향_5,15
제닉,우상향_20,0
제닉,우상향_60,25
제닉,합계,55
흥국화재,골크_단중,0
흥국화재,골크_단장,0
흥국화재,골크_중장,0
흥국화재,우상향_5,15
흥국화재,우상향_20,0
흥국화재,우상향_60,0
흥국화재,합계,15
대아티아이,골크_단중,0
대아티아이,골크_단장,0
대아티아이,골크_중장,0
대아티아이,우상향_5,15
대아티아이,우상향_20,0
대아티아이,우상향_60,0
대아티아이,합계,15
대화제약,골크_단중,15
대화제약,골크_단장,15
대화제약,골크_중장,15
대화제약,우상향_5,15
대화제약,우상향_20,0
대화제약,우상향_60,25
대화제약,합계,85
가비아,골크_단중,15
가비아,골크_단장,15
가비아,골크_중장,15
가비아,우상향_5,0
가비아,우상향_20,15
가비아,우상향_60,25
가비아,합계,85
오리엔트바이오,골크_단중,15
오리엔트바이오,골크_단장,15
오리엔트바이오,골크_중장,15
오리엔트바이오,우상향_5,15
오리엔트바이오,우상향_20,15
오리엔트바이오,우상향_60,25
오리엔트바이오,합계,100
한화갤러리아,골크_단중,0
한화갤러리아,골크_단장,0
한화갤러리아,골크_중장,0
한화갤러리아,우상향_5,0
한화갤러리아,우상향_20,0
한화갤러리아,우상향_60,0
한화갤러리아,합계,0
폴라리스AI,골크_단중,0
폴라리스AI,골크_단장,0
폴라리스AI,골크_중장,15
폴라리스AI,우상향_5,0
폴라리스AI,우상향_20,0
폴라리스AI,우상향_60,25
폴라리스AI,합계,40
세방,골크_단중,15
세방,골크_단장,15
세방,골크_중장,15
세방,우상향_5,15
세방,우상향_20,0
세방,우상향_60,0
세방,합계,60
KPX홀딩스,골크_단중,0
KPX홀딩스,골크_단장,0
KPX홀딩스,골크_중장,15
KPX홀딩스,우상향_5,0
KPX홀딩스,우상향_20,0
KPX홀딩스,우상향_60,0
KPX홀딩스,합계,15
일성아이에스,골크_단중,0
일성아이에스,골크_단장,0
일성아이에스,골크_중장,0
일성아이에스,우상향_5,15
일성아이에스,우상향_20,0
일성아이에스,우상향_60,0
일성아이에스,합계,15
시너지이노베이션,골크_단중,15
시너지이노베이션,골크_단장,15
시너지이노베이션,골크_중장,15
시너지이노베이션,우상향_5,0
시너지이노베이션,우상향_20,15
시너지이노베이션,우상향_60,25
시너지이노베이션,합계,85
진성티이씨,골크_단중,15
진성티이씨,골크_단장,15
진성티이씨,골크_중장,15
진성티이씨,우상향_5,15
진성티이씨,우상향_20,15
진성티이씨,우상향_60,25
진성티이씨,합계,100
이월드,골크_단중,0
이월드,골크_단장,15
이월드,골크_중장,15
이월드,우상향_5,0
이월드,우상향_20,15
이월드,우상향_60,25
이월드,합계,70
대한제분,골크_단중,0
대한제분,골크_단장,0
대한제분,골크_중장,0
대한제분,우상향_5,15
대한제분,우상향_20,0
대한제분,우상향_60,0
대한제분,합계,15
HLB글로벌,골크_단중,15
HLB글로벌,골크_단장,15
HLB글로벌,골크_중장,15
HLB글로벌,우상향_5,15
HLB글로벌,우상향_20,15
HLB글로벌,우상향_60,25
HLB글로벌,합계,100
스카이라이프,골크_단중,0
스카이라이프,골크_단장,0
스카이라이프,골크_중장,0
스카이라이프,우상향_5,0
스카이라이프,우상향_20,0
스카이라이프,우상향_60,0
스카이라이프,합계,0
리파인,골크_단중,0
리파인,골크_단장,0
리파인,골크_중장,0
리파인,우상향_5,0
리파인,우상향_20,0
리파인,우상향_60,0
리파인,합계,0
진원생명과학,골크_단중,0
진원생명과학,골크_단장,0
진원생명과학,골크_중장,0
진원생명과학,우상향_5,0
진원생명과학,우상향_20,0
진원생명과학,우상향_60,0
진원생명과학,합계,0
파인엠텍,골크_단중,0
파인엠텍,골크_단장,0
파인엠텍,골크_중장,15
파인엠텍,우상향_5,15
파인엠텍,우상향_20,0
파인엠텍,우상향_60,0
파인엠텍,합계,30
컴투스홀딩스,골크_단중,15
컴투스홀딩스,골크_단장,15
컴투스홀딩스,골크_중장,15
컴투스홀딩스,우상향_5,15
컴투스홀딩스,우상향_20,15
컴투스홀딩스,우상향_60,25
컴투스홀딩스,합계,100
TYM,골크_단중,0
TYM,골크_단장,15
TYM,골크_중장,15
TYM,우상향_5,15
TYM,우상향_20,15
TYM,우상향_60,25
TYM,합계,85
코오롱ENP,골크_단중,0
코오롱ENP,골크_단장,0
코오롱ENP,골크_중장,0
코오롱ENP,우상향_5,0
코오롱ENP,우상향_20,0
코오롱ENP,우상향_60,0
코오롱ENP,합계,0
피에이치에이,골크_단중,0
피에이치에이,골크_단장,0
피에이치에이,골크_중장,0
피에이치에이,우상향_5,0
피에이치에이,우상향_20,0
피에이치에이,우상향_60,0
피에이치에이,합계,0
원익홀딩스,골크_단중,0
원익홀딩스,골크_단장,0
원익홀딩스,골크_중장,0
원익홀딩스,우상향_5,0
원익홀딩스,우상향_20,0
원익홀딩스,우상향_60,0
원익홀딩스,합계,0
이엔셀,골크_단중,0
이엔셀,골크_단장,0
이엔셀,골크_중장,0
이엔셀,우상향_5,0
이엔셀,우상향_20,0
이엔셀,우상향_60,0
이엔셀,합계,0
큐브엔터,골크_단중,0
큐브엔터,골크_단장,0
큐브엔터,골크_중장,15
큐브엔터,우상향_5,0
큐브엔터,우상향_20,15
큐브엔터,우상향_60,0
큐브엔터,합계,30
글로벌텍스프리,골크_단중,0
글로벌텍스프리,골크_단장,15
글로벌텍스프리,골크_중장,15
글로벌텍스프리,우상향_5,0
글로벌텍스프리,우상향_20,15
글로벌텍스프리,우상향_60,25
글로벌텍스프리,합계,70
석경에이티,골크_단중,0
석경에이티,골크_단장,15
석경에이티,골크_중장,15
석경에이티,우상향_5,0
석경에이티,우상향_20,0
석경에이티,우상향_60,0
석경에이티,합계,30
KPX케미칼,골크_단중,0
KPX케미칼,골크_단장,0
KPX케미칼,골크_중장,0
KPX케미칼,우상향_5,0
KPX케미칼,우상향_20,0
KPX케미칼,우상향_60,0
KPX케미칼,합계,0
하이트진로홀딩스,골크_단중,0
하이트진로홀딩스,골크_단장,0
하이트진로홀딩스,골크_중장,15
하이트진로홀딩스,우상향_5,0
하이트진로홀딩스,우상향_20,0
하이트진로홀딩스,우상향_60,0
하이트진로홀딩스,합계,15
동원개발,골크_단중,0
동원개발,골크_단장,0
동원개발,골크_중장,0
동원개발,우상향_5,0
동원개발,우상향_20,0
동원개발,우상향_60,0
동원개발,합계,0
파워로직스,골크_단중,15
파워로직스,골크_단장,0
파워로직스,골크_중장,0
파워로직스,우상향_5,15
파워로직스,우상향_20,0
파워로직스,우상향_60,0
파워로직스,합계,30
사람인,골크_단중,0
사람인,골크_단장,0
사람인,골크_중장,0
사람인,우상향_5,15
사람인,우상향_20,15
사람인,우상향_60,0
사람인,합계,30
HLB바이오스텝,골크_단중,15
HLB바이오스텝,골크_단장,15
HLB바이오스텝,골크_중장,15
HLB바이오스텝,우상향_5,15
HLB바이오스텝,우상향_20,15
HLB바이오스텝,우상향_60,25
HLB바이오스텝,합계,100
대명에너지,골크_단중,15
대명에너지,골크_단장,15
대명에너지,골크_중장,15
대명에너지,우상향_5,15
대명에너지,우상향_20,15
대명에너지,우상향_60,25
대명에너지,합계,100
비츠로테크,골크_단중,15
비츠로테크,골크_단장,15
비츠로테크,골크_중장,15
비츠로테크,우상향_5,15
비츠로테크,우상향_20,15
비츠로테크,우상향_60,25
비츠로테크,합계,100
대교,골크_단중,0
대교,골크_단장,0
대교,골크_중장,15
대교,우상향_5,0
대교,우상향_20,0
대교,우상향_60,25
대교,합계,40
LS증권,골크_단중,0
LS증권,골크_단장,0
LS증권,골크_중장,0
LS증권,우상향_5,15
LS증권,우상향_20,0
LS증권,우상향_60,0
LS증권,합계,15
한솔제지,골크_단중,0
한솔제지,골크_단장,0
한솔제지,골크_중장,0
한솔제지,우상향_5,15
한솔제지,우상향_20,0
한솔제지,우상향_60,0
한솔제지,합계,15
뷰웍스,골크_단중,15
뷰웍스,골크_단장,15
뷰웍스,골크_중장,15
뷰웍스,우상향_5,0
뷰웍스,우상향_20,15
뷰웍스,우상향_60,0
뷰웍스,합계,60
노머스,골크_단중,15
노머스,골크_단장,0
노머스,골크_중장,0
노머스,우상향_5,15
노머스,우상향_20,15
노머스,우상향_60,0
노머스,합계,45
스마트레이더시스템,골크_단중,15
스마트레이더시스템,골크_단장,0
스마트레이더시스템,골크_중장,0
스마트레이더시스템,우상향_5,15
스마트레이더시스템,우상향_20,0
스마트레이더시스템,우상향_60,0
스마트레이더시스템,합계,30
HDC랩스,골크_단중,0
HDC랩스,골크_단장,0
HDC랩스,골크_중장,0
HDC랩스,우상향_5,0
HDC랩스,우상향_20,0
HDC랩스,우상향_60,0
HDC랩스,합계,0
알루코,골크_단중,15
알루코,골크_단장,15
알루코,골크_중장,15
알루코,우상향_5,15
알루코,우상향_20,15
알루코,우상향_60,25
알루코,합계,100
삼익THK,골크_단중,0
삼익THK,골크_단장,0
삼익THK,골크_중장,15
삼익THK,우상향_5,0
삼익THK,우상향_20,0
삼익THK,우상향_60,0
삼익THK,합계,15
오리엔트정공,골크_단중,0
오리엔트정공,골크_단장,0
오리엔트정공,골크_중장,0
오리엔트정공,우상향_5,0
오리엔트정공,우상향_20,15
오리엔트정공,우상향_60,0
오리엔트정공,합계,15
에스피소프트,골크_단중,0
에스피소프트,골크_단장,0
에스피소프트,골크_중장,15
에스피소프트,우상향_5,0
에스피소프트,우상향_20,0
에스피소프트,우상향_60,25
에스피소프트,합계,40
탑런토탈솔루션,골크_단중,15
탑런토탈솔루션,골크_단장,0
탑런토탈솔루션,골크_중장,0
탑런토탈솔루션,우상향_5,0
탑런토탈솔루션,우상향_20,0
탑런토탈솔루션,우상향_60,0
탑런토탈솔루션,합계,15
와이씨켐,골크_단중,0
와이씨켐,골크_단장,15
와이씨켐,골크_중장,15
와이씨켐,우상향_5,0
와이씨켐,우상향_20,0
와이씨켐,우상향_60,0
와이씨켐,합계,30
뉴파워프라즈마,골크_단중,15
뉴파워프라즈마,골크_단장,0
뉴파워프라즈마,골크_중장,0
뉴파워프라즈마,우상향_5,15
뉴파워프라즈마,우상향_20,15
뉴파워프라즈마,우상향_60,0
뉴파워프라즈마,합계,45
오로스테크놀로지,골크_단중,15
오로스테크놀로지,골크_단장,0
오로스테크놀로지,골크_중장,0
오로스테크놀로지,우상향_5,0
오로스테크놀로지,우상향_20,0
오로스테크놀로지,우상향_60,0
오로스테크놀로지,합계,15
AP위성,골크_단중,0
AP위성,골크_단장,15
AP위성,골크_중장,15
AP위성,우상향_5,0
AP위성,우상향_20,0
AP위성,우상향_60,25
AP위성,합계,55
에스와이,골크_단중,15
에스와이,골크_단장,0
에스와이,골크_중장,0
에스와이,우상향_5,15
에스와이,우상향_20,0
에스와이,우상향_60,0
에스와이,합계,30
영풍정밀,골크_단중,15
영풍정밀,골크_단장,15
영풍정밀,골크_중장,0
영풍정밀,우상향_5,0
영풍정밀,우상향_20,15
영풍정밀,우상향_60,25
영풍정밀,합계,70
유니셈,골크_단중,15
유니셈,골크_단장,15
유니셈,골크_중장,15
유니셈,우상향_5,0
유니셈,우상향_20,15
유니셈,우상향_60,25
유니셈,합계,85
LG헬로비전,골크_단중,0
LG헬로비전,골크_단장,15
LG헬로비전,골크_중장,15
LG헬로비전,우상향_5,15
LG헬로비전,우상향_20,15
LG헬로비전,우상향_60,25
LG헬로비전,합계,85
흥구석유,골크_단중,15
흥구석유,골크_단장,15
흥구석유,골크_중장,15
흥구석유,우상향_5,0
흥구석유,우상향_20,15
흥구석유,우상향_60,25
흥구석유,합계,85
KH바텍,골크_단중,15
KH바텍,골크_단장,15
KH바텍,골크_중장,15
KH바텍,우상향_5,0
KH바텍,우상향_20,15
KH바텍,우상향_60,25
KH바텍,합계,85
KSS해운,골크_단중,0
KSS해운,골크_단장,0
KSS해운,골크_중장,0
KSS해운,우상향_5,0
KSS해운,우상향_20,0
KSS해운,우상향_60,0
KSS해운,합계,0
에이비온,골크_단중,0
에이비온,골크_단장,0
에이비온,골크_중장,0
에이비온,우상향_5,15
에이비온,우상향_20,0
에이비온,우상향_60,0
에이비온,합계,15
온코닉테라퓨틱스,골크_단중,0
온코닉테라퓨틱스,골크_단장,0
온코닉테라퓨틱스,골크_중장,0
온코닉테라퓨틱스,우상향_5,15
온코닉테라퓨틱스,우상향_20,0
온코닉테라퓨틱스,우상향_60,0
온코닉테라퓨틱스,합계,15
신흥에스이씨,골크_단중,15
신흥에스이씨,골크_단장,15
신흥에스이씨,골크_중장,15
신흥에스이씨,우상향_5,0
신흥에스이씨,우상향_20,15
신흥에스이씨,우상향_60,25
신흥에스이씨,합계,85
쇼박스,골크_단중,0
쇼박스,골크_단장,0
쇼박스,골크_중장,0
쇼박스,우상향_5,15
쇼박스,우상향_20,0
쇼박스,우상향_60,0
쇼박스,합계,15
삼영전자,골크_단중,0
삼영전자,골크_단장,0
삼영전자,골크_중장,0
삼영전자,우상향_5,0
삼영전자,우상향_20,15
삼영전자,우상향_60,0
삼영전자,합계,15
인트론바이오,골크_단중,15
인트론바이오,골크_단장,15
인트론바이오,골크_중장,15
인트론바이오,우상향_5,15
인트론바이오,우상향_20,15
인트론바이오,우상향_60,0
인트론바이오,합계,75
넥스틸,골크_단중,0
넥스틸,골크_단장,15
넥스틸,골크_중장,15
넥스틸,우상향_5,0
넥스틸,우상향_20,0
넥스틸,우상향_60,25
넥스틸,합계,55
해성산업,골크_단중,0
해성산업,골크_단장,0
해성산업,골크_중장,0
해성산업,우상향_5,0
해성산업,우상향_20,0
해성산업,우상향_60,0
해성산업,합계,0
한미글로벌,골크_단중,15
한미글로벌,골크_단장,15
한미글로벌,골크_중장,15
한미글로벌,우상향_5,15
한미글로벌,우상향_20,15
한미글로벌,우상향_60,25
한미글로벌,합계,100
제이에스코퍼레이션,골크_단중,15
제이에스코퍼레이션,골크_단장,15
제이에스코퍼레이션,골크_중장,15
제이에스코퍼레이션,우상향_5,15
제이에스코퍼레이션,우상향_20,15
제이에스코퍼레이션,우상향_60,25
제이에스코퍼레이션,합계,100
남선알미늄,골크_단중,0
남선알미늄,골크_단장,0
남선알미늄,골크_중장,15
남선알미늄,우상향_5,15
남선알미늄,우상향_20,0
남선알미늄,우상향_60,0
남선알미늄,합계,30
인벤티지랩,골크_단중,0
인벤티지랩,골크_단장,0
인벤티지랩,골크_중장,0
인벤티지랩,우상향_5,0
인벤티지랩,우상향_20,0
인벤티지랩,우상향_60,25
인벤티지랩,합계,25
브랜드엑스코퍼레이션,골크_단중,0
브랜드엑스코퍼레이션,골크_단장,0
브랜드엑스코퍼레이션,골크_중장,15
브랜드엑스코퍼레이션,우상향_5,0
브랜드엑스코퍼레이션,우상향_20,0
브랜드엑스코퍼레이션,우상향_60,25
브랜드엑스코퍼레이션,합계,40
루미르,골크_단중,0
루미르,골크_단장,0
루미르,골크_중장,0
루미르,우상향_5,0
루미르,우상향_20,0
루미르,우상향_60,0
루미르,합계,0
동국씨엠,골크_단중,15
동국씨엠,골크_단장,15
동국씨엠,골크_중장,15
동국씨엠,우상향_5,15
동국씨엠,우상향_20,15
동국씨엠,우상향_60,25
동국씨엠,합계,100
오상헬스케어,골크_단중,0
오상헬스케어,골크_단장,0
오상헬스케어,골크_중장,15
오상헬스케어,우상향_5,0
오상헬스케어,우상향_20,15
오상헬스케어,우상향_60,0
오상헬스케어,합계,30
AJ네트웍스,골크_단중,0
AJ네트웍스,골크_단장,0
AJ네트웍스,골크_중장,0
AJ네트웍스,우상향_5,0
AJ네트웍스,우상향_20,0
AJ네트웍스,우상향_60,0
AJ네트웍스,합계,0
신한서부티엔디리츠,골크_단중,0
신한서부티엔디리츠,골크_단장,0
신한서부티엔디리츠,골크_중장,0
신한서부티엔디리츠,우상향_5,0
신한서부티엔디리츠,우상향_20,0
신한서부티엔디리츠,우상향_60,0
신한서부티엔디리츠,합계,0
웅진씽크빅,골크_단중,0
웅진씽크빅,골크_단장,0
웅진씽크빅,골크_중장,15
웅진씽크빅,우상향_5,0
웅진씽크빅,우상향_20,0
웅진씽크빅,우상향_60,25
웅진씽크빅,합계,40
한솔아이원스,골크_단중,0
한솔아이원스,골크_단장,0
한솔아이원스,골크_중장,0
한솔아이원스,우상향_5,0
한솔아이원스,우상향_20,0
한솔아이원스,우상향_60,0
한솔아이원스,합계,0
한국정보인증,골크_단중,0
한국정보인증,골크_단장,0
한국정보인증,골크_중장,15
한국정보인증,우상향_5,0
한국정보인증,우상향_20,15
한국정보인증,우상향_60,25
한국정보인증,합계,55
케이프,골크_단중,0
케이프,골크_단장,0
케이프,골크_중장,0
케이프,우상향_5,15
케이프,우상향_20,15
케이프,우상향_60,0
케이프,합계,30
안트로젠,골크_단중,0
안트로젠,골크_단장,0
안트로젠,골크_중장,0
안트로젠,우상향_5,0
안트로젠,우상향_20,0
안트로젠,우상향_60,0
안트로젠,합계,0
동아지질,골크_단중,15
동아지질,골크_단장,15
동아지질,골크_중장,15
동아지질,우상향_5,15
동아지질,우상향_20,15
동아지질,우상향_60,25
동아지질,합계,100
BGF에코머티리얼즈,골크_단중,0
BGF에코머티리얼즈,골크_단장,0
BGF에코머티리얼즈,골크_중장,15
BGF에코머티리얼즈,우상향_5,0
BGF에코머티리얼즈,우상향_20,0
BGF에코머티리얼즈,우상향_60,0
BGF에코머티리얼즈,합계,15
노바텍,골크_단중,15
노바텍,골크_단장,15
노바텍,골크_중장,0
노바텍,우상향_5,15
노바텍,우상향_20,15
노바텍,우상향_60,25
노바텍,합계,85
하나제약,골크_단중,0
하나제약,골크_단장,0
하나제약,골크_중장,15
하나제약,우상향_5,0
하나제약,우상향_20,0
하나제약,우상향_60,0
하나제약,합계,15
아바코,골크_단중,0
아바코,골크_단장,0
아바코,골크_중장,0
아바코,우상향_5,0
아바코,우상향_20,0
아바코,우상향_60,0
아바코,합계,0
롯데하이마트,골크_단중,0
롯데하이마트,골크_단장,0
롯데하이마트,골크_중장,0
롯데하이마트,우상향_5,0
롯데하이마트,우상향_20,0
롯데하이마트,우상향_60,0
롯데하이마트,합계,0
모두투어,골크_단중,0
모두투어,골크_단장,15
모두투어,골크_중장,15
모두투어,우상향_5,15
모두투어,우상향_20,15
모두투어,우상향_60,0
모두투어,합계,60
케이엔솔,골크_단중,0
케이엔솔,골크_단장,15
케이엔솔,골크_중장,15
케이엔솔,우상향_5,0
케이엔솔,우상향_20,0
케이엔솔,우상향_60,25
케이엔솔,합계,55
현대비앤지스틸,골크_단중,15
현대비앤지스틸,골크_단장,15
현대비앤지스틸,골크_중장,15
현대비앤지스틸,우상향_5,15
현대비앤지스틸,우상향_20,15
현대비앤지스틸,우상향_60,0
현대비앤지스틸,합계,75
디지털대성,골크_단중,0
디지털대성,골크_단장,15
디지털대성,골크_중장,15
디지털대성,우상향_5,0
디지털대성,우상향_20,0
디지털대성,우상향_60,25
디지털대성,합계,55
와이엠티,골크_단중,15
와이엠티,골크_단장,0
와이엠티,골크_중장,0
와이엠티,우상향_5,15
와이엠티,우상향_20,15
와이엠티,우상향_60,0
와이엠티,합계,45
유비케어,골크_단중,15
유비케어,골크_단장,15
유비케어,골크_중장,15
유비케어,우상향_5,15
유비케어,우상향_20,15
유비케어,우상향_60,25
유비케어,합계,100
보광산업,골크_단중,15
보광산업,골크_단장,15
보광산업,골크_중장,15
보광산업,우상향_5,0
보광산업,우상향_20,0
보광산업,우상향_60,0
보광산업,합계,45
압타바이오,골크_단중,15
압타바이오,골크_단장,15
압타바이오,골크_중장,15
압타바이오,우상향_5,0
압타바이오,우상향_20,15
압타바이오,우상향_60,25
압타바이오,합계,85
경동제약,골크_단중,0
경동제약,골크_단장,0
경동제약,골크_중장,0
경동제약,우상향_5,15
경동제약,우상향_20,0
경동제약,우상향_60,0
경동제약,합계,15
국전약품,골크_단중,15
국전약품,골크_단장,15
국전약품,골크_중장,15
국전약품,우상향_5,0
국전약품,우상향_20,15
국전약품,우상향_60,0
국전약품,합계,60
한국알콜,골크_단중,15
한국알콜,골크_단장,15
한국알콜,골크_중장,15
한국알콜,우상향_5,15
한국알콜,우상향_20,15
한국알콜,우상향_60,25
한국알콜,합계,100
조일알미늄,골크_단중,15
조일알미늄,골크_단장,15
조일알미늄,골크_중장,15
조일알미늄,우상향_5,15
조일알미늄,우상향_20,15
조일알미늄,우상향_60,25
조일알미늄,합계,100
케이에스피,골크_단중,15
케이에스피,골크_단장,15
케이에스피,골크_중장,15
케이에스피,우상향_5,0
케이에스피,우상향_20,15
케이에스피,우상향_60,0
케이에스피,합계,60
KG모빌리언스,골크_단중,0
KG모빌리언스,골크_단장,0
KG모빌리언스,골크_중장,0
KG모빌리언스,우상향_5,0
KG모빌리언스,우상향_20,0
KG모빌리언스,우상향_60,0
KG모빌리언스,합계,0
CG인바이츠,골크_단중,0
CG인바이츠,골크_단장,0
CG인바이츠,골크_중장,0
CG인바이츠,우상향_5,0
CG인바이츠,우상향_20,0
CG인바이츠,우상향_60,0
CG인바이츠,합계,0
아스트,골크_단중,15
아스트,골크_단장,15
아스트,골크_중장,0
아스트,우상향_5,15
아스트,우상향_20,15
아스트,우상향_60,0
아스트,합계,60
BYC,골크_단중,0
BYC,골크_단장,0
BYC,골크_중장,0
BYC,우상향_5,15
BYC,우상향_20,0
BYC,우상향_60,25
BYC,합계,40
코오롱,골크_단중,0
코오롱,골크_단장,0
코오롱,골크_중장,0
코오롱,우상향_5,0
코오롱,우상향_20,0
코오롱,우상향_60,0
코오롱,합계,0
네오팜,골크_단중,0
네오팜,골크_단장,0
네오팜,골크_중장,0
네오팜,우상향_5,0
네오팜,우상향_20,0
네오팜,우상향_60,0
네오팜,합계,0
에이블씨엔씨,골크_단중,0
에이블씨엔씨,골크_단장,15
에이블씨엔씨,골크_중장,15
에이블씨엔씨,우상향_5,15
에이블씨엔씨,우상향_20,15
에이블씨엔씨,우상향_60,25
