날짜,시가,고가,저가,종가,거래량,등락률,기관합계_거래량_순매수,기타법인_거래량_순매수,개인_거래량_순매수,외국인합계_거래량_순매수,전체_거래량_순매수,기관합계_거래량_매수,기타법인_거래량_매수,개인_거래량_매수,외국인합계_거래량_매수,전체_거래량_매수,기관합계_거래량_매도,기타법인_거래량_매도,개인_거래량_매도,외국인합계_거래량_매도,전체_거래량_매도,기관합계_거래대금_순매수,기타법인_거래대금_순매수,개인_거래대금_순매수,외국인합계_거래대금_순매수,전체_거래대금_순매수,기관합계_거래대금_매수,기타법인_거래대금_매수,개인_거래대금_매수,외국인합계_거래대금_매수,전체_거래대금_매수,기관합계_거래대금_매도,기타법인_거래대금_매도,개인_거래대금_매도,외국인합계_거래대금_매도,전체_거래대금_매도
2019-01-02,4880,4880,4810,4825,33972,-0.5154639175257731,12776,1,-9204,-3573,0,28428,1,5543,0,33972,15652,0,14747,3573,33972,61756130,4825,-44537695,-17223260,0,137229445,4825,26772385,0,164006655,75473315,0,71310080,17223260,164006655
2019-01-03,4825,4825,4760,4760,42274,-1.3471502590673576,3474,1,-3099,-376,0,22877,1,19396,0,42274,19403,0,22495,376,42274,16812990,4805,-15011080,-1806715,0,109788315,4805,92888190,0,202681310,92975325,0,107899270,1806715,202681310
2019-01-04,4760,4775,4740,4740,41907,-0.42016806722689076,-126,0,4738,-4612,0,22544,0,17013,2350,41907,22670,0,12275,6962,41907,-689770,0,22526220,-21836450,0,106884020,0,80764630,11181670,198830320,107573790,0,58238410,33018120,198830320
2019-01-07,4750,4825,4740,4805,32963,1.3713080168776373,-3866,700,-724,3890,0,18086,700,8782,5395,32963,21952,0,9506,1505,32963,-18282920,3325000,-3687830,18645750,0,85936890,3325000,41715750,25785975,156763615,104219810,0,45403580,7140225,156763615
2019-01-08,4805,4805,4795,4805,24633,0.0,436,0,-4302,3866,0,18853,0,1867,3913,24633,18417,0,6169,47,24633,2088485,0,-20654065,18565580,0,90457080,0,8963790,18791180,118212050,88368595,0,29617855,225600,118212050
2019-01-09,4815,4815,4790,4800,34926,-0.10405827263267431,-967,-673,-674,2314,0,26707,0,5669,2550,34926,27674,673,6343,236,34926,-4641675,-3233765,-3228435,11103875,0,128017645,0,27195085,12235020,167447750,132659320,3233765,30423520,1131145,167447750
2019-01-10,4810,4810,4785,4800,24519,0.0,-3592,0,838,2754,0,19703,0,2056,2760,24519,23295,0,1218,6,24519,-17216625,0,4018840,13197785,0,94330215,0,9850390,13226525,117407130,111546840,0,5831550,28740,117407130
2019-01-11,4810,4810,4750,4790,21181,-0.20833333333333334,-16393,10,16383,0,0,1387,13,19781,0,21181,17780,3,3398,0,21181,-78262170,47550,78214620,0,0,6609255,61800,94497195,0,101168250,84871425,14250,16282575,0,101168250
2019-01-14,4800,4805,4745,4770,27337,-0.41753653444676403,-16059,6102,9957,0,0,353,6102,20882,0,27337,16412,0,10925,0,27337,-76482040,29288265,47193775,0,0,1680040,29288265,99570710,0,130539015,78162080,0,52376935,0,130539015
2019-01-15,4800,4830,4740,4790,49894,0.41928721174004197,5640,-2758,-2882,0,0,35414,0,14480,0,49894,29774,2758,17362,0,49894,26920260,-13176760,-13743500,0,0,169028750,0,69242815,0,238271565,142108490,13176760,82986315,0,238271565
2019-01-16,4800,4805,4775,4800,19555,0.20876826722338201,-9839,0,11754,-1915,0,1265,0,18288,2,19555,11104,0,6534,1917,19555,-47240855,0,56413630,-9172775,0,6069555,0,87764720,9600,93843875,53310410,0,31351090,9182375,93843875
2019-01-17,4770,4835,4770,4795,28929,-0.10416666666666667,-19446,-2282,14158,7570,0,2499,80,18780,7570,28929,21945,2362,4622,0,28929,-93276100,-10942990,67879140,36339950,0,11999325,382800,90128840,36339950,138850915,105275425,11325790,22249700,0,138850915
2019-01-18,4800,4800,4755,4800,42629,0.10427528675703858,-35813,16,39910,-4113,0,2264,16,40349,0,42629,38077,0,439,4113,42629,-171394920,76400,190970470,-19651950,0,10775085,76400,193066900,0,203918385,182170005,0,2096430,19651950,203918385
2019-01-21,4800,4825,4760,4770,72479,-0.625,6982,0,-6960,-22,0,22535,0,48959,985,72479,15553,0,55919,1007,72479,33442995,0,-33332360,-110635,0,108083545,0,234759220,4728000,347570765,74640550,0,268091580,4838635,347570765
2019-01-22,4765,4800,4765,4785,25433,0.3144654088050315,-7529,0,7529,0,0,1040,0,24393,0,25433,8569,0,16864,0,25433,-36028100,0,36028100,0,0,4975465,0,116650215,0,121625680,41003565,0,80622115,0,121625680
2019-01-23,4795,4820,4790,4805,33522,0.41797283176593525,-13499,-10228,23727,0,0,97,0,33425,0,33522,13596,10228,9698,0,33522,-64726815,-49263960,113990775,0,0,465640,0,160529005,0,160994645,65192455,49263960,46538230,0,160994645
2019-01-24,4805,4805,4790,4805,66655,0.0,-40486,0,43045,-2559,0,359,0,66280,16,66655,40845,0,23235,2575,66655,-194169560,0,206439805,-12270245,0,1724420,0,318013535,76880,319814835,195893980,0,111573730,12347125,319814835
2019-01-25,4820,4820,4790,4810,53063,0.10405827263267431,-27561,-571,28088,44,0,491,0,52528,44,53063,28052,571,24440,0,53063,-132264490,-2752220,134805730,210980,0,2356770,0,252132450,210980,254700200,134621260,2752220,117326720,0,254700200
2019-01-28,4820,4830,4795,4805,24885,-0.10395010395010396,-11859,-2300,14159,0,0,73,1,24811,0,24885,11932,2301,10652,0,24885,-56912600,-11086015,67998615,0,0,350965,4805,119181780,0,119537550,57263565,11090820,51183165,0,119537550
2019-01-29,4800,4815,4795,4815,12333,0.20811654526534862,-10086,0,10078,8,0,78,0,12247,8,12333,10164,0,2169,0,12333,-48419790,0,48381270,38520,0,375270,0,58800700,38520,59214490,48795060,0,10419430,0,59214490
2019-01-30,4815,4820,4785,4800,52067,-0.3115264797507788,-47919,3,47880,36,0,758,3,51270,36,52067,48677,0,3390,0,52067,-229752725,14370,229565560,172795,0,3631165,14370,245831400,172795,249649730,233383890,0,16265840,0,249649730
2019-01-31,4800,4805,4790,4795,28341,-0.10416666666666667,-21236,1,21002,233,0,712,1,27395,233,28341,21948,0,6393,0,28341,-101858095,4790,100736110,1117195,0,3414700,4790,131409455,1117195,135946140,105272795,0,30673345,0,135946140
2019-02-01,4815,4815,4795,4800,17650,0.10427528675703858,-13377,0,13377,0,0,96,0,17554,0,17650,13473,0,4177,0,17650,-64223460,0,64223460,0,0,460730,0,84280650,0,84741380,64684190,0,20057190,0,84741380
2019-02-07,4850,4850,4790,4805,48505,0.10416666666666667,-36350,-510,36860,0,0,2931,0,45574,0,48505,39281,510,8714,0,48505,-174468520,-2450550,176919070,0,0,14071185,0,218802225,0,232873410,188539705,2450550,41883155,0,232873410
2019-02-08,4805,4805,4785,4800,39500,-0.10405827263267431,-24713,1,23712,1000,0,3760,1,34233,1506,39500,28473,0,10521,506,39500,-118618155,4800,113813325,4800030,0,18035275,4800,164260575,7226300,189526950,136653430,0,50447250,2426270,189526950
2019-02-11,4805,4830,4805,4825,39369,0.5208333333333333,-15454,1,14420,1033,0,376,1,37959,1033,39369,15830,0,23539,0,39369,-74446195,4805,69465610,4975780,0,1809585,4805,182978580,4975780,189768750,76255780,0,113512970,0,189768750
2019-02-12,4825,4825,4795,4800,50726,-0.5181347150259068,-43201,2,44245,-1046,0,4165,2,46188,371,50726,47366,0,1943,1417,50726,-207531520,9635,212543075,-5021190,0,19999790,9635,221885545,1790075,243685045,227531310,0,9342470,6811265,243685045
2019-02-13,4800,4810,4795,4800,61438,0.0,-32776,3674,29035,67,0,4163,8000,46683,2592,61438,36939,4326,17648,2525,61438,-157295040,17635200,139325615,334225,0,19982540,38400000,224021805,12441600,294845945,177277580,20764800,84696190,12107375,294845945
