날짜,공시_제목,공시자
2024-09-02,대규모기업집단현황공시[분기별공시(개별회사용)],삼성에스디에스
2024-08-14,반기보고서 (2024.06),삼성에스디에스
2024-08-14,지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,삼성에스디에스
2024-07-25,특수관계인으로부터주식의취득,삼성에스디에스
2024-07-25,기업설명회(IR)개최(안내공시)              ,삼성에스디에스
2024-07-25,기업설명회(IR)개최(안내공시)              ,삼성에스디에스
2024-07-25,기업설명회(IR)개최(안내공시)              ,삼성에스디에스
2024-07-25,기업설명회(IR)개최(안내공시)              ,삼성에스디에스
2024-07-25,연결재무제표기준영업(잠정)실적(공정공시)              ,삼성에스디에스
2024-07-08,최대주주등소유주식변동신고서              ,삼성에스디에스
2024-07-02,결산실적공시예고(안내공시)              ,삼성에스디에스
2024-07-02,기업설명회(IR)개최(안내공시)              ,삼성에스디에스
2024-07-01,지속가능경영보고서등관련사항(자율공시)              ,삼성에스디에스
2024-06-27,동일인등출자계열회사와의상품ㆍ용역거래,삼성에스디에스
2024-06-05,기업설명회(IR)개최(안내공시)              ,삼성에스디에스
2024-05-31,대규모기업집단현황공시[연1회공시및1/4분기용(개별회사)],삼성에스디에스
2024-05-31,기업지배구조보고서공시              ,삼성에스디에스
2024-05-24,최대주주등소유주식변동신고서              ,삼성에스디에스
2024-05-24,주식등의대량보유상황보고서(일반),삼성전자
2024-05-16,분기보고서 (2024.03),삼성에스디에스
2024-04-25,기업설명회(IR)개최(안내공시)              ,삼성에스디에스
2024-04-25,연결재무제표기준영업(잠정)실적(공정공시)              ,삼성에스디에스
2024-04-25,기업설명회(IR)개최(안내공시)              ,삼성에스디에스
2024-04-25,기업설명회(IR)개최(안내공시)              ,삼성에스디에스
2024-04-25,기업설명회(IR)개최(안내공시)              ,삼성에스디에스
2024-04-05,최대주주등소유주식변동신고서              ,삼성에스디에스
2024-04-03,기업설명회(IR)개최(안내공시)              ,삼성에스디에스
2024-04-03,결산실적공시예고(안내공시)              ,삼성에스디에스
2024-04-02,주식등의대량보유상황보고서(약식),국민연금공단
2024-03-29,[기재정정]사업보고서 (2023.12),삼성에스디에스
2024-03-28,동일인등출자계열회사와의상품ㆍ용역거래,삼성에스디에스
2024-03-20,사외이사의선임ㆍ해임또는중도퇴임에관한신고,삼성에스디에스
2024-03-20,정기주주총회결과              ,삼성에스디에스
2024-03-05,감사보고서제출              ,삼성에스디에스
2024-02-29,대규모기업집단현황공시[분기별공시(개별회사용)],삼성에스디에스
2024-02-20,의결권대리행사권유참고서류,삼성에스디에스
2024-02-20,주주총회소집공고,삼성에스디에스
2024-02-20,주주총회소집결의              ,삼성에스디에스
2024-02-14,지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,삼성에스디에스
2024-02-02,기업설명회(IR)개최(안내공시),삼성에스디에스
2024-02-02,기업설명회(IR)개최(안내공시),삼성에스디에스
2024-02-02,기업설명회(IR)개최(안내공시),삼성에스디에스
2024-01-25,매출액또는손익구조30%(대규모법인은15%)이상변경,삼성에스디에스
2024-01-25,기업설명회(IR)개최(안내공시),삼성에스디에스
2024-01-25,연결재무제표기준영업(잠정)실적(공정공시),삼성에스디에스
2024-01-25,현금ㆍ현물배당결정,삼성에스디에스
2024-01-25,특수관계인과의보험거래,삼성에스디에스
2024-01-25,특수관계인에대한출자,삼성에스디에스
2024-01-25,특수관계인과의보험거래,삼성에스디에스
2024-01-25,특수관계인과의보험거래,삼성에스디에스
2024-01-25,특수관계인과의보험거래,삼성에스디에스
2024-01-15,최대주주등소유주식변동신고서,삼성에스디에스
2024-01-15,주식등의대량보유상황보고서(일반),삼성전자
2024-01-05,최대주주등소유주식변동신고서,삼성에스디에스
2024-01-03,기업설명회(IR)개최(안내공시),삼성에스디에스
2024-01-03,결산실적공시예고(안내공시),삼성에스디에스
2023-12-14,동일인등출자계열회사와의상품ㆍ용역거래,삼성에스디에스
