날짜,시가,고가,저가,종가,거래량,등락률,BPS,PER,PBR,EPS,DIV,DPS,기관합계_거래량_순매수,기타법인_거래량_순매수,개인_거래량_순매수,외국인합계_거래량_순매수,전체_거래량_순매수,기관합계_거래량_매수,기타법인_거래량_매수,개인_거래량_매수,외국인합계_거래량_매수,전체_거래량_매수,기관합계_거래량_매도,기타법인_거래량_매도,개인_거래량_매도,외국인합계_거래량_매도,전체_거래량_매도,기관합계_거래대금_순매수,기타법인_거래대금_순매수,개인_거래대금_순매수,외국인합계_거래대금_순매수,전체_거래대금_순매수,기관합계_거래대금_매수,기타법인_거래대금_매수,개인_거래대금_매수,외국인합계_거래대금_매수,전체_거래대금_매수,기관합계_거래대금_매도,기타법인_거래대금_매도,개인_거래대금_매도,외국인합계_거래대금_매도,전체_거래대금_매도,네이버_검색량
2019-01-02,7906,7906,7710,7779,5054,-1.7554938115685779,42284,0.0,0.16,0,1.48,100,-1146.0,0.0,1146.0,0.0,0.0,58.0,0.0,5758.0,0.0,5816.0,1204.0,0.0,4612.0,0.0,5816.0,-7787880.0,0.0,7787880.0,0.0,0.0,391960.0,0.0,39050440.0,0.0,39442400.0,8179840.0,0.0,31262560.0,0.0,39442400.0,3.6074
2019-01-03,7664,7929,7664,7814,1216,0.44992929682478466,42284,0.0,0.16,0,1.47,100,43.0,0.0,17.0,-60.0,0.0,43.0,0.0,1356.0,0.0,1399.0,0.0,0.0,1339.0,60.0,1399.0,292690.0,0.0,119470.0,-412160.0,0.0,292690.0,0.0,9253570.0,0.0,9546260.0,0.0,0.0,9134100.0,412160.0,9546260.0,5.52486
2019-01-04,7963,7963,7710,7756,2876,-0.74225748656258,42284,0.0,0.16,0,1.48,100,-115.0,0.0,1361.0,-1246.0,0.0,73.0,0.0,3237.0,0.0,3310.0,188.0,0.0,1876.0,1246.0,3310.0,-774750.0,0.0,9174710.0,-8399960.0,0.0,492780.0,0.0,21886260.0,0.0,22379040.0,1267530.0,0.0,12711550.0,8399960.0,22379040.0,3.8674
2019-01-07,7756,7952,7698,7802,423,0.593089221248066,42284,0.0,0.16,0,1.47,100,55.0,2.0,-58.0,1.0,0.0,55.0,2.0,427.0,3.0,487.0,0.0,0.0,485.0,2.0,487.0,371960.0,13440.0,-392090.0,6690.0,0.0,371960.0,13440.0,2883260.0,20220.0,3288880.0,0.0,0.0,3275350.0,13530.0,3288880.0,6.14234
2019-01-08,7929,7929,7698,7802,2940,0.0,42284,0.0,0.16,0,1.47,100,-538.0,0.0,544.0,-6.0,0.0,22.0,0.0,3361.0,0.0,3383.0,560.0,0.0,2817.0,6.0,3383.0,-3621250.0,0.0,3662170.0,-40920.0,0.0,149060.0,0.0,22693540.0,0.0,22842600.0,3770310.0,0.0,19031370.0,40920.0,22842600.0,4.09489
2019-01-09,7733,7894,7733,7825,1290,0.29479620610099977,42284,0.0,0.16,0,1.47,100,-8.0,0.0,77.0,-69.0,0.0,11.0,0.0,1474.0,0.0,1485.0,19.0,0.0,1397.0,69.0,1485.0,-53390.0,0.0,523970.0,-470580.0,0.0,74830.0,0.0,9976480.0,0.0,10051310.0,128220.0,0.0,9452510.0,470580.0,10051310.0,3.8024
2019-01-10,7825,7963,7756,7779,1366,-0.5878594249201278,42284,0.0,0.16,0,1.48,100,-296.0,2.0,391.0,-97.0,0.0,23.0,2.0,1545.0,2.0,1572.0,319.0,0.0,1154.0,99.0,1572.0,-2011110.0,13600.0,2656070.0,-658560.0,0.0,155830.0,13600.0,10504880.0,13600.0,10687910.0,2166940.0,0.0,7848810.0,672160.0,10687910.0,13.77965
2019-01-11,7906,7940,7756,7871,5939,1.1826712945108626,42284,0.0,0.16,0,1.46,100,170.0,5.0,2336.0,-2511.0,0.0,170.0,5.0,6660.0,0.0,6835.0,0.0,0.0,4324.0,2511.0,6835.0,1158520.0,34220.0,15967630.0,-17160370.0,0.0,1158520.0,34220.0,45530960.0,0.0,46723700.0,0.0,0.0,29563330.0,17160370.0,46723700.0,5.10237
2019-01-14,7975,7975,7848,7929,2621,0.7368822258925168,42284,0.0,0.16,0,1.45,100,-9.0,5.0,1427.0,-1423.0,0.0,5.0,5.0,2886.0,120.0,3016.0,14.0,0.0,1459.0,1543.0,3016.0,-61360.0,34370.0,9783070.0,-9756080.0,0.0,34450.0,34370.0,19828820.0,831600.0,20729240.0,95810.0,0.0,10045750.0,10587680.0,20729240.0,5.49236
2019-01-15,7917,8055,7883,8033,4392,1.311640812208349,42284,0.0,0.17,0,1.43,100,-39.0,0.0,510.0,-471.0,0.0,23.0,0.0,5031.0,0.0,5054.0,62.0,0.0,4521.0,471.0,5054.0,-271030.0,0.0,3537770.0,-3266740.0,0.0,160200.0,0.0,34977130.0,0.0,35137330.0,431230.0,0.0,31439360.0,3266740.0,35137330.0,5.23236
