날짜,시가,고가,저가,종가,거래량,등락률,BPS,PER,PBR,EPS,DIV,DPS,기관합계_거래량_순매수,기타법인_거래량_순매수,개인_거래량_순매수,외국인합계_거래량_순매수,전체_거래량_순매수,기관합계_거래량_매수,기타법인_거래량_매수,개인_거래량_매수,외국인합계_거래량_매수,전체_거래량_매수,기관합계_거래량_매도,기타법인_거래량_매도,개인_거래량_매도,외국인합계_거래량_매도,전체_거래량_매도,기관합계_거래대금_순매수,기타법인_거래대금_순매수,개인_거래대금_순매수,외국인합계_거래대금_순매수,전체_거래대금_순매수,기관합계_거래대금_매수,기타법인_거래대금_매수,개인_거래대금_매수,외국인합계_거래대금_매수,전체_거래대금_매수,기관합계_거래대금_매도,기타법인_거래대금_매도,개인_거래대금_매도,외국인합계_거래대금_매도,전체_거래대금_매도
2019-01-02,3760,3765,3690,3730,690,-0.9296148738379815,5966,13.32,0.63,280,2.41,90,-33,0,33,0,0,19,0,671,0,690,52,0,638,0,690,-122470,0,122470,0,0,70870,0,2499065,0,2569935,193340,0,2376595,0,2569935
2019-01-03,3635,3705,3635,3690,6270,-1.0723860589812333,5966,13.18,0.62,280,2.44,90,127,345,-472,0,0,127,345,5798,0,6270,0,0,6270,0,6270,467515,1268305,-1735820,0,0,467515,1268305,21152760,0,22888580,0,0,22888580,0,22888580
2019-01-04,3565,3695,3560,3690,7558,0.0,5966,13.18,0.62,280,2.44,90,1713,0,-1713,0,0,1976,0,5582,0,7558,263,0,7295,0,7558,6266000,0,-6266000,0,0,7233930,0,19931745,0,27165675,967930,0,26197745,0,27165675
2019-01-07,3625,3700,3625,3695,1605,0.13550135501355012,5966,13.2,0.62,280,2.44,90,263,0,-363,100,0,263,0,1242,100,1605,0,0,1605,0,1605,970980,0,-1337685,366705,0,970980,0,4549140,366705,5886825,0,0,5886825,0,5886825
2019-01-08,3610,3810,3610,3805,15010,2.9769959404600814,5966,13.59,0.64,280,2.37,90,2041,100,-2141,0,0,2059,100,12851,0,15010,18,0,14992,0,15010,7727150,365500,-8092650,0,0,7794570,365500,48229390,0,56389460,67420,0,56322040,0,56389460
2019-01-09,3805,3880,3750,3810,5501,0.1314060446780552,5966,13.61,0.64,280,2.36,90,621,0,-621,0,0,674,0,4827,0,5501,53,0,5448,0,5501,2359580,0,-2359580,0,0,2562175,0,18395915,0,20958090,202595,0,20755495,0,20958090
2019-01-10,3810,3840,3760,3840,1091,0.7874015748031495,5966,13.71,0.64,280,2.34,90,12,0,-12,0,0,84,0,1007,0,1091,72,0,1019,0,1091,47940,0,-47940,0,0,321600,0,3840135,0,4161735,273660,0,3888075,0,4161735
2019-01-11,3840,3880,3790,3875,2562,0.9114583333333334,5966,13.84,0.65,280,2.32,90,141,0,-141,0,0,141,0,2421,0,2562,0,0,2562,0,2562,545535,0,-545535,0,0,545535,0,9255095,0,9800630,0,0,9800630,0,9800630
2019-01-14,3840,3885,3800,3885,3353,0.25806451612903225,5966,13.88,0.65,280,2.32,90,-41,0,-423,464,0,9,0,2880,464,3353,50,0,3303,0,3353,-156035,0,-1636670,1792705,0,34965,0,11069945,1792705,12897615,191000,0,12706615,0,12897615
2019-01-15,3805,3915,3805,3905,4410,0.5148005148005148,5966,13.95,0.65,280,2.3,90,-150,0,150,0,0,75,0,4335,0,4410,225,0,4185,0,4410,-575320,0,575320,0,0,292455,0,16861175,0,17153630,867775,0,16285855,0,17153630
2019-01-16,3905,3940,3835,3880,2521,-0.6402048655569782,5966,13.86,0.65,280,2.32,90,-1252,0,1252,0,0,38,0,2483,0,2521,1290,0,1231,0,2521,-4822445,0,4822445,0,0,147680,0,9613840,0,9761520,4970125,0,4791395,0,9761520
2019-01-17,3880,3925,3830,3885,4103,0.12886597938144329,5966,13.88,0.65,280,2.32,90,-45,1290,-1245,0,0,28,1290,2784,1,4103,73,0,4029,1,4103,-173725,5043300,-4869505,-70,0,109700,5043300,10812595,3845,15969440,283425,0,15682100,3915,15969440
2019-01-18,3925,3950,3870,3930,3768,1.1583011583011582,5966,14.04,0.66,280,2.29,90,50,0,-86,36,0,50,0,3681,37,3768,0,0,3767,1,3768,196500,0,-335910,139410,0,196500,0,14443945,143330,14783775,0,0,14779855,3920,14783775
