회사,구분,점수
삼성전자,골크_단중,0
삼성전자,골크_단장,15
삼성전자,골크_중장,15
삼성전자,우상향_5,0
삼성전자,우상향_20,15
삼성전자,우상향_60,25
삼성전자,합계,70
SK하이닉스,골크_단중,0
SK하이닉스,골크_단장,0
SK하이닉스,골크_중장,0
SK하이닉스,우상향_5,0
SK하이닉스,우상향_20,0
SK하이닉스,우상향_60,0
SK하이닉스,합계,0
LG에너지솔루션,골크_단중,15
LG에너지솔루션,골크_단장,15
LG에너지솔루션,골크_중장,0
LG에너지솔루션,우상향_5,15
LG에너지솔루션,우상향_20,15
LG에너지솔루션,우상향_60,0
LG에너지솔루션,합계,60
