날짜,시가,고가,저가,종가,거래량,등락률,BPS,PER,PBR,EPS,DIV,DPS,기관합계_거래량_순매수,기타법인_거래량_순매수,개인_거래량_순매수,외국인합계_거래량_순매수,전체_거래량_순매수,기관합계_거래량_매수,기타법인_거래량_매수,개인_거래량_매수,외국인합계_거래량_매수,전체_거래량_매수,기관합계_거래량_매도,기타법인_거래량_매도,개인_거래량_매도,외국인합계_거래량_매도,전체_거래량_매도,기관합계_거래대금_순매수,기타법인_거래대금_순매수,개인_거래대금_순매수,외국인합계_거래대금_순매수,전체_거래대금_순매수,기관합계_거래대금_매수,기타법인_거래대금_매수,개인_거래대금_매수,외국인합계_거래대금_매수,전체_거래대금_매수,기관합계_거래대금_매도,기타법인_거래대금_매도,개인_거래대금_매도,외국인합계_거래대금_매도,전체_거래대금_매도
2023-02-07,6506,8459,6506,8459,3185702,,2433,96.02,20.84,528,0.0,0,-191170,-21363,269704,-57171,0,9425,18060,503897,160,531542,200595,39423,234193,57331,531542,-9640043400,-1080296100,13582920000,-2862580500,0,477847500,915642000,25392377400,8112000,26793978900,10117890900,1995938100,11809457400,2870692500,26793978900
2023-02-08,9877,10561,9226,9894,19919717,16.96418016313985,2433,112.31,24.37,528,0.0,0,-224311,-8681,259278,-26286,0,2327,31423,3274286,15616,3323652,226638,40104,3015008,41902,3323652,-13593622800,-527079000,15699533800,-1578832000,0,138200800,1854522600,194983546600,934407600,197910677600,13731823600,2381601600,179284012800,2513239600,197910677600
2023-02-09,9476,10694,9126,10044,15340621,1.5160703456640388,2433,114.02,24.74,528,0.0,0,-5451,-8830,17263,-2982,0,3842,14357,2529808,11612,2559619,9293,23187,2512545,14594,2559619,-320857400,-534857500,1031228900,-175514000,0,217525300,876144200,150677847200,680908700,152452425400,538382700,1411001700,149646618300,856422700,152452425400
2023-02-10,9660,10094,8943,8943,6008719,-10.961768219832736,2433,101.52,22.03,528,0.0,0,6019,-226,-8774,2981,0,13666,4833,965206,18864,1002569,7647,5059,973980,15883,1002569,341915200,117200,-506018000,163985600,0,774880700,281815400,55196535500,1065953800,57319185400,432965500,281698200,55702553500,901968200,57319185400
2023-02-13,9309,9426,8392,8509,4070820,-4.852957620485296,2433,96.59,20.96,528,0.0,0,7304,280,-7724,140,0,12617,296,651097,15216,679226,5313,16,658821,15076,679226,359131700,14320400,-376352900,2900800,0,646495000,15166100,34285356300,801740400,35748757800,287363300,845700,34661709200,798839600,35748757800
2023-02-14,8425,8608,8291,8342,2316544,-1.9626278058526268,2433,94.7,20.55,528,0.0,0,4766,5532,-16793,6495,0,5262,5658,355449,20152,386521,496,126,372242,13657,386521,242492650,281009450,-850966350,327464250,0,267788650,287382650,18000488150,1021941800,19577601250,25296000,6373200,18851454500,694477550,19577601250
2023-02-15,8458,8592,7841,7908,2579184,-5.202589307120594,2433,89.77,19.48,528,0.0,0,8471,-5320,-6934,3783,0,10867,240,393376,25860,430343,2396,5560,400310,22077,430343,406155150,-255348900,-331018400,180212150,0,521354650,11639000,19042257450,1245858150,20821109250,115199500,266987900,19373275850,1065646000,20821109250
2023-02-16,7975,7983,7483,7625,1918941,-3.578654527061204,2433,86.55,18.78,528,0.0,0,3362,483,-9140,5295,0,5879,528,286012,27761,320180,2517,45,295152,22466,320180,154833400,22259900,-424255400,247162100,0,269725850,24309900,13170915200,1279805100,14744756050,114892450,2050000,13595170600,1032643000,14744756050
2023-02-17,7499,7899,7248,7324,1725237,-3.9475409836065576,2433,83.14,18.04,528,0.0,0,2568,-259,5277,-7586,0,2592,141,280520,4607,287860,24,400,275243,12193,287860,120570200,-11902700,232668550,-341336050,0,121667000,6177300,12741666950,210502400,13080013650,1096800,18080000,12508998400,551838450,13080013650
2023-02-20,7207,7641,7007,7591,1961506,3.6455488803932274,2433,86.17,18.7,528,0.0,0,13931,-1415,-13210,694,0,15766,1831,292237,17448,327282,1835,3246,305447,16754,327282,620851650,-55878200,-597475100,32501650,0,698815700,82750500,12891747850,770590500,14443904550,77964050,138628700,13489222950,738088850,14443904550
