,Date,Open,High,Low,Close,Volume,Change,ma_5,vel_5,ma_20,vel_20,ma_60,vel_60,com_name,com_code,vol_mean_60,vol_std_60,vol_bol_60,vol_bolin_check,mean_60,std_60,bolin_price_60_3,bolin_price_60_6,bolin_price_60_9,bolin_price_60_12,bolin_earning_60_3,bolin_earning_60_6,bolin_earning_60_9,bolin_earning_60_12,std_level,bolin_check,inverse_hammer,bear_candle,high_246,new_high_check,dec_246_1,Max_Price_20,Max_Return_20,Max_Loss_Price_20,Max_Loss_20,Max_Price_60,Max_Return_60,Max_Loss_Price_60,Max_Loss_60,Max_Price_120,Max_Return_120,Max_Loss_Price_120,Max_Loss_120,Max_Price_240,Max_Return_240,Max_Loss_Price_240,Max_Loss_240,Is_Max_Over_Bolin_60_3,Is_Max_Over_Bolin_60_6,Is_Max_Over_Bolin_60_9,Is_Max_Over_Bolin_60_12,기관순매,법인순매,개인순매,외인순매,기관대금,법인대금,개인대금,외인대금,거래대금,pump_date,dump_date,pmp_Open,pmp_High,pmp_Low,pmp_Close,pmp_Volume,pmp_Change,pmp_high_246,pmp_ma_5,pmp_vel_5,pmp_ma_20,pmp_vel_20,pmp_ma_60,pmp_vel_60,pmp_vol_mean_60,pmp_vol_std_60,pmp_vol_bol_60,pmp_vol_bolin_check,pmp_mean_60,pmp_std_60,pmp_bolin_price_60_3,pmp_bolin_earning_60_3,pmp_bolin_price_60_6,pmp_bolin_earning_60_6,pmp_bolin_price_60_9,pmp_bolin_earning_60_9,pmp_bolin_price_60_12,pmp_bolin_earning_60_12,pmp_bolin_check,pmp_high_246,pmp_new_high_check,pmp_Max_Price_60,pmp_Max_Return_20,pmp_Max_Return_60,pmp_Max_Return_120,pmp_Max_Return_240,pmp_Max_Loss_Price_20,pmp_Max_Loss_Price_60,pmp_Max_Loss_Price_120,pmp_Max_Loss_Price_240,pmp_Max_Loss_20,pmp_Max_Loss_60,pmp_Max_Loss_120,pmp_Max_Loss_240,pmp_Is_Max_Over_Bolin_60_3,pmp_Is_Max_Over_Bolin_60_6,pmp_Is_Max_Over_Bolin_60_9,pmp_Is_Max_Over_Bolin_60_12,pmp_dec_246_1,pmp_std_level,pmp_기관순매,pmp_법인순매,pmp_개인순매,pmp_외인순매,pmp_기관대금,pmp_법인대금,pmp_개인대금,pmp_외인대금,pmp_거래대금,dump_period,long_dec_3,long_dec_2,long_dec_1,period_long_dec_3,period_long_dec_2,period_long_dec_1,long_dec_ratio_1,long_dec_ratio_2,long_dec_ratio_3
16997,2022-06-21,4440,4645,4440,4500,220634,1.3513513513513513,4597.0,-54.0,4786.5,-15.25,4824.75,-1.75,맵스리얼티1,094800,58645.2,31334.5572915916,152648.8718747748,True,4824.75,129.84100854505812,5214.273025635174,5603.7960512703485,5993.319076905524,6382.842102540697,15.872733903003871,24.528801139341077,33.1848683756783,41.84093561201549,-2.5011358402018535,False,True,False,5020.0,False,54.1,4600.0,2.2222222222222143,4435.0,-1.4444444444444482,4600.0,2.2222222222222143,4390.0,-2.444444444444449,4600.0,2.2222222222222143,3815.0,-15.222222222222225,4600.0,2.2222222222222143,3815.0,-15.222222222222225,False,False,False,False,43878.0,12381.0,-99082.0,42823.0,198846480.0,54856490.0,-444664065.0,190961095.0,444664065.0,2025-08-14,2022-06-21,4645.0,4700.0,4600.0,4690.0,140718.0,1.0775862068965518,4690.0,4640.0,34.0,4554.5,11.5,4446.75,5.5,92827.8,82438.25806905454,340142.57420716365,False,4446.75,94.68291380527472,4730.798741415824,0.8699091986316465,5014.847482831648,6.926385561442398,5298.896224247473,12.982861924253147,5582.944965663297,19.0393382870639,False,4690.0,True,,,,,,,,,,,,,,False,False,False,False,49.6,2.569101332266442,71186.0,0.0,-66359.0,-4827.0,331960929.0,0.0,-309715218.0,-22245711.0,331960929.0,1150,325,175,85,734,487,242,35.12396694214876,35.93429158110883,44.27792915531335
21350,2025-07-21,8600,9550,8550,9180,497358,7.117852975495915,8586.0,130.0,8499.0,51.0,8812.0,-7.5,제이오,418550,90178.26666666666,75710.43617536729,317309.57519276853,True,8812.0,455.14027141873646,10177.42081425621,11542.841628512419,12908.262442768628,14273.683257024837,10.865150482093783,25.739015561137457,40.61288064018113,55.48674571922481,0.8085419443392519,False,True,False,22300.0,False,58.9,10030.0,9.259259259259256,8290.0,-9.694989106753816,10030.0,9.259259259259256,8290.0,-9.694989106753816,10030.0,9.259259259259256,8290.0,-9.694989106753816,10030.0,9.259259259259256,8290.0,-9.694989106753816,False,False,False,False,12746.0,-28915.0,-34487.0,50656.0,116878320.0,-262539180.0,-309086495.0,454747355.0,571625675.0,2025-08-14,2025-07-21,9650.0,10150.0,9470.0,10030.0,406620.0,7.618025751072961,22250.0,9426.0,212.0,8931.0,86.5,8690.333333333334,23.5,107669.8,93077.59035322166,386902.571059665,True,8690.333333333334,356.3704377320586,9759.44464652951,-2.6974611512511513,10828.555959725685,7.961674573536243,11897.66727292186,18.620810298323637,12966.778586118036,29.27994602311103,True,22250.0,False,,,,,,,,,,,,,,False,False,False,False,56.9,3.7591969614323357,4440.0,-7710.0,-41471.0,44741.0,44400410.0,-75328470.0,-412351545.0,443279605.0,487680015.0,24,421,405,225,609,487,242,92.97520661157024,83.16221765913757,69.12972085385879
24667,2025-08-13,5190,5390,5080,5280,391348,6.559031281533804,5028.0,62.0,4988.5,-11.0,4833.833333333333,20.5,케이티알파,036030,76431.0,50005.25875246158,226446.77625738474,True,4833.833333333333,371.0799180169723,5947.073087384249,7060.312841435167,8173.552595486084,9286.792349537001,12.63395998833806,33.7180462393024,54.80213249026674,75.88621874123109,1.2023465701160914,False,True,False,5520.0,False,51.6,5430.0,2.840909090909083,5430.0,2.840909090909083,5430.0,2.840909090909083,5430.0,2.840909090909083,5430.0,2.840909090909083,5430.0,2.840909090909083,5430.0,2.840909090909083,5430.0,2.840909090909083,False,False,False,False,-2354.0,1582.0,-107173.0,107945.0,-13027290.0,8361660.0,-563676970.0,568342600.0,576704260.0,2025-08-14,2025-08-13,5220.0,5460.0,5210.0,5430.0,135955.0,2.840909090909091,5520.0,5121.0,93.0,4992.5,4.0,4857.583333333333,23.75,82211.01666666666,64055.076047494855,274376.2448091512,False,4857.583333333333,362.7814903246169,5945.927804307184,9.501432860169126,7034.272275281035,29.544609121197702,8122.616746254886,49.58778538222625,9210.961217228736,69.6309616432548,False,5520.0,False,,,,,,,,,,,,,,False,False,False,False,51.6,1.577855215696006,-8.0,-1020.0,-1410.0,2438.0,-37040.0,-5392720.0,-7393710.0,12823470.0,12823470.0,1,440,315,133,734,487,242,54.958677685950406,64.68172484599589,59.945504087193456
26124,2025-08-13,16070,16340,15560,16290,213020,1.3690105787181084,16016.0,170.0,14861.5,99.0,13965.5,51.83333333333394,나무가,190510,49971.9,42806.36159756652,178390.98479269957,True,13965.5,855.1421421806775,16530.92642654203,19096.352853084063,21661.7792796261,24227.20570616813,1.4789835883488738,17.227457661657848,32.97593173496684,48.72440580827581,2.7182615442999314,False,True,False,16220.0,True,50.8,16740.0,2.7624309392265234,16740.0,2.7624309392265234,16740.0,2.7624309392265234,16740.0,2.7624309392265234,16740.0,2.7624309392265234,16740.0,2.7624309392265234,16740.0,2.7624309392265234,16740.0,2.7624309392265234,True,False,False,False,3826.0,-985.0,-69922.0,67081.0,61998170.0,-16016960.0,-1131126715.0,1085145505.0,1147143675.0,2025-08-14,2025-08-13,16320.0,16790.0,16110.0,16740.0,253228.0,2.7624309392265194,16340.0,16204.0,188.0,14989.0,127.5,14023.833333333334,58.33333333333394,53295.433333333334,47353.752553630875,195356.69099422597,True,14023.833333333334,920.5380522040275,16785.447489945414,0.27149038199172293,19547.0616465575,16.76858809174134,22308.67580316958,33.26568580149091,25070.289959781665,49.762783511240535,True,16340.0,True,,,,,,,,,,,,,,False,False,False,False,50.8,2.95062942826035,-639.0,-429.0,-103303.0,104371.0,-10706610.0,-7065070.0,-1704078140.0,1721849820.0,1721849820.0,1,361,267,105,734,487,242,43.388429752066116,54.82546201232032,49.182561307901906
27113,2025-07-23,3715,3785,3685,3710,217510,0.8152173913043478,3718.0,-9.0,3760.5,-5.0,3775.5,-0.3333333333334849,대원강업,000430,71397.51666666666,41423.129394379976,195666.9048498066,True,3775.5,75.19807178370564,4001.094215351117,4226.688430702234,4452.282646053351,4677.8768614044675,7.846205265528757,13.926911878766408,20.00761849200406,26.08832510524171,-0.8710329726059933,False,True,False,5270.0,False,55.7,3810.0,2.695417789757415,3580.0,-3.5040431266846306,3810.0,2.695417789757415,3580.0,-3.5040431266846306,3810.0,2.695417789757415,3580.0,-3.5040431266846306,3810.0,2.695417789757415,3580.0,-3.5040431266846306,False,False,False,False,-1311.0,0.0,-60276.0,61587.0,-4871135.0,-122525.0,-225037850.0,230031510.0,230031510.0,2025-08-14,2025-07-23,3800.0,3820.0,3740.0,3810.0,267074.0,1.1952191235059761,4895.0,3676.0,36.0,3660.0,3.25,3725.0833333333335,1.333333333333485,82038.05,60050.47059533588,262189.4617860076,True,3725.0833333333335,82.5706347451009,3972.7952375686364,4.272840881066571,4220.507141803939,10.774465664145374,4468.219046039241,17.276090447224178,4715.930950274545,23.777715230303006,False,4895.0,False,,,,,,,,,,,,,,False,False,False,False,54.5,1.0284124244509918,13810.0,19979.0,-79220.0,45431.0,52525710.0,76108260.0,-301020105.0,172386135.0,301020105.0,22,388,312,189,734,487,242,78.099173553719,64.06570841889116,52.86103542234333
27114,2025-08-13,3630,3765,3630,3765,383354,4.149377593360995,3640.0,29.0,3656.75,0.5,3723.75,0.5833333333334849,대원강업,000430,76645.01666666666,45519.76271712687,213204.30481804727,True,3723.75,81.8312542165479,3969.243762649644,4214.737525299288,4460.231287948931,4705.725050598575,5.424801132792668,11.945219795465814,18.465638458138937,24.98605712081208,0.504086126931908,False,False,False,4895.0,False,54.5,3810.0,1.195219123505975,3810.0,1.195219123505975,3810.0,1.195219123505975,3810.0,1.195219123505975,3810.0,1.195219123505975,3810.0,1.195219123505975,3810.0,1.195219123505975,3810.0,1.195219123505975,False,False,False,False,426.0,0.0,-163589.0,163163.0,1585930.0,0.0,-610204080.0,608618150.0,610204080.0,2025-08-14,2025-08-13,3800.0,3820.0,3740.0,3810.0,267074.0,1.1952191235059761,4895.0,3676.0,36.0,3660.0,3.25,3725.0833333333335,1.333333333333485,82038.05,60050.47059533588,262189.4617860076,True,3725.0833333333335,82.5706347451009,3972.7952375686364,4.272840881066571,4220.507141803939,10.774465664145374,4468.219046039241,17.276090447224178,4715.930950274545,23.777715230303006,False,4895.0,False,,,,,,,,,,,,,,False,False,False,False,54.5,1.0284124244509918,13810.0,19979.0,-79220.0,45431.0,52525710.0,76108260.0,-301020105.0,172386135.0,301020105.0,1,388,312,189,734,487,242,78.099173553719,64.06570841889116,52.86103542234333
29374,2025-07-21,20100,22100,19440,19470,331125,-2.4060150375939853,20054.0,-92.0,20046.5,1.5,21128.0,-3.8333333333321207,오로스테크놀로지,322310,39154.066666666666,26141.110833865776,117577.39916826399,True,21128.0,1170.2019768682696,24638.60593060481,28149.211861209616,31659.81779181443,35170.42372241923,26.54651222704062,44.577359328246615,62.608206429452636,80.63905353065863,-1.4168494266581144,False,True,True,27000.0,False,54.5,22500.0,15.56240369799693,18460.0,-5.18746789933231,22500.0,15.56240369799693,18460.0,-5.18746789933231,22500.0,15.56240369799693,18460.0,-5.18746789933231,22500.0,15.56240369799693,18460.0,-5.18746789933231,False,False,False,False,-86.0,43.0,76444.0,-76401.0,-1681520.0,694790.0,1524639390.0,-1523652660.0,1525334180.0,2025-08-14,2025-07-21,21700.0,22600.0,21650.0,22500.0,125270.0,2.73972602739726,26400.0,20656.0,696.0,19496.5,95.0,20338.0,0.0,56517.1,80349.42409847285,297565.3722954185,False,20338.0,1098.4728793495,23633.4186380485,5.037416169104448,26928.837276097,19.683721227097784,30224.2559141455,34.3300262850911,33519.674552194,48.97633134308445,False,26400.0,False,,,,,,,,,,,,,,False,False,False,False,52.8,1.968186962686148,24438.0,904.0,-43773.0,18431.0,547235800.0,20254550.0,-972958325.0,405467975.0,972958325.0,24,374,281,155,734,487,242,64.0495867768595,57.70020533880903,50.95367847411444
32451,2025-08-11,9740,11870,9590,11170,11719290,16.112266112266113,9212.0,792.0,7745.0,195.5,7614.5,69.33333333333303,세명전기,017510,1620128.5166666666,3328635.727873513,11606035.700287204,True,7614.5,703.4828237655952,9724.948471296786,11835.396942593572,13945.845413890356,16056.293885187142,-12.936898197880161,5.957000381321146,24.850898960522436,43.74479753972375,5.054139034935009,True,True,False,10400.0,True,53.7,12000.0,7.430617726051936,11480.0,2.7752909579230156,12000.0,7.430617726051936,11480.0,2.7752909579230156,12000.0,7.430617726051936,11480.0,2.7752909579230156,12000.0,7.430617726051936,11480.0,2.7752909579230156,True,True,False,False,141193.0,-37669.0,100799.0,-204323.0,1544330080.0,-419610850.0,1176445215.0,-2301164445.0,2720775295.0,2025-08-14,2025-08-11,11600.0,12300.0,11210.0,12000.0,2832735.0,3.4482758620689653,11900.0,11174.0,524.0,8389.5,231.5,7858.666666666667,84.33333333333394,1882902.2333333334,3564037.6321414956,12575015.129757822,False,7858.666666666667,1111.8010413538182,11194.069790728121,-6.716085077265658,14529.472914789576,21.0789409565798,17864.87603885103,48.87396699042525,21200.279162912484,76.6689930242707,True,11900.0,True,,,,,,,,,,,,,,False,False,False,False,52.8,3.7248870789781896,154750.0,7719.0,-221272.0,58803.0,1842335715.0,91158010.0,-2610899200.0,677405475.0,2610899200.0,3,360,206,88,734,487,242,36.36363636363637,42.299794661190965,49.04632152588556
34740,2025-08-05,4390,4560,4330,4375,646516,0.22909507445589922,4208.0,59.0,3993.25,30.75,3977.5833333333335,4.25,삼영,003720,160535.43333333332,133019.6083488488,559594.2583798798,True,3977.5833333333335,144.94680537666383,4412.423749463325,4847.264165593317,5282.104581723308,5716.944997853299,0.8553999877331495,10.79460949927581,20.73381901081847,30.67302852236113,2.741810456835704,True,True,False,5660.0,False,54.1,4850.0,10.857142857142854,4270.0,-2.400000000000002,4850.0,10.857142857142854,4270.0,-2.400000000000002,4850.0,10.857142857142854,4270.0,-2.400000000000002,4850.0,10.857142857142854,4270.0,-2.400000000000002,True,True,False,False,-38780.0,-6996.0,24983.0,20793.0,-170616543.0,-31797425.0,112861409.0,89552559.0,202413968.0,2025-08-14,2025-08-05,4480.0,5000.0,4465.0,4850.0,3312125.0,8.74439461883408,5660.0,4481.0,116.0,4191.25,47.75,4013.6666666666665,13.5,178282.68333333332,149010.51061860923,625314.215189161,True,4013.6666666666665,209.06312178119978,4640.856032010266,-4.312246762674927,5268.045397353865,8.619492728945673,5895.234762697464,21.551232220566273,6522.424128041064,34.482971712186895,True,5660.0,False,,,,,,,,,,,,,,False,False,False,False,53.7,4.000386707171717,241492.0,-27586.0,-658800.0,444894.0,1178590937.0,-133806635.0,-3173449286.0,2128664984.0,3307255921.0,9,346,272,112,734,487,242,46.28099173553719,55.85215605749486,47.13896457765668
38029,2025-07-18,8590,8600,8240,8360,50602,-2.6775320139697323,8576.0,-62.0,8160.5,25.0,7576.333333333333,23.0,HS애드,035000,21776.483333333334,8541.53007075963,47401.07354561222,True,7576.333333333333,520.7525537357226,9138.5909945405,10700.848655747668,12263.106316954836,13825.363978162004,9.313289408379188,28.000582006551056,46.687874604722914,65.37516720289479,1.5048734010901674,False,True,True,8740.0,False,48.4,8770.0,4.9043062200957,7810.0,-6.578947368421051,8770.0,4.9043062200957,7810.0,-6.578947368421051,8770.0,4.9043062200957,7810.0,-6.578947368421051,8770.0,4.9043062200957,7810.0,-6.578947368421051,False,False,False,False,497.0,4071.0,-6941.0,2373.0,4116890.0,34308910.0,-57690415.0,19264615.0,57690415.0,2025-08-14,2025-07-18,8400.0,9480.0,8320.0,8770.0,999804.0,10.037641154328734,8740.0,8190.0,126.0,8086.0,9.0,7885.166666666667,29.16666666666697,23784.133333333335,9489.658215597528,52253.10798012592,True,7885.166666666667,441.03473660127753,9208.2708764705,4.997387416995442,10531.375086274333,20.08409448431394,11854.479296078165,35.170801551632444,13177.583505881998,50.25750861895094,True,8740.0,True,,,,,,,,,,,,,,False,False,False,False,46.7,2.0062667629132274,32342.0,27220.0,-136476.0,76914.0,277532655.0,236925170.0,-1167336090.0,652878265.0,1167336090.0,27,275,163,48,734,487,242,19.834710743801654,33.47022587268994,37.46594005449591
39683,2025-02-14,3915,4865,3905,4135,3334411,6.298200514138817,3931.0,51.0,3940.75,6.0,4012.8333333333335,5.0,SJG세종,033530,28778.416666666668,17630.58698304935,81670.17761581473,True,4012.8333333333335,120.10192430599719,4373.139106251325,4733.444879169317,5093.7506520873085,5454.056425005299,5.75910776907678,14.4726693874079,23.186231005739018,31.899792624070116,1.0171915843363903,True,True,False,6840.0,False,61.4,4340.0,4.9576783555018045,4170.0,0.846432889963733,4380.0,5.925030229746064,3795.0,-8.222490931076177,4815.0,16.444981862152353,3795.0,-8.222490931076177,4885.0,18.137847642079798,3795.0,-8.222490931076177,True,False,False,False,-2993.0,0.0,13305.0,-10312.0,-11721770.0,20020.0,59557355.0,-47855605.0,59577375.0,2025-08-14,2025-02-14,4640.0,5320.0,4610.0,4885.0,2139463.0,5.280172413793103,5220.0,4559.0,96.0,4525.0,7.0,4558.083333333333,8.91666666666606,57074.55,31307.837232947244,150998.06169884175,True,4558.083333333333,146.7313067777839,4998.277253666684,2.3188792971685643,5438.471174000037,11.330013797339541,5878.665094333388,20.3411482975105,6318.85901466674,29.35228279768148,True,5220.0,True,,,,,,,,,,,,,,False,False,False,False,53.7,2.227995332732662,1802.0,104.0,-12222.0,10316.0,8637095.0,514725.0,-49083509.0,39931689.0,49083509.0,181,369,291,125,734,487,242,51.652892561983464,59.753593429158116,50.2724795640327
39686,2025-07-23,4650,4785,4640,4760,139017,3.0303030303030303,4705.0,6.0,4686.75,8.75,4509.916666666667,7.66666666666697,SJG세종,033530,51467.083333333336,28859.960724741046,138046.96550755648,True,4509.916666666667,176.11902146572777,5038.27373106385,5566.630795461034,6094.987859858216,6623.3449242554,5.846086787055681,16.9460251147276,28.0459634423995,39.145901770071426,1.4199677652762708,False,True,False,5220.0,False,53.7,4885.0,2.626050420168058,4265.0,-10.399159663865543,4885.0,2.626050420168058,4265.0,-10.399159663865543,4885.0,2.626050420168058,4265.0,-10.399159663865543,4885.0,2.626050420168058,4265.0,-10.399159663865543,False,False,False,False,-149.0,-200.0,-33080.0,33429.0,-709300.0,-949000.0,-156048840.0,157707140.0,157707140.0,2025-08-14,2025-07-23,4640.0,5320.0,4610.0,4885.0,2139463.0,5.280172413793103,5220.0,4559.0,96.0,4525.0,7.0,4558.083333333333,8.91666666666606,57074.55,31307.837232947244,150998.06169884175,True,4558.083333333333,146.7313067777839,4998.277253666684,2.3188792971685643,5438.471174000037,11.330013797339541,5878.665094333388,20.3411482975105,6318.85901466674,29.35228279768148,True,5220.0,True,,,,,,,,,,,,,,False,False,False,False,53.7,2.227995332732662,1802.0,104.0,-12222.0,10316.0,8637095.0,514725.0,-49083509.0,39931689.0,49083509.0,22,369,291,125,734,487,242,51.652892561983464,59.753593429158116,50.2724795640327
39687,2025-08-13,4555,4650,4425,4640,143612,4.0358744394618835,4463.0,50.0,4518.0,-4.5,4549.166666666667,5.0,SJG세종,033530,55715.083333333336,29222.11392536374,143381.42510942457,True,4549.166666666667,142.79696152946929,4977.557551255075,5405.948435843483,5834.339320431891,6262.730205020298,7.27494722532489,16.50750939317851,25.74007156103213,34.97263372888573,0.6361013032800952,False,True,False,5220.0,False,53.7,4885.0,5.280172413793105,4885.0,5.280172413793105,4885.0,5.280172413793105,4885.0,5.280172413793105,4885.0,5.280172413793105,4885.0,5.280172413793105,4885.0,5.280172413793105,4885.0,5.280172413793105,False,False,False,False,12609.0,0.0,-13877.0,1268.0,58035405.0,0.0,-65917519.0,7882114.0,65917519.0,2025-08-14,2025-08-13,4640.0,5320.0,4610.0,4885.0,2139463.0,5.280172413793103,5220.0,4559.0,96.0,4525.0,7.0,4558.083333333333,8.91666666666606,57074.55,31307.837232947244,150998.06169884175,True,4558.083333333333,146.7313067777839,4998.277253666684,2.3188792971685643,5438.471174000037,11.330013797339541,5878.665094333388,20.3411482975105,6318.85901466674,29.35228279768148,True,5220.0,True,,,,,,,,,,,,,,False,False,False,False,53.7,2.227995332732662,1802.0,104.0,-12222.0,10316.0,8637095.0,514725.0,-49083509.0,39931689.0,49083509.0,1,369,291,125,734,487,242,51.652892561983464,59.753593429158116,50.2724795640327
41745,2025-08-11,9270,10100,9220,10000,364996,8.695652173913043,9262.0,290.0,8948.0,37.5,8430.0,40.16666666666606,엠플러스,259630,67414.05,52317.03894221024,224365.1668266307,True,8430.0,601.3872850889194,10234.161855266759,12038.323710533517,13842.485565800274,15646.647421067033,2.3416185526675872,20.383237105335176,38.42485565800274,56.46647421067033,2.6106305186812593,False,True,False,13000.0,False,55.7,10360.0,3.600000000000003,9850.0,-1.5000000000000013,10360.0,3.600000000000003,9850.0,-1.5000000000000013,10360.0,3.600000000000003,9850.0,-1.5000000000000013,10360.0,3.600000000000003,9850.0,-1.5000000000000013,True,False,False,False,3000.0,21000.0,-108959.0,84959.0,29787755.0,208986480.0,-1067557340.0,828783105.0,1067557340.0,2025-08-14,2025-08-11,9920.0,10450.0,9850.0,10360.0,410413.0,4.435483870967742,13000.0,9866.0,224.0,9116.0,72.5,8543.5,42.16666666666606,74066.53333333334,65201.30004390611,269670.43346505164,True,8543.5,675.968009598055,10571.404028794164,2.0405794285151,12599.30805758833,21.614942640814,14627.212086382495,41.189305853112884,16655.11611517666,60.76366906541178,False,13000.0,False,,,,,,,,,,,,,,False,False,False,False,55.3,2.68725734680866,-4.0,-22123.0,-3624.0,25751.0,-41490.0,-223380260.0,-44984870.0,268406620.0,268406620.0,3,454,300,142,734,487,242,58.67768595041323,61.601642710472284,61.85286103542234
44155,2025-07-31,1325,1532,1302,1432,23985268,12.578616352201259,1261.8,49.59999999999991,1326.0,0.849999999999909,1163.7166666666667,8.333333333333258,인디에프,014990,2239684.8833333333,3923216.196043198,14009333.471462928,True,1163.7166666666667,183.97908320120575,1715.6539162702838,2267.5911658739014,2819.5284154775186,3371.4656650811357,19.80823437641647,58.35133839901546,96.89444242161443,135.4375464442134,1.4582273629439144,False,True,False,1550.0,False,53.7,1540.0,7.5418994413407825,1330.0,-7.1229050279329575,1540.0,7.5418994413407825,1330.0,-7.1229050279329575,1540.0,7.5418994413407825,1330.0,-7.1229050279329575,1540.0,7.5418994413407825,1330.0,-7.1229050279329575,False,False,False,False,95.0,-19331.0,274053.0,-254817.0,136040.0,-29389676.0,437340742.0,-408087106.0,437476782.0,2025-08-14,2025-07-31,1387.0,1639.0,1360.0,1540.0,20371750.0,9.608540925266903,1599.0,1431.0,37.40000000000009,1331.05,12.450000000000045,1240.5833333333333,9.466666666666697,3272492.466666667,5075639.384977007,18499410.62159769,True,1240.5833333333333,178.0949458076335,1774.8681707562337,15.251179919235952,2309.1530081791343,49.94500053111261,2843.437845602035,84.63882114298929,3377.7226830249356,119.33264175486596,False,1599.0,True,,,,,,,,,,,,,,False,False,False,False,52.8,1.6812193367355692,2896.0,-73108.0,-1051792.0,1122004.0,4301148.0,-117866489.0,-1599203648.0,1712768989.0,1717070137.0,14,419,285,58,734,487,242,23.96694214876033,58.52156057494866,57.08446866485014
46349,2025-07-21,1695,2060,1695,1800,5316975,6.1946902654867255,1730.6,13.0,1769.05,-0.7999999999999545,1868.5833333333333,-4.9166666666667425,탑코미디어,134580,97471.21666666666,238342.60622565923,812499.0353436443,True,1868.5833333333333,116.34063372461851,2217.605234507189,2566.6271356810444,2915.6490368549,3264.6709380287557,23.20029080595494,42.59039642672469,61.98050204749443,81.3706076682642,-0.5895045534621368,False,True,False,2875.0,False,54.5,2150.0,19.444444444444443,1775.0,-1.388888888888884,2150.0,19.444444444444443,1775.0,-1.388888888888884,2150.0,19.444444444444443,1775.0,-1.388888888888884,2150.0,19.444444444444443,1775.0,-1.388888888888884,False,False,False,False,0.0,-7051.0,63230.0,-56179.0,0.0,-11382121.0,133593804.0,-122211683.0,133593804.0,2025-08-14,2025-07-21,1870.0,2375.0,1828.0,2150.0,15717687.0,17.61487964989059,2875.0,1889.2,63.799999999999955,1834.9,21.850000000000136,1814.6666666666667,4.75,426972.01666666666,1701737.4884434787,5532184.4819971025,True,1814.6666666666667,62.645475139423425,2002.603092084937,-6.8556701355843215,2190.539517503207,1.8855589536375446,2378.4759429214773,10.62678804285941,2566.412368339748,19.3680171320813,True,2875.0,False,,,,,,,,,,,,,,False,False,False,False,53.7,5.3528739719352,0.0,-123120.0,253370.0,-130250.0,1570.0,-262946796.0,565034217.0,-302088991.0,565035787.0,24,519,354,181,734,487,242,74.79338842975206,72.68993839835728,70.708446866485
48162,2024-05-31,1690,1920,1690,1827,4656983,7.029876977152901,1760.2,11.799999999999955,1742.55,6.899999999999864,1741.6166666666666,-3.550000000000182,TP,007980,408303.55,373371.44045402267,1528417.871362068,True,1741.6166666666666,105.6514855024969,2058.571123174157,2375.525579681648,2692.4800361891384,3009.4344926966296,12.674938323708652,30.0232939070415,47.3716494903743,64.72000507370714,0.80816027268557,False,True,False,3165.0,False,56.1,1819.0,-0.4378762999452612,1663.0,-8.976464148877938,1819.0,-0.4378762999452612,1370.0,-25.013683634373287,1819.0,-0.4378762999452612,1290.0,-29.39244663382594,1819.0,-0.4378762999452612,1280.0,-29.939792008757525,False,False,False,False,2618.0,34026.0,-365720.0,329076.0,4849004.0,63030190.0,-665982275.0,598103081.0,665982275.0,2025-08-14,2024-05-31,1675.0,2065.0,1660.0,1928.0,35363025.0,15.449101796407186,1710.0,1637.4,82.40000000000009,1519.9,20.700000000000045,1486.5166666666667,9.783333333333303,482728.2,1385281.1989530108,4638571.7968590325,True,1486.5166666666667,82.6509712922314,1734.4695805433607,-10.037884826589174,1982.422494420055,2.822743486517378,2230.3754082967494,15.683371799623929,2478.3283221734437,28.544000112730483,True,1710.0,True,,,,,,,,,,,,,,False,False,False,False,52.4,5.341538356184201,53586.0,-25455.0,268962.0,-297093.0,103559698.0,-56077876.0,630814437.0,-678296259.0,734374135.0,440,406,262,126,734,487,242,52.066115702479344,53.798767967145785,55.313351498637594
48173,2025-08-13,1533,1710,1510,1670,10827267,9.007832898172325,1555.0,37.40000000000009,1499.2,7.75,1476.7333333333333,5.616666666666788,TP,007980,304859.7,325059.6796279735,1280038.7388839205,True,1476.7333333333333,61.96715976129995,1662.6348126172331,1848.5362919011332,2034.437771185033,2220.3392504689327,-0.4410291845968181,10.690795922223542,21.82262102904389,32.95444613586424,3.118856300839635,True,True,False,1606.0,True,52.4,1928.0,15.449101796407195,1928.0,15.449101796407195,1928.0,15.449101796407195,1928.0,15.449101796407195,1928.0,15.449101796407195,1928.0,15.449101796407195,1928.0,15.449101796407195,1928.0,15.449101796407195,True,True,False,False,-135.0,-34543.0,184062.0,-149384.0,-225450.0,-57204564.0,308980685.0,-251550671.0,308980685.0,2025-08-14,2025-08-13,1675.0,2065.0,1660.0,1928.0,35363025.0,15.449101796407186,1710.0,1637.4,82.40000000000009,1519.9,20.700000000000045,1486.5166666666667,9.783333333333303,482728.2,1385281.1989530108,4638571.7968590325,True,1486.5166666666667,82.6509712922314,1734.4695805433607,-10.037884826589174,1982.422494420055,2.822743486517378,2230.3754082967494,15.683371799623929,2478.3283221734437,28.544000112730483,True,1710.0,True,,,,,,,,,,,,,,False,False,False,False,52.4,5.341538356184201,53586.0,-25455.0,268962.0,-297093.0,103559698.0,-56077876.0,630814437.0,-678296259.0,734374135.0,1,406,262,126,734,487,242,52.066115702479344,53.798767967145785,55.313351498637594
