날짜,공시_제목,공시자
2024-08-14,반기보고서 (2024.06),와이지엔터테인먼트
2024-08-09,[첨부정정]지속가능경영보고서등관련사항(자율공시)              ,와이지엔터테인먼트
2024-08-09,연결재무제표기준영업(잠정)실적(공정공시)              ,와이지엔터테인먼트
2024-07-25,임원ㆍ주요주주특정증권등소유상황보고서,정치영
2024-07-18,주식등의대량보유상황보고서(일반),양현석
2024-05-16,분기보고서 (2024.03),와이지엔터테인먼트
2024-05-10,연결재무제표기준영업(잠정)실적(공정공시)              ,와이지엔터테인먼트
2024-04-19,주식등의대량보유상황보고서(일반),양현석
2024-04-03,[기재정정]사업보고서 (2023.12),와이지엔터테인먼트
2024-03-29,사외이사의선임ㆍ해임또는중도퇴임에관한신고,와이지엔터테인먼트
2024-03-29,대표이사변경              ,와이지엔터테인먼트
2024-03-29,정기주주총회결과              ,와이지엔터테인먼트
2024-03-21,감사보고서제출              ,와이지엔터테인먼트
2024-03-14,주주총회소집공고,와이지엔터테인먼트
2024-03-14,의결권대리행사권유참고서류,와이지엔터테인먼트
2024-02-29,주주총회집중일개최사유신고              ,와이지엔터테인먼트
2024-02-29,주주총회소집결의              ,와이지엔터테인먼트
2024-02-29,현금ㆍ현물배당결정              ,와이지엔터테인먼트
2024-02-29,매출액또는손익구조30%(대규모법인은15%)이상변동              ,와이지엔터테인먼트
2024-02-29,수시공시의무관련사항(공정공시)              (3개년(2024~2026 사업연도) 주주환원정책 수립),와이지엔터테인먼트
2024-02-01,주식등의대량보유상황보고서(약식),국민연금공단
2024-01-24,[기재정정]임원ㆍ주요주주특정증권등소유상황보고서,양현석
2024-01-23,주식등의대량보유상황보고서(일반),양현석
2023-12-22,임원ㆍ주요주주특정증권등소유상황보고서,김지현
2023-12-22,주식등의대량보유상황보고서(일반),양현석
2023-12-22,임원ㆍ주요주주특정증권등소유상황보고서,황보경
2023-12-13,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,와이지엔터테인먼트
2023-12-13,주주명부폐쇄기간또는기준일설정,와이지엔터테인먼트
2023-12-06,투자판단관련주요경영사항(그룹 전속 계약 체결의 건),와이지엔터테인먼트
2023-11-14,분기보고서 (2023.09),와이지엔터테인먼트
2023-11-13,연결재무제표기준영업(잠정)실적(공정공시),와이지엔터테인먼트
2023-11-10,주식등의대량보유상황보고서(일반),양현석
2023-11-10,임원ㆍ주요주주특정증권등소유상황보고서,김지현
2023-11-01,주식등의대량보유상황보고서(약식),국민연금공단
2023-10-04,주식등의대량보유상황보고서(약식),국민연금공단
2023-09-01,주식등의대량보유상황보고서(약식),국민연금공단
2023-08-29,[첨부정정]지속가능경영보고서등관련사항(자율공시),와이지엔터테인먼트
2023-08-14,반기보고서 (2023.06),와이지엔터테인먼트
