회사명,매집일,이상_가격,매석_거래,신고가_매집봉,매집_기간,매집_저항,매석_종가,등락률,포착일_매석,매집_거래량,매석_거래량,골크_단중,골크_중장,우상향_5일,우상향_20일,우상향_60일,거래대금_억,시가총액_억,주식수,시총_순위_2727,이상_거래량,회사_코드
한화시스템,2024-11-11,True,True,True,1,26500,27100.0,3.2380952380952377,2024-11-12,16807189,14096833.0,True,True,True,True,True,3896,51197,188919389,70,True,272210
한화,2024-11-08,False,False,False,4,29850,29850.0,3.1088082901554404,2024-11-12,315653,486055.0,True,False,True,True,False,146,22375,74958735,138,True,000880
우리기술투자,2024-11-06,True,True,False,6,10540,11160.0,7.307692307692308,2024-11-12,40399746,38999629.0,True,True,True,True,True,4671,9374,84000000,256,True,041190
비에이치아이,2024-10-29,True,False,True,14,13120,15040.0,16.138996138996138,2024-11-12,7750987,11045099.0,True,True,True,True,True,1677,4654,30944375,432,True,083650
필에너지,2024-08-29,False,True,False,75,20350,20700.0,13.114754098360656,2024-11-12,10319386,3596201.0,True,True,True,True,True,733,4406,21285882,449,True,378340
SNT에너지,2024-11-07,True,True,False,5,15200,15280.0,3.804347826086957,2024-11-12,471434,441233.0,True,True,True,True,True,68,3160,20680783,567,True,100840
삼부토건,2024-11-11,True,False,False,1,1274,1320.0,3.610675039246468,2024-11-12,120078325,201849785.0,True,False,True,True,True,3018,2951,223611824,602,True,001470
넥스트칩,2024-11-07,False,True,False,5,14610,15100.0,5.668299510146956,2024-11-12,1172322,1030738.0,True,True,True,True,True,156,2731,18088940,635,True,396270
도화엔지니어링,2024-11-06,False,False,False,6,7020,7140.0,3.3285094066570187,2024-11-12,246149,389713.0,True,False,True,True,True,28,2407,33720000,702,True,002150
오리엔탈정공,2024-11-07,False,False,False,5,4185,4285.0,6.857855361596011,2024-11-12,8878938,16396101.0,True,False,True,True,False,744,1952,45573661,828,True,014940
LK삼양,2024-11-11,False,True,True,1,3395,3480.0,2.503681885125184,2024-11-12,53488330,31788547.0,True,True,True,True,True,1123,1766,50748440,902,True,225190
지투파워,2024-11-06,False,True,False,6,8930,9150.0,6.148491879350348,2024-11-12,14100783,11996505.0,True,True,True,True,True,1138,1711,18709437,933,True,388050
일승,2024-10-08,False,False,False,35,3605,4490.0,29.95658465991317,2024-11-12,1737907,18672941.0,True,False,True,True,True,776,1379,30726747,1089,True,333430
일승,2024-11-07,False,False,False,5,3735,4490.0,29.95658465991317,2024-11-12,11214229,18672941.0,True,False,True,True,True,776,1379,30726747,1089,True,333430
일승,2024-11-11,True,False,False,1,3970,4490.0,29.95658465991317,2024-11-12,5295042,18672941.0,True,False,True,True,True,776,1379,30726747,1089,True,333430
강스템바이오텍,2024-11-07,False,False,False,5,2340,2340.0,23.157894736842103,2024-11-12,2436861,4675722.0,False,True,True,True,True,106,1311,56054149,1132,True,217730
KIB플러그에너지,2024-11-08,False,True,False,4,514,520.0,2.161100196463654,2024-11-12,7699367,3670076.0,True,False,True,True,False,19,1232,236981544,1186,True,015590
엘티씨,2024-11-11,False,True,False,1,11530,11750.0,3.615520282186949,2024-11-12,145835,115757.0,True,True,True,True,True,13,1152,9805620,1253,True,170920
지엔씨에너지,2024-09-30,False,False,False,43,6200,6730.0,29.922779922779924,2024-11-12,576480,1654358.0,True,False,True,True,True,107,1107,16448909,1293,True,119850
지엔씨에너지,2024-10-17,False,False,False,26,6010,6730.0,29.922779922779924,2024-11-12,587261,1654358.0,True,False,True,True,True,107,1107,16448909,1293,True,119850
남광토건,2024-01-02,False,False,False,315,8010,9690.0,29.892761394101875,2024-11-12,41177,1494429.0,True,True,True,True,True,139,952,9832572,1420,True,001260
남광토건,2024-07-30,True,False,False,105,8550,9690.0,29.892761394101875,2024-11-12,549241,1494429.0,True,True,True,True,True,139,952,9832572,1420,True,001260
남광토건,2024-07-31,True,False,False,104,8340,9690.0,29.892761394101875,2024-11-12,413988,1494429.0,True,True,True,True,True,139,952,9832572,1420,True,001260
남광토건,2024-11-11,True,False,False,1,7640,9690.0,29.892761394101875,2024-11-12,234580,1494429.0,True,True,True,True,True,139,952,9832572,1420,True,001260
일성건설,2024-11-06,False,False,False,6,1378,1752.0,29.970326409495552,2024-11-12,395694,11146053.0,True,False,True,True,True,184,946,54024880,1426,True,013360
일성건설,2024-11-11,False,False,False,1,1444,1752.0,29.970326409495552,2024-11-12,1005289,11146053.0,True,False,True,True,True,184,946,54024880,1426,True,013360
희림,2024-10-30,False,False,False,13,5390,6180.0,25.482233502538072,2024-11-12,3886884,10992878.0,True,False,True,True,True,672,860,13922475,1521,True,037440
유신,2024-11-06,False,False,False,6,25100,26500.0,6.425702811244979,2024-11-12,104359,320122.0,True,True,True,True,True,84,795,3000000,1602,True,054930
유신,2024-11-11,False,False,False,1,26200,26500.0,6.425702811244979,2024-11-12,137928,320122.0,True,True,True,True,True,84,795,3000000,1602,True,054930
미래에셋드림스팩1호,2024-11-06,False,True,False,6,10070,10070.0,0.099403578528827,2024-11-12,78630,8363.0,True,True,True,True,True,0,773,7680000,1635,True,442900
빛과전자,2024-08-21,False,True,False,83,1603,1700.0,6.78391959798995,2024-11-12,5017528,1611932.0,True,True,True,True,False,27,757,44549159,1653,True,069540
비투엔,2024-11-01,False,True,False,11,1275,1377.0,12.224938875305623,2024-11-12,19641412,3925034.0,True,False,True,True,False,53,623,45297879,1806,True,307870
한화투자증권우,2024-11-11,True,False,False,1,9030,9590.0,15.126050420168069,2024-11-12,205002,238488.0,True,True,True,True,True,24,460,4800000,2085,True,003535
